onset	duration	response_time	trial_type
5.00679016113e-06	4.538078069689839	1.58376288414	self-pity
6.04098415375	4.4953680038499995	1.92743301392	affection
10.5380251408	4.4989888667999995	1.87694907188	seriousness
19.5388901234	4.5036890505999985	2.23858714104	objectivity
27.0454502106	4.490303993200001	1.77904295921	self-pity
31.5374250412	4.4979491234000015	1.79415392876	peacefulness
37.5372290611	4.4966130257	1.90809082985	affection
42.0355091095	4.499461889300001	2.65731310844	attention
48.0373170376	4.495383977900005	2.33596920967	affection
52.5343520641	4.4984250069	2.49256515503	self-consciousness
57.0344400406	4.497385025	2.31929206848	dominance
61.5334670544	4.498188972399994	2.25242805481	seriousness
66.0333080292	4.509410142899995	2.51750993729	objectivity
72.0456180573	4.495789051000003	1.7916431427	affection
78.044273138	4.498069048000005	1.76386499405	contemplation
84.0451691151	4.4960570335000085	1.61286902428	embarrassment
88.5428891182	4.498188972500003	2.67413187027	contemplation
96.0439691544	4.4976999756	2.40371918678	self-consciousness
100.54333806	4.498414994000001	1.54254388809	self-pity
109.544666052	4.497295141000009	2.48715996742	peacefulness
114.043648005	4.498072147000002	2.57951807976	affection
118.543408155	4.497530938000011	1.9787478447	dominance
124.543771982	4.498437166000016	1.62826991081	embarrassment
130.545096159	4.496233939999996	2.19793701172	objectivity
138.043192148	4.497305869999991	3.14070987701	seriousness
142.542163134	4.498347044000013	1.82406497002	self-consciousness
150.043426991	4.496429204000009	2.01792192459	peacefulness
157.542767048	4.495774984000008	2.61058497429	dominance
162.040225029	4.498250008000014	2.05248904228	embarrassment
169.541377068	4.500149964999991	2.96528697014	peacefulness
178.544436216	4.491572856999994	1.70168709755	dominance
186.038911104	4.502578974000016	2.03890419006	peacefulness
190.543163061	4.492573023000006	2.37634086609	self-pity
196.5382061	4.503017903	2.17869305611	dominance
202.544139147	4.488244057000003	1.67082810402	self-pity
208.534578085	4.4994080069999995	2.30125594139	affection
213.035677195	4.497726916999994	1.90774703026	self-consciousness
220.534175158	4.497009037999987	2.65466809273	affection
225.032886028	4.498727083000006	1.99872779846	attention
231.034484148	4.49720883400002	2.48278307915	self-consciousness
238.534643173	4.5059928899999875	1.64168310165	peacefulness
243.042314053	4.488364934999993	2.59004092216	attention
247.532347202	4.509198903999987	2.07261705399	embarrassment
253.544728041	4.496973037000004	1.57572698593	dominance
258.043275118	4.49624204600002	1.56289100647	peacefulness
264.041855097	4.4995501039999795	2.34512901306	contemplation
273.044052124	4.497192859999984	1.76511216164	objectivity
279.044022083	4.497607947000006	1.5584499836	embarrassment
285.04443717	4.49645590800003	1.93822789192	self-consciousness
291.043734074	4.497220993000042	1.93433308601	affection
297.043647051	4.49604511199999	1.82628011703	self-pity
304.541825056	4.4985549450000235	2.3377430439	contemplation
310.543098211	4.497190953000029	2.02243804932	contemplation
316.542973995	4.495692014999975	2.68226194382	objectivity
321.040336132	4.500676870000007	1.63531804085	peacefulness
325.542594194	4.494269847999988	1.83923602104	seriousness
330.0370152	4.503089904000035	2.23706793785	attention
336.04063201	4.51351499499998	2.58380794525	seriousness
340.555709124	4.484269857000015	1.74871110916	contemplation
345.041517019	4.494292974999951	1.56208300591	self-consciousness
351.03861618	4.502465963999953	2.32118105888	contemplation
357.04392004	4.491778135000004	2.00585603714	embarrassment
361.537353992	4.503110171000003	1.66260290146	embarrassment
367.543359041	4.491014958000051	2.92655491829	embarrassment
373.537408113	4.502839088999963	3.07007789612	attention
378.041908026	4.490648985000007	3.09811615944	peacefulness
388.534784079	4.49755096399997	2.74061703682	self-consciousness
396.035206079	4.496428013000013	3.23856592178	contemplation
400.533318043	4.507472991999975	1.90586709976	dominance
408.043645144	4.495295047000013	2.95214319229	seriousness
414.041675091	4.486700057999997	3.06873011589	attention
420.030704021	4.509613990999981	2.05207395554	peacefulness
426.043181181	4.497635840999976	1.89146900177	attention
430.542360067	4.497072935000006	2.45385313034	objectivity
435.04113102	4.499085187999981	1.78752589226	affection
442.542149067	4.498788117999993	2.65756487846	seriousness
450.042820215	4.497557878999999	2.81035590172	dominance
456.042435169	4.497159004000025	2.3748960495	objectivity
465.042335033	4.497675181000034	2.49144291878	dominance
471.042900085	4.497823954000012	3.06495499611	dominance
477.043455124	4.496753931000001	1.75606608391	embarrassment
484.543087006	4.496219157999974	2.02220988274	self-consciousness
495.042208195	4.4956688880000115	3.7143061161	contemplation
501.040724993	4.499677180999981	1.63808894157	seriousness
507.043278217	4.49367284799996	1.60866999626	self-consciousness
511.538637161	4.5016129020000335	1.44934010506	seriousness
516.041913033	4.493277071999955	1.3919980526	contemplation
520.536871195	4.502952813999968	1.90761017799	embarrassment
526.542666197	4.491297959999997	2.25199699402	self-pity
531.035651207	4.4982898240000395	2.71406602859	self-pity
538.536766052	4.502645970000003	1.77606201172	self-pity
543.041082144	4.49260187099992	2.67716002464	attention
549.036529064	4.503309964999971	2.04449295998	objectivity
555.042742014	4.4884221549999666	1.68767094612	objectivity
561.034070015	4.496642113000007	2.33990097046	attention
570.032760143	4.5075809960000015	2.61370301247	attention
574.541872025	4.487584114000015	1.46866106987	affection
580.532365084	4.508461951999948	2.42269992828	objectivity
588.043331146	4.497390031999998	2.30439782143	seriousness
592.542402029	4.497718096000085	2.77956700325	self-pity
