onset	duration	response_time	trial_type
5.00679016113e-06	4.534706115719839	2.32139897346	seriousness
6.03757309914	4.49836301806	2.01954507828	peacefulness
10.5376000404	4.501875877400002	2.18499612808	embarrassment
19.54241395	4.4926769733	2.30357193947	contemplation
24.0367350578	4.497869014799999	2.26066994667	affection
28.5362589359	4.501447200800001	2.57606196404	self-pity
33.0393891335	4.498439788799999	2.45474481583	self-pity
40.5406911373	4.493979930899997	2.192882061	self-pity
46.5381090641	4.513113021900004	3.08244419098	objectivity
52.5541160107	4.498008012699998	2.02575302124	affection
63.0550310612	4.4964549541000025	2.62918901443	dominance
70.5543999672	4.495911121399999	2.80260896683	attention
76.5531139374	4.497129201899995	2.7917740345	peacefulness
84.0525770187	4.496973991399997	2.84363508224	embarrassment
88.5512261391	4.497854948000011	1.64248991013	embarrassment
94.5509989262	4.496677160200008	3.38157892227	peacefulness
99.0492310524	4.497972965599999	3.01855778694	attention
106.550662994	4.4956281189999885	2.3619158268	peacefulness
112.549041033	4.496783018000002	2.37685894966	self-pity
118.547714949	4.498032093000006	2.45353102684	peacefulness
124.548640013	4.4972879879999965	1.88784098625	affection
130.548803091	4.496151924000003	2.83427619934	contemplation
136.547064066	4.497025967000013	2.15568614006	affection
142.546980143	4.487756966999996	2.21970295906	seriousness
147.035377979	4.497380018999991	2.01665997505	contemplation
151.534420967	4.499160051000018	1.93648290634	affection
157.535751104	4.498953819999997	1.31244301796	self-consciousness
162.036374092	4.497654914999998	3.32876014709	seriousness
168.037680149	4.503179789000001	2.80241894722	attention
172.542535067	4.490925073	2.01183485985	seriousness
178.536395073	4.502480984000016	2.00433588028	objectivity
183.040455103	4.493592024000009	1.63479781151	self-pity
192.035889149	4.514907836999981	3.31458711624	self-pity
199.553468943	4.483390091999979	2.83860778809	self-consciousness
204.038530111	4.49813795099999	2.51022696495	peacefulness
210.039518118	4.496660947999999	3.0726211071	self-consciousness
217.539088011	4.511106968000007	3.0201048851	self-pity
222.051877022	4.498687028999996	2.00252699852	attention
228.053153992	4.49638414399999	2.15219712257	affection
237.051474094	4.498395919999979	1.75574398041	affection
241.551538944	4.496905089000023	2.40288901329	self-pity
246.050092936	4.499718188999992	2.42799592018	self-consciousness
250.551489115	4.496989012	2.42200708389	dominance
256.551314116	4.497188805999997	1.89190006256	contemplation
264.051497936	4.49565005300002	2.30053496361	objectivity
270.050004959	4.497262001000024	1.83217215538	embarrassment
274.548913002	4.49849414800002	1.90778493881	affection
280.550187111	4.495458840999959	2.1245071888	objectivity
286.548609018	4.49554705700001	2.19021892548	attention
291.045764923	4.4824512010000035	2.14331102371	dominance
295.529870987	4.497403145000021	2.93672800064	dominance
300.028947115	4.5140128140000115	1.83474183083	attention
304.544677019	4.497608899999989	2.32669401169	peacefulness
310.545192003	4.488131046999968	1.79539704323	embarrassment
319.536242962	4.496340035999992	2.07482814789	objectivity
327.035427094	4.498211860000026	2.13824081421	embarrassment
334.537029982	4.497692108000024	2.11173415184	peacefulness
340.537744999	4.497648953999999	3.01852011681	seriousness
345.036080122	4.505654811999989	2.3928399086	seriousness
351.044227123	4.49220800400002	2.76962399483	embarrassment
360.039484978	4.500869988999966	3.17392802238	seriousness
364.542011976	4.4947280889999774	1.91596007347	objectivity
369.038398027	4.501765966999983	2.77199792862	peacefulness
373.541878939	4.494532107999987	n/a	contemplation
378.038111925	4.500882149000006	4.17182898521	objectivity
382.540655136	4.498332977000018	2.01251912117	self-consciousness
388.541896105	4.493722915000035	2.82121300697	embarrassment
396.037615061	4.515851973999986	1.65675997734	objectivity
403.555289984	4.498245000999987	2.76001381874	attention
408.056056023	4.496800898999993	2.35203504562	objectivity
412.554548025	4.498006106000048	1.54825305939	self-consciousness
418.555448055	4.497464895999997	2.99155402184	seriousness
424.555467129	4.494848012999967	3.05042600632	embarrassment
432.052672148	4.49680590600002	2.43455004692	self-pity
436.551103115	4.49958181400001	3.54699087143	attention
444.052281141	4.497262001000024	3.04478788376	affection
450.052453041	4.497051954000028	3.69000220299	contemplation
456.051948071	4.496842860999948	1.14026093483	self-consciousness
460.5504601	4.497341871000003	2.5226688385	objectivity
465.048058987	4.498858928000004	2.28934907913	dominance
472.549772024	4.497029065999982	2.67793512344	seriousness
481.549574137	4.496315002000017	1.8588809967	self-consciousness
487.548728943	4.4950640199999725	3.26204490662	contemplation
495.045795918	4.498612164999997	2.46434903145	dominance
501.047297955	4.488102197000046	2.06508088112	attention
508.538284063	4.499026060000006	1.92566084862	dominance
516.040220022	4.5020189289999735	1.69653296471	affection
522.044070005	4.491907120000064	2.65641593933	contemplation
526.538172007	4.497594118000052	2.86902618408	dominance
531.037436008	4.503618955999968	2.14958190918	dominance
535.54275012	4.4931089879999035	1.52344107628	self-consciousness
541.538748026	4.50063800800001	2.11790180206	attention
547.541177988	4.493534088000047	2.64824914932	self-pity
552.03628993	4.5023281580000685	1.86149406433	contemplation
558.04143405	4.493859051999948	1.75663208961	seriousness
564.038125038	4.5152940750000425	2.36980605125	embarrassment
571.556344986	4.480057000999977	2.32181882858	contemplation
577.539292097	4.5128979679999475	2.55609703064	dominance
583.555053949	4.49719500599997	2.17581510544	peacefulness
594.054400921	4.4961781499999915	2.27493476868	self-consciousness
