onset	duration	response_time	trial_type
4.05311584473e-06	4.529947042464156	1.98438811302	embarrassment
6.03278207779	4.497315883609999	1.64749288559	contemplation
12.0329759121	4.5034220219000005	2.28346610069	self-consciousness
22.5393168926	4.496947050100001	2.36884689331	objectivity
30.0396718979	4.498564004899997	1.91544103622	embarrassment
36.0413899422	4.487198114400002	2.61219620705	peacefulness
42.0315899849	4.508603096000002	3.87833809853	self-consciousness
46.5418510437	4.486196994800004	1.83867287636	self-consciousness
51.0297050476	4.510257005700005	3.07319998741	contemplation
60.0427620411	4.497705936400003	3.20425105095	dominance
69.0434350967	4.49766993530001	2.01277589798	attention
75.0444419384	4.495680093800004	2.52841281891	attention
79.5417790413	4.498215913799996	2.6902050972	dominance
87.0426959991	4.497742891399994	2.84791207314	self-pity
94.5426340103	4.497101068500001	3.38559389114	objectivity
100.542615891	4.498265981000003	3.49212813377	attention
106.543755054	4.4949929719999915	2.65699505806	objectivity
111.040422916	4.498694182000008	1.53643298149	peacefulness
117.041991949	4.496102094999998	1.91615509987	dominance
121.539802074	4.499794960000003	1.82406783104	peacefulness
126.041244984	4.496928929999996	1.81802296638	embarrassment
132.04095006	4.499156951999993	2.68994498253	self-pity
138.04300189	4.492637158000008	1.91471815109	self-consciousness
145.538556099	4.500129937999986	3.10685801506	affection
150.040354967	4.499228000999977	2.66963911057	attention
154.541251898	4.493303059999988	2.47186303139	seriousness
160.537399054	4.502893924000006	2.7590918541	attention
166.543174982	4.490480899999994	2.62963294983	contemplation
174.036550999	4.495764016999999	1.66598987579	objectivity
178.533861876	4.497356176000011	1.71128296852	self-pity
186.034107924	4.497811079000002	2.26373910904	peacefulness
190.533586025	4.497263908999997	2.39768314362	self-pity
195.033173084	4.507084847000016	1.67260313034	seriousness
202.543030977	4.497468948999995	2.17886805534	embarrassment
210.043395996	4.496399880000013	2.35772705078	seriousness
216.042596102	4.496848820999986	3.32851409912	self-consciousness
222.042252064	4.497112989000016	3.06427812576	embarrassment
229.541999102	4.497235775000007	2.94836997986	seriousness
235.542068005	4.498435019999988	4.0492181778	affection
240.042176962	4.497292994999981	2.14321899414	dominance
244.541116953	4.497122049000012	2.96353507042	dominance
250.540618896	4.500662088999974	1.9997010231	embarrassment
258.044092894	4.495279073000006	3.07441306114	objectivity
262.54104495	4.498642921999988	2.316177845	embarrassment
268.541496992	4.497428893999995	1.86511397362	affection
274.541598082	4.497359990999996	3.3960211277	peacefulness
283.541831017	4.49654602999999	1.56032514572	seriousness
288.040030956	4.499714135999966	2.63809490204	self-consciousness
292.541318893	4.496388197000044	2.5160381794	peacefulness
297.039366007	4.500514984000006	2.7358109951	peacefulness
301.541523933	4.494706153999971	3.26153707504	affection
306.037908077	4.51554489199998	2.15326189995	contemplation
312.056289911	4.482467174999954	3.43899607658	self-pity
316.541016102	4.492545842999959	3.71399211884	self-pity
324.035717964	4.514678954999965	3.05630397797	peacefulness
330.052826881	4.485917092000022	3.82755494118	self-consciousness
334.540410042	4.498900889999959	3.08299803734	contemplation
345.042250872	4.489233017000004	3.24907612801	contemplation
349.53314209	4.497820853999997	2.43323683739	dominance
354.032648087	4.498594999000034	2.37130498886	seriousness
358.532901049	4.505949020000003	1.8247821331	seriousness
364.541678905	4.487027168999987	2.59631609917	self-consciousness
370.531594038	4.50768494600004	2.61923003197	affection
378.042752981	4.496872902000007	2.64727687836	contemplation
384.042495966	4.496356964000029	1.72806715965	embarrassment
388.54052496	4.5040280809999445	2.39443802834	attention
397.547405958	4.4907989499999985	2.77259802818	dominance
402.039778948	4.50286197600002	3.42804408073	embarrassment
409.545559883	4.493532180999978	2.62985110283	self-pity
417.041873932	4.497080088000018	2.3298099041	objectivity
421.540441036	4.498124838000024	3.48373794556	seriousness
426.040142059	4.499570846999973	2.79721403122	objectivity
430.541383028	4.49653005600004	1.92607998848	objectivity
436.541477919	4.496324061999985	1.5257999897	dominance
441.03945899	4.498738050999975	2.68603897095	self-pity
450.041032076	4.497236012999963	2.7216219902	contemplation
456.041153908	4.494624138000006	2.52638816833	affection
460.53746891	4.51501607900002	1.91063094139	objectivity
465.053996086	4.497934818000033	1.45755004883	embarrassment
469.553587914	4.498864173000015	2.69352006912	contemplation
475.55537796	4.482382059000031	1.86435103416	seriousness
481.540107012	4.498664856000005	2.82462596893	attention
487.541637897	4.49181199100002	3.55302596092	self-pity
493.536747932	4.50073409099997	2.18696212769	seriousness
499.540389061	4.491176843999995	2.37615299225	dominance
507.033861876	4.497848033000025	1.93043494225	objectivity
513.034597874	4.495711088000007	3.06286501884	attention
519.033149004	4.496671914999979	2.7998418808	attention
523.532114029	4.506451845000015	1.50117397308	self-consciousness
529.54131794	4.48693799900002	3.79334306717	contemplation
535.531123877	4.507461070999966	2.21005392075	affection
540.04022789	4.504774094000027	2.70377492905	peacefulness
547.54784894	4.489931105999972	1.77623796463	affection
555.041025877	4.501668214999995	3.07484197617	self-pity
562.545513868	4.492760182000097	3.05705499649	affection
568.541143894	4.496046065999963	1.52474689484	peacefulness
573.038841963	4.500226974000043	1.99522304535	attention
579.041105986	4.4963309759999674	2.44524407387	dominance
585.040369987	4.499233008000033	2.27425408363	affection
591.04252696	4.4949290759999485	3.27289700508	self-consciousness
