onset	duration	trial_type	response_time
0.0	8.0	fixation	NA
8.0	3.9	nonwords	NA
11.9	3.9	nonwords	NA
15.8	3.9	nonwords	NA
19.7	3.9	nonwords	NA
23.6	0.4	nonwords	NA
24.0	3.9	quilted_speech	NA
27.9	3.9	quilted_speech	NA
31.8	3.9	quilted_speech	NA
35.7	3.9	quilted_speech	NA
39.6	0.4	quilted_speech	NA
40.0	3.9	quilted_speech	NA
43.9	3.9	quilted_speech	NA
47.8	3.9	quilted_speech	NA
51.7	3.9	quilted_speech	NA
55.6	0.4	quilted_speech	NA
56.0	3.9	nonwords	NA
59.9	3.9	nonwords	NA
63.8	3.9	nonwords	NA
67.7	3.9	nonwords	NA
71.6	0.4	nonwords	NA
72.0	8.0	fixation	NA
80.0	3.9	nonwords	NA
83.9	3.9	nonwords	NA
87.8	3.9	nonwords	NA
91.7	3.9	nonwords	NA
95.6	0.4	nonwords	NA
96.0	3.9	quilted_speech	NA
99.9	3.9	quilted_speech	NA
103.8	3.9	quilted_speech	NA
107.7	3.9	quilted_speech	NA
111.6	0.4	quilted_speech	NA
112.0	3.9	quilted_speech	NA
115.9	3.9	quilted_speech	NA
119.8	3.9	quilted_speech	NA
123.7	3.9	quilted_speech	NA
127.6	0.4	quilted_speech	NA
128.0	3.9	nonwords	NA
131.9	3.9	nonwords	NA
135.8	3.9	nonwords	NA
139.7	3.9	nonwords	NA
143.6	0.4	nonwords	NA
144.0	8.0	fixation	NA
