onset	duration	event_value	event_name
90.150390625	0.1	4	run_start
98.533203125	0.1	9	fixation_on
99.9453125	0.1	3	cue_center
101.3671875	0.1	13	target_center
101.85546875	0.1	15	reaction_correct
102.376953125	0.1	10	trial_end
104.873046875	0.1	9	fixation_on
106.025390625	0.1	1	cue_left
110.140625	0.1	11	target_left
110.455078125	0.1	15	reaction_correct
111.154296875	0.1	10	trial_end
114.046875	0.1	9	fixation_on
115.79296875	0.1	3	cue_center
119.23046875	0.1	13	target_center
119.494140625	0.1	15	reaction_correct
120.236328125	0.1	10	trial_end
122.38671875	0.1	9	fixation_on
123.42578125	0.1	2	cue_right
125.55078125	0.1	12	target_right
125.921875	0.1	15	reaction_correct
126.572265625	0.1	10	trial_end
129.337890625	0.1	9	fixation_on
131.109375	0.1	1	cue_left
135.2421875	0.1	11	target_left
135.529296875	0.1	15	reaction_correct
136.24609375	0.1	10	trial_end
138.376953125	0.1	9	fixation_on
139.80078125	0.1	2	cue_right
142.90625	0.1	12	target_right
143.181640625	0.1	15	reaction_correct
143.90625	0.1	10	trial_end
146.3671875	0.1	9	fixation_on
148.01171875	0.1	1	cue_left
149.12890625	0.1	11	target_left
149.529296875	0.1	15	reaction_correct
150.12890625	0.1	10	trial_end
152.423828125	0.1	9	fixation_on
153.744140625	0.1	1	cue_left
154.86328125	0.1	11	target_left
155.267578125	0.1	15	reaction_correct
155.87109375	0.1	10	trial_end
157.900390625	0.1	9	fixation_on
159.0390625	0.1	1	cue_left
163.154296875	0.1	11	target_left
163.4609375	0.1	15	reaction_correct
164.16796875	0.1	10	trial_end
166.416015625	0.1	9	fixation_on
167.4765625	0.1	2	cue_right
168.58203125	0.1	12	target_right
169.138671875	0.1	15	reaction_correct
169.595703125	0.1	10	trial_end
172.080078125	0.1	9	fixation_on
173.353515625	0.1	3	cue_center
176.58984375	0.1	13	target_center
176.892578125	0.1	15	reaction_correct
177.609375	0.1	10	trial_end
180.23046875	0.1	9	fixation_on
181.421875	0.1	2	cue_right
185.544921875	0.1	12	target_right
185.923828125	0.1	15	reaction_correct
186.556640625	0.1	10	trial_end
189.431640625	0.1	9	fixation_on
191.326171875	0.1	1	cue_left
194.443359375	0.1	11	target_left
194.81640625	0.1	15	reaction_correct
195.48828125	0.1	10	trial_end
198.447265625	0.1	9	fixation_on
199.888671875	0.1	3	cue_center
201.35546875	0.1	13	target_center
201.6875	0.1	15	reaction_correct
202.380859375	0.1	10	trial_end
205.23828125	0.1	9	fixation_on
206.736328125	0.1	2	cue_right
207.845703125	0.1	12	target_right
