onset	duration	TRIALTYPE	DELTAVALUE	RESPONSE_TIME	MEAN_VALUE	VALUE_RIGHT	VALUE_LEFT	CHOSE_RIGHT
2.016638	1.457	FoodChoice	0.5733330000000001	0.937392	1.9666665	2.253333	1.68	1.0
8.516637	1.457	FoodChoice	0.98	1.0643790000000002	0.55	1.04	0.06	1.0
14.01658	1.457	FoodChoice	-0.01999999999999999	1.222432	0.083333	0.07333300000000001	0.093333	1.0
18.51664	1.457	FoodChoice	-0.02	1.7893709999999998	0.03	0.02	0.04	0.0
28.51662	1.457	FoodChoice	-0.026666999999999996	1.473375	0.1733335	0.16	0.186667	1.0
33.01661	1.457	FoodChoice	0.013332999999999998	1.300403	0.08666650000000001	0.093333	0.08	1.0
42.51658	1.457	FoodChoice	0.2933330000000003	0.91443	1.8933334999999998	2.04	1.7466669999999997	1.0
48.51667	1.457	FoodChoice	-0.2933330000000003	0.684333	1.8933334999999998	1.7466669999999997	2.04	0.0
55.01664	1.457	FoodChoice	-0.19999999999999973	0.915379	1.6266669999999999	1.526667	1.7266669999999997	0.0
66.01664	1.457	FoodChoice	-0.14	1.139368	0.45	0.38	0.52	0.0
75.01668000000001	1.457	FoodChoice	0.17333399999999966	1.238335	2.1	2.186667	2.0133330000000003	0.0
83.51666999999999	1.457	FoodChoice	0.013333000000000001	1.894341	0.026666500000000003	0.033333	0.02	0.0
89.51656	1.457	FoodChoice	-0.006666999999999992	1.204453	0.06333349999999999	0.06	0.06666699999999999	0.0
94.01663	1.457	FoodChoice	-0.18666700000000003	1.344368	0.4733335	0.38	0.566667	0.0
99.01661999999999	1.457	FoodChoice	0.17333399999999966	1.105391	2.1	2.186667	2.0133330000000003	1.0
103.0165	1.457	FoodChoice	0.2933330000000003	2.130512	1.8733334999999998	2.02	1.7266669999999997	1.0
108.0166	1.457	FoodChoice	0.0066669999999997565	1.967455	2.0166665000000004	2.02	2.0133330000000003	0.0
112.5166	1.457	FoodChoice	-0.28666600000000053	1.694439	1.87	1.7266669999999997	2.0133330000000003	0.0
116.5166	1.457	FoodChoice	-0.07333299999999998	1.982421	0.1966665	0.16	0.23333299999999998	0.0
127.0166	1.457	FoodChoice	0.026666999999999996	1.306357	1.0266665000000001	1.04	1.013333	0.0
132.0166	1.457	FoodChoice	-0.18000000000000016	2.3283720000000003	2.363333	2.273333	2.453333	1.0
137.5166	1.457	FoodChoice	1.56	1.1744350000000001	0.8999999999999999	1.68	0.12	1.0
144.0166	1.457	FoodChoice	-0.039999999999999813	1.517376	1.706667	1.686667	1.7266669999999997	0.0
148.0166	1.457	FoodChoice	0.046667000000000014	0.9104530000000001	1.2566665000000001	1.28	1.233333	1.0
154.0166	1.457	FoodChoice	0.15333299999999994	0.770374	1.6033335	1.68	1.526667	1.0
164.0165	1.457	FoodChoice	-0.020000000000000018	1.600475	0.556667	0.546667	0.566667	1.0
170.5165	1.457	FoodChoice	-0.06666600000000011	1.060497	2.2199999999999998	2.186667	2.253333	1.0
175.0166	1.457	FoodChoice	0.06	0.9763930000000001	0.05	0.08	0.02	0.0
179.5166	1.457	FoodChoice	0.0	0.907439	0.04	0.04	0.04	1.0
191.5166	1.457	FoodChoice	-0.013333000000000012	1.282373	0.0733335	0.06666699999999999	0.08	1.0
196.0167	1.457	FoodChoice	0.52	1.300349	1.76	2.02	1.5	1.0
209.5167	1.457	FoodChoice	0.013332999999999998	1.429355	0.08666650000000001	0.093333	0.08	1.0
216.0166	1.457	FoodChoice	-0.986667	1.10142	0.5133335	0.02	1.006667	0.0
224.5165	1.457	FoodChoice	-0.020000000000000018	1.6754790000000002	1.016667	1.006667	1.026667	0.0
229.0166	1.457	FoodChoice	0.24666699999999997	0.971384	2.3966665000000003	2.52	2.273333	1.0
235.0166	1.457	FoodChoice	-0.020000000000000004	2.363379	0.07	0.06	0.08	1.0
239.0166	1.457	FoodChoice	0.19999999999999973	0.939369	1.6266669999999999	1.7266669999999997	1.526667	1.0
244.5166	1.457	FoodChoice	0.020000000000000018	1.471379	1.49	1.5	1.48	1.0
249.5167	1.457	FoodChoice	-1.8533330000000001	0.9793069999999999	1.1133335	0.186667	2.04	0.0
258.5166	1.457	FoodChoice	0.006667000000000006	1.0133809999999999	0.1566665	0.16	0.153333	1.0
263.0166	1.457	FoodChoice	0.24	1.8913689999999999	1.3533330000000001	1.473333	1.233333	0.0
277.5166	1.457	FoodChoice	-1.42	1.258368	0.81	0.1	1.52	0.0
281.5167	1.457	FoodChoice	0.7866660000000005	0.786351	2.12	2.5133330000000003	1.7266669999999997	1.0
286.5166	1.457	FoodChoice	0.973333	1.294371	0.5266665	1.013333	0.04	0.0
291.0166	1.457	FoodChoice	-0.1666669999999999	1.636368	1.5966665	1.513333	1.68	0.0
295.0166	1.457	FoodChoice	-0.060000000000000005	1.217394	0.07	0.04	0.1	1.0
300.5167	1.457	FoodChoice	-0.14666699999999988	1.7353470000000002	2.1133335	2.04	2.186667	0.0
305.5166	1.457	FoodChoice	0.013333000000000012	1.393389	0.0733335	0.08	0.06666699999999999	0.0
311.5166	1.457	FoodChoice	-0.006666999999999992	1.229373	0.06333349999999999	0.06	0.06666699999999999	0.0
318.0166	1.457	FoodChoice	-0.05999999999999994	0.9733729999999999	0.576667	0.546667	0.606667	0.0
325.0165	1.457	FoodChoice	-0.9733339999999999	1.113478	0.52	0.033333	1.006667	0.0
331.0166	1.457	FoodChoice	-0.973334	1.055368	0.54	0.053333000000000005	1.026667	0.0
337.0166	1.457	FoodChoice	0.05333299999999999	1.185433	0.12666650000000002	0.153333	0.1	0.0
342.5166	1.457	FoodChoice	0.19333299999999998	1.002442	1.3766665	1.473333	1.28	1.0
347.5167	1.457	FoodChoice	0.14	2.004343	0.45	0.52	0.38	1.0
351.5165	1.457	FoodChoice	-1.5866669999999998	1.2435120000000002	0.9533334999999998	0.16	1.7466669999999997	0.0
355.5166	1.457	FoodChoice	-0.2400000000000002	0.730374	2.393333	2.273333	2.5133330000000003	0.0
359.5166	1.457	FoodChoice	-0.19999999999999996	1.3043930000000001	1.38	1.28	1.48	1.0
363.5166	1.457	FoodChoice	0.0	2.063388	1.006667	1.006667	1.006667	1.0
369.5166	1.457	FoodChoice	0.6666669999999999	0.6363989999999999	1.8533335	2.186667	1.52	1.0
