onset	duration	TRIALTYPE	DELTAVALUE	RESPONSE_TIME	MEAN_VALUE	VALUE_RIGHT	VALUE_LEFT	CHOSE_RIGHT
2.016794	1.457	FoodChoice	1.5733339999999998	1.157023	0.9399999999999998	1.7266669999999997	0.153333	1.0
8.516745	1.457	FoodChoice	-0.19999999999999996	1.039086	1.38	1.28	1.48	1.0
14.016779999999999	1.457	FoodChoice	1.173333	1.647042	0.6466665	1.233333	0.06	1.0
18.516779999999997	1.457	FoodChoice	-0.526667	1.177041	1.7766665000000001	1.513333	2.04	0.0
28.516779999999997	1.457	FoodChoice	0.006666999999999992	1.7270169999999998	0.0766665	0.08	0.07333300000000001	0.0
33.016740000000006	1.457	FoodChoice	0.006667000000000006	0.77008	0.16333350000000002	0.166667	0.16	1.0
42.516709999999996	1.457	FoodChoice	-0.1666669999999999	1.4691239999999999	1.6033335	1.52	1.686667	0.0
48.51676	1.457	FoodChoice	-0.006666999999999992	1.9510720000000001	0.0566665	0.053333000000000005	0.06	0.0
55.01676	1.457	FoodChoice	0.053332999999999964	0.987059	0.5466664999999999	0.573333	0.52	0.0
66.01673000000001	1.457	FoodChoice	0.01999999999999999	1.431087	0.11	0.12	0.1	1.0
75.01680999999999	1.457	FoodChoice	0.0066669999999999785	2.394011	1.5166665	1.52	1.513333	0.0
83.51675999999999	1.457	FoodChoice	0.006667000000000006	0.795054	0.1566665	0.16	0.153333	1.0
89.51669	1.457	FoodChoice	-0.0066669999999999785	0.864123	1.5166665	1.513333	1.52	1.0
94.01680999999999	1.457	FoodChoice	-0.06666699999999981	1.241994	2.4866665	2.453333	2.52	0.0
99.01678000000001	1.457	FoodChoice	-0.98	1.808039	0.53	0.04	1.02	0.0
103.0167	1.457	FoodChoice	-0.033332999999999974	1.9521009999999999	0.11666649999999999	0.1	0.13333299999999998	0.0
108.0167	1.457	FoodChoice	0.019999999999999997	1.340101	0.05	0.06	0.04	0.0
112.5168	1.457	FoodChoice	0.01999999999999999	1.935055	0.11	0.12	0.1	1.0
116.5168	1.457	FoodChoice	-0.846667	1.03704	0.5833335	0.16	1.006667	0.0
127.0167	1.457	FoodChoice	-0.020000000000000004	1.7760740000000002	0.07	0.06	0.08	1.0
132.0168	1.457	FoodChoice	0.4	0.97304	0.806667	1.006667	0.606667	1.0
137.5168	1.457	FoodChoice	0.033332999999999835	1.192012	2.2366665	2.253333	2.22	1.0
144.0168	1.457	FoodChoice	0.0066669999999999785	1.478062	1.0166665	1.02	1.013333	0.0
148.0168	1.457	FoodChoice	-0.08	1.1160430000000001	0.12	0.08	0.16	0.0
154.0168	1.457	FoodChoice	-0.0066669999999997565	0.7810239999999999	2.5166665000000004	2.5133330000000003	2.52	1.0
164.0168	1.457	FoodChoice	0.15999999999999992	2.171995	1.6066669999999998	1.686667	1.526667	1.0
170.5167	1.457	FoodChoice	-0.01333300000000004	0.808104	1.0333335	1.026667	1.04	1.0
175.0168	1.457	FoodChoice	0.013334000000000013	1.35704	0.16	0.166667	0.153333	1.0
179.5168	1.457	FoodChoice	-0.006666999999999999	1.5150370000000002	0.036666500000000005	0.033333	0.04	0.0
191.5168	1.457	FoodChoice	-0.026666999999999996	1.120041	1.4866665000000001	1.473333	1.5	0.0
196.0168	1.457	FoodChoice	0.019999999999999997	0.867041	0.05	0.06	0.04	0.0
209.5167	1.457	FoodChoice	-1.9133330000000002	1.574122	1.5633335	0.606667	2.52	0.0
216.0168	1.457	FoodChoice	0.0	1.701009	1.006667	1.006667	1.006667	1.0
224.5168	1.457	FoodChoice	0.020000000000000018	1.577005	1.016667	1.026667	1.006667	1.0
229.0168	1.457	FoodChoice	0.27333300000000027	1.092054	1.8833335	2.02	1.7466669999999997	1.0
235.0168	1.457	FoodChoice	-0.020000000000000004	2.0540599999999998	0.043333	0.033333	0.053333000000000005	0.0
239.0167	1.457	FoodChoice	0.01999999999999999	1.043159	0.11	0.12	0.1	0.0
244.5168	1.457	FoodChoice	0.060000000000000005	1.539066	0.07	0.1	0.04	0.0
249.5168	1.457	FoodChoice	0.0	1.7050610000000002	1.473333	1.473333	1.473333	1.0
258.5167	1.457	FoodChoice	-0.06666599999999998	1.085099	0.2	0.166667	0.23333299999999998	1.0
263.0168	1.457	FoodChoice	-0.013333999999999957	1.06104	1.02	1.013333	1.026667	1.0
277.5168	1.457	FoodChoice	-0.020000000000000004	1.02604	0.043333	0.033333	0.053333000000000005	0.0
281.5168	1.457	FoodChoice	-0.18666700000000003	1.337067	0.4733335	0.38	0.566667	0.0
