onset	duration	sample	value
1.202	n/a	601	5
2.218	n/a	1109	241
9.732	n/a	4866	241
11.006	n/a	5503	99
12.022	n/a	6011	150
13.042	n/a	6521	151
13.562	n/a	6781	11
14.07	n/a	7035	99
14.884	n/a	7442	150
15.904	n/a	7952	151
16.424	n/a	8212	13
16.994	n/a	8497	99
17.806	n/a	8903	150
18.826	n/a	9413	151
19.348	n/a	9674	13
19.902	n/a	9951	99
20.718	n/a	10359	150
21.738	n/a	10869	151
22.26	n/a	11130	21
23.642	n/a	11821	99
24.46	n/a	12230	150
25.482	n/a	12741	151
26.002	n/a	13001	22
27.034	n/a	13517	88
27.844	n/a	13922	150
28.864	n/a	14432	151
29.384	n/a	14692	21
30.606	n/a	15303	88
31.416	n/a	15708	150
32.436	n/a	16218	151
32.956	n/a	16478	23
34.346	n/a	17173	88
35.158	n/a	17579	150
36.18	n/a	18090	151
36.7	n/a	18350	12
37.462	n/a	18731	99
38.28	n/a	19140	150
39.302	n/a	19651	151
39.822	n/a	19911	23
42.17	n/a	21085	88
42.984	n/a	21492	150
44.004	n/a	22002	151
44.526	n/a	22263	22
48.214	n/a	24107	99
49.028	n/a	24514	150
50.05	n/a	25025	151
50.57	n/a	25285	12
51.094	n/a	25547	99
51.91	n/a	25955	150
52.932	n/a	26466	151
53.452	n/a	26726	23
55.402	n/a	27701	88
56.214	n/a	28107	149
59.236	n/a	29618	150
60.256	n/a	30128	151
60.776	n/a	30388	13
61.426	n/a	30713	99
62.238	n/a	31119	150
63.258	n/a	31629	151
63.778	n/a	31889	21
65.222	n/a	32611	88
66.04	n/a	33020	150
67.062	n/a	33531	151
67.582	n/a	33791	22
72.602	n/a	36301	88
73.416	n/a	36708	150
74.436	n/a	37218	151
74.958	n/a	37479	12
76.254	n/a	38127	99
77.068	n/a	38534	150
78.09	n/a	39045	151
78.61	n/a	39305	11
79.174	n/a	39587	99
79.99	n/a	39995	150
81.012	n/a	40506	151
81.532	n/a	40766	23
82.598	n/a	41299	88
83.414	n/a	41707	150
84.434	n/a	42217	151
84.954	n/a	42477	11
85.542	n/a	42771	99
86.356	n/a	43178	150
87.376	n/a	43688	151
87.896	n/a	43948	23
90.218	n/a	45109	88
91.028	n/a	45514	150
92.05	n/a	46025	151
92.57	n/a	46285	23
93.83	n/a	46915	88
94.642	n/a	47321	150
95.662	n/a	47831	151
96.182	n/a	48091	21
97.41	n/a	48705	99
98.224	n/a	49112	150
99.244	n/a	49622	151
99.764	n/a	49882	22
101.95	n/a	50975	88
102.768	n/a	51384	149
105.79	n/a	52895	150
106.81	n/a	53405	151
107.33	n/a	53665	11
107.87	n/a	53935	99
108.682	n/a	54341	150
109.702	n/a	54851	151
110.222	n/a	55111	13
111.078	n/a	55539	99
111.894	n/a	55947	150
