onset	duration	trial_type	value	sample	stim_file
1994.4033203125	0.0	startOfNotRecognisedClip	1	4084538	Youth_1996_2006_26.txt
2004.41162109375	0.0	endOfClip	129	4105035	n/a
2005.7294921875	0.0	trialEnd	193	4107734	n/a
2005.9296875	0.0	trialStart	192	4108144	n/a
2007.64404296875	0.0	startOfNotRecognisedClip	1	4111655	Slumdog_Millionaire_450_460_44.txt
2017.6552734375	0.0	endOfClip	129	4132158	n/a
2019.0654296875	0.0	trialEnd	193	4135046	n/a
2019.26416015625	0.0	trialStart	192	4135453	n/a
2021.04541015625	0.0	startOfNotRecognisedClip	1	4139101	Meet_Joe_Black_803_813_3.txt
2031.05419921875	0.0	endOfClip	129	4159599	n/a
2032.376953125	0.0	trialEnd	193	4162308	n/a
2032.578125	0.0	trialStart	192	4162720	n/a
2034.35986328125	0.0	startOfNotRecognisedClip	1	4166369	The_Maze_Runner_4909_4919_229.txt
2044.36865234375	0.0	endOfClip	129	4186867	n/a
2045.6494140625	0.0	trialEnd	193	4189490	n/a
2045.849609375	0.0	trialStart	192	4189900	n/a
2047.64599609375	0.0	startOfNotRecognisedClip	1	4193579	Toni_Erdmann_1277_1287_246.txt
2057.654296875	0.0	endOfClip	129	4214076	n/a
2059.15283203125	0.0	trialEnd	193	4217145	n/a
2060.19970703125	0.0	trialStart	192	4219289	n/a
2061.9091796875	0.0	startOfNotRecognisedClip	1	4222790	National_treasure_1_3382_3392_135.txt
2071.919921875	0.0	endOfClip	129	4243292	n/a
2073.1923828125	0.0	trialEnd	193	4245898	n/a
2073.392578125	0.0	trialStart	192	4246308	n/a
2075.13232421875	0.0	startOfNotRecognisedClip	1	4249871	The_Ninth_Gate_2541_2551_4.txt
2085.140625	0.0	endOfClip	129	4270368	n/a
2086.6640625	0.0	trialEnd	193	4273488	n/a
2086.8642578125	0.0	trialStart	192	4273898	n/a
2088.62451171875	0.0	startOfNotRecognisedClip	1	4277503	Legally_Blond_4653_4663_33.txt
2098.63330078125	0.0	endOfClip	129	4298001	n/a
2099.927734375	0.0	trialEnd	193	4300652	n/a
2100.1279296875	0.0	trialStart	192	4301062	n/a
2101.853515625	0.0	startOfNotRecognisedClip	1	4304596	Paranoia_2696_2706_147.txt
2111.86181640625	0.0	endOfClip	129	4325093	n/a
2113.5283203125	0.0	trialEnd	193	4328506	n/a
2113.728515625	0.0	trialStart	192	4328916	n/a
2115.484375	0.0	startOfRememberedClipFirstWatch	3	4332512	Willow_3227_3237_5.txt
2125.49560546875	0.0	endOfClip	129	4353015	n/a
2128.46337890625	0.0	startOfSecondWatch	128	4359093	Willow_3227_3237_5.txt
2129.8115234375	0.0	firstRecognitionClick	257	4361854	n/a
2130.6767578125	0.0	recognitionClick	160	4363626	n/a
2134.34375	0.0	recognitionClick	160	4371136	n/a
2138.4716796875	0.0	endOfClip	129	4379590	n/a
2140.52783203125	0.0	trialEnd	193	4383801	n/a
2140.7275390625	0.0	trialStart	192	4384210	n/a
2142.51904296875	0.0	startOfRememberedClipFirstWatch	3	4387879	The_Lord_of_the_Rings_2_-_The_Two_Towers_4452_4462_12.txt
2152.52734375	0.0	endOfClip	129	4408376	n/a
2155.25146484375	0.0	startOfSecondWatch	128	4413955	The_Lord_of_the_Rings_2_-_The_Two_Towers_4452_4462_12.txt
2155.86083984375	0.0	firstRecognitionClick	257	4415203	n/a
2157.99755859375	0.0	recognitionClick	160	4419579	n/a
2159.99658203125	0.0	recognitionClick	160	4423673	n/a
2164.39794921875	0.0	recognitionClick	160	4432687	n/a
2165.259765625	0.0	endOfClip	129	4434452	n/a
2167.45458984375	0.0	trialEnd	193	4438947	n/a
2167.65478515625	0.0	trialStart	192	4439357	n/a
2169.5185546875	0.0	startOfRememberedClipFirstWatch	3	4443174	Men_in_Black_2317_2327_2.txt
2179.52978515625	0.0	endOfClip	129	4463677	n/a
2182.267578125	0.0	startOfSecondWatch	128	4469284	Men_in_Black_2317_2327_2.txt
2182.6796875	0.0	firstRecognitionClick	257	4470128	n/a
2183.28076171875	0.0	recognitionClick	160	4471359	n/a
2185.61279296875	0.0	recognitionClick	160	4476135	n/a
2187.81298828125	0.0	recognitionClick	160	4480641	n/a
2189.0126953125	0.0	recognitionClick	160	4483098	n/a
2192.27587890625	0.0	endOfClip	129	4489781	n/a
2194.447265625	0.0	trialEnd	193	4494228	n/a
2194.64697265625	0.0	trialStart	192	4494637	n/a
2196.369140625	0.0	startOfNotRecognisedClip	1	4498164	Charlies_Angels_212_222_10.txt
2206.37744140625	0.0	endOfClip	129	4518661	n/a
2207.669921875	0.0	trialEnd	193	4521308	n/a
2207.86962890625	0.0	trialStart	192	4521717	n/a
2209.60986328125	0.0	startOfRememberedClipFirstWatch	3	4525281	Terminator_2_-_Judgement_Day_728_738_6.txt
2219.61865234375	0.0	endOfClip	129	4545779	n/a
2222.01513671875	0.0	startOfSecondWatch	128	4550687	Terminator_2_-_Judgement_Day_728_738_6.txt
2227.625	0.0	firstRecognitionClick	257	4562176	n/a
2229.0986328125	0.0	recognitionClick	160	4565194	n/a
2232.0283203125	0.0	endOfClip	129	4571194	n/a
2233.48583984375	0.0	trialEnd	193	4574179	n/a
2233.68603515625	0.0	trialStart	192	4574589	n/a
2235.50927734375	0.0	startOfNotRecognisedClip	1	4578323	King_Arthur_3056_3066_26.txt
2245.517578125	0.0	endOfClip	129	4598820	n/a
2248.4375	0.0	trialEnd	193	4604800	n/a
2249.314453125	0.0	trialStart	192	4606596	n/a
2251.05419921875	0.0	startOfNotRecognisedClip	1	4610159	Misery_1114_1124_17.txt
2261.06298828125	0.0	endOfClip	129	4630657	n/a
2262.6279296875	0.0	trialEnd	193	4633862	n/a
2262.828125	0.0	trialStart	192	4634272	n/a
2264.6240234375	0.0	startOfNotRecognisedClip	1	4637950	The_Fifth_Element_1276_1286_34.txt
2274.63232421875	0.0	endOfClip	129	4658447	n/a
2275.90771484375	0.0	trialEnd	193	4661059	n/a
2276.10791015625	0.0	trialStart	192	4661469	n/a
2277.86181640625	0.0	startOfNotRecognisedClip	1	4665061	The_Bourne_Identity_4478_4488_11.txt
2287.873046875	0.0	endOfClip	129	4685564	n/a
2289.2265625	0.0	trialEnd	193	4688336	n/a
2289.42724609375	0.0	trialStart	192	4688747	n/a
2291.216796875	0.0	startOfNotRecognisedClip	1	4692412	The_Departed_8022_8032_203.txt
2301.22509765625	0.0	endOfClip	129	4712909	n/a
2302.5	0.0	trialEnd	193	4715520	n/a
2302.7001953125	0.0	trialStart	192	4715930	n/a
2304.4833984375	0.0	startOfNotRecognisedClip	1	4719582	X-men_1_2489_2499_54.txt
2314.4921875	0.0	endOfClip	129	4740080	n/a
2316.0185546875	0.0	trialEnd	193	4743206	n/a
2316.2177734375	0.0	trialStart	192	4743614	n/a
2317.9599609375	0.0	startOfRememberedClipFirstWatch	3	4747182	Black_Mass_2841_2851_39.txt
2327.96826171875	0.0	endOfClip	129	4767679	n/a
2332.8232421875	0.0	startOfSecondWatch	128	4777622	Black_Mass_2841_2851_39.txt
2337.57275390625	0.0	firstRecognitionClick	257	4787349	n/a
2339.0380859375	0.0	recognitionClick	160	4790350	n/a
2342.83447265625	0.0	endOfClip	129	4798125	n/a
2344.73779296875	0.0	trialEnd	193	4802023	n/a
2344.93798828125	0.0	trialStart	192	4802433	n/a
2346.74072265625	0.0	startOfNotRecognisedClip	1	4806125	National_treasure_1_932_942_137.txt
2356.7490234375	0.0	endOfClip	129	4826622	n/a
2358.021484375	0.0	trialEnd	193	4829228	n/a
2358.220703125	0.0	trialStart	192	4829636	n/a
2360.00244140625	0.0	startOfNotRecognisedClip	1	4833285	Amadeus_8118_8128_4.txt
2370.01123046875	0.0	endOfClip	129	4853783	n/a
2371.26416015625	0.0	trialEnd	193	4856349	n/a
2371.46484375	0.0	trialStart	192	4856760	n/a
2373.185546875	0.0	startOfRecognisedClipFirstWatch	2	4860284	The_Shawshank_Redemption_210_220_42.txt
2383.19384765625	0.0	endOfClip	129	4880781	n/a
2386.2529296875	0.0	startOfSecondWatch	128	4887046	The_Shawshank_Redemption_210_220_42.txt
2394.99853515625	0.0	firstRecognitionClick	257	4904957	n/a
2396.26416015625	0.0	endOfClip	129	4907549	n/a
2397.859375	0.0	trialEnd	193	4910816	n/a
2398.0595703125	0.0	trialStart	192	4911226	n/a
2399.88671875	0.0	startOfRecognisedClipFirstWatch	2	4914968	The_Imitation_Game_4836_4846_223.txt
2409.89501953125	0.0	endOfClip	129	4935465	n/a
2412.7822265625	0.0	startOfSecondWatch	128	4941378	The_Imitation_Game_4836_4846_223.txt
2413.662109375	0.0	firstRecognitionClick	257	4943180	n/a
2417.39208984375	0.0	recognitionClick	160	4950819	n/a
2422.79052734375	0.0	endOfClip	129	4961875	n/a
2424.1767578125	0.0	trialEnd	193	4964714	n/a
2425.17431640625	0.0	trialStart	192	4966757	n/a
2426.90869140625	0.0	startOfRememberedClipFirstWatch	3	4970309	Harry_Potter_1_and_the_Sorcerer_Stone_7946_7956_34.txt
2436.9169921875	0.0	endOfClip	129	4990806	n/a
2439.6826171875	0.0	startOfSecondWatch	128	4996470	Harry_Potter_1_and_the_Sorcerer_Stone_7946_7956_34.txt
2440.22802734375	0.0	firstRecognitionClick	257	4997587	n/a
2440.69482421875	0.0	recognitionClick	160	4998543	n/a
2442.09619140625	0.0	recognitionClick	160	5001413	n/a
2443.29248046875	0.0	recognitionClick	160	5003863	n/a
2445.029296875	0.0	recognitionClick	160	5007420	n/a
2447.828125	0.0	recognitionClick	160	5013152	n/a
2448.83251953125	0.0	recognitionClick	160	5015209	n/a
2449.69384765625	0.0	endOfClip	129	5016973	n/a
2451.919921875	0.0	trialEnd	193	5021532	n/a
2452.11962890625	0.0	trialStart	192	5021941	n/a
2453.9013671875	0.0	startOfRecognisedClipFirstWatch	2	5025590	Fight_Club_2645_2655_20.txt
2463.91259765625	0.0	endOfClip	129	5046093	n/a
2466.31005859375	0.0	startOfSecondWatch	128	5051003	Fight_Club_2645_2655_20.txt
2467.32421875	0.0	firstRecognitionClick	257	5053080	n/a
2476.318359375	0.0	endOfClip	129	5071500	n/a
2478.14306640625	0.0	trialEnd	193	5075237	n/a
2478.341796875	0.0	trialStart	192	5075644	n/a
2480.1943359375	0.0	startOfRecognisedClipFirstWatch	2	5079438	X-men_Origins_Wolverine_2835_2845_62.txt
2490.20263671875	0.0	endOfClip	129	5099935	n/a
2492.693359375	0.0	startOfSecondWatch	128	5105036	X-men_Origins_Wolverine_2835_2845_62.txt
2493.5029296875	0.0	firstRecognitionClick	257	5106694	n/a
2495.0400390625	0.0	recognitionClick	160	5109842	n/a
2502.70166015625	0.0	endOfClip	129	5125533	n/a
2504.2451171875	0.0	trialEnd	193	5128694	n/a
2504.4462890625	0.0	trialStart	192	5129106	n/a
2506.25927734375	0.0	startOfRememberedClipFirstWatch	3	5132819	Back_To_The_Future_4968_4978_4.txt
2516.2705078125	0.0	endOfClip	129	5153322	n/a
2518.62548828125	0.0	startOfSecondWatch	128	5158145	Back_To_The_Future_4968_4978_4.txt
2520.23779296875	0.0	firstRecognitionClick	257	5161447	n/a
2522.173828125	0.0	recognitionClick	160	5165412	n/a
2523.7080078125	0.0	recognitionClick	160	5168554	n/a
2528.63623046875	0.0	endOfClip	129	5178647	n/a
2530.59033203125	0.0	trialEnd	193	5182649	n/a
2530.79052734375	0.0	trialStart	192	5183059	n/a
2532.58056640625	0.0	startOfNotRecognisedClip	1	5186725	Red_4162_4172_2.txt
2542.5888671875	0.0	endOfClip	129	5207222	n/a
2543.85400390625	0.0	trialEnd	193	5209813	n/a
2544.05419921875	0.0	trialStart	192	5210223	n/a
2545.8310546875	0.0	startOfNotRecognisedClip	1	5213862	The_Postman_528_538_232.txt
2555.83935546875	0.0	endOfClip	129	5234359	n/a
2557.212890625	0.0	trialEnd	193	5237172	n/a
2557.41357421875	0.0	trialStart	192	5237583	n/a
2559.22802734375	0.0	startOfRememberedClipFirstWatch	3	5241299	Black_Mass_4040_4050_42.txt
2569.236328125	0.0	endOfClip	129	5261796	n/a
2572.37158203125	0.0	startOfSecondWatch	128	5268217	Black_Mass_4040_4050_42.txt
2574.51513671875	0.0	firstRecognitionClick	257	5272607	n/a
2580.0546875	0.0	recognitionClick	160	5283952	n/a
2582.3828125	0.0	endOfClip	129	5288720	n/a
2584.2119140625	0.0	trialEnd	193	5292466	n/a
2584.4130859375	0.0	trialStart	192	5292878	n/a
2586.15771484375	0.0	startOfRememberedClipFirstWatch	3	5296451	Harry_Potter_1_and_the_Sorcerer_Stone_6480_6490_31.txt
2596.16650390625	0.0	endOfClip	129	5316949	n/a
2598.62158203125	0.0	startOfSecondWatch	128	5321977	Harry_Potter_1_and_the_Sorcerer_Stone_6480_6490_31.txt
2599.30029296875	0.0	firstRecognitionClick	257	5323367	n/a
2600.36767578125	0.0	recognitionClick	160	5325553	n/a
2603.09765625	0.0	recognitionClick	160	5331144	n/a
2605.966796875	0.0	recognitionClick	160	5337020	n/a
2608.62939453125	0.0	endOfClip	129	5342473	n/a
2611.203125	0.0	trialEnd	193	5347744	n/a
2611.404296875	0.0	trialStart	192	5348156	n/a
2613.16259765625	0.0	startOfRecognisedClipFirstWatch	2	5351757	Avengers_-_Age_of_Ultron_4788_4798_6.txt
2623.1708984375	0.0	endOfClip	129	5372254	n/a
2625.93994140625	0.0	startOfSecondWatch	128	5377925	Avengers_-_Age_of_Ultron_4788_4798_6.txt
2626.8193359375	0.0	firstRecognitionClick	257	5379726	n/a
2632.48876953125	0.0	recognitionClick	160	5391337	n/a
2635.951171875	0.0	endOfClip	129	5398428	n/a
2637.439453125	0.0	trialEnd	193	5401476	n/a
2638.27294921875	0.0	trialStart	192	5403183	n/a
2640.083984375	0.0	startOfNotRecognisedClip	1	5406892	Ex_Machina_323_333_77.txt
2650.09228515625	0.0	endOfClip	129	5427389	n/a
2651.36181640625	0.0	trialEnd	193	5429989	n/a
2651.56298828125	0.0	trialStart	192	5430401	n/a
2653.400390625	0.0	startOfRememberedClipFirstWatch	3	5434164	The_Hobbit_The_Desolation_of_Smaug_5070_5080_6.txt
2663.4091796875	0.0	endOfClip	129	5454662	n/a
2666.31396484375	0.0	startOfSecondWatch	128	5460611	The_Hobbit_The_Desolation_of_Smaug_5070_5080_6.txt
2667.32666015625	0.0	firstRecognitionClick	257	5462685	n/a
2668.79052734375	0.0	recognitionClick	160	5465683	n/a
2672.923828125	0.0	recognitionClick	160	5474148	n/a
2673.39453125	0.0	recognitionClick	160	5475112	n/a
2676.32275390625	0.0	endOfClip	129	5481109	n/a
2677.96337890625	0.0	trialEnd	193	5484469	n/a
2678.1630859375	0.0	trialStart	192	5484878	n/a
2679.9267578125	0.0	startOfRecognisedClipFirstWatch	2	5488490	Dallas_Buyers_Club_1800_1810_52.txt
2689.9375	0.0	endOfClip	129	5508992	n/a
2692.42724609375	0.0	startOfSecondWatch	128	5514091	Dallas_Buyers_Club_1800_1810_52.txt
2693.84033203125	0.0	firstRecognitionClick	257	5516985	n/a
2702.435546875	0.0	endOfClip	129	5534588	n/a
2706.3955078125	0.0	trialEnd	193	5542698	n/a
2706.59521484375	0.0	trialStart	192	5543107	n/a
2708.45263671875	0.0	startOfNotRecognisedClip	1	5546911	The_Green_Mile_369_379_39.txt
2718.4609375	0.0	endOfClip	129	5567408	n/a
2719.81005859375	0.0	trialEnd	193	5570171	n/a
2720.01025390625	0.0	trialStart	192	5570581	n/a
2721.83251953125	0.0	startOfRecognisedClipFirstWatch	2	5574313	Fantastic_Four_1_1786_1796_6.txt
2731.8408203125	0.0	endOfClip	129	5594810	n/a
2734.5625	0.0	startOfSecondWatch	128	5600384	Fantastic_Four_1_1786_1796_6.txt
2743.1748046875	0.0	firstRecognitionClick	257	5618022	n/a
2744.57373046875	0.0	endOfClip	129	5620887	n/a
2746.31201171875	0.0	trialEnd	193	5624447	n/a
2746.51318359375	0.0	trialStart	192	5624859	n/a
2748.28955078125	0.0	startOfRecognisedClipFirstWatch	2	5628497	Spring_Breakers_1338_1348_7.txt
2758.29736328125	0.0	endOfClip	129	5648993	n/a
2760.8125	0.0	startOfSecondWatch	128	5654144	Spring_Breakers_1338_1348_7.txt
2762.35888671875	0.0	firstRecognitionClick	257	5657311	n/a
2768.1611328125	0.0	recognitionClick	160	5669194	n/a
2770.8212890625	0.0	endOfClip	129	5674642	n/a
2772.70458984375	0.0	trialEnd	193	5678499	n/a
2772.904296875	0.0	trialStart	192	5678908	n/a
2774.70361328125	0.0	startOfRememberedClipFirstWatch	3	5682593	The_Pianist_1661_1671_14.txt
2784.7119140625	0.0	endOfClip	129	5703090	n/a
2787.10888671875	0.0	startOfSecondWatch	128	5707999	The_Pianist_1661_1671_14.txt
2788.587890625	0.0	firstRecognitionClick	257	5711028	n/a
2789.78759765625	0.0	recognitionClick	160	5713485	n/a
2790.9892578125	0.0	recognitionClick	160	5715946	n/a
2797.1201171875	0.0	endOfClip	129	5728502	n/a
2798.8798828125	0.0	trialEnd	193	5732106	n/a
2799.07958984375	0.0	trialStart	192	5732515	n/a
2800.92822265625	0.0	startOfNotRecognisedClip	1	5736301	Toni_Erdmann_4320_4330_252.txt
2810.93603515625	0.0	endOfClip	129	5756797	n/a
2812.4482421875	0.0	trialEnd	193	5759894	n/a
2812.6484375	0.0	trialStart	192	5760304	n/a
2814.43017578125	0.0	startOfNotRecognisedClip	1	5763953	Midnight_express_1367_1377_11.txt
2824.43896484375	0.0	endOfClip	129	5784451	n/a
2825.77490234375	0.0	trialEnd	193	5787187	n/a
2825.97509765625	0.0	trialStart	192	5787597	n/a
2827.7607421875	0.0	startOfRememberedClipFirstWatch	3	5791254	The_Hobbit_The_Desolation_of_Smaug_511_521_1.txt
2837.76904296875	0.0	endOfClip	129	5811751	n/a
2840.53955078125	0.0	startOfSecondWatch	128	5817425	The_Hobbit_The_Desolation_of_Smaug_511_521_1.txt
2841.5517578125	0.0	firstRecognitionClick	257	5819498	n/a
2842.01611328125	0.0	recognitionClick	160	5820449	n/a
2843.34912109375	0.0	recognitionClick	160	5823179	n/a
2845.8876953125	0.0	recognitionClick	160	5828378	n/a
2848.22216796875	0.0	recognitionClick	160	5833159	n/a
2850.55029296875	0.0	endOfClip	129	5837927	n/a
2852.703125	0.0	trialEnd	193	5842336	n/a
2853.5634765625	0.0	trialStart	192	5844098	n/a
2855.3798828125	0.0	startOfRecognisedClipFirstWatch	2	5847818	Interstellar_3084_3094_92.txt
2865.38818359375	0.0	endOfClip	129	5868315	n/a
2868.0302734375	0.0	startOfSecondWatch	128	5873726	Interstellar_3084_3094_92.txt
2868.576171875	0.0	firstRecognitionClick	257	5874844	n/a
2871.640625	0.0	recognitionClick	160	5881120	n/a
2878.03857421875	0.0	endOfClip	129	5894223	n/a
2879.21337890625	0.0	trialEnd	193	5896629	n/a
2879.41455078125	0.0	trialStart	192	5897041	n/a
2881.1904296875	0.0	startOfRememberedClipFirstWatch	3	5900678	Pirates_of_the_Carribean_-_The_curse_of_the_Black_Pearl_474_484_27.txt
2891.19873046875	0.0	endOfClip	129	5921175	n/a
2893.68798828125	0.0	startOfSecondWatch	128	5926273	Pirates_of_the_Carribean_-_The_curse_of_the_Black_Pearl_474_484_27.txt
2894.23583984375	0.0	firstRecognitionClick	257	5927395	n/a
2896.2978515625	0.0	recognitionClick	160	5931618	n/a
2899.0341796875	0.0	recognitionClick	160	5937222	n/a
2903.69921875	0.0	endOfClip	129	5946776	n/a
2905.34033203125	0.0	trialEnd	193	5950137	n/a
2905.54150390625	0.0	trialStart	192	5950549	n/a
2907.32177734375	0.0	startOfRecognisedClipFirstWatch	2	5954195	Resident_Evil_1_1775_1785_10.txt
2917.330078125	0.0	endOfClip	129	5974692	n/a
2920.21728515625	0.0	startOfSecondWatch	128	5980605	Resident_Evil_1_1775_1785_10.txt
2924.09716796875	0.0	firstRecognitionClick	257	5988551	n/a
2927.69384765625	0.0	recognitionClick	160	5995917	n/a
2930.22509765625	0.0	endOfClip	129	6001101	n/a
2932.044921875	0.0	trialEnd	193	6004828	n/a
2932.24365234375	0.0	trialStart	192	6005235	n/a
2934.064453125	0.0	startOfNotRecognisedClip	1	6008964	The_Hunger_Games_2_-_Catching_Fire_3503_3513_14.txt
2944.07275390625	0.0	endOfClip	129	6029461	n/a
2945.4853515625	0.0	trialEnd	193	6032354	n/a
2945.685546875	0.0	trialStart	192	6032764	n/a
2947.48876953125	0.0	startOfRememberedClipFirstWatch	3	6036457	The_Bourne_Identity_2139_2149_8.txt
2957.5	0.0	endOfClip	129	6056960	n/a
2959.66455078125	0.0	startOfSecondWatch	128	6061393	The_Bourne_Identity_2139_2149_8.txt
2960.34765625	0.0	firstRecognitionClick	257	6062792	n/a
2968.74609375	0.0	recognitionClick	160	6079992	n/a
2969.67578125	0.0	endOfClip	129	6081896	n/a
2970.96435546875	0.0	trialEnd	193	6084535	n/a
2971.16455078125	0.0	trialStart	192	6084945	n/a
2973.0166015625	0.0	startOfNotRecognisedClip	1	6088738	Wild_3817_3827_253.txt
2983.02490234375	0.0	endOfClip	129	6109235	n/a
2984.533203125	0.0	trialEnd	193	6112324	n/a
2984.7333984375	0.0	trialStart	192	6112734	n/a
2986.51513671875	0.0	startOfRememberedClipFirstWatch	3	6116383	The_Lord_of_the_Rings_2_-_The_Two_Towers_3374_3384_13.txt
2996.5234375	0.0	endOfClip	129	6136880	n/a
2999.4775390625	0.0	startOfSecondWatch	128	6142930	The_Lord_of_the_Rings_2_-_The_Two_Towers_3374_3384_13.txt
3000.0244140625	0.0	firstRecognitionClick	257	6144050	n/a
3000.68994140625	0.0	recognitionClick	160	6145413	n/a
3004.9541015625	0.0	recognitionClick	160	6154146	n/a
3009.02294921875	0.0	recognitionClick	160	6162479	n/a
3009.48583984375	0.0	endOfClip	129	6163427	n/a
3012.34619140625	0.0	trialEnd	193	6169285	n/a
3012.54736328125	0.0	trialStart	192	6169697	n/a
3014.30029296875	0.0	startOfRememberedClipFirstWatch	3	6173287	James_Bond_-_Casino_Royale_1570_1580_6.txt
3024.31103515625	0.0	endOfClip	129	6193789	n/a
3027.005859375	0.0	startOfSecondWatch	128	6199308	James_Bond_-_Casino_Royale_1570_1580_6.txt
3028.55126953125	0.0	firstRecognitionClick	257	6202473	n/a
3030.22021484375	0.0	recognitionClick	160	6205891	n/a
3037.013671875	0.0	endOfClip	129	6219804	n/a
3039.13037109375	0.0	trialEnd	193	6224139	n/a
3039.32958984375	0.0	trialStart	192	6224547	n/a
3041.15380859375	0.0	startOfNotRecognisedClip	1	6228283	Basic_Instinct_620_630_23.txt
3051.162109375	0.0	endOfClip	129	6248780	n/a
3053.25732421875	0.0	trialEnd	193	6253071	n/a
3053.4580078125	0.0	trialStart	192	6253482	n/a
3055.23583984375	0.0	startOfRememberedClipFirstWatch	3	6257123	Harry_Potter_7_and_the_Deathly_Hallows_Part_2_3527_3537_28.txt
3065.24462890625	0.0	endOfClip	129	6277621	n/a
3067.35986328125	0.0	startOfSecondWatch	128	6281953	Harry_Potter_7_and_the_Deathly_Hallows_Part_2_3527_3537_28.txt
3067.7724609375	0.0	firstRecognitionClick	257	6282798	n/a
3071.9052734375	0.0	recognitionClick	160	6291262	n/a
3074.90771484375	0.0	recognitionClick	160	6297411	n/a
3077.37060546875	0.0	endOfClip	129	6302455	n/a
3079.11328125	0.0	trialEnd	193	6306024	n/a
3079.8056640625	0.0	trialStart	192	6307442	n/a
3081.64208984375	0.0	startOfNotRecognisedClip	1	6311203	Slumdog_Millionaire_1915_1925_46.txt
3091.650390625	0.0	endOfClip	129	6331700	n/a
3092.9130859375	0.0	trialEnd	193	6334286	n/a
3093.11328125	0.0	trialStart	192	6334696	n/a
3094.91259765625	0.0	startOfNotRecognisedClip	1	6338381	Room_2919_2929_162.txt
3104.9208984375	0.0	endOfClip	129	6358878	n/a
3106.16064453125	0.0	trialEnd	193	6361417	n/a
3106.359375	0.0	trialStart	192	6361824	n/a
3108.1494140625	0.0	startOfNotRecognisedClip	1	6365490	Chappie_513_523_43.txt
3118.15771484375	0.0	endOfClip	129	6385987	n/a
3119.46533203125	0.0	trialEnd	193	6388665	n/a
3119.6650390625	0.0	trialStart	192	6389074	n/a
3121.4404296875	0.0	startOfNotRecognisedClip	1	6392710	Memento_2031_2041_126.txt
3131.45166015625	0.0	endOfClip	129	6413213	n/a
3133.05712890625	0.0	trialEnd	193	6416501	n/a
3133.255859375	0.0	trialStart	192	6416908	n/a
3135.12255859375	0.0	startOfNotRecognisedClip	1	6420731	Pride_1587_1597_8.txt
3145.130859375	0.0	endOfClip	129	6441228	n/a
3146.43359375	0.0	trialEnd	193	6443896	n/a
3146.6337890625	0.0	trialStart	192	6444306	n/a
3148.384765625	0.0	startOfNotRecognisedClip	1	6447892	Leon_2465_2475_36.txt
3158.39306640625	0.0	endOfClip	129	6468389	n/a
3159.65576171875	0.0	trialEnd	193	6470975	n/a
3159.85595703125	0.0	trialStart	192	6471385	n/a
3161.625	0.0	startOfNotRecognisedClip	1	6475008	The_Fifth_Element_3836_3846_29.txt
3171.63330078125	0.0	endOfClip	129	6495505	n/a
3172.91162109375	0.0	trialEnd	193	6498123	n/a
3173.11181640625	0.0	trialStart	192	6498533	n/a
3174.958984375	0.0	startOfNotRecognisedClip	1	6502316	The_Shawshank_Redemption_6474_6484_39.txt
3184.97021484375	0.0	endOfClip	129	6522819	n/a
3186.54443359375	0.0	trialEnd	193	6526043	n/a
3186.744140625	0.0	trialStart	192	6526452	n/a
3188.5927734375	0.0	startOfRecognisedClipFirstWatch	2	6530238	The_Theory_of_Everything_1345_1355_245.txt
3198.60107421875	0.0	endOfClip	129	6550735	n/a
3200.7919921875	0.0	startOfSecondWatch	128	6555222	The_Theory_of_Everything_1345_1355_245.txt
3201.26806640625	0.0	firstRecognitionClick	257	6556197	n/a
3204.26806640625	0.0	recognitionClick	160	6562341	n/a
3205.73486328125	0.0	recognitionClick	160	6565345	n/a
3210.80029296875	0.0	endOfClip	129	6575719	n/a
3212.63037109375	0.0	trialEnd	193	6579467	n/a
3212.83056640625	0.0	trialStart	192	6579877	n/a
3214.6826171875	0.0	startOfNotRecognisedClip	1	6583670	Dawn_of_the_Planet_of_the_Apes_4007_4017_60.txt
3224.69140625	0.0	endOfClip	129	6604168	n/a
3225.9658203125	0.0	trialEnd	193	6606778	n/a
3226.81005859375	0.0	trialStart	192	6608507	n/a
3228.62109375	0.0	startOfNotRecognisedClip	1	6612216	National_treasure_-_Book_of_Secrets_1571_1581_127.txt
3238.63232421875	0.0	endOfClip	129	6632719	n/a
3239.98974609375	0.0	trialEnd	193	6635499	n/a
3240.1884765625	0.0	trialStart	192	6635906	n/a
3241.97607421875	0.0	startOfNotRecognisedClip	1	6639567	Perfume_The_Story_Of_A_Murderer_4654_4664_19.txt
3251.984375	0.0	endOfClip	129	6660064	n/a
3253.30029296875	0.0	trialEnd	193	6662759	n/a
3253.50146484375	0.0	trialStart	192	6663171	n/a
3255.3388671875	0.0	startOfNotRecognisedClip	1	6666934	A_History_Of_Violence_267_277_9.txt
3265.34716796875	0.0	endOfClip	129	6687431	n/a
3266.69287109375	0.0	trialEnd	193	6690187	n/a
3266.89306640625	0.0	trialStart	192	6690597	n/a
3268.67333984375	0.0	startOfNotRecognisedClip	1	6694243	Pride_450_460_9.txt
3278.681640625	0.0	endOfClip	129	6714740	n/a
3281.4375	0.0	trialEnd	193	6720384	n/a
3281.6376953125	0.0	trialStart	192	6720794	n/a
3283.4453125	0.0	startOfRememberedClipFirstWatch	3	6724496	The_Bourne_Ultimatum_1349_1359_55.txt
3293.4560546875	0.0	endOfClip	129	6744998	n/a
3295.62109375	0.0	startOfSecondWatch	128	6749432	The_Bourne_Ultimatum_1349_1359_55.txt
