onset	duration	trial_type	value	sample	stim_file
1866.7275390625	0.0	endOfClip	129	3823058	n/a
1868.17333984375	0.0	trialEnd	193	3826019	n/a
1868.37255859375	0.0	trialStart	192	3826427	n/a
1870.1259765625	0.0	startOfNotRecognisedClip	1	3830018	Reservoir_Dogs_1534_1544_37.txt
1880.13427734375	0.0	endOfClip	129	3850515	n/a
1883.197265625	0.0	trialEnd	193	3856788	n/a
1883.39697265625	0.0	trialStart	192	3857197	n/a
1885.17822265625	0.0	startOfNotRecognisedClip	1	3860845	Snowpiercer_4450_4460_176.txt
1895.1865234375	0.0	endOfClip	129	3881342	n/a
1896.54150390625	0.0	trialEnd	193	3884117	n/a
1897.40380859375	0.0	trialStart	192	3885883	n/a
1899.162109375	0.0	startOfNotRecognisedClip	1	3889484	Being_John_Malkovich_4026_4036_7.txt
1909.17333984375	0.0	endOfClip	129	3909987	n/a
1910.8603515625	0.0	trialEnd	193	3913442	n/a
1911.06005859375	0.0	trialStart	192	3913851	n/a
1912.841796875	0.0	startOfRememberedClipFirstWatch	3	3917500	The_Dark_Knight_Rises_797_807_27.txt
1922.85009765625	0.0	endOfClip	129	3937997	n/a
1926.0146484375	0.0	startOfSecondWatch	128	3944478	The_Dark_Knight_Rises_797_807_27.txt
1926.693359375	0.0	firstRecognitionClick	257	3945868	n/a
1928.8935546875	0.0	recognitionClick	160	3950374	n/a
1933.361328125	0.0	recognitionClick	160	3959524	n/a
1935.62451171875	0.0	recognitionClick	160	3964159	n/a
1936.02294921875	0.0	endOfClip	129	3964975	n/a
1937.86865234375	0.0	trialEnd	193	3968755	n/a
1938.068359375	0.0	trialStart	192	3969164	n/a
1939.7666015625	0.0	startOfRememberedClipFirstWatch	3	3972642	The_Great_Gatsby_537_547_14.txt
1949.775390625	0.0	endOfClip	129	3993140	n/a
1952.68310546875	0.0	startOfSecondWatch	128	3999095	The_Great_Gatsby_537_547_14.txt
1954.56298828125	0.0	firstRecognitionClick	257	4002945	n/a
1955.49267578125	0.0	recognitionClick	160	4004849	n/a
1956.2294921875	0.0	recognitionClick	160	4006358	n/a
1956.958984375	0.0	recognitionClick	160	4007852	n/a
1962.69384765625	0.0	endOfClip	129	4019597	n/a
1965.794921875	0.0	trialEnd	193	4025948	n/a
1965.99462890625	0.0	trialStart	192	4026357	n/a
1967.755859375	0.0	startOfNotRecognisedClip	1	4029964	Edge_Of_Tomorrow_4366_4376_66.txt
1977.76416015625	0.0	endOfClip	129	4050461	n/a
1979.09033203125	0.0	trialEnd	193	4053177	n/a
1979.28955078125	0.0	trialStart	192	4053585	n/a
1981.02294921875	0.0	startOfNotRecognisedClip	1	4057135	Willow_4537_4547_4.txt
1991.03125	0.0	endOfClip	129	4077632	n/a
1992.48291015625	0.0	trialEnd	193	4080605	n/a
1992.68310546875	0.0	trialStart	192	4081015	n/a
