onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
171.000	1.500	structured	1	2	9	central	canonical	canonical	0.565
172.500	1.500	structured	1	2	10	boundary	rotated	rotated	0.752
174.000	1.500	structured	1	2	7	central	canonical	canonical	0.589
175.500	1.500	structured	1	2	6	central	canonical	canonical	0.602
177.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.660
178.500	1.500	structured	1	2	9	central	canonical	canonical	0.602
180.000	1.500	structured	1	2	10	boundary	rotated	rotated	0.703
181.500	1.500	structured	1	2	9	central	rotated	rotated	0.729
183.000	1.500	structured	1	2	5	central	canonical	canonical	0.575
184.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.714
186.000	1.500	structured	1	2	7	central	canonical	canonical	0.715
187.500	1.500	structured	1	2	5	central	canonical	canonical	0.638
189.000	1.500	structured	1	2	8	central	canonical	canonical	0.708
190.500	1.500	structured	1	2	7	central	canonical	canonical	0.588
192.000	1.500	structured	1	2	8	central	rotated	rotated	0.660
193.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.742
195.000	1.500	structured	1	2	6	central	canonical	canonical	0.641
196.500	1.500	structured	1	2	10	boundary	rotated	rotated	0.763
198.000	1.500	structured	1	2	8	central	canonical	canonical	0.666
199.500	1.500	structured	1	2	6	central	canonical	canonical	0.584
201.000	1.500	structured	1	2	5	central	canonical	canonical	0.710
202.500	1.500	structured	1	2	9	central	canonical	canonical	0.582
204.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.641
205.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.637
207.000	1.500	structured	1	1	20	central	canonical	canonical	0.616
208.500	1.500	structured	1	1	21	central	canonical	canonical	0.660
210.000	1.500	structured	1	1	20	central	rotated	rotated	0.796
211.500	1.500	structured	1	1	19	central	canonical	canonical	0.650
213.000	1.500	structured	1	1	20	central	rotated	rotated	0.872
214.500	1.500	structured	1	1	21	central	canonical	canonical	0.613
216.000	1.500	structured	1	1	2	central	canonical	canonical	0.774
217.500	1.500	structured	1	1	1	central	canonical	canonical	0.650
219.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.861
220.500	1.500	structured	1	1	21	central	canonical	canonical	1.041
222.000	1.500	structured	1	1	1	central	canonical	canonical	0.740
223.500	1.500	structured	1	1	20	central	canonical	canonical	0.643
225.000	1.500	structured	1	1	19	central	canonical	canonical	0.639
226.500	1.500	structured	1	1	2	central	canonical	canonical	0.552
228.000	1.500	structured	1	1	1	central	canonical	canonical	0.521
229.500	1.500	structured	1	1	19	central	canonical	canonical	0.562
231.000	1.500	structured	1	1	21	central	canonical	canonical	0.644
232.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.647
234.000	1.500	structured	1	1	1	central	canonical	canonical	0.556
235.500	1.500	structured	1	1	18	boundary	rotated	canonical	0.468
237.000	1.500	structured	1	1	2	central	canonical	canonical	0.524
238.500	1.500	structured	1	1	19	central	canonical	canonical	0.509
240.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.645
241.500	1.500	structured	1	1	1	central	canonical	canonical	0.556
243.000	1.500	structured	1	1	20	central	canonical	canonical	0.570
244.500	1.500	structured	1	1	1	central	rotated	canonical	0.648
246.000	1.500	structured	1	1	19	central	canonical	canonical	0.482
247.500	1.500	structured	1	1	21	central	canonical	canonical	0.874
249.000	1.500	structured	1	1	20	central	canonical	canonical	0.565
250.500	1.500	structured	1	1	21	central	rotated	rotated	0.725
252.000	1.500	structured	1	1	20	central	rotated	rotated	0.677
253.500	1.500	structured	1	1	2	central	canonical	canonical	0.743
255.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.737
256.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.556
258.000	1.500	structured	1	1	3	boundary	rotated	rotated	0.646
259.500	1.500	structured	1	1	2	central	canonical	canonical	0.660
261.000	1.500	structured	1	1	3	boundary	rotated	rotated	0.797
262.500	1.500	structured	1	1	21	central	canonical	canonical	0.672
264.000	1.500	structured	1	1	1	central	canonical	canonical	0.933
265.500	1.500	structured	1	1	21	central	rotated	rotated	0.713
267.000	1.500	structured	1	1	19	central	canonical	canonical	0.607
268.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.591
270.000	1.500	structured	1	1	1	central	canonical	canonical	0.605
271.500	1.500	structured	1	1	20	central	canonical	canonical	0.693
273.000	1.500	structured	1	1	2	central	canonical	canonical	0.596
274.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.790
276.000	1.500	structured	1	1	21	central	canonical	canonical	0.675
277.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.624
279.000	1.500	structured	1	3	17	boundary	canonical	canonical	1.024
280.500	1.500	structured	1	1	18	boundary	rotated	rotated	0.923
282.000	1.500	structured	1	1	21	central	canonical	canonical	0.636
283.500	1.500	structured	1	1	20	central	canonical	canonical	0.582
285.000	1.500	structured	1	1	2	central	canonical	canonical	0.605
286.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.550
288.000	1.500	structured	1	1	2	central	rotated	rotated	0.736
289.500	1.500	structured	1	1	19	central	canonical	canonical	0.541
291.000	1.500	structured	1	1	21	central	canonical	canonical	0.734
292.500	1.500	structured	1	1	1	central	canonical	canonical	0.707
294.000	1.500	structured	1	1	20	central	canonical	canonical	0.607
295.500	1.500	structured	1	1	19	central	canonical	canonical	0.763
297.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.572
298.500	1.500	structured	1	1	19	central	rotated	rotated	0.791
300.000	1.500	structured	1	1	21	central	canonical	canonical	0.631
301.500	1.500	structured	1	1	20	central	canonical	canonical	0.541
303.000	1.500	structured	1	1	1	central	canonical	canonical	0.613
304.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.499
306.000	1.500	structured	1	1	20	central	canonical	canonical	0.587
307.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.598
309.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.731
310.500	1.500	structured	1	1	18	boundary	rotated	rotated	0.697
312.000	1.500	structured	1	1	19	central	canonical	canonical	0.628
313.500	1.500	structured	1	1	21	central	canonical	canonical	0.588
315.000	1.500	structured	1	1	19	central	rotated	rotated	0.687
316.500	1.500	structured	1	1	2	central	canonical	canonical	0.610
318.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.890
319.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.884
321.000	1.500	structured	1	3	15	central	canonical	canonical	0.666
322.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.526
324.000	1.500	structured	1	3	14	central	canonical	canonical	0.619
325.500	1.500	structured	1	3	13	central	canonical	canonical	0.574
327.000	1.500	structured	1	3	14	central	rotated	canonical	0.602
328.500	1.500	structured	1	3	15	central	canonical	canonical	0.556
330.000	1.500	structured	1	3	12	central	canonical	canonical	0.634
331.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.632
333.000	1.500	structured	1	3	12	central	rotated	rotated	0.786
334.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.640
336.000	1.500	structured	1	3	12	central	rotated	rotated	0.672
337.500	1.500	structured	1	3	17	boundary	rotated	rotated	1.266
339.000	1.500	structured	1	3	16	central	canonical	canonical	0.818
340.500	1.500	structured	1	3	15	central	canonical	canonical	0.591
342.000	1.500	structured	1	3	16	central	rotated	rotated	0.788
343.500	1.500	structured	1	3	13	central	canonical	canonical	0.770
345.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.754
346.500	1.500	structured	1	3	14	central	canonical	canonical	0.705
348.000	1.500	structured	1	3	12	central	canonical	canonical	0.651
349.500	1.500	structured	1	3	16	central	canonical	canonical	0.620
351.000	1.500	structured	1	3	12	central	rotated	rotated	0.701
352.500	1.500	structured	1	3	16	central	rotated	rotated	0.675
354.000	1.500	structured	1	3	15	central	canonical	canonical	0.574
355.500	1.500	structured	1	3	13	central	canonical	canonical	0.592
357.000	1.500	structured	1	3	14	central	canonical	canonical	0.906
358.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.587
360.000	1.500	structured	1	3	13	central	canonical	canonical	0.550
361.500	1.500	structured	1	3	14	central	canonical	canonical	0.641
363.000	1.500	structured	1	3	12	central	canonical	canonical	0.667
364.500	1.500	structured	1	3	16	central	canonical	canonical	0.631
366.000	1.500	structured	1	3	15	central	canonical	canonical	0.567
367.500	1.500	structured	1	3	13	central	canonical	canonical	0.573
369.000	1.500	structured	1	3	12	central	canonical	canonical	1.030
370.500	1.500	structured	1	3	15	central	canonical	canonical	0.526
372.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.480
373.500	1.500	structured	1	3	13	central	canonical	canonical	0.530
375.000	1.500	structured	1	3	16	central	canonical	canonical	0.512
376.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.553
378.000	1.500	structured	1	3	15	central	canonical	canonical	0.567
379.500	1.500	structured	1	3	11	boundary	rotated	rotated	0.776
381.000	1.500	structured	1	3	15	central	rotated	rotated	0.770
382.500	1.500	structured	1	3	16	central	canonical	canonical	0.654
384.000	1.500	structured	1	3	13	central	canonical	canonical	0.577
385.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.877
387.000	1.500	structured	1	3	16	central	canonical	canonical	0.579
388.500	1.500	structured	1	3	12	central	canonical	canonical	0.704
390.000	1.500	structured	1	3	13	central	canonical	canonical	0.636
391.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.719
393.000	1.500	structured	1	3	14	central	canonical	canonical	0.806
394.500	1.500	structured	1	3	15	central	canonical	canonical	1.023
396.000	1.500	structured	1	3	14	central	rotated	rotated	1.000
397.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.669
399.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.563
400.500	1.500	structured	1	2	6	central	canonical	canonical	0.585
402.000	1.500	structured	1	2	10	boundary	rotated	rotated	0.804
403.500	1.500	structured	1	2	7	central	canonical	canonical	0.753
405.000	1.500	structured	1	2	6	central	canonical	canonical	0.720
406.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.600
408.000	1.500	structured	1	2	7	central	canonical	canonical	0.543
409.500	1.500	structured	1	2	10	boundary	rotated	rotated	0.674
411.000	1.500	structured	1	2	6	central	canonical	canonical	1.012
412.500	1.500	structured	1	2	9	central	canonical	canonical	0.672
414.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.568
415.500	1.500	structured	1	2	7	central	canonical	canonical	0.546
417.000	1.500	structured	1	2	4	boundary	rotated	rotated	0.632
418.500	1.500	structured	1	2	6	central	canonical	canonical	0.551
420.000	1.500	structured	1	2	4	boundary	rotated	rotated	0.659
421.500	1.500	structured	1	2	6	central	rotated	rotated	0.587
423.000	1.500	structured	1	2	4	boundary	rotated	rotated	0.615
424.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.609
426.000	1.500	structured	1	1	2	central	canonical	canonical	0.641
427.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.620
429.000	1.500	structured	1	1	2	central	rotated	rotated	0.838
430.500	1.500	structured	1	1	1	central	canonical	canonical	0.727
432.000	1.500	structured	1	1	21	central	canonical	canonical	0.660
433.500	1.500	structured	1	1	2	central	canonical	canonical	0.665
435.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.607
436.500	1.500	structured	1	1	19	central	canonical	canonical	0.533
438.000	1.500	structured	1	1	1	central	canonical	canonical	0.692
439.500	1.500	structured	1	1	19	central	rotated	rotated	0.809
441.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.615
442.500	1.500	structured	1	1	21	central	canonical	canonical	0.690
444.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.578
445.500	1.500	structured	1	1	21	central	rotated	rotated	0.745
447.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.600
448.500	1.500	structured	1	1	20	central	canonical	canonical	0.605
450.000	1.500	structured	1	1	21	central	canonical	canonical	0.540
451.500	1.500	structured	1	1	19	central	canonical	canonical	0.801
453.000	1.500	structured	1	1	1	central	canonical	canonical	0.563
454.500	1.500	structured	1	1	20	central	canonical	canonical	0.523
456.000	1.500	structured	1	1	19	central	canonical	canonical	0.497
457.500	1.500	structured	1	1	1	central	canonical	canonical	0.513
459.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.588
460.500	1.500	structured	1	1	1	central	rotated	rotated	0.742
462.000	1.500	structured	1	1	2	central	canonical	canonical	0.626
463.500	1.500	structured	1	1	21	central	canonical	canonical	0.610
465.000	1.500	structured	1	1	2	central	rotated	rotated	0.632
466.500	1.500	structured	1	1	20	central	canonical	canonical	0.592
468.000	1.500	structured	1	1	21	central	canonical	canonical	0.590
469.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.537
471.000	1.500	structured	1	1	2	central	canonical	canonical	0.576
