onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
0.000	1.500	structured	1	1	21	central	canonical	rotated	0.014
1.500	1.500	structured	1	1	2	central	rotated	rotated	1.092
3.000	1.500	structured	1	1	20	central	canonical	canonical	0.650
4.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.563
6.000	1.500	structured	1	1	2	central	canonical	canonical	0.468
7.500	1.500	structured	1	1	19	central	canonical	canonical	0.472
9.000	1.500	structured	1	1	1	central	canonical	canonical	0.511
10.500	1.500	structured	1	1	21	central	canonical	canonical	0.637
12.000	1.500	structured	1	1	1	central	rotated	canonical	0.494
13.500	1.500	structured	1	1	21	central	rotated	rotated	0.948
15.000	1.500	structured	1	1	19	central	canonical	canonical	0.612
16.500	1.500	structured	1	1	21	central	rotated	rotated	0.643
18.000	1.500	structured	1	1	19	central	rotated	rotated	0.761
19.500	1.500	structured	1	1	21	central	rotated	rotated	0.586
21.000	1.500	structured	1	1	19	central	rotated	rotated	0.511
22.500	1.500	structured	1	1	1	central	canonical	canonical	0.615
24.000	1.500	structured	1	1	2	central	canonical	canonical	0.558
25.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.549
27.000	1.500	structured	1	1	20	central	canonical	canonical	0.668
28.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.618
30.000	1.500	structured	1	1	19	central	canonical	canonical	0.505
31.500	1.500	structured	1	1	1	central	canonical	canonical	0.576
33.000	1.500	structured	1	1	21	central	canonical	canonical	0.543
34.500	1.500	structured	1	1	2	central	canonical	canonical	0.501
36.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.477
37.500	1.500	structured	1	1	2	central	rotated	rotated	0.571
39.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.501
40.500	1.500	structured	1	1	20	central	canonical	canonical	0.514
42.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.457
43.500	1.500	structured	1	1	2	central	canonical	canonical	0.553
45.000	1.500	structured	1	1	19	central	canonical	canonical	0.519
46.500	1.500	structured	1	1	21	central	canonical	canonical	0.631
48.000	1.500	structured	1	1	19	central	rotated	rotated	0.630
49.500	1.500	structured	1	1	20	central	canonical	canonical	0.541
51.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.485
52.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.515
54.000	1.500	structured	1	1	3	boundary	rotated	rotated	0.665
55.500	1.500	structured	1	2	4	boundary	rotated	rotated	0.609
57.000	1.500	structured	1	2	7	central	canonical	canonical	0.760
58.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.645
60.000	1.500	structured	1	2	8	central	canonical	canonical	0.637
61.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.525
63.000	1.500	structured	1	2	6	central	canonical	canonical	0.475
64.500	1.500	structured	1	2	8	central	canonical	canonical	0.443
66.000	1.500	structured	1	2	5	central	canonical	canonical	0.570
67.500	1.500	structured	1	2	9	central	canonical	canonical	0.585
69.000	1.500	structured	1	2	6	central	canonical	canonical	0.455
70.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.447
72.000	1.500	structured	1	2	5	central	canonical	canonical	0.485
73.500	1.500	structured	1	2	7	central	canonical	canonical	0.499
75.000	1.500	structured	1	2	8	central	canonical	canonical	0.484
76.500	1.500	structured	1	2	9	central	canonical	canonical	0.493
78.000	1.500	structured	1	2	5	central	canonical	canonical	0.449
79.500	1.500	structured	1	2	7	central	canonical	canonical	0.482
81.000	1.500	structured	1	2	8	central	canonical	canonical	0.457
82.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.431
84.000	1.500	structured	1	2	6	central	canonical	canonical	0.405
85.500	1.500	structured	1	2	5	central	canonical	canonical	0.437
87.000	1.500	structured	1	2	6	central	rotated	rotated	0.732
88.500	1.500	structured	1	2	7	central	canonical	canonical	0.676
90.000	1.500	structured	1	2	9	central	canonical	canonical	0.761
91.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.618
93.000	1.500	structured	1	2	8	central	canonical	canonical	0.537
94.500	1.500	structured	1	2	10	boundary	rotated	canonical	0.462
96.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.902
97.500	1.500	structured	1	3	15	central	canonical	canonical	0.741
99.000	1.500	structured	1	3	16	central	canonical	canonical	0.765
100.500	1.500	structured	1	3	15	central	rotated	rotated	0.836
102.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.682
103.500	1.500	structured	1	3	14	central	canonical	canonical	0.609
105.000	1.500	structured	1	3	17	boundary	rotated	rotated	0.759
106.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.608
108.000	1.500	structured	1	1	21	central	canonical	canonical	0.742
109.500	1.500	structured	1	1	18	boundary	rotated	rotated	0.798
111.000	1.500	structured	1	1	1	central	canonical	canonical	0.677
112.500	1.500	structured	1	1	19	central	canonical	canonical	0.579
114.000	1.500	structured	1	1	21	central	canonical	canonical	0.611
115.500	1.500	structured	1	1	2	central	canonical	canonical	0.562
117.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.535
118.500	1.500	structured	1	1	19	central	canonical	canonical	0.552
120.000	1.500	structured	1	1	3	boundary	rotated	rotated	0.638
121.500	1.500	structured	1	1	1	central	canonical	canonical	0.574
123.000	1.500	structured	1	1	21	central	canonical	canonical	0.763
124.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.610
126.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.608
127.500	1.500	structured	1	3	12	central	canonical	rotated	0.818
129.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.871
130.500	1.500	structured	1	3	16	central	canonical	canonical	0.878
132.000	1.500	structured	1	3	15	central	canonical	canonical	0.695
133.500	1.500	structured	1	3	13	central	canonical	canonical	0.662
135.000	1.500	structured	1	3	16	central	canonical	canonical	0.525
136.500	1.500	structured	1	3	15	central	canonical	canonical	0.483
138.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.490
139.500	1.500	structured	1	3	13	central	canonical	canonical	0.521
141.000	1.500	structured	1	3	12	central	canonical	canonical	0.826
142.500	1.500	structured	1	3	15	central	canonical	canonical	0.752
144.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.575
145.500	1.500	structured	1	3	16	central	canonical	canonical	0.582
147.000	1.500	structured	1	3	12	central	canonical	canonical	0.636
148.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.538
150.000	1.500	structured	1	3	16	central	canonical	canonical	0.443
151.500	1.500	structured	1	3	14	central	canonical	canonical	0.536
153.000	1.500	structured	1	3	15	central	canonical	canonical	0.552
154.500	1.500	structured	1	3	16	central	canonical	canonical	0.575
156.000	1.500	structured	1	3	12	central	canonical	canonical	0.605
157.500	1.500	structured	1	3	13	central	canonical	canonical	0.582
159.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.493
160.500	1.500	structured	1	3	12	central	canonical	canonical	0.547
162.000	1.500	structured	1	3	16	central	canonical	canonical	0.513
163.500	1.500	structured	1	3	12	central	rotated	rotated	0.729
165.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.578
166.500	1.500	structured	1	3	12	central	rotated	rotated	0.688
168.000	1.500	structured	1	3	14	central	canonical	canonical	0.655
169.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.581
171.000	1.500	structured	1	3	12	central	canonical	canonical	0.613
172.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.644
174.000	1.500	structured	1	3	13	central	canonical	canonical	0.563
175.500	1.500	structured	1	3	12	central	canonical	canonical	0.673
177.000	1.500	structured	1	3	14	central	canonical	canonical	0.673
178.500	1.500	structured	1	3	13	central	canonical	canonical	0.559
180.000	1.500	structured	1	3	15	central	canonical	canonical	0.589
181.500	1.500	structured	1	3	12	central	canonical	canonical	0.592
183.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.556
184.500	1.500	structured	1	3	13	central	canonical	canonical	0.557
186.000	1.500	structured	1	3	15	central	canonical	canonical	0.555
187.500	1.500	structured	1	3	16	central	canonical	canonical	0.579
189.000	1.500	structured	1	3	12	central	canonical	canonical	0.953
190.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.696
192.000	1.500	structured	1	3	16	central	canonical	canonical	0.622
193.500	1.500	structured	1	3	15	central	canonical	canonical	0.542
195.000	1.500	structured	1	3	13	central	canonical	canonical	0.558
196.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.533
198.000	1.500	structured	1	3	16	central	canonical	canonical	0.507
199.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.538
201.000	1.500	structured	1	3	12	central	canonical	canonical	0.521
202.500	1.500	structured	1	3	15	central	canonical	canonical	0.554
204.000	1.500	structured	1	3	16	central	canonical	canonical	0.656
205.500	1.500	structured	1	3	13	central	canonical	canonical	0.590
207.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.580
208.500	1.500	structured	1	3	15	central	canonical	canonical	0.597
210.000	1.500	structured	1	3	12	central	canonical	canonical	0.582
211.500	1.500	structured	1	3	14	central	canonical	canonical	0.555
213.000	1.500	structured	1	3	16	central	canonical	canonical	0.522
214.500	1.500	structured	1	3	12	central	canonical	canonical	0.441
216.000	1.500	structured	1	3	14	central	canonical	canonical	0.504
217.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.583
219.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.646
220.500	1.500	structured	1	1	2	central	canonical	canonical	0.581
222.000	1.500	structured	1	1	21	central	canonical	canonical	0.644
223.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.586
225.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.555
226.500	1.500	structured	1	3	16	central	canonical	canonical	0.537
228.000	1.500	structured	1	3	14	central	canonical	canonical	0.543
229.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.504
231.000	1.500	structured	1	3	14	central	rotated	rotated	0.751
232.500	1.500	structured	1	3	15	central	canonical	canonical	0.612
234.000	1.500	structured	1	3	13	central	canonical	canonical	0.603
235.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.545
237.000	1.500	structured	1	3	12	central	canonical	canonical	0.635
238.500	1.500	structured	1	3	13	central	canonical	canonical	0.504
240.000	1.500	structured	1	3	14	central	canonical	canonical	0.496
241.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.599
243.000	1.500	structured	1	3	13	central	canonical	canonical	0.511
244.500	1.500	structured	1	3	15	central	canonical	canonical	0.509
246.000	1.500	structured	1	3	13	central	rotated	rotated	0.766
247.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.794
249.000	1.500	structured	1	3	16	central	canonical	canonical	0.569
250.500	1.500	structured	1	3	11	boundary	rotated	rotated	0.705
252.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.639
253.500	1.500	structured	1	2	8	central	canonical	canonical	0.576
255.000	1.500	structured	1	2	6	central	canonical	canonical	0.526
256.500	1.500	structured	1	2	8	central	rotated	rotated	0.661
258.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.579
259.500	1.500	structured	1	2	6	central	canonical	canonical	0.506
261.000	1.500	structured	1	2	5	central	canonical	canonical	0.522
262.500	1.500	structured	1	2	7	central	canonical	canonical	0.586
264.000	1.500	structured	1	2	9	central	canonical	canonical	0.538
265.500	1.500	structured	1	2	7	central	rotated	rotated	0.696
267.000	1.500	structured	1	2	9	central	rotated	rotated	0.869
268.500	1.500	structured	1	2	5	central	canonical	canonical	0.646
270.000	1.500	structured	1	2	9	central	rotated	rotated	0.659
271.500	1.500	structured	1	2	7	central	canonical	canonical	0.634
273.000	1.500	structured	1	2	8	central	canonical	canonical	0.577
274.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.512
276.000	1.500	structured	1	2	5	central	canonical	canonical	0.567
277.500	1.500	structured	1	2	8	central	canonical	canonical	0.677
279.000	1.500	structured	1	2	6	central	canonical	canonical	0.598
280.500	1.500	structured	1	2	5	central	canonical	canonical	0.549
282.000	1.500	structured	1	2	8	central	canonical	canonical	0.556
283.500	1.500	structured	1	2	6	central	canonical	canonical	0.594
285.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.593
286.500	1.500	structured	1	2	6	central	rotated	rotated	0.657
288.000	1.500	structured	1	2	8	central	canonical	canonical	0.711
