onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
46.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.723
48.000	1.500	structured	1	1	2	central	rotated	rotated	0.739
49.500	1.500	structured	1	1	1	central	canonical	canonical	0.675
51.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.648
52.500	1.500	structured	1	1	2	central	canonical	canonical	0.614
54.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.662
55.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.692
57.000	1.500	structured	1	2	8	central	canonical	canonical	0.691
58.500	1.500	structured	1	2	6	central	canonical	canonical	0.676
60.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.673
61.500	1.500	structured	1	2	9	central	canonical	canonical	0.802
63.000	1.500	structured	1	2	8	central	canonical	canonical	0.719
64.500	1.500	structured	1	2	9	central	rotated	rotated	0.726
66.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.638
67.500	1.500	structured	1	2	7	central	canonical	canonical	0.876
69.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.836
70.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.756
72.000	1.500	structured	1	3	16	central	canonical	canonical	0.708
73.500	1.500	structured	1	3	11	boundary	rotated	rotated	0.817
75.000	1.500	structured	1	3	15	central	canonical	canonical	0.849
76.500	1.500	structured	1	3	17	boundary	canonical	canonical	1.136
78.000	1.500	structured	1	3	13	central	canonical	canonical	0.735
79.500	1.500	structured	1	3	16	central	canonical	canonical	0.685
81.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.629
82.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.740
84.000	1.500	structured	1	2	7	central	canonical	canonical	0.665
85.500	1.500	structured	1	2	8	central	canonical	canonical	0.561
87.000	1.500	structured	1	2	6	central	canonical	canonical	0.592
88.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.502
90.000	1.500	structured	1	2	8	central	canonical	canonical	0.520
91.500	1.500	structured	1	2	4	boundary	rotated	rotated	0.782
93.000	1.500	structured	1	2	9	central	canonical	canonical	0.669
94.500	1.500	structured	1	2	6	central	canonical	canonical	0.652
96.000	1.500	structured	1	2	7	central	canonical	canonical	0.603
97.500	1.500	structured	1	2	6	central	rotated	rotated	0.738
99.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.681
100.500	1.500	structured	1	2	9	central	canonical	canonical	0.648
102.000	1.500	structured	1	2	8	central	canonical	canonical	0.654
103.500	1.500	structured	1	2	6	central	canonical	canonical	0.559
105.000	1.500	structured	1	2	7	central	canonical	canonical	0.555
106.500	1.500	structured	1	2	8	central	canonical	canonical	0.586
108.000	1.500	structured	1	2	5	central	canonical	canonical	0.586
109.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.578
111.000	1.500	structured	1	2	7	central	canonical	canonical	0.546
112.500	1.500	structured	1	2	8	central	canonical	canonical	0.536
114.000	1.500	structured	1	2	9	central	canonical	canonical	0.638
115.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.573
117.000	1.500	structured	1	2	6	central	canonical	canonical	0.534
118.500	1.500	structured	1	2	8	central	canonical	canonical	0.564
120.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.474
121.500	1.500	structured	1	2	5	central	canonical	canonical	0.569
123.000	1.500	structured	1	2	7	central	canonical	canonical	0.584
124.500	1.500	structured	1	2	5	central	rotated	rotated	0.712
126.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.679
127.500	1.500	structured	1	2	7	central	canonical	canonical	0.566
129.000	1.500	structured	1	2	6	central	canonical	canonical	0.518
130.500	1.500	structured	1	2	9	central	canonical	canonical	0.515
132.000	1.500	structured	1	2	8	central	canonical	canonical	0.499
133.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.539
135.000	1.500	structured	1	2	6	central	canonical	canonical	0.562
136.500	1.500	structured	1	2	5	central	canonical	canonical	0.498
138.000	1.500	structured	1	2	7	central	canonical	canonical	0.535
139.500	1.500	structured	1	2	9	central	canonical	canonical	0.478
141.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.518
142.500	1.500	structured	1	2	7	central	canonical	canonical	0.500
144.000	1.500	structured	1	2	5	central	canonical	canonical	0.516
145.500	1.500	structured	1	2	9	central	canonical	canonical	0.634
147.000	1.500	structured	1	2	6	central	canonical	canonical	0.587
148.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.697
150.000	1.500	structured	1	2	8	central	canonical	canonical	0.608
151.500	1.500	structured	1	2	6	central	canonical	canonical	0.544
153.000	1.500	structured	1	2	7	central	canonical	canonical	0.517
154.500	1.500	structured	1	2	5	central	canonical	canonical	0.525
156.000	1.500	structured	1	2	6	central	canonical	canonical	0.380
157.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.538
159.000	1.500	structured	1	2	9	central	canonical	canonical	0.507
160.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.426
162.000	1.500	structured	1	2	8	central	canonical	canonical	0.400
163.500	1.500	structured	1	2	6	central	canonical	canonical	0.439
165.000	1.500	structured	1	2	8	central	rotated	rotated	0.662
166.500	1.500	structured	1	2	6	central	rotated	rotated	0.621
168.000	1.500	structured	1	2	9	central	canonical	canonical	0.675
169.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.596
171.000	1.500	structured	1	2	6	central	canonical	canonical	0.562
172.500	1.500	structured	1	2	5	central	canonical	canonical	0.569
174.000	1.500	structured	1	2	9	central	canonical	canonical	0.689
175.500	1.500	structured	1	2	8	central	canonical	canonical	0.607
177.000	1.500	structured	1	2	6	central	canonical	canonical	0.630
178.500	1.500	structured	1	2	7	central	canonical	canonical	0.589
180.000	1.500	structured	1	2	9	central	canonical	canonical	0.606
181.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.532
183.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.707
184.500	1.500	structured	1	3	13	central	canonical	canonical	0.697
186.000	1.500	structured	1	3	14	central	canonical	canonical	1.152
187.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.816
189.000	1.500	structured	1	3	13	central	canonical	canonical	0.670
190.500	1.500	structured	1	3	11	boundary	rotated	rotated	0.701
192.000	1.500	structured	1	3	16	central	canonical	canonical	0.853
193.500	1.500	structured	1	3	15	central	canonical	canonical	0.722
195.000	1.500	structured	1	3	16	central	rotated	rotated	0.707
196.500	1.500	structured	1	3	14	central	canonical	canonical	0.585
198.000	1.500	structured	1	3	16	central	rotated	rotated	0.751
199.500	1.500	structured	1	3	17	boundary	canonical	canonical	0.710
201.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.684
202.500	1.500	structured	1	1	19	central	canonical	canonical	0.631
204.000	1.500	structured	1	1	21	central	canonical	canonical	0.748
205.500	1.500	structured	1	1	20	central	canonical	canonical	0.699
207.000	1.500	structured	1	1	19	central	canonical	canonical	0.643
208.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.585
210.000	1.500	structured	1	1	21	central	canonical	canonical	0.719
211.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.800
213.000	1.500	structured	1	1	1	central	canonical	canonical	0.654
214.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.628
216.000	1.500	structured	1	1	2	central	canonical	canonical	0.621
217.500	1.500	structured	1	1	18	boundary	rotated	canonical	0.475
219.000	1.500	structured	1	1	19	central	canonical	canonical	0.683
220.500	1.500	structured	1	1	18	boundary	rotated	rotated	0.697
222.000	1.500	structured	1	1	20	central	canonical	canonical	0.671
223.500	1.500	structured	1	1	1	central	canonical	canonical	0.576
225.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.615
226.500	1.500	structured	1	1	1	central	rotated	rotated	0.694
228.000	1.500	structured	1	1	3	boundary	rotated	rotated	0.979
229.500	1.500	structured	1	1	19	central	canonical	canonical	0.740
231.000	1.500	structured	1	1	21	central	canonical	canonical	0.770
232.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.753
234.000	1.500	structured	1	1	21	central	rotated	rotated	0.791
235.500	1.500	structured	1	1	2	central	canonical	canonical	0.655
237.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.630
238.500	1.500	structured	1	1	2	central	rotated	rotated	0.644
240.000	1.500	structured	1	1	21	central	canonical	canonical	0.692
241.500	1.500	structured	1	1	2	central	rotated	rotated	0.634
243.000	1.500	structured	1	1	19	central	canonical	canonical	0.577
244.500	1.500	structured	1	1	20	central	canonical	canonical	0.609
246.000	1.500	structured	1	1	2	central	canonical	canonical	0.808
247.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.694
249.000	1.500	structured	1	1	20	central	canonical	canonical	0.646
250.500	1.500	structured	1	1	19	central	canonical	canonical	0.612
252.000	1.500	structured	1	1	2	central	canonical	canonical	0.572
253.500	1.500	structured	1	1	21	central	canonical	canonical	0.620
255.000	1.500	structured	1	1	1	central	canonical	canonical	0.618
256.500	1.500	structured	1	1	20	central	canonical	canonical	0.592
258.000	1.500	structured	1	1	21	central	canonical	canonical	0.559
259.500	1.500	structured	1	1	19	central	canonical	canonical	0.519
261.000	1.500	structured	1	1	21	central	rotated	rotated	0.774
262.500	1.500	structured	1	1	20	central	canonical	canonical	0.719
264.000	1.500	structured	1	1	21	central	rotated	rotated	0.739
265.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.683
267.000	1.500	structured	1	1	21	central	rotated	rotated	0.714
268.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.664
270.000	1.500	structured	1	1	21	central	rotated	rotated	0.607
271.500	1.500	structured	1	1	2	central	canonical	canonical	0.654
273.000	1.500	structured	1	1	20	central	canonical	canonical	0.638
274.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.589
276.000	1.500	structured	1	1	2	central	canonical	canonical	0.877
277.500	1.500	structured	1	1	19	central	canonical	canonical	0.667
279.000	1.500	structured	1	1	20	central	canonical	canonical	0.650
280.500	1.500	structured	1	1	2	central	canonical	canonical	0.632
282.000	1.500	structured	1	1	1	central	canonical	canonical	0.591
283.500	1.500	structured	1	1	19	central	canonical	canonical	0.559
285.000	1.500	structured	1	1	20	central	canonical	canonical	0.550
286.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.492
288.000	1.500	structured	1	1	20	central	rotated	rotated	0.708
289.500	1.500	structured	1	1	3	boundary	rotated	rotated	0.699
291.000	1.500	structured	1	1	21	central	canonical	canonical	0.819
292.500	1.500	structured	1	1	2	central	canonical	canonical	0.657
294.000	1.500	structured	1	1	1	central	canonical	canonical	0.568
295.500	1.500	structured	1	1	19	central	canonical	canonical	0.557
297.000	1.500	structured	1	1	1	central	rotated	rotated	0.580
298.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.644
300.000	1.500	structured	1	1	2	central	canonical	canonical	0.619
301.500	1.500	structured	1	1	19	central	canonical	canonical	0.530
303.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.497
304.500	1.500	structured	1	1	1	central	canonical	canonical	0.599
306.000	1.500	structured	1	1	20	central	canonical	canonical	0.664
307.500	1.500	structured	1	1	21	central	canonical	canonical	0.848
309.000	1.500	structured	1	1	2	central	canonical	canonical	0.612
310.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.549
312.000	1.500	structured	1	1	19	central	canonical	canonical	0.524
313.500	1.500	structured	1	1	1	central	canonical	canonical	0.442
315.000	1.500	structured	1	1	2	central	canonical	canonical	0.538
316.500	1.500	structured	1	1	19	central	canonical	canonical	0.568
318.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.489
319.500	1.500	structured	1	1	19	central	rotated	rotated	0.823
321.000	1.500	structured	1	1	21	central	canonical	canonical	0.623
322.500	1.500	structured	1	1	20	central	canonical	canonical	0.588
324.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.524
325.500	1.500	structured	1	1	19	central	canonical	canonical	0.546
327.000	1.500	structured	1	1	2	central	canonical	canonical	0.611
328.500	1.500	structured	1	1	19	central	rotated	rotated	0.673
330.000	1.500	structured	1	1	20	central	canonical	canonical	0.618
331.500	1.500	structured	1	1	1	central	canonical	canonical	0.575
333.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.566
334.500	1.500	structured	1	1	21	central	canonical	canonical	0.717
336.000	1.500	structured	1	1	2	central	canonical	canonical	0.541
337.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.490
339.000	1.500	structured	1	1	21	central	canonical	canonical	0.540
340.500	1.500	structured	1	1	19	central	canonical	canonical	0.594
342.000	1.500	structured	1	1	2	central	canonical	canonical	0.480
343.500	1.500	structured	1	1	20	central	canonical	canonical	0.511
345.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.679
346.500	1.500	structured	1	1	1	central	canonical	canonical	0.781
348.000	1.500	structured	1	1	21	central	canonical	canonical	0.733
349.500	1.500	structured	1	1	19	central	canonical	canonical	0.547
351.000	1.500	structured	1	1	21	central	rotated	canonical	0.707
352.500	1.500	structured	1	1	19	central	rotated	rotated	0.722
354.000	1.500	structured	1	1	1	central	canonical	canonical	0.601
355.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.838
357.000	1.500	structured	1	1	20	central	canonical	canonical	0.637
358.500	1.500	structured	1	1	2	central	canonical	canonical	0.628
360.000	1.500	structured	1	1	20	central	rotated	rotated	0.740
361.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.637
363.000	1.500	structured	1	1	2	central	canonical	canonical	0.570
364.500	1.500	structured	1	1	1	central	canonical	canonical	0.644
366.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.615
367.500	1.500	structured	1	1	1	central	rotated	rotated	0.810
369.000	1.500	structured	1	1	19	central	canonical	canonical	0.630
370.500	1.500	structured	1	1	1	central	rotated	rotated	0.548
372.000	1.500	structured	1	1	19	central	rotated	rotated	0.661
373.500	1.500	structured	1	1	21	central	canonical	canonical	0.780
375.000	1.500	structured	1	1	2	central	canonical	canonical	0.617
376.500	1.500	structured	1	1	19	central	canonical	canonical	0.698
378.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.744
379.500	1.500	structured	1	1	2	central	canonical	canonical	0.615
381.000	1.500	structured	1	1	3	boundary	rotated	rotated	0.678
382.500	1.500	structured	1	1	20	central	canonical	canonical	0.702
384.000	1.500	structured	1	1	19	central	canonical	canonical	0.620
385.500	1.500	structured	1	1	20	central	rotated	rotated	0.682
387.000	1.500	structured	1	1	2	central	canonical	canonical	0.635
388.500	1.500	structured	1	1	1	central	canonical	canonical	0.578
390.000	1.500	structured	1	1	19	central	canonical	canonical	0.617
391.500	1.500	structured	1	1	1	central	rotated	rotated	0.680
393.000	1.500	structured	1	1	2	central	canonical	canonical	0.599
394.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.622
396.000	1.500	structured	1	1	19	central	canonical	canonical	0.572
397.500	1.500	structured	1	1	2	central	canonical	canonical	0.515
399.000	1.500	structured	1	1	19	central	rotated	rotated	0.595
400.500	1.500	structured	1	1	1	central	canonical	canonical	0.601
402.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.559
403.500	1.500	structured	1	1	2	central	canonical	canonical	0.438
405.000	1.500	structured	1	1	3	boundary	rotated	rotated	0.628
406.500	1.500	structured	1	1	20	central	canonical	canonical	0.676
408.000	1.500	structured	1	1	19	central	canonical	canonical	0.565
409.500	1.500	structured	1	1	1	central	canonical	canonical	0.547
411.000	1.500	structured	1	1	21	central	canonical	canonical	0.794
412.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.600
414.000	1.500	structured	1	1	1	central	canonical	canonical	0.543
415.500	1.500	structured	1	1	2	central	canonical	canonical	0.632
417.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.566
418.500	1.500	structured	1	1	1	central	canonical	canonical	0.494
420.000	1.500	structured	1	1	18	boundary	rotated	rotated	0.772
421.500	1.500	structured	1	1	20	central	canonical	canonical	0.593
423.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.651
424.500	1.500	structured	1	1	20	central	rotated	rotated	0.720
426.000	1.500	structured	1	1	19	central	canonical	canonical	0.576
427.500	1.500	structured	1	1	21	central	canonical	canonical	0.630
429.000	1.500	structured	1	1	20	central	canonical	canonical	0.549
430.500	1.500	structured	1	1	1	central	canonical	canonical	0.573
432.000	1.500	structured	1	1	19	central	canonical	canonical	0.565
433.500	1.500	structured	1	1	1	central	rotated	rotated	0.628
435.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.538
436.500	1.500	structured	1	1	2	central	canonical	canonical	0.577
438.000	1.500	structured	1	1	21	central	canonical	canonical	0.599
439.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.598
441.000	1.500	structured	1	1	19	central	canonical	canonical	0.478
442.500	1.500	structured	1	1	1	central	canonical	canonical	0.525
444.000	1.500	structured	1	1	19	central	rotated	rotated	0.676
445.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.569
447.000	1.500	structured	1	1	1	central	canonical	canonical	0.506
448.500	1.500	structured	1	1	20	central	canonical	canonical	0.623
450.000	1.500	structured	1	1	18	boundary	canonical	canonical	0.478
451.500	1.500	structured	1	1	21	central	canonical	canonical	0.709
453.000	1.500	structured	1	1	1	central	canonical	canonical	0.630
454.500	1.500	structured	1	1	2	central	canonical	canonical	0.532
456.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.532
457.500	1.500	structured	1	1	1	central	canonical	canonical	0.547
459.000	1.500	structured	1	1	19	central	canonical	canonical	0.561
460.500	1.500	structured	1	1	21	central	canonical	canonical	0.769
462.000	1.500	structured	1	1	2	central	canonical	canonical	0.582
463.500	1.500	structured	1	1	21	central	rotated	rotated	0.718
465.000	1.500	structured	1	1	2	central	rotated	rotated	0.894
466.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.868
468.000	1.500	structured	1	1	1	central	canonical	canonical	0.603
469.500	1.500	structured	1	1	19	central	canonical	canonical	0.674
471.000	1.500	structured	1	1	2	central	canonical	canonical	0.588
