onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
0.000	1.500	structured	1	2	5	central	canonical	canonical	0.609
1.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.645
3.000	1.500	structured	1	2	5	central	rotated	rotated	0.605
4.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.484
6.000	1.500	structured	1	2	7	central	canonical	canonical	0.554
7.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.467
9.000	1.500	structured	1	2	5	central	canonical	canonical	0.448
10.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.464
12.000	1.500	structured	1	2	5	central	rotated	rotated	0.558
13.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.519
15.000	1.500	structured	1	2	5	central	rotated	rotated	0.597
16.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.556
18.000	1.500	structured	1	2	9	central	canonical	canonical	0.817
19.500	1.500	structured	1	2	8	central	canonical	canonical	0.578
21.000	1.500	structured	1	2	9	central	rotated	rotated	0.639
22.500	1.500	structured	1	2	8	central	rotated	rotated	0.862
24.000	1.500	structured	1	2	7	central	canonical	canonical	0.616
25.500	1.500	structured	1	2	8	central	rotated	rotated	0.557
27.000	1.500	structured	1	2	5	central	canonical	canonical	0.556
28.500	1.500	structured	1	2	6	central	canonical	canonical	0.899
30.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.747
31.500	1.500	structured	1	3	11	boundary	canonical	canonical	0.562
33.000	1.500	structured	1	3	14	central	canonical	canonical	0.681
34.500	1.500	structured	1	3	16	central	canonical	canonical	0.497
36.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.519
37.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.532
39.000	1.500	structured	1	2	6	central	canonical	canonical	0.428
40.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.453
42.000	1.500	structured	1	2	8	central	canonical	canonical	0.491
43.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.539
45.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.512
46.500	1.500	structured	1	3	12	central	canonical	canonical	0.678
48.000	1.500	structured	1	3	13	central	canonical	canonical	0.551
49.500	1.500	structured	1	3	16	central	canonical	canonical	0.446
51.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.684
52.500	1.500	structured	1	3	15	central	canonical	canonical	0.691
54.000	1.500	structured	1	3	16	central	canonical	canonical	0.509
55.500	1.500	structured	1	3	12	central	canonical	canonical	0.578
57.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.497
58.500	1.500	structured	1	3	15	central	canonical	canonical	0.496
60.000	1.500	structured	1	3	12	central	canonical	canonical	0.520
61.500	1.500	structured	1	3	16	central	canonical	canonical	0.472
63.000	1.500	structured	1	3	17	boundary	canonical	canonical	0.518
64.500	1.500	structured	1	3	15	central	canonical	canonical	0.389
66.000	1.500	structured	1	3	12	central	canonical	canonical	0.539
67.500	1.500	structured	1	3	15	central	rotated	rotated	0.803
69.000	1.500	structured	1	3	11	boundary	canonical	canonical	0.601
70.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.680
72.000	1.500	structured	1	2	5	central	canonical	canonical	0.520
73.500	1.500	structured	1	2	10	boundary	rotated	rotated	0.719
75.000	1.500	structured	1	2	6	central	canonical	canonical	0.614
76.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.470
78.000	1.500	structured	1	2	8	central	canonical	canonical	0.565
79.500	1.500	structured	1	2	5	central	canonical	canonical	0.508
81.000	1.500	structured	1	2	6	central	canonical	canonical	0.498
82.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.520
84.000	1.500	structured	1	2	9	central	canonical	canonical	0.616
85.500	1.500	structured	1	2	7	central	canonical	canonical	0.575
87.000	1.500	structured	1	2	8	central	canonical	canonical	0.526
88.500	1.500	structured	1	2	5	central	canonical	canonical	0.525
90.000	1.500	structured	1	2	8	central	rotated	rotated	0.748
91.500	1.500	structured	1	2	6	central	canonical	canonical	0.564
93.000	1.500	structured	1	2	8	central	rotated	rotated	0.642
94.500	1.500	structured	1	2	6	central	rotated	rotated	0.602
96.000	1.500	structured	1	2	5	central	canonical	canonical	0.616
97.500	1.500	structured	1	2	7	central	canonical	canonical	0.495
99.000	1.500	structured	1	2	8	central	canonical	canonical	0.470
100.500	1.500	structured	1	2	5	central	canonical	canonical	0.638
102.000	1.500	structured	1	2	7	central	canonical	canonical	0.507
103.500	1.500	structured	1	2	4	boundary	canonical	canonical	0.562
105.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.667
106.500	1.500	structured	1	1	1	central	canonical	canonical	0.609
108.000	1.500	structured	1	1	19	central	canonical	canonical	0.553
109.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.480
111.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.526
112.500	1.500	structured	1	1	3	boundary	rotated	rotated	0.660
114.000	1.500	structured	1	1	21	central	canonical	canonical	0.885
115.500	1.500	structured	1	1	3	boundary	rotated	rotated	0.682
117.000	1.500	structured	1	1	19	central	canonical	canonical	0.522
118.500	1.500	structured	1	1	2	central	canonical	canonical	0.679
120.000	1.500	structured	1	1	19	central	rotated	rotated	0.871
121.500	1.500	structured	1	1	21	central	canonical	canonical	0.655
123.000	1.500	structured	1	1	3	boundary	canonical	canonical	1.181
124.500	1.500	structured	1	1	20	central	canonical	canonical	0.669
126.000	1.500	structured	1	1	3	boundary	rotated	rotated	0.635
127.500	1.500	structured	1	1	21	central	canonical	canonical	0.778
129.000	1.500	structured	1	1	3	boundary	rotated	canonical	0.802
130.500	1.500	structured	1	1	21	central	rotated	rotated	0.913
132.000	1.500	structured	1	1	19	central	canonical	canonical	0.599
133.500	1.500	structured	1	1	2	central	canonical	canonical	0.622
135.000	1.500	structured	1	1	1	central	canonical	canonical	0.581
136.500	1.500	structured	1	1	2	central	rotated	rotated	0.692
138.000	1.500	structured	1	1	3	boundary	canonical	canonical	0.667
139.500	1.500	structured	1	1	21	central	canonical	canonical	0.755
141.000	1.500	structured	1	1	2	central	canonical	canonical	0.683
142.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.583
144.000	1.500	structured	1	1	20	central	canonical	canonical	0.520
145.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.574
147.000	1.500	structured	1	1	20	central	rotated	rotated	0.701
148.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.670
150.000	1.500	structured	1	1	19	central	canonical	canonical	0.860
151.500	1.500	structured	1	1	18	boundary	canonical	canonical	0.643
153.000	1.500	structured	1	1	21	central	canonical	canonical	0.739
154.500	1.500	structured	1	1	3	boundary	canonical	canonical	0.842
156.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.616
157.500	1.500	structured	1	2	7	central	canonical	canonical	0.655
159.000	1.500	structured	1	2	10	boundary	canonical	canonical	0.735
160.500	1.500	structured	1	2	8	central	canonical	canonical	0.629
162.000	1.500	structured	1	2	7	central	canonical	canonical	0.540
163.500	1.500	structured	1	2	9	central	canonical	canonical	0.522
165.000	1.500	structured	1	2	5	central	canonical	canonical	0.923
166.500	1.500	structured	1	2	8	central	canonical	canonical	0.576
168.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.594
169.500	1.500	structured	1	2	8	central	rotated	rotated	0.710
171.000	1.500	structured	1	2	4	boundary	rotated	rotated	0.727
172.500	1.500	structured	1	2	5	central	canonical	canonical	0.580
174.000	1.500	structured	1	2	8	central	canonical	canonical	0.605
175.500	1.500	structured	1	2	6	central	canonical	canonical	0.530
177.000	1.500	structured	1	2	7	central	canonical	canonical	0.521
178.500	1.500	structured	1	2	10	boundary	canonical	canonical	0.545
180.000	1.500	structured	1	2	6	central	canonical	canonical	0.497
181.500	1.500	structured	1	2	5	central	canonical	canonical	0.543
183.000	1.500	structured	1	2	4	boundary	canonical	canonical	0.477
