onset	duration	response_time	response	correct	trial_type	corr_ans	thoughtNumber	Thought	Intensity	probenumber	eventType
366.249224400002	1.60834659999819	1.53789330000291	35.0	n/a	n/a	n/a	4	skiing 	low	1	ThoughtProbe
367.857571	2.01784200000111	1.86147390000406	55.0	n/a	n/a	n/a	4	skiing 	low	2	ThoughtProbe
369.875413000002	3.49115549999988	3.39324509998551	75.0	n/a	n/a	n/a	4	skiing 	low	3	ThoughtProbe
373.366568500001	3.06331360002514	2.97630149999168	0.0	n/a	n/a	n/a	4	skiing 	low	4	ThoughtProbe
376.429882100027	2.75135599999339	2.52822659999947	10.0	n/a	n/a	n/a	4	skiing 	low	5	ThoughtProbe
379.18123810002	2.93024960000184	2.95536500000162	35.0	n/a	n/a	n/a	4	skiing 	low	6	ThoughtProbe
382.111487700022	12.0423324999865	n/a	n/a	n/a	n/a	n/a	4	skiing 	low	n/a	Fixation
394.153820200008	32.1215978999971	n/a	n/a	n/a	n/a	n/a	5	surgery	high	n/a	Thoughtblock
426.275418100005	1.86249739999766	0.990483400033554	2	2.0	go	1	5	surgery	high	n/a	SART
428.137915500003	1.99318170000333	0.713878900016425	2	2.0	go	1	5	surgery	high	n/a	SART
430.131097200006	2.0098091000109	0.535531799978344	2	2.0	go	1	5	surgery	high	n/a	SART
432.140906300017	1.99844739999389	0.316983099997742	2	2.0	go	1	5	surgery	high	n/a	SART
434.139353700011	2.00560390000464	0.376697700005025	2	2.0	go	1	5	surgery	high	n/a	SART
436.144957600016	2.01292430001195	0.313609000004362	2	None	nogo	0	5	surgery	high	n/a	SART
438.157881900028	1.97921459999634	0.354359599994496	2	2.0	go	1	5	surgery	high	n/a	SART
440.137096500024	2.02475189999677	0.513500799977919	2	2.0	go	1	5	surgery	high	n/a	SART
442.161848400021	1.97911169999861	0.2909141999844	2	2.0	go	1	5	surgery	high	n/a	SART
444.14096010002	2.02740659998381	n/a	None	None	nogo	1	5	surgery	high	n/a	SART
446.168366700003	1.97903380001662	0.473228800023207	2	2.0	go	1	5	surgery	high	n/a	SART
448.14740050002	2.00197690000641	n/a	None	None	nogo	1	5	surgery	high	n/a	SART
450.149377400026	1.99998029999551	0.46114959998522	2	2.0	go	1	5	surgery	high	n/a	SART
452.149357700022	1.99958740000147	0.994979699986288	2	2.0	go	1	5	surgery	high	n/a	SART
454.148945100023	2.0020040999807	n/a	None	None	nogo	1	5	surgery	high	n/a	SART
456.150949200004	1.99644360001548	0.751928800018504	2	2.0	go	1	5	surgery	high	n/a	SART
458.14739280002	2.00838409998687	n/a	None	None	nogo	1	5	surgery	high	n/a	SART
460.155776900006	1.99259920002078	0.478773000038927	2	2.0	go	1	5	surgery	high	n/a	SART
462.148376100027	2.18198839999968	n/a	n/a	n/a	n/a	n/a	5	surgery	high	n/a	Reflect
464.330364500027	2.17336639997666	2.1120333999861	40.0	n/a	n/a	n/a	5	surgery	high	1	ThoughtProbe
466.503730900004	3.73708890000125	3.58954069999163	55.0	n/a	n/a	n/a	5	surgery	high	2	ThoughtProbe
470.240819800005	2.47086840000702	2.34889769999427	75.0	n/a	n/a	n/a	5	surgery	high	3	ThoughtProbe
472.711688200012	2.75802979999571	2.72257159999572	15.0	n/a	n/a	n/a	5	surgery	high	4	ThoughtProbe
475.469718000008	1.4652158000099	1.39654669997981	25.0	n/a	n/a	n/a	5	surgery	high	5	ThoughtProbe
476.934933800017	2.7044370000076	2.70435880002333	35.0	n/a	n/a	n/a	5	surgery	high	6	ThoughtProbe
479.639370800025	12.5754309999757	n/a	n/a	n/a	n/a	n/a	5	surgery	high	n/a	Fixation
492.214801800001	32.0239521000185	n/a	n/a	n/a	n/a	n/a	6	burger king	high	n/a	Thoughtblock
524.238753900019	1.9542489000014	1.4329327000014	2	2.0	go	1	6	burger king	high	n/a	SART
526.193002800021	2.00122529998771	1.31758029997582	2	2.0	go	1	6	burger king	high	n/a	SART
528.194228100008	1.99764600000344	0.474203799996758	2	2.0	go	1	6	burger king	high	n/a	SART
530.191874100012	1.99691980000352	0.519728199986275	2	2.0	go	1	6	burger king	high	n/a	SART
532.188793900015	2.00849089998519	n/a	None	None	nogo	1	6	burger king	high	n/a	SART
534.1972848	1.99554130001343	0.346863900020253	2	2.0	go	1	6	burger king	high	n/a	SART
536.192826100014	1.990206699993	0.533774799987441	2	2.0	go	1	6	burger king	high	n/a	SART
538.183032800007	2.02442960001645	0.484331099985866	2	2.0	go	1	6	burger king	high	n/a	SART
540.207462400023	1.97443439997733	0.50238150000223	2	2.0	go	1	6	burger king	high	n/a	SART
542.181896800001	2.00241430001915	n/a	None	None	nogo	1	6	burger king	high	n/a	SART
544.18431110002	2.00557409998146	0.400436299998546	2	2.0	go	1	6	burger king	high	n/a	SART
546.189885200001	1.9937546000001	0.430174500012072	2	2.0	go	1	6	burger king	high	n/a	SART
548.183639800001	2.00525650000782	n/a	None	None	nogo	1	6	burger king	high	n/a	SART
550.188896300009	1.9981941000151	0.443713600019692	2	2.0	go	1	6	burger king	high	n/a	SART
552.187090400024	1.9971539999824	0.506321599968942	2	2.0	go	1	6	burger king	high	n/a	SART
554.184244400007	2.00720300001558	n/a	None	None	nogo	1	6	burger king	high	n/a	SART
556.191447400022	2.00581109998166	0.306502999970689	2	2.0	go	1	6	burger king	high	n/a	SART
558.197258500004	2.00148460001219	n/a	None	None	nogo	1	6	burger king	high	n/a	SART
560.198743100016	1.98989860000438	0.473155899962876	2	2.0	go	1	6	burger king	high	n/a	SART
562.188641700021	2.09483570000157	n/a	n/a	n/a	n/a	n/a	6	burger king	high	n/a	Reflect
564.283477400022	2.41400540000177	2.23284240000066	60.0	n/a	n/a	n/a	6	burger king	high	1	ThoughtProbe
566.697482800024	5.03251540000201	4.89802469999995	65.0	n/a	n/a	n/a	6	burger king	high	2	ThoughtProbe
571.729998200026	5.19897060000221	5.06209079999826	55.0	n/a	n/a	n/a	6	burger king	high	3	ThoughtProbe
576.928968800028	4.31788679998135	4.15100360001088	0.0	n/a	n/a	n/a	6	burger king	high	4	ThoughtProbe
581.246855600009	2.370044100011	2.25379129999783	0.0	n/a	n/a	n/a	6	burger king	high	5	ThoughtProbe
583.61689970002	2.37653919999138	2.3908765000233	50.0	n/a	n/a	n/a	6	burger king	high	6	ThoughtProbe
585.993438900012	6.26042669999879	n/a	n/a	n/a	n/a	n/a	6	burger king	high	n/a	Fixation
592.253865600011	32.1175923999981	n/a	n/a	n/a	n/a	n/a	7	assignment due	low	n/a	Thoughtblock
624.371458000009	1.87302610001643	0.72896700000274	2	2.0	go	1	7	assignment due	low	n/a	SART
626.244484100025	1.97853429999668	0.509949299972504	2	2.0	go	1	7	assignment due	low	n/a	SART
628.223018400022	2.02524129999802	n/a	None	None	nogo	1	7	assignment due	low	n/a	SART
630.24825970002	1.96978399998625	0.694351699959952	2	2.0	go	1	7	assignment due	low	n/a	SART
632.218043700006	2.01403310001479	0.742036000010557	2	2.0	go	1	7	assignment due	low	n/a	SART
634.232076800021	1.99806719998014	0.676292299991474	2	2.0	go	1	7	assignment due	low	n/a	SART
636.230144000001	2.01832620002097	0.57519649999449	2	2.0	go	1	7	assignment due	low	n/a	SART
638.248470200022	1.9898617999861	0.416897599992808	2	2.0	go	1	7	assignment due	low	n/a	SART
640.238332000008	1.98863150001853	n/a	None	None	nogo	1	7	assignment due	low	n/a	SART
642.226963500027	2.01054019998992	0.727682299970184	2	2.0	go	1	7	assignment due	low	n/a	SART
644.237503700017	1.9979262999841	n/a	None	None	nogo	1	7	assignment due	low	n/a	SART
646.235430000001	2.00607300002594	0.291499900020426	2	2.0	go	1	7	assignment due	low	n/a	SART
648.241503000027	2.00241559999995	0.65318640001351	2	2.0	go	1	7	assignment due	low	n/a	SART
650.243918600027	1.98104859999148	n/a	None	None	nogo	1	7	assignment due	low	n/a	SART
652.224967200018	2.01207130000694	0.522786899993662	2	2.0	go	1	7	assignment due	low	n/a	SART
654.237038500025	1.98928029998206	n/a	None	None	nogo	1	7	assignment due	low	n/a	SART
656.226318800007	1.99918549999711	1.02143890000298	2	2.0	go	1	7	assignment due	low	n/a	SART
658.225504300004	2.20234129999881	n/a	n/a	n/a	n/a	n/a	7	assignment due	low	n/a	Reflect
660.427845600003	3.85377529999823	3.5416670999839	25.0	n/a	n/a	n/a	7	assignment due	low	1	ThoughtProbe
664.281620900001	3.37365610001143	3.22849999999744	60.0	n/a	n/a	n/a	7	assignment due	low	2	ThoughtProbe
667.655277000013	2.13422730000457	1.98193740000715	70.0	n/a	n/a	n/a	7	assignment due	low	3	ThoughtProbe
669.789504300017	3.60654750000685	3.48237589999917	0.0	n/a	n/a	n/a	7	assignment due	low	4	ThoughtProbe
673.396051800024	2.3423608999874	2.18178449998959	0.0	n/a	n/a	n/a	7	assignment due	low	5	ThoughtProbe
675.738412700011	2.67292519999319	2.69026709999889	40.0	n/a	n/a	n/a	7	assignment due	low	6	ThoughtProbe
678.411337900005	9.85122870001942	n/a	n/a	n/a	n/a	n/a	7	assignment due	low	n/a	Fixation
688.262566600024	32.0271027999988	n/a	n/a	n/a	n/a	n/a	8	pay	high	n/a	Thoughtblock
720.289669400023	1.99189449998084	n/a	None	None	nogo	1	8	pay	high	n/a	SART
722.281563900004	1.99512860001414	0.666190500021912	2	2.0	go	1	8	pay	high	n/a	SART
724.276692500018	1.98781789999339	n/a	None	None	nogo	1	8	pay	high	n/a	SART
726.264510400011	1.99758729999303	0.260794100002386	2	2.0	go	1	8	pay	high	n/a	SART
728.262097700004	1.99267070001224	0.348325000028126	2	2.0	go	1	8	pay	high	n/a	SART
730.254768400016	2.01102340000216	0.498358399985591	2	2.0	go	1	8	pay	high	n/a	SART
732.265791800019	2.00229209999088	0.444646700023441	2	2.0	go	1	8	pay	high	n/a	SART
734.26808390001	2.00558910000836	n/a	None	None	nogo	1	8	pay	high	n/a	SART
736.273673000018	1.98823859999538	0.820787699980428	2	2.0	go	1	8	pay	high	n/a	SART
738.261911600013	2.01286519999849	1.1650335000013	2	2.0	go	1	8	pay	high	n/a	SART
740.274776800012	1.99639889999526	0.560654800006887	2	2.0	go	1	8	pay	high	n/a	SART
742.271175700007	2.00672010000562	0.669122999999672	2	2.0	go	1	8	pay	high	n/a	SART
744.277895800013	1.99317160001374	0.455397800018545	2	2.0	go	1	8	pay	high	n/a	SART
746.271067400026	1.9881911999837	n/a	None	None	nogo	1	8	pay	high	n/a	SART
748.25925860001	1.99311989999842	0.335114600020461	2	2.0	go	1	8	pay	high	n/a	SART
750.252378500008	2.01087140000891	n/a	None	None	nogo	1	8	pay	high	n/a	SART
752.263249900017	1.99246999999741	0.282183300005272	2	2.0	go	1	8	pay	high	n/a	SART
754.255719900015	2.19298319998779	n/a	n/a	n/a	n/a	n/a	8	pay	high	n/a	Reflect
756.448703100003	1.09158020000905	1.04747389999102	55.0	n/a	n/a	n/a	8	pay	high	1	ThoughtProbe
757.540283300012	3.23960870000883	3.15404550000676	65.0	n/a	n/a	n/a	8	pay	high	2	ThoughtProbe
760.77989200002	2.38284780000686	2.31395109998994	75.0	n/a	n/a	n/a	8	pay	high	3	ThoughtProbe
763.162739800027	4.33754269999918	4.20885830000043	5.0	n/a	n/a	n/a	8	pay	high	4	ThoughtProbe
767.500282500027	2.70771059999242	2.53827410002123	0.0	n/a	n/a	n/a	8	pay	high	5	ThoughtProbe
770.207993100019	1.28500299999723	1.29321600002004	40.0	n/a	n/a	n/a	8	pay	high	6	ThoughtProbe
771.492996100016	12.8569126999937	n/a	n/a	n/a	n/a	n/a	8	pay	high	n/a	Fixation
784.34990880001	32.007428300014	n/a	n/a	n/a	n/a	n/a	9	after graduation	high	n/a	Thoughtblock
816.357337100024	1.96237379999366	0.809152899979381	2	2.0	go	1	9	after graduation	high	n/a	SART
818.319710900018	2.01759450000827	0.713452800031519	2	2.0	go	1	9	after graduation	high	n/a	SART
820.337305400026	1.98906510000234	0.362650299968664	2	None	nogo	0	9	after graduation	high	n/a	SART
822.326370500028	1.99010919997818	0.456168800010346	2	2.0	go	1	9	after graduation	high	n/a	SART
824.316479700006	2.0107938000001	0.593709199980367	2	2.0	go	1	9	after graduation	high	n/a	SART
826.327273500006	1.9916698000161	0.593370899994625	2	2.0	go	1	9	after graduation	high	n/a	SART
828.318943300023	2.00296919999528	0.553381499979878	2	2.0	go	1	9	after graduation	high	n/a	SART
830.321912500018	2.00534229999175	0.539630599989323	2	2.0	go	1	9	after graduation	high	n/a	SART
832.32725480001	2.00680020000436	0.531954200007021	2	2.0	go	1	9	after graduation	high	n/a	SART
834.334055000014	1.99443849999807	n/a	None	None	nogo	1	9	after graduation	high	n/a	SART
836.328493500012	1.98620959999971	0.350802100030705	2	2.0	go	1	9	after graduation	high	n/a	SART
838.314703100012	1.9979658999946	0.379540199995972	2	None	nogo	0	9	after graduation	high	n/a	SART
840.312669000006	2.00598250000621	0.377206500008469	2	2.0	go	1	9	after graduation	high	n/a	SART
842.318651500012	1.9931848999986	0.624822400015546	2	2.0	go	1	9	after graduation	high	n/a	SART
844.311836400011	2.02279630000703	n/a	None	None	nogo	1	9	after graduation	high	n/a	SART
846.334632700018	1.98102929999004	0.613944200013066	2	2.0	go	1	9	after graduation	high	n/a	SART
848.315662000008	1.99910040001851	n/a	None	None	nogo	1	9	after graduation	high	n/a	SART
850.314762400027	2.00407939997967	0.493727399996715	2	2.0	go	1	9	after graduation	high	n/a	SART
852.318841800006	2.14042530002189	n/a	n/a	n/a	n/a	n/a	9	after graduation	high	n/a	Reflect
854.459267100028	1.85134369999287	1.7344821000006	45.0	n/a	n/a	n/a	9	after graduation	high	1	ThoughtProbe
856.310610800021	1.91124610000406	1.84318990001339	65.0	n/a	n/a	n/a	9	after graduation	high	2	ThoughtProbe
858.221856900025	1.44712060000165	1.33381170002394	75.0	n/a	n/a	n/a	9	after graduation	high	3	ThoughtProbe
859.668977500027	2.06562469998607	2.00209600001108	20.0	n/a	n/a	n/a	9	after graduation	high	4	ThoughtProbe
861.734602200013	1.87421509998967	1.8066382999823	5.0	n/a	n/a	n/a	9	after graduation	high	5	ThoughtProbe
863.608817300003	1.54727580002509	1.550201200007	40.0	n/a	n/a	n/a	9	after graduation	high	6	ThoughtProbe
865.156093100028	2	n/a	n/a	n/a	n/a	n/a	9	after graduation	high	n/a	Fixation
