onset	duration	response_time	response	correct	trial_type	corr_ans	thoughtNumber	Thought	Intensity	probenumber	eventType
96.0027538999857	2.01486880000448	n/a	n/a	n/a	n/a	n/a	1	unzipped pockets	high	n/a	Fixation
98.0176226999902	32.0286719000142	n/a	n/a	n/a	n/a	n/a	2	surgery	high	n/a	Thoughtblock
130.046294600004	1.94978219998302	1.08683619997464	2	2.0	go	1	2	surgery	high	n/a	SART
131.996076799987	2.01933330000611	0.638706099998672	2	2.0	go	1	2	surgery	high	n/a	SART
134.015410099993	2.00584399999934	0.779031000012765	2	2.0	go	1	2	surgery	high	n/a	SART
136.021254099993	1.97699990001274	0.333341699995799	2	2.0	go	1	2	surgery	high	n/a	SART
137.998254000006	1.99805189998006	0.410511199996108	2	2.0	go	1	2	surgery	high	n/a	SART
139.996305899986	2.00332300001173	0.427103500027442	2	2.0	go	1	2	surgery	high	n/a	SART
141.999628899997	1.99938580000889	0.753285900020273	2	2.0	go	1	2	surgery	high	n/a	SART
143.999014700006	2.00720459999866	0.69342619998497	2	2.0	go	1	2	surgery	high	n/a	SART
146.006219300005	1.99539599998388	0.331364099984057	2	None	nogo	0	2	surgery	high	n/a	SART
148.001615299989	1.9963794000214	0.652154100011103	2	2.0	go	1	2	surgery	high	n/a	SART
149.99799470001	2.00746319998871	n/a	None	None	nogo	1	2	surgery	high	n/a	SART
152.005457899999	1.99284140000236	0.530402200005483	2	2.0	go	1	2	surgery	high	n/a	SART
153.998299300001	2.01058229999035	n/a	None	None	nogo	1	2	surgery	high	n/a	SART
156.008881599992	1.9958992000029	0.621607100008987	2	2.0	go	1	2	surgery	high	n/a	SART
158.004780799994	2.01447310001822	0.732773400028236	2	2.0	go	1	2	surgery	high	n/a	SART
160.019253900013	1.99219279998215	n/a	None	None	nogo	1	2	surgery	high	n/a	SART
162.011446699995	1.99507760000415	0.29435330000706	2	2.0	go	1	2	surgery	high	n/a	SART
164.006524299999	1.98190600000089	n/a	None	None	nogo	1	2	surgery	high	n/a	SART
165.9884303	2.01013650000095	0.450010500004282	2	2.0	go	1	2	surgery	high	n/a	SART
167.998566800001	2.15871200000402	n/a	n/a	n/a	n/a	n/a	2	surgery	high	n/a	Reflect
170.157278800005	5.78758559998823	5.70738500001607	35.0	n/a	n/a	n/a	2	surgery	high	1	ThoughtProbe
175.944864399993	5.2379933000193	5.02323320001597	90.0	n/a	n/a	n/a	2	surgery	high	2	ThoughtProbe
181.182857700012	5.66625929999282	5.4439824000001	80.0	n/a	n/a	n/a	2	surgery	high	3	ThoughtProbe
186.849117000005	4.20583379999152	4.12601539999014	65.0	n/a	n/a	n/a	2	surgery	high	4	ThoughtProbe
191.054950799997	3.43499300000258	3.25905639998382	65.0	n/a	n/a	n/a	2	surgery	high	5	ThoughtProbe
194.489943799999	1.56440279999515	n/a	None	n/a	n/a	n/a	2	surgery	high	6	ThoughtProbe
196.054346599994	2.02157979999902	n/a	n/a	n/a	n/a	n/a	2	surgery	high	n/a	Fixation
198.075926399993	32.0308017999923	n/a	n/a	n/a	n/a	n/a	3	skiing 	low	n/a	Thoughtblock
230.106728199986	1.94968330001575	0.988115599990124	2	2.0	go	1	3	skiing 	low	n/a	SART
232.056411500002	2.01720699999714	0.562509000010323	2	2.0	go	1	3	skiing 	low	n/a	SART
234.073618499999	1.98651290000998	0.385020599991549	2	2.0	go	1	3	skiing 	low	n/a	SART
236.060131400009	1.99810440000147	0.331743799994001	2	2.0	go	1	3	skiing 	low	n/a	SART
238.05823580001	2.00963980000233	0.515381499979412	2	2.0	go	1	3	skiing 	low	n/a	SART
240.067875600012	1.99381629997515	0.449592299992219	2	2.0	go	1	3	skiing 	low	n/a	SART
242.061691899988	1.99771409999812	n/a	None	None	nogo	1	3	skiing 	low	n/a	SART
244.059405999986	2.00628720002715	0.356425500038313	2	2.0	go	1	3	skiing 	low	n/a	SART
246.065693200013	1.99360759998672	n/a	None	None	nogo	1	3	skiing 	low	n/a	SART
248.0593008	2.01231379999081	0.680330000002868	2	2.0	go	1	3	skiing 	low	n/a	SART
250.07161459999	1.99088029999984	0.371664999984205	2	None	nogo	0	3	skiing 	low	n/a	SART
252.06249489999	2.01119570000446	0.718782099982491	2	2.0	go	1	3	skiing 	low	n/a	SART
254.073690599995	1.99768870000844	0.805856000020867	2	2.0	go	1	3	skiing 	low	n/a	SART
256.071379300003	2.004045699985	n/a	None	None	nogo	1	3	skiing 	low	n/a	SART
258.075424999988	1.99695650002104	0.664398400025675	2	2.0	go	1	3	skiing 	low	n/a	SART
260.072381500009	1.98575520000304	n/a	None	None	nogo	1	3	skiing 	low	n/a	SART
262.058136700012	2.0169175999763	0.618874499981757	2	2.0	go	1	3	skiing 	low	n/a	SART
264.075054299989	2.13969189999625	n/a	n/a	n/a	n/a	n/a	3	skiing 	low	n/a	Reflect
266.214746199985	6.53218190002372	6.22354839998297	15.0	n/a	n/a	n/a	3	skiing 	low	1	ThoughtProbe
272.746928100009	5.34516169998096	5.24645590002183	70.0	n/a	n/a	n/a	3	skiing 	low	2	ThoughtProbe
278.092089799989	4.04788290002034	3.71830229999614	90.0	n/a	n/a	n/a	3	skiing 	low	3	ThoughtProbe
282.13997270001	4.21130399999674	3.97941420000279	0.0	n/a	n/a	n/a	3	skiing 	low	4	ThoughtProbe
286.351276700007	4.16433379999944	4.08259569999063	50.0	n/a	n/a	n/a	3	skiing 	low	5	ThoughtProbe
290.515610500006	1.59383659999003	n/a	None	n/a	n/a	n/a	3	skiing 	low	6	ThoughtProbe
292.109447099996	2.02208480000263	n/a	n/a	n/a	n/a	n/a	3	skiing 	low	n/a	Fixation
294.131531899999	32.0311360000051	n/a	n/a	n/a	n/a	n/a	4	after graduation	high	n/a	Thoughtblock
326.162667900004	1.95136519998778	1.15007579998928	2	2.0	go	1	4	after graduation	high	n/a	SART
328.114033099992	2.00010669999756	0.705206799990265	2	2.0	go	1	4	after graduation	high	n/a	SART
330.114139799989	2.00543310001376	n/a	None	None	nogo	1	4	after graduation	high	n/a	SART
332.119572900003	1.99173270000028	0.316103699995438	2	2.0	go	1	4	after graduation	high	n/a	SART
334.111305600003	1.99991769998451	0.635916899977019	2	2.0	go	1	4	after graduation	high	n/a	SART
336.111223299988	2.0092699000088	0.461520900018513	2	2.0	go	1	4	after graduation	high	n/a	SART
338.120493199996	2.0054705000075	0.445291700016242	2	2.0	go	1	4	after graduation	high	n/a	SART
340.125963700004	1.99627070000861	0.676421700016363	2	2.0	go	1	4	after graduation	high	n/a	SART
342.122234400013	1.98439019999932	n/a	None	None	nogo	1	4	after graduation	high	n/a	SART
344.106624600012	1.9893352999934	0.499668300006306	2	2.0	go	1	4	after graduation	high	n/a	SART
346.095959900005	2.01436149998335	n/a	None	None	nogo	1	4	after graduation	high	n/a	SART
348.110321399989	1.99571770001785	0.449452500033658	2	2.0	go	1	4	after graduation	high	n/a	SART
350.106039100006	2.00889639998786	0.634445600007894	2	2.0	go	1	4	after graduation	high	n/a	SART
352.114935499994	1.99823940001079	n/a	None	None	nogo	1	4	after graduation	high	n/a	SART
354.113174900005	1.99645549998968	0.341634000011254	2	2.0	go	1	4	after graduation	high	n/a	SART
356.109630399995	2.00816910000867	n/a	None	None	nogo	1	4	after graduation	high	n/a	SART
358.117799500003	1.99250039999606	0.330522499978542	2	2.0	go	1	4	after graduation	high	n/a	SART
360.1102999	2.11301249999087	n/a	n/a	n/a	n/a	n/a	4	after graduation	high	n/a	Reflect
362.22331239999	2.73422579999897	2.66680300000007	60.0	n/a	n/a	n/a	4	after graduation	high	1	ThoughtProbe
364.957538199989	2.79181830000016	2.71646209998289	70.0	n/a	n/a	n/a	4	after graduation	high	2	ThoughtProbe
367.74935649999	2.6629104000167	2.58910829998786	90.0	n/a	n/a	n/a	4	after graduation	high	3	ThoughtProbe
370.412266900006	3.12910540000303	3.05826269998215	75.0	n/a	n/a	n/a	4	after graduation	high	4	ThoughtProbe
373.541372300009	1.68255129997851	1.60368150001159	65.0	n/a	n/a	n/a	4	after graduation	high	5	ThoughtProbe
375.223923599988	3.25534610002069	3.25684660000843	45.0	n/a	n/a	n/a	4	after graduation	high	6	ThoughtProbe
378.479269700008	11.694576799986	n/a	n/a	n/a	n/a	n/a	4	after graduation	high	n/a	Fixation
390.173846499994	32.0296331999998	n/a	n/a	n/a	n/a	n/a	5	burger king	high	n/a	Thoughtblock
422.203479699994	1.95225530001335	1.05324420001125	2	2.0	go	1	5	burger king	high	n/a	SART
424.155735000008	1.98931079998147	0.630871299974388	2	2.0	go	1	5	burger king	high	n/a	SART
426.145045799989	2.00389660001383	0.698192000010749	2	2.0	go	1	5	burger king	high	n/a	SART
428.148942400003	1.99926119999145	0.585670900007244	2	2.0	go	1	5	burger king	high	n/a	SART
430.148203599994	2.00587630001246	0.635016199987149	2	2.0	go	1	5	burger king	high	n/a	SART
432.154079900007	1.99745709999115	0.49855839999509	2	2.0	go	1	5	burger king	high	n/a	SART
434.151536999998	2.00458070001332	n/a	None	None	nogo	1	5	burger king	high	n/a	SART
436.156117700011	1.99051899998449	0.529035099985776	2	2.0	go	1	5	burger king	high	n/a	SART
438.146636699996	2.01423219998833	n/a	None	None	nogo	1	5	burger king	high	n/a	SART
440.160868899984	2.00022700001136	0.792774000030477	2	2.0	go	1	5	burger king	high	n/a	SART
442.161095899995	1.99705380000523	n/a	None	None	nogo	1	5	burger king	high	n/a	SART
444.158149700001	2.00409410000429	0.756169999978738	2	2.0	go	1	5	burger king	high	n/a	SART
446.162243800005	1.99614329999895	n/a	None	None	nogo	1	5	burger king	high	n/a	SART
448.158387100004	2.00789179999265	0.402758100011852	2	2.0	go	1	5	burger king	high	n/a	SART
450.166278899997	1.97181350001483	0.693892500014044	2	2.0	go	1	5	burger king	high	n/a	SART
452.138092400011	2.00914689997444	n/a	None	None	nogo	1	5	burger king	high	n/a	SART
454.147239299986	1.99688660001266	0.376425700000254	2	2.0	go	1	5	burger king	high	n/a	SART
456.144125899998	2.18525239999872	n/a	n/a	n/a	n/a	n/a	5	burger king	high	n/a	Reflect
458.329378299997	4.59405730001163	4.39101130000199	65.0	n/a	n/a	n/a	5	burger king	high	1	ThoughtProbe
462.923435600009	2.14772229999653	2.00636219998705	75.0	n/a	n/a	n/a	5	burger king	high	2	ThoughtProbe
465.071157900005	2.36838139998144	2.25166460001492	95.0	n/a	n/a	n/a	5	burger king	high	3	ThoughtProbe
467.439539299987	4.28026160001173	3.96022489998722	0.0	n/a	n/a	n/a	5	burger king	high	4	ThoughtProbe
471.719800899999	2.29625049998867	2.14046980001149	20.0	n/a	n/a	n/a	5	burger king	high	5	ThoughtProbe
474.016051399987	1.96301980002318	1.99509620000026	60.0	n/a	n/a	n/a	5	burger king	high	6	ThoughtProbe
475.97907120001	10.231587199989	n/a	n/a	n/a	n/a	n/a	5	burger king	high	n/a	Fixation
486.210658399999	32.0779154000047	n/a	n/a	n/a	n/a	n/a	6	packing	low	n/a	Thoughtblock
518.288573800004	1.91796950000571	1.64844439999433	2	2.0	go	1	6	packing	low	n/a	SART
520.20654330001	2.0041360000032	0.6961486999935	2	2.0	go	1	6	packing	low	n/a	SART
522.210679300013	2.00077529999544	n/a	None	None	nogo	1	6	packing	low	n/a	SART
524.211454600008	2.00210919999518	0.517837299994426	2	2.0	go	1	6	packing	low	n/a	SART
526.213563800004	2.0002220000024	0.42163339999388	2	2.0	go	1	6	packing	low	n/a	SART
528.213785800006	1.9980091000034	0.720778599992627	2	2.0	go	1	6	packing	low	n/a	SART
530.211794900009	2.00335959999938	0.579508899973007	2	2.0	go	1	6	packing	low	n/a	SART
532.215154500009	1.99541839997983	0.627925400011009	2	2.0	go	1	6	packing	low	n/a	SART
534.210572899989	2.0099845000077	0.599576800013892	2	2.0	go	1	6	packing	low	n/a	SART
536.220557399996	1.99394010001561	0.403983900003368	2	2.0	go	1	6	packing	low	n/a	SART
538.214497500012	1.98577569998452	n/a	None	None	nogo	1	6	packing	low	n/a	SART
540.200273199996	1.99400070001138	0.460814399993978	2	2.0	go	1	6	packing	low	n/a	SART
542.194273900008	2.00969399997848	n/a	None	None	nogo	1	6	packing	low	n/a	SART
544.203967899986	2.01513120002346	0.514066899981117	2	2.0	go	1	6	packing	low	n/a	SART
546.21909910001	1.97932339998079	0.642227599979378	2	2.0	go	1	6	packing	low	n/a	SART
548.198422499991	2.00859660000424	n/a	None	None	nogo	1	6	packing	low	n/a	SART
550.207019099995	1.99100999999791	n/a	None	2.0	go	0	6	packing	low	n/a	SART
552.198029099993	2.01164179999614	0.921182199992472	2	None	nogo	0	6	packing	low	n/a	SART
554.209670899989	1.99415850001969	1.08849150000606	2	2.0	go	1	6	packing	low	n/a	SART
556.203829400009	2.18627949999063	n/a	n/a	n/a	n/a	n/a	6	packing	low	n/a	Reflect
558.390108899999	2.73679709999124	2.66978510000627	35.0	n/a	n/a	n/a	6	packing	low	1	ThoughtProbe
561.12690599999	2.79246910000802	2.46565500000725	75.0	n/a	n/a	n/a	6	packing	low	2	ThoughtProbe
563.919375099998	3.34249999999884	3.305338199978	70.0	n/a	n/a	n/a	6	packing	low	3	ThoughtProbe
567.261875099997	3.19227649999084	2.96545029999106	0.0	n/a	n/a	n/a	6	packing	low	4	ThoughtProbe
570.454151599988	2.68081410002196	2.56835310001043	0.0	n/a	n/a	n/a	6	packing	low	5	ThoughtProbe
573.13496570001	2.73565669998061	2.73151240000152	50.0	n/a	n/a	n/a	6	packing	low	6	ThoughtProbe
575.870622399991	10.4010962000175	n/a	n/a	n/a	n/a	n/a	6	packing	low	n/a	Fixation
586.271718600008	32.0323702000023	n/a	n/a	n/a	n/a	n/a	7	locked door	high	n/a	Thoughtblock
618.304088800011	1.96057109997491	1.12427960001514	2	2.0	go	1	7	locked door	high	n/a	SART
620.264659899985	1.98428720000084	0.612325000023702	2	2.0	go	1	7	locked door	high	n/a	SART
622.248947099986	2.00041590002365	0.510959000006551	2	2.0	go	1	7	locked door	high	n/a	SART
624.24936300001	2.00319359998684	0.717821799975354	2	2.0	go	1	7	locked door	high	n/a	SART
626.252556599997	1.99527640000451	n/a	None	2.0	go	0	7	locked door	high	n/a	SART
628.247833000001	2.02522959999624	0.720599400025094	2	2.0	go	1	7	locked door	high	n/a	SART
630.273062599998	1.9810526999936	0.467009800020605	2	2.0	go	1	7	locked door	high	n/a	SART
632.254115299991	1.99588540001423	n/a	None	None	nogo	1	7	locked door	high	n/a	SART
634.250000700005	2.02968949999195	0.837407099985285	2	2.0	go	1	7	locked door	high	n/a	SART
636.279690199997	1.98374870000407	0.563800700008869	2	2.0	go	1	7	locked door	high	n/a	SART
638.263438900001	1.99809049998294	n/a	None	None	nogo	1	7	locked door	high	n/a	SART
640.261529399984	1.99341060000006	0.521370800037403	2	2.0	go	1	7	locked door	high	n/a	SART
642.254939999984	2.0096681000141	n/a	None	None	nogo	1	7	locked door	high	n/a	SART
644.264608099998	1.99309609999182	0.658382800000254	2	2.0	go	1	7	locked door	high	n/a	SART
646.25770419999	1.9978919000132	0.824339600017993	2	2.0	go	1	7	locked door	high	n/a	SART
648.255596100003	2.00769759999821	n/a	None	None	nogo	1	7	locked door	high	n/a	SART
650.263293700002	1.98728840000695	0.721961500006728	2	2.0	go	1	7	locked door	high	n/a	SART
652.250582100009	2.00974579999456	n/a	None	None	nogo	1	7	locked door	high	n/a	SART
654.260327900003	2.00107399999979	0.503847499989206	2	2.0	go	1	7	locked door	high	n/a	SART
656.261401900003	2.08936879999237	n/a	n/a	n/a	n/a	n/a	7	locked door	high	n/a	Reflect
658.350770699995	4.09442179999314	4.02232610000647	30.0	n/a	n/a	n/a	7	locked door	high	1	ThoughtProbe
662.445192499988	4.3975655999966	4.26984620001167	65.0	n/a	n/a	n/a	7	locked door	high	2	ThoughtProbe
666.842758099985	2.70898030002718	2.63473109999904	40.0	n/a	n/a	n/a	7	locked door	high	3	ThoughtProbe
669.551738400012	3.79788809997262	3.60183850000612	10.0	n/a	n/a	n/a	7	locked door	high	4	ThoughtProbe
673.349626499985	2.8014203000057	2.62545620001038	0.0	n/a	n/a	n/a	7	locked door	high	5	ThoughtProbe
676.151046799991	2.93168470001547	2.9488730999874	45.0	n/a	n/a	n/a	7	locked door	high	6	ThoughtProbe
679.082731500006	7.19595709998976	n/a	n/a	n/a	n/a	n/a	7	locked door	high	n/a	Fixation
686.278688599996	32.110928900016	n/a	n/a	n/a	n/a	n/a	8	pay	high	n/a	Thoughtblock
718.389617500012	1.89168419997441	1.02040320000378	2	2.0	go	1	8	pay	high	n/a	SART
720.281301699986	2.01878650000435	0.628177400038112	2	2.0	go	1	8	pay	high	n/a	SART
722.300088199991	1.98195030001807	0.649862400023267	2	2.0	go	1	8	pay	high	n/a	SART
724.282038500009	2.00269679998746	0.530876699980581	2	2.0	go	1	8	pay	high	n/a	SART
726.284735299996	2.00101820001146	0.777325600007316	2	2.0	go	1	8	pay	high	n/a	SART
728.285753500008	2.01619719999144	0.53316970000742	2	2.0	go	1	8	pay	high	n/a	SART
730.301950699999	1.9880695999891	0.565229500003625	2	2.0	go	1	8	pay	high	n/a	SART
732.290020299988	1.99721520001185	0.398551100020995	2	None	nogo	0	8	pay	high	n/a	SART
734.2872355	1.99372659999062	0.628764099994441	2	2.0	go	1	8	pay	high	n/a	SART
736.280962099991	2.01394960001926	n/a	None	None	nogo	1	8	pay	high	n/a	SART
738.29491170001	1.99478919999092	0.706984399963403	2	2.0	go	1	8	pay	high	n/a	SART
740.289700900001	2.00536229999852	n/a	None	None	nogo	1	8	pay	high	n/a	SART
742.295063199999	2.01541449999786	0.689946600003168	2	2.0	go	1	8	pay	high	n/a	SART
744.310477699997	1.98919799999567	0.783609500009334	2	2.0	go	1	8	pay	high	n/a	SART
746.299675699993	1.99204310000641	n/a	None	None	nogo	1	8	pay	high	n/a	SART
748.291718799999	2.00697950000176	0.753034800000023	2	2.0	go	1	8	pay	high	n/a	SART
750.298698300001	1.97552259999793	0.913419599994086	2	None	nogo	0	8	pay	high	n/a	SART
752.274220899999	2.01089649999631	0.607892300002277	2	2.0	go	1	8	pay	high	n/a	SART
754.285117399995	2.08675310001126	n/a	n/a	n/a	n/a	n/a	8	pay	high	n/a	Reflect
756.371870500006	6.59514180000406	6.52705750000314	40.0	n/a	n/a	n/a	8	pay	high	1	ThoughtProbe
762.967012300011	1.87796339998022	1.72248169998056	60.0	n/a	n/a	n/a	8	pay	high	2	ThoughtProbe
764.844975699991	2.11043689999497	1.99865130000398	65.0	n/a	n/a	n/a	8	pay	high	3	ThoughtProbe
766.955412599986	2.88593090002541	2.78630079998402	45.0	n/a	n/a	n/a	8	pay	high	4	ThoughtProbe
769.841343500011	2.78999679998378	2.58362130000023	10.0	n/a	n/a	n/a	8	pay	high	5	ThoughtProbe
772.631340299995	1.87228989999858	1.89481030000024	45.0	n/a	n/a	n/a	8	pay	high	6	ThoughtProbe
774.503630199993	9.82189310001559	n/a	n/a	n/a	n/a	n/a	8	pay	high	n/a	Fixation
784.325523300009	32.0467237999837	n/a	n/a	n/a	n/a	n/a	9	assignment due	low	n/a	Thoughtblock
816.372247099993	1.93609130001278	n/a	None	None	nogo	1	9	assignment due	low	n/a	SART
818.308338400006	1.99847629998112	0.795599200006109	2	2.0	go	1	9	assignment due	low	n/a	SART
820.306814699987	2.00514100000146	0.46709250001004	2	2.0	go	1	9	assignment due	low	n/a	SART
822.311955699988	1.99905370001215	0.728204300015932	2	2.0	go	1	9	assignment due	low	n/a	SART
824.3110094	2.00473590000183	n/a	None	None	nogo	1	9	assignment due	low	n/a	SART
826.315745300002	1.9978046999895	0.745352099998854	2	2.0	go	1	9	assignment due	low	n/a	SART
828.313549999992	1.99528279999504	0.649187800008804	2	2.0	go	1	9	assignment due	low	n/a	SART
830.308832799987	1.99981330000446	0.613188600022113	2	2.0	go	1	9	assignment due	low	n/a	SART
832.308646099991	2.01405180001166	0.590862900018692	2	2.0	go	1	9	assignment due	low	n/a	SART
834.322697900003	1.99931240000296	0.551564299996244	2	2.0	go	1	9	assignment due	low	n/a	SART
836.322010300006	1.99836159998085	n/a	None	None	nogo	1	9	assignment due	low	n/a	SART
838.320371899987	2.01489089999814	0.562006699998165	2	2.0	go	1	9	assignment due	low	n/a	SART
840.335262799985	1.98273230000632	1.39854840002954	2	2.0	go	1	9	assignment due	low	n/a	SART
842.317995099991	1.99973939999472	0.701057800004492	2	2.0	go	1	9	assignment due	low	n/a	SART
844.317734499986	2.00475370002096	n/a	None	None	nogo	1	9	assignment due	low	n/a	SART
846.322488200007	2.00058979997993	n/a	None	2.0	go	0	9	assignment due	low	n/a	SART
848.323077999987	1.9995004000084	0.408554100024048	2	None	nogo	0	9	assignment due	low	n/a	SART
850.322578399995	1.99193650000961	0.542421599995578	2	2.0	go	1	9	assignment due	low	n/a	SART
852.314514900005	2.0924323000072	n/a	n/a	n/a	n/a	n/a	9	assignment due	low	n/a	Reflect
854.406947200012	5.76892159998533	5.68916830001399	60.0	n/a	n/a	n/a	9	assignment due	low	1	ThoughtProbe
860.175868799997	2.92339109999011	2.82487439998658	60.0	n/a	n/a	n/a	9	assignment due	low	2	ThoughtProbe
863.099259899987	2.36646130000008	2.30561349997879	50.0	n/a	n/a	n/a	9	assignment due	low	3	ThoughtProbe
865.465721199987	2.7354376000003	2.62610339999082	40.0	n/a	n/a	n/a	9	assignment due	low	4	ThoughtProbe
868.201158799988	2.53379909999785	2.33914029999869	20.0	n/a	n/a	n/a	9	assignment due	low	5	ThoughtProbe
870.734957899986	2.70299140000134	2.71938160000718	40.0	n/a	n/a	n/a	9	assignment due	low	6	ThoughtProbe
873.437949299987	2	n/a	n/a	n/a	n/a	n/a	9	assignment due	low	n/a	Fixation
