onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
37.37109375	1.595703125	artefact	n/a	PT01,PT02,PT03,PT04,PT05,PT06,PT07,PT08,PT09,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64	PT01,PT02,PT03,PT04,PT05,PT06,PT07,PT08,PT09,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64	38.966796875	19134	19951	n/a	n/a	n/a	n/a	n/a	n/a
74.271484375	0.248046875	artefact	n/a	PT01,PT02,PT03,PT04,PT05,PT06,PT07,PT08,PT09,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64	PT01,PT02,PT03,PT04,PT05,PT06,PT07,PT08,PT09,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64	74.51953125	38027	38154	n/a	n/a	n/a	n/a	n/a	n/a
160.51953125	1.173828125	artefact	n/a	all	all	161.693359375	82186	82787	n/a	n/a	n/a	n/a	n/a	n/a
470.044921875	0.359375	artefact	n/a	all	all	470.404296875	240663	240847	n/a	n/a	n/a	n/a	n/a	n/a
1383.115234375	1.080078125	artefact	n/a	all	all	1384.1953125	708155	708708	n/a	n/a	n/a	n/a	n/a	n/a
1390.349609375	0.900390625	artefact	n/a	all	all	1391.25	711859	712320	n/a	n/a	n/a	n/a	n/a	n/a
1422.38671875	0.416015625	artefact	n/a	all	all	1422.802734375	728262	728475	n/a	n/a	n/a	n/a	n/a	n/a
1424.904296875	0.63671875	artefact	n/a	all	all	1425.541015625	729551	729877	n/a	n/a	n/a	n/a	n/a	n/a
1449.533203125	0.44140625	artefact	n/a	all	all	1449.974609375	742161	742387	n/a	n/a	n/a	n/a	n/a	n/a
1471.3671875	0.6953125	artefact	n/a	all	all	1472.0625	753340	753696	n/a	n/a	n/a	n/a	n/a	n/a
