onset	duration	trial_type
0	20	fixation
20	14	fat_image
34	16	fixation
50	14	scramble_image
64	16	fixation
80	14	thin_image
94	16	fixation
110	14	scramble_image
124	16	fixation
140	14	fat_image
154	16	fixation
170	14	scramble_image
184	16	fixation
200	14	fat_image
214	16	fixation
230	14	thin_image
244	16	fixation
270	14	scramble_image
284	16	fixation
300	14	fat_image
314	16	fixation
330	14	thin_image
344	16	fixation
360	14	scramble_image
374	16	fixation
390	14	thin_image
404	16	fixation
420	14	scramble_image
434	16	fixation
450	14	fat_image
464	16	fixation
480	14	thin_image
494	16	fixation
510	14	thin_image
524	16	fixation
540	14	fat_image
560	20	fixation
