onset	duration	sample	value
1.056	0.001	1056	S  1
2.5	0.001	2500	S 11
3	0.001	3000	S 10
4.4	0.001	4400	S 26
4.8	0.001	4800	S 30
6.2	0.001	6200	S 40
6.717	0.001	6717	S 45
7.316	0.001	7316	S 50
7.933	0.001	7933	S  1
8.3	0.001	8300	S 45
8.899	0.001	8899	S 50
9.516	0.001	9516	S  1
10.7	0.001	10700	S 11
11.199	0.001	11199	S 10
12.599	0.001	12599	S 26
12.999	0.001	12999	S 30
14.399	0.001	14399	S 40
15.033	0.001	15033	S 45
15.633	0.001	15633	S 50
16.349	0.001	16349	S  1
16.734	0.001	16734	S 50
17.45	0.001	17450	S  1
18.9	0.001	18900	S 12
19.4	0.001	19400	S 10
20.8	0.001	20800	S 26
21.2	0.001	21200	S 30
22.6	0.001	22600	S 40
23.05	0.001	23050	S 45
23.65	0.001	23650	S 50
25.617	0.001	25617	S  1
27.1	0.001	27100	S 12
27.6	0.001	27600	S 10
29	0.001	29000	S 26
29.4	0.001	29400	S 30
30.8	0.001	30800	S 40
31.45	0.001	31450	S 45
32.05	0.001	32050	S 50
33.267	0.001	33267	S 50
34.1	0.001	34100	S  1
35.3	0.001	35300	S 11
35.8	0.001	35800	S 10
37.2	0.001	37200	S 26
37.6	0.001	37600	S 30
39	0.001	39000	S 40
39.45	0.001	39450	S 45
40.05	0.001	40050	S 50
40.4	0.001	40400	S  1
41.083	0.001	41083	S 45
41.683	0.001	41683	S 50
42.033	0.001	42033	S  1
43.5	0.001	43500	S 12
44	0.001	44000	S 10
45.4	0.001	45400	S 26
45.8	0.001	45800	S 30
47.2	0.001	47200	S 40
47.65	0.001	47650	S 45
48.25	0.001	48250	S 50
48.766	0.001	48766	S  1
49.434	0.001	49434	S 45
50.034	0.001	50034	S 50
50.55	0.001	50550	S  1
51.7	0.001	51700	S 11
52.2	0.001	52200	S 10
53.6	0.001	53600	S 26
54	0.001	54000	S 30
55.4	0.001	55400	S 40
55.8	0.001	55800	S 45
56.4	0.001	56400	S 50
56.95	0.001	56950	S  1
57.45	0.001	57450	S 45
58.05	0.001	58050	S 50
58.6	0.001	58600	S  1
59.9	0.001	59900	S 11
60.4	0.001	60400	S 10
61.8	0.001	61800	S 26
62.2	0.001	62200	S 30
63.6	0.001	63600	S 40
64.267	0.001	64267	S 45
64.867	0.001	64867	S 50
65.35	0.001	65350	S  1
66.117	0.001	66117	S 50
66.6	0.001	66600	S  1
68.1	0.001	68100	S 11
68.6	0.001	68600	S 10
70	0.001	70000	S 26
70.4	0.001	70400	S 30
71.8	0.001	71800	S 40
72.433	0.001	72433	S 45
73.033	0.001	73033	S 50
74.25	0.001	74250	S 50
75.117	0.001	75117	S  1
76.3	0.001	76300	S 12
76.8	0.001	76800	S 10
78.2	0.001	78200	S 26
78.6	0.001	78600	S 30
80	0.001	80000	S 40
80.367	0.001	80367	S 45
80.967	0.001	80967	S 50
81.8	0.001	81800	S  1
82.3	0.001	82300	S 50
83.133	0.001	83133	S  1
84.5	0.001	84500	S 12
85	0.001	85000	S 10
86.4	0.001	86400	S 26
86.8	0.001	86800	S 30
88.2	0.001	88200	S 40
88.75	0.001	88750	S 45
89.35	0.001	89350	S 50
89.833	0.001	89833	S  1
90.467	0.001	90467	S 45
91.067	0.001	91067	S 50
91.55	0.001	91550	S  1
92.7	0.001	92700	S 11
93.2	0.001	93200	S 10
94.6	0.001	94600	S 26
95	0.001	95000	S 30
96.4	0.001	96400	S 40
96.95	0.001	96950	S 45
97.55	0.001	97550	S 50
98.8	0.001	98800	S 50
99.75	0.001	99750	S  1
100.9	0.001	100900	S 11
101.4	0.001	101400	S 10
102.8	0.001	102800	S 26
103.2	0.001	103200	S 30
104.6	0.001	104600	S 40
105.116	0.001	105116	S 45
105.716	0.001	105716	S 50
106.316	0.001	106316	S  1
106.733	0.001	106733	S 45
107.333	0.001	107333	S 50
107.933	0.001	107933	S  1
109.1	0.001	109100	S 11
109.6	0.001	109600	S 10
111	0.001	111000	S 26
111.4	0.001	111400	S 30
112.8	0.001	112800	S 40
113.233	0.001	113233	S 45
113.833	0.001	113833	S 50
114.25	0.001	114250	S  1
115	0.001	115000	S 45
115.6	0.001	115600	S 50
116.017	0.001	116017	S  1
117.3	0.001	117300	S 12
117.8	0.001	117800	S 10
119.2	0.001	119200	S 26
119.6	0.001	119600	S 30
121	0.001	121000	S 40
121.483	0.001	121483	S 45
122.083	0.001	122083	S 50
122.567	0.001	122567	S  1
123.533	0.001	123533	S 50
124.017	0.001	124017	S  1
125.5	0.001	125500	S 12
126	0.001	126000	S 10
127.4	0.001	127400	S 26
127.8	0.001	127800	S 30
129.2	0.001	129200	S 40
129.617	0.001	129617	S 45
130.217	0.001	130217	S 50
130.45	0.001	130450	S  1
131.383	0.001	131383	S 40
131.8	0.001	131800	S 45
132.4	0.001	132400	S 50
132.633	0.001	132633	S  1
133.7	0.001	133700	S 12
134.2	0.001	134200	S 10
135.6	0.001	135600	S 26
136	0.001	136000	S 30
137.4	0.001	137400	S 40
137.783	0.001	137783	S 45
138.383	0.001	138383	S 50
138.966	0.001	138966	S  1
139.55	0.001	139550	S 45
140.15	0.001	140150	S 50
140.733	0.001	140733	S  1
141.9	0.001	141900	S 12
142.4	0.001	142400	S 10
143.8	0.001	143800	S 26
144.2	0.001	144200	S 30
145.6	0.001	145600	S 40
146.066	0.001	146066	S 45
146.666	0.001	146666	S 50
147	0.001	147000	S  1
147.933	0.001	147933	S 45
148.533	0.001	148533	S 50
148.867	0.001	148867	S  1
150.1	0.001	150100	S 12
150.6	0.001	150600	S 10
152	0.001	152000	S 26
152.4	0.001	152400	S 30
153.8	0.001	153800	S 40
154.15	0.001	154150	S 45
154.75	0.001	154750	S 50
155.133	0.001	155133	S  1
155.95	0.001	155950	S 45
156.55	0.001	156550	S 50
156.933	0.001	156933	S  1
158.3	0.001	158300	S 11
158.8	0.001	158800	S 10
160.2	0.001	160200	S 26
160.6	0.001	160600	S 30
162	0.001	162000	S 40
162.417	0.001	162417	S 45
163.017	0.001	163017	S 50
163.333	0.001	163333	S  1
164.15	0.001	164150	S 45
164.75	0.001	164750	S 50
165.066	0.001	165066	S  1
166.5	0.001	166500	S 12
167	0.001	167000	S 10
168.399	0.001	168399	S 26
168.799	0.001	168799	S 30
170.199	0.001	170199	S 40
170.549	0.001	170549	S 45
171.149	0.001	171149	S 50
173.533	0.001	173533	S  1
174.7	0.001	174700	S 12
175.2	0.001	175200	S 10
176.6	0.001	176600	S 26
177	0.001	177000	S 30
178.4	0.001	178400	S 40
178.867	0.001	178867	S 45
179.467	0.001	179467	S 50
180	0.001	180000	S  1
180.934	0.001	180934	S 50
181.467	0.001	181467	S  1
182.9	0.001	182900	S 12
183.4	0.001	183400	S 10
184.8	0.001	184800	S 26
185.2	0.001	185200	S 30
186.6	0.001	186600	S 40
187.167	0.001	187167	S 45
187.767	0.001	187767	S 50
189.616	0.001	189616	S  1
191.1	0.001	191100	S 12
191.599	0.001	191599	S 10
192.999	0.001	192999	S 26
193.399	0.001	193399	S 30
194.799	0.001	194799	S 40
195.266	0.001	195266	S 45
195.866	0.001	195866	S 50
196.366	0.001	196366	S  1
196.984	0.001	196984	S 45
197.584	0.001	197584	S 50
198.084	0.001	198084	S  1
199.3	0.001	199300	S 12
199.801	0.001	199801	S 10
201.2	0.001	201200	S 26
201.6	0.001	201600	S 30
203	0.001	203000	S 40
203.517	0.001	203517	S 45
204.117	0.001	204117	S 50
204.384	0.001	204384	S  1
205.25	0.001	205250	S 45
205.85	0.001	205850	S 50
206.117	0.001	206117	S  1
207.5	0.001	207500	S 11
208	0.001	208000	S 10
209.4	0.001	209400	S 26
209.8	0.001	209800	S 30
211.2	0.001	211200	S 40
211.65	0.001	211650	S 45
212.25	0.001	212250	S 50
214.417	0.001	214417	S  1
215.7	0.001	215700	S 12
216.2	0.001	216200	S 10
217.6	0.001	217600	S 26
218	0.001	218000	S 30
219.4	0.001	219400	S 40
219.8	0.001	219800	S 45
220.4	0.001	220400	S 50
221.05	0.001	221050	S  1
221.934	0.001	221934	S 50
222.584	0.001	222584	S  1
223.9	0.001	223900	S 11
224.4	0.001	224400	S 10
225.8	0.001	225800	S 26
226.2	0.001	226200	S 30
227.6	0.001	227600	S 40
228.084	0.001	228084	S 45
228.684	0.001	228684	S 50
