onset	duration	Scoring1
1.99999921023846	30	1
31.9999992102385	30	1
61.9999992102385	30	1
91.9999992102385	30	1
121.999999210238	30	1
151.999999210238	30	1
181.999999210238	30	1
211.999999210238	30	1
241.999999210238	30	1
271.999999210238	30	1
301.999999210238	30	1
331.999999210238	30	1
361.999999210238	30	1
391.999999210238	30	1
421.999999210238	30	1
451.999999210238	30	1
481.999999210238	30	1
511.999999210238	30	1
541.999999210238	30	1
571.999999210238	30	1
601.999999210238	30	1
631.999999210238	30	1
661.999999210238	30	1
691.999999210238	30	1
721.999999210238	30	1
751.999999210238	30	1
781.999999210238	30	1
811.999999210238	30	1
841.999999210238	30	1
871.999999210238	30	1
901.999999210238	30	1
931.999999210238	30	1
961.999999210238	30	1
991.999999210238	30	1
1021.99999921024	30	1
1051.99999921024	30	1
1081.99999921024	30	1
1111.99999921024	30	1
1141.99999921024	30	1
1171.99999921024	30	1
1201.99999921024	30	1
1231.99999921024	30	1
1261.99999921024	30	1
1291.99999921024	30	1
1321.99999921024	30	1
1351.99999921024	30	1
1381.99999921024	30	1
1411.99999921024	30	1
1441.99999921024	30	3
1471.99999921024	30	1
1501.99999921024	30	1
1531.99999921024	30	3
1561.99999921024	30	3
1591.99999921024	30	3
1621.99999921024	30	3
1651.99999921024	30	3
1681.99999921024	30	1
1711.99999921024	30	3
1741.99999921024	30	3
1771.99999921024	30	3
1801.99999921024	30	3
1831.99999921024	30	4
1861.99999921024	30	4
1891.99999921024	30	4
1921.99999921024	30	4
1951.99999921024	30	1
1981.99999921024	30	1
2011.99999921024	30	1
2041.99999921024	30	3
2071.99999921024	30	3
2101.99999921024	30	3
2131.99999921024	30	3
2161.99999921024	30	4
2191.99999921024	30	4
2221.99999921024	30	4
2251.99999921024	30	4
2281.99999921024	30	4
2311.99999921024	30	3
2341.99999921024	30	4
2371.99999921024	30	4
2401.99999921024	30	4
2431.99999921024	30	4
2461.99999921024	30	4
2491.99999921024	30	4
2521.99999921024	30	4
2551.99999921024	30	5
2581.99999921024	30	5
2611.99999921024	30	4
2641.99999921024	30	4
2671.99999921024	30	4
2701.99999921024	30	5
2731.99999921024	30	5
2761.99999921024	30	5
2791.99999921024	30	5
2821.99999921024	30	5
2851.99999921024	30	3
2881.99999921024	30	4
2911.99999921024	30	4
2941.99999921024	30	5
2971.99999921024	30	5
3001.99999921024	30	5
3031.99999921024	30	5
3061.99999921024	30	5
3091.99999921024	30	5
3121.99999921024	30	5
3151.99999921024	30	5
3181.99999921024	30	5
3211.99999921024	30	5
3241.99999921024	30	5
3271.99999921024	30	5
3301.99999921024	30	5
3331.99999921024	30	5
3361.99999921024	30	5
3391.99999921024	30	5
3421.99999921024	30	5
3451.99999921024	30	5
3481.99999921024	30	5
3511.99999921024	30	5
3541.99999921024	30	5
3571.99999921024	30	5
3601.99999921024	30	5
3631.99999921024	30	5
3661.99999921024	30	5
3691.99999921024	30	5
3721.99999921024	30	5
3751.99999921024	30	5
3781.99999921024	30	5
3811.99999921024	30	5
3841.99999921024	30	5
3871.99999921024	30	5
3901.99999921024	30	5
3931.99999921024	30	5
3961.99999921024	30	5
3991.99999921024	30	5
4021.99999921024	30	5
4051.99999921024	30	5
4081.99999921024	30	5
4111.99999921024	30	5
4141.99999921024	30	5
4171.99999921024	30	5
4201.99999921024	30	5
4231.99999921024	30	5
4261.99999921024	30	5
4291.99999921024	30	5
4321.99999921024	30	5
4351.99999921024	30	5
4381.99999921024	30	5
4411.99999921024	30	5
4441.99999921024	30	4
4471.99999921024	30	4
4501.99999921024	30	4
4531.99999921024	30	3
4561.99999921024	30	4
4591.99999921024	30	4
4621.99999921024	30	2
4651.99999921024	30	2
4681.99999921024	30	2
4711.99999921024	30	4
4741.99999921024	30	4
4771.99999921024	30	4
4801.99999921024	30	2
4831.99999921024	30	2
4861.99999921024	30	2
4891.99999921024	30	2
4921.99999921024	30	2
4951.99999921024	30	2
4981.99999921024	30	4
5011.99999921024	30	2
5041.99999921024	30	4
5071.99999921024	30	4
5101.99999921024	30	4
5131.99999921024	30	4
5161.99999921024	30	4
5191.99999921024	30	4
5221.99999921024	30	4
5251.99999921024	30	4
5281.99999921024	30	4
5311.99999921024	30	4
5341.99999921024	30	4
5371.99999921024	30	4
5401.99999921024	30	4
5431.99999921024	30	4
5461.99999921024	30	4
5491.99999921024	30	4
5521.99999921024	30	4
5551.99999921024	30	4
5581.99999921024	30	1
5611.99999921024	30	1
5641.99999921024	30	3
5671.99999921024	30	4
5701.99999921024	30	4
5731.99999921024	30	4
5761.99999921024	30	4
5791.99999921024	30	4
5821.99999921024	30	4
5851.99999921024	30	4
5881.99999921024	30	4
5911.99999921024	30	4
5941.99999921024	30	4
5971.99999921024	30	4
6001.99999921024	30	4
6031.99999921024	30	4
6061.99999921024	30	4
6091.99999921024	30	4
6121.99999921024	30	4
6151.99999921024	30	4
6181.99999921024	30	5
6211.99999921024	30	4
6241.99999921024	30	4
6271.99999921024	30	4
6301.99999921024	30	4
6331.99999921024	30	5
6361.99999921024	30	4
6391.99999921024	30	4
6421.99999921024	30	4
6451.99999921024	30	4
6481.99999921024	30	4
6511.99999921024	30	5
6541.99999921024	30	4
6571.99999921024	30	5
6601.99999921024	30	5
6631.99999921024	30	5
6661.99999921024	30	5
6691.99999921024	30	5
6721.99999921024	30	5
6751.99999921024	30	5
6781.99999921024	30	5
6811.99999921024	30	4
6841.99999921024	30	5
6871.99999921024	30	5
6901.99999921024	30	5
6931.99999921024	30	5
6961.99999921024	30	5
6991.99999921024	30	5
7021.99999921024	30	5
7051.99999921024	30	5
7081.99999921024	30	5
7111.99999921024	30	5
7141.99999921024	30	5
7171.99999921024	30	5
7201.99999921024	30	5
7231.99999921024	30	5
7261.99999921024	30	5
7291.99999921024	30	5
7321.99999921024	30	5
7351.99999921024	30	5
7381.99999921024	30	5
7411.99999921024	30	5
7441.99999921024	30	5
7471.99999921024	30	5
7501.99999921024	30	5
7531.99999921024	30	5
7561.99999921024	30	5
7591.99999921024	30	5
7621.99999921024	30	5
7651.99999921024	30	5
7681.99999921024	30	5
7711.99999921024	30	5
7741.99999921024	30	5
7771.99999921024	30	5
7801.99999921024	30	5
7831.99999921024	30	5
7861.99999921024	30	5
7891.99999921024	30	5
7921.99999921024	30	5
7951.99999921024	30	5
7981.99999921024	30	5
8011.99999921024	30	5
