onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
397.5600000000	n/a	n/a	STATUS	n/a	n/a	S204
755.5080000000	n/a	n/a	STATUS	n/a	n/a	S205
776.7420000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
778.0060000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
778.4400000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
780.5020000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
782.2420000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
782.7000000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
784.7580000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
786.5140000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
786.8820000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
788.9380000000	n/a	n/a	STIM: B-A	n/a	n/a	S161
790.2980000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
790.8560000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
792.9120000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
793.6900000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
794.1280000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
796.1840000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
797.9100000000	n/a	n/a	RESP: Right Press, Correct	n/a	n/a	S102
798.3980000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
800.4540000000	n/a	n/a	STIM: C-D	n/a	n/a	S125
802.2820000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
802.8200000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
804.8760000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
806.1980000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
806.5560000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
808.6120000000	n/a	n/a	STIM: F-E	n/a	n/a	S143
810.0220000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
810.4100000000	n/a	n/a	FB: Reward	n/a	n/a	S  8
812.4660000000	n/a	n/a	STIM: D-C	n/a	n/a	S152
813.9140000000	n/a	n/a	RESP: Left Press, Incorrect	n/a	n/a	S103
814.3920000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
816.4480000000	n/a	n/a	STIM: E-F	n/a	n/a	S134
817.8580000000	n/a	n/a	RESP: Right Press, Incorrect	n/a	n/a	S104
818.3860000000	n/a	n/a	FB: Punishment	n/a	n/a	S  9
820.4400000000	n/a	n/a	STIM: A-B	n/a	n/a	S116
822.0820000000	n/a	n/a	RESP: Left Press, Correct	n/a	n/a	S101
