onset	duration	stim_file	sti_started	sti_stopped	key_fix
12	3	face-video/stimtst_1231.mp4	58.0273062000005	61.0354714000004	n/a
18	3	face-video/stimtst_1232.mp4	63.7608780999999	66.7775318000003	n/a
24	3	face-video/stimtst_1233.mp4	69.7278280999999	72.7359923000003	n/a
30	3	face-video/stimtst_1234.mp4	75.7612401000005	78.7728931000001	n/a
36	3	face-video/stimtst_1235.mp4	81.7699265000001	84.7699410000004	n/a
42	3	face-video/stimtst_1236.mp4	87.7453366999998	90.7619113	n/a
48	3	face-video/stimtst_1237.mp4	93.8039420000004	96.8120131000005	n/a
54	3	face-video/stimtst_1238.mp4	99.7539514999998	102.7622829	n/a
60	3	face-video/stimtst_1239.mp4	105.7457975	108.7571253	n/a
66	3	face-video/stimtst_1240.mp4	111.7213779	114.737815899999	n/a
72	3	face-video/stimtst_1241.mp4	117.7129696	120.7298845	n/a
78	3	face-video/stimtst_1242.mp4	123.7634002	126.7716553	n/a
84	3	face-video/stimtst_1321.mp4	129.7470993	132.7637352	n/a
90	3	face-video/stimtst_1243.mp4	135.7391765	138.7471978	n/a
96	3	face-video/stimtst_1245.mp4	141.7307381	144.7475847	n/a
102	3	face-video/stimtst_1246.mp4	147.7479417	150.758566399999	n/a
108	3	face-video/stimtst_1247.mp4	153.723238399999	156.7313017	n/a
114	3	face-video/stimtst_1248.mp4	159.698083199999	162.7064933	n/a
120	3	face-video/stimtst_1249.mp4	165.756916899999	168.7651405	n/a
126	3	face-video/stimtst_1250.mp4	171.7238008	174.7339557	n/a
132	3	face-video/stimtst_1251.mp4	177.7491897	180.7573048	n/a
138	3	face-video/stimtst_1252.mp4	183.7242532	186.7410708	n/a
144	3	face-video/stimtst_1253.mp4	189.7662805	192.7830767	n/a
150	3	face-video/stimtst_1254.mp4	195.699892499999	198.7080737	n/a
156	3	face-video/stimtst_1255.mp4	201.7334847	204.741728099999	n/a
162	3	face-video/stimtst_1255.mp4	207.7087086	210.725438399999	1
168	3	face-video/stimtst_1256.mp4	213.7173689	216.7340386	n/a
174	3	face-video/stimtst_1257.mp4	219.7592658	222.775964999999	n/a
180	3	face-video/stimtst_1258.mp4	225.767851999999	228.7895041	n/a
186	3	face-video/stimtst_1259.mp4	231.743086899999	234.7646818	n/a
192	3	face-video/stimtst_1259.mp4	237.743325	240.751742899999	1
198	3	face-video/stimtst_1260.mp4	243.743768299999	246.7542182	n/a
204	3	face-video/stimtst_1322.mp4	249.7355241	252.7465664	n/a
210	3	face-video/stimtst_1244.mp4	255.7524612	258.7692051	n/a
216	3	face-video/stimtst_1253.mp4	261.7694685	264.7776281	n/a
222	3	face-video/stimtst_1242.mp4	267.728096599999	270.736211299999	n/a
228	3	face-video/stimtst_1233.mp4	273.7115751	276.7198017	n/a
234	3	face-video/stimtst_1234.mp4	279.7201192	282.7284109	n/a
240	3	face-video/stimtst_1234.mp4	285.7289129	288.745485299999	1
246	3	face-video/stimtst_1235.mp4	291.7124325	294.720906	n/a
252	3	face-video/stimtst_1239.mp4	297.720895299999	300.7377105	n/a
258	3	face-video/stimtst_1237.mp4	303.7128644	306.7211109	n/a
264	3	face-video/stimtst_1321.mp4	309.696527099999	312.704739599999	n/a
270	3	face-video/stimtst_1236.mp4	315.7468149	318.7466966	n/a
276	3	face-video/stimtst_1248.mp4	321.7136464	324.713548499999	n/a
282	3	face-video/stimtst_1252.mp4	327.7387502	330.7556388	n/a
288	3	face-video/stimtst_1232.mp4	333.705857699999	336.7057734	n/a
294	3	face-video/stimtst_1243.mp4	339.7059198	342.7155037	n/a
300	3	face-video/stimtst_1244.mp4	345.689739999999	348.697901399999	n/a
306	3	face-video/stimtst_1255.mp4	351.7233135	354.7316817	n/a
312	3	face-video/stimtst_1246.mp4	357.6986113	360.7152786	n/a
318	3	face-video/stimtst_1256.mp4	363.7405001	366.748714	n/a
324	3	face-video/stimtst_1240.mp4	369.699227099999	372.715763199999	n/a
330	3	face-video/stimtst_1249.mp4	375.7159909	378.7267686	n/a
336	3	face-video/stimtst_1260.mp4	381.7412518	384.757982099999	n/a
342	3	face-video/stimtst_1251.mp4	387.7583312	390.7690884	n/a
348	3	face-video/stimtst_1241.mp4	393.7251835	396.7352237	n/a
354	3	face-video/stimtst_1231.mp4	399.7421146	402.750289999999	n/a
360	3	face-video/stimtst_1254.mp4	405.7256082	408.7362749	n/a
366	3	face-video/stimtst_1254.mp4	411.742572099999	414.7507782	1
372	3	face-video/stimtst_1245.mp4	417.6928692	420.7095396	n/a
378	3	face-video/stimtst_1247.mp4	423.7431707	426.7514651	n/a
384	3	face-video/stimtst_1257.mp4	429.7433494	432.743257199999	n/a
390	3	face-video/stimtst_1322.mp4	435.701940699999	438.718641999999	n/a
396	3	face-video/stimtst_1259.mp4	441.7021886	444.710490899999	n/a
402	3	face-video/stimtst_1250.mp4	447.727603	450.7376363	n/a
408	3	face-video/stimtst_1238.mp4	453.7027604	456.719431	n/a
414	3	face-video/stimtst_1258.mp4	459.702984	462.719685099999	n/a
