onset	duration	stim_file
0	4	n/a
0.4	4	n/a
0.8	4	n/a
1.2	4	n/a
1.6	4	n/a
2	4	n/a
2.4	4	n/a
2.8	4	n/a
3.2	4	n/a
3.6	4	n/a
4	4	n/a
4.4	4	floc/stim_file/number/number-40.jpg
4.8	4	floc/stim_file/number/number-103.jpg
5.2	4	floc/stim_file/number/number-1.jpg
5.6	4	floc/stim_file/number/number-68.jpg
6	4	floc/stim_file/number/number-115.jpg
6.4	4	floc/stim_file/number/number-10.jpg
6.8	4	floc/stim_file/number/number-10.jpg
7.2	4	floc/stim_file/number/number-8.jpg
7.6	4	floc/stim_file/number/number-32.jpg
8	4	floc/stim_file/number/number-116.jpg
8.4	4	floc/stim_file/instrument/instrument-102.jpg
8.8	4	floc/stim_file/instrument/instrument-47.jpg
9.2	4	floc/stim_file/instrument/instrument-26.jpg
9.6	4	floc/stim_file/instrument/instrument-81.jpg
10	4	floc/stim_file/instrument/instrument-1.jpg
10.4	4	floc/stim_file/instrument/instrument-34.jpg
10.8	4	floc/stim_file/instrument/instrument-12.jpg
11.2	4	floc/stim_file/instrument/instrument-4.jpg
11.6	4	floc/stim_file/instrument/instrument-139.jpg
12	4	floc/stim_file/instrument/instrument-71.jpg
12.4	4	floc/stim_file/limb/limb-3.jpg
12.8	4	floc/stim_file/limb/limb-102.jpg
13.2	4	floc/stim_file/limb/limb-63.jpg
13.6	4	floc/stim_file/limb/limb-63.jpg
14	4	floc/stim_file/limb/limb-91.jpg
14.4	4	floc/stim_file/limb/limb-130.jpg
14.8	4	floc/stim_file/limb/limb-114.jpg
15.2	4	floc/stim_file/limb/limb-36.jpg
15.6	4	floc/stim_file/limb/limb-25.jpg
16	4	floc/stim_file/limb/limb-2.jpg
16.4	4	floc/stim_file/child/child-137.jpg
16.8	4	floc/stim_file/child/child-72.jpg
17.2	4	floc/stim_file/child/child-70.jpg
17.6	4	floc/stim_file/child/child-18.jpg
18	4	floc/stim_file/child/child-94.jpg
18.4	4	floc/stim_file/child/child-6.jpg
18.8	4	floc/stim_file/child/child-89.jpg
19.2	4	floc/stim_file/child/child-115.jpg
19.6	4	floc/stim_file/child/child-115.jpg
20	4	floc/stim_file/child/child-3.jpg
20.4	4	floc/stim_file/house/house-6.jpg
20.8	4	floc/stim_file/house/house-106.jpg
21.2	4	floc/stim_file/house/house-137.jpg
21.6	4	floc/stim_file/house/house-96.jpg
22	4	floc/stim_file/house/house-128.jpg
22.4	4	floc/stim_file/house/house-109.jpg
22.8	4	floc/stim_file/house/house-117.jpg
23.2	4	floc/stim_file/house/house-51.jpg
23.6	4	floc/stim_file/house/house-54.jpg
24	4	floc/stim_file/house/house-33.jpg
24.4	4	floc/stim_file/corridor/corridor-103.jpg
24.8	4	floc/stim_file/corridor/corridor-108.jpg
25.2	4	floc/stim_file/corridor/corridor-100.jpg
25.6	4	floc/stim_file/corridor/corridor-59.jpg
26	4	floc/stim_file/corridor/corridor-104.jpg
26.4	4	floc/stim_file/corridor/corridor-26.jpg
26.8	4	floc/stim_file/corridor/corridor-114.jpg
27.2	4	floc/stim_file/corridor/corridor-115.jpg
27.6	4	floc/stim_file/corridor/corridor-50.jpg
28	4	floc/stim_file/corridor/corridor-96.jpg
28.4	4	floc/stim_file/car/car-60.jpg
28.8	4	floc/stim_file/car/car-97.jpg
29.2	4	floc/stim_file/car/car-2.jpg
29.6	4	floc/stim_file/car/car-134.jpg
30	4	floc/stim_file/car/car-82.jpg
30.4	4	floc/stim_file/car/car-64.jpg
30.8	4	floc/stim_file/car/car-114.jpg
31.2	4	floc/stim_file/car/car-114.jpg
31.6	4	floc/stim_file/car/car-132.jpg
32	4	floc/stim_file/car/car-86.jpg
32.4	4	floc/stim_file/instrument/instrument-106.jpg
32.8	4	floc/stim_file/instrument/instrument-127.jpg
33.2	4	floc/stim_file/instrument/instrument-46.jpg
33.6	4	floc/stim_file/instrument/instrument-24.jpg
34	4	floc/stim_file/instrument/instrument-109.jpg
34.4	4	floc/stim_file/instrument/instrument-30.jpg
34.8	4	floc/stim_file/instrument/instrument-123.jpg
35.2	4	floc/stim_file/instrument/instrument-133.jpg
35.6	4	floc/stim_file/instrument/instrument-134.jpg
36	4	floc/stim_file/instrument/instrument-115.jpg
36.4	4	floc/stim_file/body/body-28.jpg
36.8	4	floc/stim_file/body/body-54.jpg
37.2	4	floc/stim_file/body/body-118.jpg
37.6	4	floc/stim_file/body/body-111.jpg
38	4	floc/stim_file/body/body-62.jpg
38.4	4	floc/stim_file/body/body-72.jpg
38.8	4	floc/stim_file/body/body-65.jpg
39.2	4	floc/stim_file/body/body-97.jpg
39.6	4	floc/stim_file/body/body-124.jpg
40	4	floc/stim_file/body/body-19.jpg
40.4	4	floc/stim_file/house/house-140.jpg
40.8	4	floc/stim_file/house/house-95.jpg
41.2	4	floc/stim_file/house/house-125.jpg
