onset	duration	cue_type	current_mean_accuracy	duration_error	is_hit	isi_adjusted	onset_delay	response	response_type	reward	rt	rt_time	total_reward	trial_number	trial_phase	trial_type	one_press
276.71	0.26	Control	0.5517	0.001	No	2.839	-0.001	4.0	NoResponse	0	0.275	275.985	2	28	Target	Neutral	True
276.976	0.44	Control	0.5517	n/a	No	2.839	n/a	n/a	NoResponse	0	n/a	n/a	2	28	Blank	Neutral	True
276.985	0.3	Control	0.5517	0.001	No	2.839	-0.001	4.0	NoResponse	0	0.275	n/a	2	28	ButtonPress	Neutral	True
277.41	1.45	Control	0.5517	n/a	No	2.839	n/a	5.0	NoResponse	0	0.028	276.438	2	28	Feedback	Neutral	True
278.859	2.839	Control	0.5517	n/a	No	2.839	n/a	n/a	NoResponse	0	0.0	n/a	2	28	ISIslide	Neutral	True
281.725	0.25	Lose2	0.5667	0.0	Yes	2.825	0.025	n/a	GoodResponse	0	n/a	n/a	2	29	Cue	AvoidedLoss	True
281.975	3.95	Lose2	0.5667	0.0	Yes	2.825	0.0	n/a	GoodResponse	0	n/a	n/a	2	29	Fixation	AvoidedLoss	True
285.923	0.27	Lose2	0.5667	0.002	Yes	2.825	-0.002	4.0	GoodResponse	0	0.226	285.149	2	29	Target	AvoidedLoss	True
286.149	0.3	Lose2	0.5667	0.002	Yes	2.825	-0.002	4.0	GoodResponse	0	0.226	n/a	2	29	ButtonPress	AvoidedLoss	True
286.207	0.43	Lose2	0.5667	n/a	Yes	2.825	n/a	n/a	GoodResponse	0	n/a	n/a	2	29	Blank	AvoidedLoss	True
286.623	1.45	Lose2	0.5667	n/a	Yes	2.825	n/a	5.0	GoodResponse	0	0.035	285.658	2	29	Feedback	AvoidedLoss	True
288.073	2.825	Lose2	0.5667	n/a	Yes	2.825	n/a	n/a	GoodResponse	0	0.0	n/a	2	29	ISIslide	AvoidedLoss	True
290.922	0.25	Win2	0.5484	0.0	No	2.778	0.022	n/a	NoResponse	0	n/a	n/a	2	30	Cue	MissedWin	True
291.172	3.9	Win2	0.5484	0.0	No	2.778	0.0	n/a	NoResponse	0	n/a	n/a	2	30	Fixation	MissedWin	True
295.07	0.28	Win2	0.5484	0.002	No	2.778	-0.002	4.0	NoResponse	0	0.298	294.368	2	30	Target	MissedWin	True
295.353	0.42	Win2	0.5484	n/a	No	2.778	n/a	n/a	NoResponse	0	n/a	n/a	2	30	Blank	MissedWin	True
295.368	0.3	Win2	0.5484	0.002	No	2.778	-0.002	4.0	NoResponse	0	0.298	n/a	2	30	ButtonPress	MissedWin	True
295.77	1.45	Win2	0.5484	n/a	No	2.778	n/a	5.0	NoResponse	0	0.01	294.78	2	30	Feedback	MissedWin	True
297.219	2.778	Win2	0.5484	n/a	No	2.778	n/a	n/a	NoResponse	0	0.0	n/a	2	30	ISIslide	MissedWin	True
300.019	0.25	Lose2	0.5625	0.0	Yes	2.831	0.019	n/a	GoodResponse	0	n/a	n/a	2	31	Cue	AvoidedLoss	True
300.268	4.05	Lose2	0.5625	0.001	Yes	2.831	-0.001	n/a	GoodResponse	0	n/a	n/a	2	31	Fixation	AvoidedLoss	True
304.317	0.29	Lose2	0.5625	0.002	Yes	2.831	-0.002	4.0	GoodResponse	0	0.24	303.557	2	31	Target	AvoidedLoss	True
304.557	0.3	Lose2	0.5625	0.002	Yes	2.831	-0.002	4.0	GoodResponse	0	0.24	n/a	2	31	ButtonPress	AvoidedLoss	True
304.617	0.41	Lose2	0.5625	n/a	Yes	2.831	n/a	n/a	GoodResponse	0	n/a	n/a	2	31	Blank	AvoidedLoss	True
305.017	1.45	Lose2	0.5625	n/a	Yes	2.831	n/a	5.0	GoodResponse	0	0.031	304.048	2	31	Feedback	AvoidedLoss	True
306.466	2.831	Lose2	0.5625	n/a	Yes	2.831	n/a	n/a	GoodResponse	0	0.0	n/a	2	31	ISIslide	AvoidedLoss	True
309.315	0.25	Lose2	0.5758	0.0	Yes	2.635	0.015	n/a	GoodResponse	0	n/a	n/a	2	32	Cue	AvoidedLoss	True
309.565	4.15	Lose2	0.5758	0.0	Yes	2.635	0.0	n/a	GoodResponse	0	n/a	n/a	2	32	Fixation	AvoidedLoss	True
313.714	0.3	Lose2	0.5758	0.001	Yes	2.635	-0.001	4.0	GoodResponse	0	0.198	312.912	2	32	Target	AvoidedLoss	True
313.912	0.3	Lose2	0.5758	0.001	Yes	2.635	-0.001	4.0	GoodResponse	0	0.198	n/a	2	32	ButtonPress	AvoidedLoss	True
314.014	0.4	Lose2	0.5758	n/a	Yes	2.635	n/a	n/a	GoodResponse	0	n/a	n/a	2	32	Blank	AvoidedLoss	True
314.414	1.45	Lose2	0.5758	n/a	Yes	2.635	n/a	5.0	GoodResponse	0	0.0	313.414	2	32	Feedback	AvoidedLoss	True
315.863	2.635	Lose2	0.5758	n/a	Yes	2.635	n/a	n/a	GoodResponse	0	0.0	n/a	2	32	ISIslide	AvoidedLoss	True
318.512	0.25	Win2	0.5882000000000001	0.0	Yes	2.688	0.012	n/a	GoodResponse	1	n/a	n/a	3	33	Cue	Win	True
318.762	4.0	Win2	0.5882000000000001	0.0	Yes	2.688	0.0	n/a	GoodResponse	1	n/a	n/a	3	33	Fixation	Win	True
322.761	0.31	Win2	0.5882000000000001	0.001	Yes	2.688	-0.001	4.0	GoodResponse	1	0.216	321.977	3	33	Target	Win	True
322.977	0.3	Win2	0.5882000000000001	0.001	Yes	2.688	-0.001	4.0	GoodResponse	1	0.216	n/a	3	33	ButtonPress	Win	True
323.077	0.39	Win2	0.5882000000000001	n/a	Yes	2.688	n/a	n/a	GoodResponse	1	n/a	n/a	3	33	Blank	Win	True
323.46	1.45	Win2	0.5882000000000001	n/a	Yes	2.688	n/a	5.0	GoodResponse	1	0.027	322.487	3	33	Feedback	Win	True
324.91	2.688	Win2	0.5882000000000001	n/a	Yes	2.688	n/a	n/a	GoodResponse	1	0.0	n/a	3	33	ISIslide	Win	True
327.626	0.25	Lose2	0.6	0.0	Yes	2.624	0.026	n/a	GoodResponse	0	n/a	n/a	3	34	Cue	AvoidedLoss	True
327.876	4.05	Lose2	0.6	0.0	Yes	2.624	0.0	n/a	GoodResponse	0	n/a	n/a	3	34	Fixation	AvoidedLoss	True
331.924	0.32	Lose2	0.6	0.002	Yes	2.624	-0.002	4.0	GoodResponse	0	0.216	331.14	3	34	Target	AvoidedLoss	True
332.14	0.3	Lose2	0.6	0.002	Yes	2.624	-0.002	4.0	GoodResponse	0	0.216	n/a	3	34	ButtonPress	AvoidedLoss	True
332.257	0.38	Lose2	0.6	n/a	Yes	2.624	n/a	n/a	GoodResponse	0	n/a	n/a	3	34	Blank	AvoidedLoss	True
332.624	1.45	Lose2	0.6	n/a	Yes	2.624	n/a	5.0	GoodResponse	0	0.034	331.658	3	34	Feedback	AvoidedLoss	True
334.074	2.624	Lose2	0.6	n/a	Yes	2.624	n/a	n/a	GoodResponse	0	0.0	n/a	3	34	ISIslide	AvoidedLoss	True
336.723	0.25	Lose2	0.6111	0.0	Yes	2.677	0.023	n/a	GoodResponse	0	n/a	n/a	3	35	Cue	AvoidedLoss	True
336.973	4.0	Lose2	0.6111	0.0	Yes	2.677	0.0	n/a	GoodResponse	0	n/a	n/a	3	35	Fixation	AvoidedLoss	True
340.971	0.33	Lose2	0.6111	0.002	Yes	2.677	-0.002	4.0	GoodResponse	0	0.325	340.296	3	35	Target	AvoidedLoss	True
341.296	0.3	Lose2	0.6111	0.002	Yes	2.677	-0.002	4.0	GoodResponse	0	0.325	n/a	3	35	ButtonPress	AvoidedLoss	True
341.304	0.37	Lose2	0.6111	n/a	Yes	2.677	n/a	n/a	GoodResponse	0	n/a	n/a	3	35	Blank	AvoidedLoss	True
341.671	1.45	Lose2	0.6111	n/a	Yes	2.677	n/a	5.0	GoodResponse	0	0.012	340.683	3	35	Feedback	AvoidedLoss	True
343.12	2.677	Lose2	0.6111	n/a	Yes	2.677	n/a	n/a	GoodResponse	0	0.0	n/a	3	35	ISIslide	AvoidedLoss	True
345.819	0.25	Control	0.6215999999999999	0.001	Yes	2.681	0.019	n/a	GoodResponse	0	n/a	n/a	3	36	Cue	Neutral	True
346.069	4.0	Control	0.6215999999999999	0.0	Yes	2.681	0.0	n/a	GoodResponse	0	n/a	n/a	3	36	Fixation	Neutral	True
350.068	0.34	Control	0.6215999999999999	0.001	Yes	2.681	-0.001	4.0	GoodResponse	0	0.224	349.292	3	36	Target	Neutral	True
350.292	0.3	Control	0.6215999999999999	0.001	Yes	2.681	-0.001	4.0	GoodResponse	0	0.224	n/a	3	36	ButtonPress	Neutral	True
350.418	0.36	Control	0.6215999999999999	n/a	Yes	2.681	n/a	n/a	GoodResponse	0	n/a	n/a	3	36	Blank	Neutral	True
350.768	1.45	Control	0.6215999999999999	n/a	Yes	2.681	n/a	5.0	GoodResponse	0	0.036	349.804	3	36	Feedback	Neutral	True
352.217	2.681	Control	0.6215999999999999	n/a	Yes	2.681	n/a	n/a	GoodResponse	0	0.0	n/a	3	36	ISIslide	Neutral	True
354.916	0.25	Win2	0.6315999999999999	0.0	Yes	2.884	0.016	n/a	GoodResponse	1	n/a	n/a	4	37	Cue	Win	True
355.166	4.0	Win2	0.6315999999999999	0.0	Yes	2.884	0.0	n/a	GoodResponse	1	n/a	n/a	4	37	Fixation	Win	True
359.165	0.35	Win2	0.6315999999999999	0.001	Yes	2.884	-0.001	4.0	GoodResponse	1	0.244	358.409	4	37	Target	Win	True
359.409	0.3	Win2	0.6315999999999999	0.001	Yes	2.884	-0.001	4.0	GoodResponse	1	0.244	n/a	4	37	ButtonPress	Win	True
359.515	0.35	Win2	0.6315999999999999	n/a	Yes	2.884	n/a	n/a	GoodResponse	1	n/a	n/a	4	37	Blank	Win	True
359.865	1.45	Win2	0.6315999999999999	n/a	Yes	2.884	n/a	5.0	GoodResponse	1	0.012	358.877	4	37	Feedback	Win	True
361.314	2.884	Win2	0.6315999999999999	n/a	Yes	2.884	n/a	n/a	GoodResponse	1	0.0	n/a	4	37	ISIslide	Win	True
364.213	0.25	Lose2	0.6409999999999999	0.0	Yes	2.837	0.013	n/a	GoodResponse	0	n/a	n/a	4	38	Cue	AvoidedLoss	True
364.463	3.95	Lose2	0.6409999999999999	0.0	Yes	2.837	0.0	n/a	GoodResponse	0	n/a	n/a	4	38	Fixation	AvoidedLoss	True
368.412	0.36	Lose2	0.6409999999999999	0.001	Yes	2.837	-0.001	4.0	GoodResponse	0	0.224	367.636	4	38	Target	AvoidedLoss	True
368.636	0.3	Lose2	0.6409999999999999	0.001	Yes	2.837	-0.001	4.0	GoodResponse	0	0.224	n/a	4	38	ButtonPress	AvoidedLoss	True
368.778	0.34	Lose2	0.6409999999999999	n/a	Yes	2.837	n/a	n/a	GoodResponse	0	n/a	n/a	4	38	Blank	AvoidedLoss	True
369.112	1.45	Lose2	0.6409999999999999	n/a	Yes	2.837	n/a	5.0	GoodResponse	0	0.034	368.146	4	38	Feedback	AvoidedLoss	True
370.561	2.837	Lose2	0.6409999999999999	n/a	Yes	2.837	n/a	n/a	GoodResponse	0	0.0	n/a	4	38	ISIslide	AvoidedLoss	True
373.427	0.25	Win2	0.65	0.0	Yes	2.973	0.027	n/a	GoodResponse	1	n/a	n/a	5	39	Cue	Win	True
373.677	4.1	Win2	0.65	0.0	Yes	2.973	0.0	n/a	GoodResponse	1	n/a	n/a	5	39	Fixation	Win	True
377.775	0.37	Win2	0.65	0.002	Yes	2.973	-0.002	4.0	GoodResponse	1	0.211	376.986	5	39	Target	Win	True
377.986	0.3	Win2	0.65	0.002	Yes	2.973	-0.002	4.0	GoodResponse	1	0.211	n/a	5	39	ButtonPress	Win	True
378.158	0.33	Win2	0.65	n/a	Yes	2.973	n/a	n/a	GoodResponse	1	n/a	n/a	5	39	Blank	Win	True
378.475	1.45	Win2	0.65	n/a	Yes	2.973	n/a	5.0	GoodResponse	1	0.037	377.512	5	39	Feedback	Win	True
379.924	2.973	Win2	0.65	n/a	Yes	2.973	n/a	n/a	GoodResponse	1	0.0	n/a	5	39	ISIslide	Win	True
382.923	0.25	Win2	0.6585	0.001	Yes	2.727	0.023	n/a	GoodResponse	1	n/a	n/a	6	40	Cue	Win	True
383.173	3.95	Win2	0.6585	0.0	Yes	2.727	0.0	n/a	GoodResponse	1	n/a	n/a	6	40	Fixation	Win	True
387.122	0.38	Win2	0.6585	0.001	Yes	2.727	-0.001	4.0	GoodResponse	1	0.24	386.362	6	40	Target	Win	True
387.362	0.3	Win2	0.6585	0.001	Yes	2.727	-0.001	4.0	GoodResponse	1	0.24	n/a	6	40	ButtonPress	Win	True
387.505	0.32	Win2	0.6585	n/a	Yes	2.727	n/a	n/a	GoodResponse	1	n/a	n/a	6	40	Blank	Win	True
387.822	1.45	Win2	0.6585	n/a	Yes	2.727	n/a	5.0	GoodResponse	1	0.007	386.829	6	40	Feedback	Win	True
389.271	2.727	Win2	0.6585	n/a	Yes	2.727	n/a	n/a	GoodResponse	1	0.0	n/a	6	40	ISIslide	Win	True
392.02	0.25	Win2	0.6667000000000001	0.0	Yes	2.78	0.02	n/a	GoodResponse	1	n/a	n/a	7	41	Cue	Win	True
392.27	3.9	Win2	0.6667000000000001	0.0	Yes	2.78	0.0	n/a	GoodResponse	1	n/a	n/a	7	41	Fixation	Win	True
396.169	0.38	Win2	0.6667000000000001	0.001	Yes	2.78	-0.001	4.0	GoodResponse	1	0.225	395.394	7	41	Target	Win	True
396.394	0.3	Win2	0.6667000000000001	0.001	Yes	2.78	-0.001	4.0	GoodResponse	1	0.225	n/a	7	41	ButtonPress	Win	True
396.552	0.32	Win2	0.6667000000000001	n/a	Yes	2.78	n/a	n/a	GoodResponse	1	n/a	n/a	7	41	Blank	Win	True
396.869	1.45	Win2	0.6667000000000001	n/a	Yes	2.78	n/a	5.0	GoodResponse	1	0.033	395.902	7	41	Feedback	Win	True
398.318	2.78	Win2	0.6667000000000001	n/a	Yes	2.78	n/a	n/a	GoodResponse	1	0.0	n/a	7	41	ISIslide	Win	True
401.117	0.25	Control	0.6744	0.0	Yes	2.933	0.017	n/a	GoodResponse	0	n/a	n/a	7	42	Cue	Neutral	True
401.367	3.85	Control	0.6744	0.0	Yes	2.933	0.0	n/a	GoodResponse	0	n/a	n/a	7	42	Fixation	Neutral	True
405.216	0.37	Control	0.6744	0.001	Yes	2.933	-0.001	4.0	GoodResponse	0	0.236	404.452	7	42	Target	Neutral	True
405.452	0.3	Control	0.6744	0.001	Yes	2.933	-0.001	4.0	GoodResponse	0	0.236	n/a	7	42	ButtonPress	Neutral	True
405.582	0.33	Control	0.6744	n/a	Yes	2.933	n/a	n/a	GoodResponse	0	n/a	n/a	7	42	Blank	Neutral	True
405.916	1.45	Control	0.6744	n/a	Yes	2.933	n/a	5.0	GoodResponse	0	0.011	404.927	7	42	Feedback	Neutral	True
407.365	2.933	Control	0.6744	n/a	Yes	2.933	n/a	n/a	GoodResponse	0	0.0	n/a	7	42	ISIslide	Neutral	True
410.314	0.25	Win2	0.6818000000000001	0.0	Yes	3.186	0.014	n/a	GoodResponse	1	n/a	n/a	8	43	Cue	Win	True
410.564	4.0	Win2	0.6818000000000001	0.0	Yes	3.186	0.0	n/a	GoodResponse	1	n/a	n/a	8	43	Fixation	Win	True
414.563	0.36	Win2	0.6818000000000001	0.001	Yes	3.186	-0.001	4.0	GoodResponse	1	0.225	413.788	8	43	Target	Win	True
414.788	0.3	Win2	0.6818000000000001	0.001	Yes	3.186	-0.001	4.0	GoodResponse	1	0.225	n/a	8	43	ButtonPress	Win	True
414.929	0.34	Win2	0.6818000000000001	n/a	Yes	3.186	n/a	n/a	GoodResponse	1	n/a	n/a	8	43	Blank	Win	True
415.262	1.45	Win2	0.6818000000000001	n/a	Yes	3.186	n/a	5.0	GoodResponse	1	0.03	414.292	8	43	Feedback	Win	True
416.712	3.186	Win2	0.6818000000000001	n/a	Yes	3.186	n/a	n/a	GoodResponse	1	0.0	n/a	8	43	ISIslide	Win	True
419.927	0.25	Win2	0.6889	0.001	Yes	2.973	0.027	n/a	GoodResponse	1	n/a	n/a	9	44	Cue	Win	True
420.177	4.0	Win2	0.6889	0.0	Yes	2.973	0.0	n/a	GoodResponse	1	n/a	n/a	9	44	Fixation	Win	True
424.176	0.35	Win2	0.6889	0.001	Yes	2.973	-0.001	4.0	GoodResponse	1	0.26	423.436	9	44	Target	Win	True
424.436	0.3	Win2	0.6889	0.001	Yes	2.973	-0.001	4.0	GoodResponse	1	0.26	n/a	9	44	ButtonPress	Win	True
424.526	0.35	Win2	0.6889	n/a	Yes	2.973	n/a	n/a	GoodResponse	1	n/a	n/a	9	44	Blank	Win	True
424.876	1.45	Win2	0.6889	n/a	Yes	2.973	n/a	5.0	GoodResponse	1	0.025	423.901	9	44	Feedback	Win	True
426.325	2.973	Win2	0.6889	n/a	Yes	2.973	n/a	n/a	GoodResponse	1	0.0	n/a	9	44	ISIslide	Win	True
429.324	0.25	Control	0.6957	0.0	Yes	2.876	0.024	n/a	GoodResponse	0	n/a	n/a	9	45	Cue	Neutral	False
429.574	4.1	Control	0.6957	0.0	Yes	2.876	0.0	4.0	GoodResponse	0	0.067	428.641	9	45	Fixation	Neutral	False
429.641	0.3	Control	0.6957	0.0	Yes	2.876	0.0	4.0	GoodResponse	0	0.067	n/a	9	45	ButtonPress	Neutral	False
433.673	0.34	Control	0.6957	0.001	Yes	2.876	-0.001	4.0	GoodResponse	0	0.257	432.93	9	45	Target	Neutral	False
433.93	0.3	Control	0.6957	0.001	Yes	2.876	-0.001	4.0	GoodResponse	0	0.257	n/a	9	45	ButtonPress	Neutral	False
434.023	0.36	Control	0.6957	n/a	Yes	2.876	n/a	n/a	GoodResponse	0	n/a	n/a	9	45	Blank	Neutral	False
434.373	1.45	Control	0.6957	n/a	Yes	2.876	n/a	5.0	GoodResponse	0	0.041	433.414	9	45	Feedback	Neutral	False
435.822	2.876	Control	0.6957	n/a	Yes	2.876	n/a	n/a	GoodResponse	0	0.0	n/a	9	45	ISIslide	Neutral	False
438.721	0.25	Lose2	0.7021	0.0	Yes	3.379	0.021	n/a	GoodResponse	0	n/a	n/a	9	46	Cue	AvoidedLoss	True
438.971	4.0	Lose2	0.7021	0.0	Yes	3.379	0.0	n/a	GoodResponse	0	n/a	n/a	9	46	Fixation	AvoidedLoss	True
442.97	0.33	Lose2	0.7021	0.001	Yes	3.379	-0.001	4.0	GoodResponse	0	0.205	442.175	9	46	Target	AvoidedLoss	True
443.175	0.3	Lose2	0.7021	0.001	Yes	3.379	-0.001	4.0	GoodResponse	0	0.205	n/a	9	46	ButtonPress	AvoidedLoss	True
443.303	0.37	Lose2	0.7021	n/a	Yes	3.379	n/a	n/a	GoodResponse	0	n/a	n/a	9	46	Blank	AvoidedLoss	True
443.669	1.45	Lose2	0.7021	n/a	Yes	3.379	n/a	5.0	GoodResponse	0	0.013	442.682	9	46	Feedback	AvoidedLoss	True
445.119	3.379	Lose2	0.7021	n/a	Yes	3.379	n/a	n/a	GoodResponse	0	0.0	n/a	9	46	ISIslide	AvoidedLoss	True
448.518	0.25	Lose2	0.7082999999999999	0.0	Yes	2.682	0.018	n/a	GoodResponse	0	n/a	n/a	9	47	Cue	AvoidedLoss	True
448.768	4.0	Lose2	0.7082999999999999	0.0	Yes	2.682	0.0	n/a	GoodResponse	0	n/a	n/a	9	47	Fixation	AvoidedLoss	True
452.766	0.32	Lose2	0.7082999999999999	0.002	Yes	2.682	-0.002	4.0	GoodResponse	0	0.224	451.99	9	47	Target	AvoidedLoss	True
452.99	0.3	Lose2	0.7082999999999999	0.002	Yes	2.682	-0.002	4.0	GoodResponse	0	0.224	n/a	9	47	ButtonPress	AvoidedLoss	True
453.099	0.38	Lose2	0.7082999999999999	n/a	Yes	2.682	n/a	n/a	GoodResponse	0	n/a	n/a	9	47	Blank	AvoidedLoss	True
453.466	1.45	Lose2	0.7082999999999999	n/a	Yes	2.682	n/a	5.0	GoodResponse	0	0.021	452.487	9	47	Feedback	AvoidedLoss	True
454.915	2.682	Lose2	0.7082999999999999	n/a	Yes	2.682	n/a	n/a	GoodResponse	0	0.0	n/a	9	47	ISIslide	AvoidedLoss	True
457.615	0.25	Lose2	0.7143	0.0	Yes	3.035	0.015	n/a	GoodResponse	0	n/a	n/a	9	48	Cue	AvoidedLoss	True
457.864	3.95	Lose2	0.7143	0.001	Yes	3.035	-0.001	n/a	GoodResponse	0	n/a	n/a	9	48	Fixation	AvoidedLoss	True
461.813	0.31	Lose2	0.7143	0.002	Yes	3.035	-0.002	4.0	GoodResponse	0	0.193	461.006	9	48	Target	AvoidedLoss	True
462.006	0.3	Lose2	0.7143	0.002	Yes	3.035	-0.002	4.0	GoodResponse	0	0.193	n/a	9	48	ButtonPress	AvoidedLoss	True
462.13	0.39	Lose2	0.7143	n/a	Yes	3.035	n/a	n/a	GoodResponse	0	n/a	n/a	9	48	Blank	AvoidedLoss	True
462.513	1.45	Lose2	0.7143	n/a	Yes	3.035	n/a	5.0	GoodResponse	0	0.047	461.56	9	48	Feedback	AvoidedLoss	True
463.962	3.035	Lose2	0.7143	n/a	Yes	3.035	n/a	n/a	GoodResponse	0	0.0	n/a	9	48	ISIslide	AvoidedLoss	True
467.028	0.25	Control	0.72	0.0	Yes	2.872	0.028	n/a	GoodResponse	0	n/a	n/a	9	49	Cue	Neutral	True
467.278	4.0	Control	0.72	0.0	Yes	2.872	0.0	n/a	GoodResponse	0	n/a	n/a	9	49	Fixation	Neutral	True
471.277	0.3	Control	0.72	0.001	Yes	2.872	-0.001	4.0	GoodResponse	0	0.21	470.487	9	49	Target	Neutral	True
471.487	0.3	Control	0.72	0.001	Yes	2.872	-0.001	4.0	GoodResponse	0	0.21	n/a	9	49	ButtonPress	Neutral	True
471.576	0.4	Control	0.72	n/a	Yes	2.872	n/a	n/a	GoodResponse	0	n/a	n/a	9	49	Blank	Neutral	True
471.976	1.45	Control	0.72	n/a	Yes	2.872	n/a	5.0	GoodResponse	0	0.048	471.024	9	49	Feedback	Neutral	True
473.426	2.872	Control	0.72	n/a	Yes	2.872	n/a	n/a	GoodResponse	0	0.0	n/a	9	49	ISIslide	Neutral	True
476.325	0.25	Control	0.7254999999999999	0.0	Yes	2.775	0.025	n/a	GoodResponse	0	n/a	n/a	9	50	Cue	Neutral	True
476.575	4.0	Control	0.7254999999999999	0.0	Yes	2.775	0.0	n/a	GoodResponse	0	n/a	n/a	9	50	Fixation	Neutral	True
480.573	0.29	Control	0.7254999999999999	0.002	Yes	2.775	-0.002	4.0	GoodResponse	0	0.258	479.831	9	50	Target	Neutral	True
480.831	0.3	Control	0.7254999999999999	0.002	Yes	2.775	-0.002	4.0	GoodResponse	0	0.258	n/a	9	50	ButtonPress	Neutral	True
480.873	0.41	Control	0.7254999999999999	n/a	Yes	2.775	n/a	n/a	GoodResponse	0	n/a	n/a	9	50	Blank	Neutral	True
481.273	1.45	Control	0.7254999999999999	n/a	Yes	2.775	n/a	5.0	GoodResponse	0	0.019	480.292	9	50	Feedback	Neutral	True
482.723	2.775	Control	0.7254999999999999	n/a	Yes	2.775	n/a	n/a	GoodResponse	0	0.0	n/a	9	50	ISIslide	Neutral	True
485.522	0.25	Control	0.7308	0.0	Yes	2.728	0.022	n/a	GoodResponse	0	n/a	n/a	9	51	Cue	Neutral	True
485.772	3.95	Control	0.7308	0.0	Yes	2.728	0.0	n/a	GoodResponse	0	n/a	n/a	9	51	Fixation	Neutral	True
489.72	0.28	Control	0.7308	0.002	Yes	2.728	-0.002	4.0	GoodResponse	0	0.225	488.945	9	51	Target	Neutral	True
489.945	0.3	Control	0.7308	0.002	Yes	2.728	-0.002	4.0	GoodResponse	0	0.225	n/a	9	51	ButtonPress	Neutral	True
490.003	0.42	Control	0.7308	n/a	Yes	2.728	n/a	n/a	GoodResponse	0	n/a	n/a	9	51	Blank	Neutral	True
490.42	1.45	Control	0.7308	n/a	Yes	2.728	n/a	5.0	GoodResponse	0	0.043	489.463	9	51	Feedback	Neutral	True
491.869	2.728	Control	0.7308	n/a	Yes	2.728	n/a	n/a	GoodResponse	0	0.0	n/a	9	51	ISIslide	Neutral	True
494.619	0.25	Control	0.7170000000000001	0.0	No	2.631	0.019	n/a	NoResponse	0	n/a	n/a	9	52	Cue	Neutral	True
494.868	4.05	Control	0.7170000000000001	0.001	No	2.631	-0.001	n/a	NoResponse	0	n/a	n/a	9	52	Fixation	Neutral	True
498.917	0.27	Control	0.7170000000000001	0.002	No	2.631	-0.002	4.0	NoResponse	0	0.299	498.216	9	52	Target	Neutral	True
499.2	0.43	Control	0.7170000000000001	n/a	No	2.631	n/a	n/a	NoResponse	0	n/a	n/a	9	52	Blank	Neutral	True
499.216	0.3	Control	0.7170000000000001	0.002	No	2.631	-0.002	4.0	NoResponse	0	0.299	n/a	9	52	ButtonPress	Neutral	True
499.617	1.45	Control	0.7170000000000001	n/a	No	2.631	n/a	5.0	NoResponse	0	0.016	498.633	9	52	Feedback	Neutral	True
501.066	2.631	Control	0.7170000000000001	n/a	No	2.631	n/a	n/a	NoResponse	0	0.0	n/a	9	52	ISIslide	Neutral	True
503.715	0.25	Win2	0.7037	0.001	No	2.935	0.015	n/a	NoResponse	0	n/a	n/a	9	53	Cue	MissedWin	False
503.965	4.05	Win2	0.7037	0.0	No	2.935	0.0	4.0	NoResponse	0	0.175	503.14	9	53	Fixation	MissedWin	False
504.14	0.3	Win2	0.7037	0.0	No	2.935	0.0	4.0	NoResponse	0	0.175	n/a	9	53	ButtonPress	MissedWin	False
508.014	0.26	Win2	0.7037	0.001	No	2.935	-0.001	4.0	NoResponse	0	0.275	507.289	9	53	Target	MissedWin	False
508.281	0.44	Win2	0.7037	n/a	No	2.935	n/a	n/a	NoResponse	0	n/a	n/a	9	53	Blank	MissedWin	False
508.289	0.3	Win2	0.7037	0.001	No	2.935	-0.001	4.0	NoResponse	0	0.275	n/a	9	53	ButtonPress	MissedWin	False
508.714	1.45	Win2	0.7037	n/a	No	2.935	n/a	5.0	NoResponse	0	0.041	507.755	9	53	Feedback	MissedWin	False
510.163	2.935	Win2	0.7037	n/a	No	2.935	n/a	n/a	NoResponse	0	0.0	n/a	9	53	ISIslide	MissedWin	False
513.112	0.25	Win2	0.7091	0.0	Yes	2.738	0.012	n/a	GoodResponse	1	n/a	n/a	10	54	Cue	Win	True
513.362	3.95	Win2	0.7091	0.0	Yes	2.738	0.0	n/a	GoodResponse	1	n/a	n/a	10	54	Fixation	Win	True
517.311	0.25	Win2	0.7091	0.001	Yes	2.738	-0.001	4.0	GoodResponse	1	0.235	516.546	10	54	Target	Win	True
517.546	0.3	Win2	0.7091	0.001	Yes	2.738	-0.001	4.0	GoodResponse	1	0.235	n/a	10	54	ButtonPress	Win	True
517.561	0.45	Win2	0.7091	n/a	Yes	2.738	n/a	n/a	GoodResponse	1	n/a	n/a	10	54	Blank	Win	True
518.011	1.45	Win2	0.7091	n/a	Yes	2.738	n/a	5.0	GoodResponse	1	0.012	517.023	10	54	Feedback	Win	True
519.46	2.738	Win2	0.7091	n/a	Yes	2.738	n/a	n/a	GoodResponse	1	0.0	n/a	10	54	ISIslide	Win	True
522.226	0.25	Control	0.6964	0.0	No	3.024	0.026	n/a	NoResponse	0	n/a	n/a	10	55	Cue	Neutral	True
522.476	3.95	Control	0.6964	0.0	No	3.024	0.0	n/a	NoResponse	0	n/a	n/a	10	55	Fixation	Neutral	True
526.424	0.24	Control	0.6964	0.002	No	3.024	-0.002	4.0	NoResponse	0	0.289	525.713	10	55	Target	Neutral	True
526.674	0.46	Control	0.6964	n/a	No	3.024	n/a	n/a	NoResponse	0	n/a	n/a	10	55	Blank	Neutral	True
526.713	0.3	Control	0.6964	0.002	No	3.024	-0.002	4.0	NoResponse	0	0.289	n/a	10	55	ButtonPress	Neutral	True
