onset	duration	trial_type	stim_file	oneback
6.000000	12.010000	Img	placeholders/fixation.png	0
18.010000	5.990000	Fix	placeholders/fixation.png	0
24.006709	0.998925	train_face	sub01/run98/M4305.jpg	0
27.003923	0.999169	Fix	placeholders/fixation.png	0
30.001487	0.999351	train_face	sub01/run98/F4309.jpg	0
32.999026	0.999142	Fix	placeholders/fixation.png	0
35.996661	0.999100	train_face	sub01/run98/M4277.jpg	0
38.994281	0.999041	train_face	sub01/run98/M4283.jpg	0
42.008356	0.999139	test_face	sub01/run98/F2068.jpg	0
45.005822	0.999206	Fix	placeholders/fixation.png	0
48.003489	0.999021	test_face	sub01/run98/M2203.jpg	0
51.000895	0.999226	train_face	sub01/run98/F4305.jpg	0
53.998480	0.999126	train_face	sub01/run98/M4301.jpg	0
56.995976	0.999282	train_face	sub01/run98/F4308.jpg	0
59.993483	0.999226	train_face	sub01/run98/F4308.jpg	1
63.007729	0.999179	test_face	sub01/run98/M2424.jpg	0
66.005219	0.999188	train_face	sub01/run98/F4310.jpg	0
69.002770	0.999166	Fix	placeholders/fixation.png	0
72.000296	0.999204	train_face	sub01/run98/F4279.jpg	0
74.998004	0.999173	train_face	sub01/run98/F4304.jpg	0
77.995416	0.999161	train_face	sub01/run98/F4282.jpg	0
80.992870	0.999222	train_face	sub01/run98/F4278.jpg	0
84.007117	0.999206	Fix	placeholders/fixation.png	0
87.004715	0.999161	train_face	sub01/run98/M4274.jpg	0
90.002259	0.999132	train_face	sub01/run98/M4298.jpg	0
92.999837	0.999126	train_face	sub01/run98/M4280.jpg	0
95.997310	0.999229	train_face	sub01/run98/M4295.jpg	0
98.994841	0.999173	Fix	placeholders/fixation.png	0
101.992338	0.999224	test_face	sub01/run98/F2376.jpg	0
105.006588	0.999203	Fix	placeholders/fixation.png	0
108.004253	0.999030	train_face	sub01/run98/F4306.jpg	0
111.001797	0.999000	train_face	sub01/run98/F4306.jpg	1
