onset	duration	trial_type	electrodes_involved_onset	electrodes_involved_offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_site_num	electrical_stimulation_current	notes	status	status_description
413.65478515625	0.0002	electrical_stimulation	n/a	n/a	847165	n/a	biphasic	LB1-LB2	16-17	6.0 mA	n/a	good	n/a
417.37646484375	0.0002	electrical_stimulation	n/a	n/a	854787	n/a	biphasic	LB1-LB2	16-17	6.0 mA	n/a	good	n/a
423.083984375	0.0002	electrical_stimulation	n/a	n/a	866476	n/a	biphasic	LB1-LB2	16-17	6.0 mA	n/a	good	n/a
427.68359375	0.0002	electrical_stimulation	n/a	n/a	875896	n/a	biphasic	LB1-LB2	16-17	6.0 mA	n/a	good	n/a
431.08154296875	0.0002	electrical_stimulation	n/a	n/a	882855	n/a	biphasic	LB1-LB2	16-17	6.0 mA	n/a	good	n/a
451.49365234375	0.0002	electrical_stimulation	n/a	n/a	924659	n/a	biphasic	LB2-LB3	17-18	6.0 mA	n/a	good	n/a
457.23486328125	0.0002	electrical_stimulation	n/a	n/a	936417	n/a	biphasic	LB2-LB3	17-18	6.0 mA	n/a	good	n/a
462.7958984375	0.0002	electrical_stimulation	n/a	n/a	947806	n/a	biphasic	LB2-LB3	17-18	6.0 mA	n/a	good	n/a
469.15625	0.0002	electrical_stimulation	n/a	n/a	960832	n/a	biphasic	LB2-LB3	17-18	6.0 mA	n/a	good	n/a
475.18212890625	0.0002	electrical_stimulation	n/a	n/a	973173	n/a	biphasic	LB2-LB3	17-18	6.0 mA	n/a	good	n/a
481.05859375	0.0002	electrical_stimulation	n/a	n/a	985208	n/a	biphasic	LB2-LB3	17-18	6.0 mA	n/a	good	n/a
487.49169921875	0.0002	electrical_stimulation	n/a	n/a	998383	n/a	biphasic	LB2-LB3	17-18	6.0 mA	n/a	good	n/a
492.89794921875	0.0002	electrical_stimulation	n/a	n/a	1009455	n/a	biphasic	LB2-LB3	17-18	6.0 mA	n/a	good	n/a
498.392578125	0.0002	electrical_stimulation	n/a	n/a	1020708	n/a	biphasic	LB2-LB3	17-18	6.0 mA	n/a	good	n/a
505.43115234375	0.0002	electrical_stimulation	n/a	n/a	1035123	n/a	biphasic	LB2-LB3	17-18	6.0 mA	n/a	good	n/a
523.99755859375	0.0002	electrical_stimulation	n/a	n/a	1073147	n/a	biphasic	LB3-LB4	18-19	6.0 mA	n/a	good	n/a
529.7529296875	0.0002	electrical_stimulation	n/a	n/a	1084934	n/a	biphasic	LB3-LB4	18-19	6.0 mA	n/a	good	n/a
538.15087890625	0.0002	electrical_stimulation	n/a	n/a	1102133	n/a	biphasic	LB3-LB4	18-19	6.0 mA	n/a	good	n/a
543.80810546875	0.0002	electrical_stimulation	n/a	n/a	1113719	n/a	biphasic	LB3-LB4	18-19	6.0 mA	n/a	good	n/a
549.65087890625	0.0002	electrical_stimulation	n/a	n/a	1125685	n/a	biphasic	LB3-LB4	18-19	6.0 mA	n/a	good	n/a
557.263671875	0.0002	electrical_stimulation	n/a	n/a	1141276	n/a	biphasic	LB3-LB4	18-19	6.0 mA	n/a	good	n/a
565.17724609375	0.0002	electrical_stimulation	n/a	n/a	1157483	n/a	biphasic	LB3-LB4	18-19	6.0 mA	n/a	good	n/a
571.146484375	0.0002	electrical_stimulation	n/a	n/a	1169708	n/a	biphasic	LB3-LB4	18-19	6.0 mA	n/a	good	n/a
576.16162109375	0.0002	electrical_stimulation	n/a	n/a	1179979	n/a	biphasic	LB3-LB4	18-19	6.0 mA	n/a	good	n/a
583.29345703125	0.0002	electrical_stimulation	n/a	n/a	1194585	n/a	biphasic	LB3-LB4	18-19	6.0 mA	n/a	good	n/a
603.89794921875	0.0002	electrical_stimulation	n/a	n/a	1236783	n/a	biphasic	LB4-LB5	19-20	6.0 mA	n/a	good	n/a
609.2109375	0.0002	electrical_stimulation	n/a	n/a	1247664	n/a	biphasic	LB4-LB5	19-20	6.0 mA	n/a	good	n/a
613.79833984375	0.0002	electrical_stimulation	n/a	n/a	1257059	n/a	biphasic	LB4-LB5	19-20	6.0 mA	n/a	good	n/a
619.43994140625	0.0002	electrical_stimulation	n/a	n/a	1268613	n/a	biphasic	LB4-LB5	19-20	6.0 mA	n/a	good	n/a
623.91796875	0.0002	electrical_stimulation	n/a	n/a	1277784	n/a	biphasic	LB4-LB5	19-20	6.0 mA	n/a	good	n/a
628.7236328125	0.0002	electrical_stimulation	n/a	n/a	1287626	n/a	biphasic	LB4-LB5	19-20	6.0 mA	n/a	good	n/a
633.8173828125	0.0002	electrical_stimulation	n/a	n/a	1298058	n/a	biphasic	LB4-LB5	19-20	6.0 mA	n/a	good	n/a
638.40576171875	0.0002	electrical_stimulation	n/a	n/a	1307455	n/a	biphasic	LB4-LB5	19-20	6.0 mA	n/a	good	n/a
643.138671875	0.0002	electrical_stimulation	n/a	n/a	1317148	n/a	biphasic	LB4-LB5	19-20	6.0 mA	n/a	good	n/a
648.89501953125	0.0002	electrical_stimulation	n/a	n/a	1328937	n/a	biphasic	LB4-LB5	19-20	6.0 mA	n/a	good	n/a
672.09033203125	0.0002	electrical_stimulation	n/a	n/a	1376441	n/a	biphasic	LC1-LC2	31-32	6.0 mA	n/a	good	n/a
677.2158203125	0.0002	electrical_stimulation	n/a	n/a	1386938	n/a	biphasic	LC1-LC2	31-32	6.0 mA	n/a	good	n/a
682.47509765625	0.0002	electrical_stimulation	n/a	n/a	1397709	n/a	biphasic	LC1-LC2	31-32	6.0 mA	n/a	good	n/a
687.74560546875	0.0002	electrical_stimulation	n/a	n/a	1408503	n/a	biphasic	LC1-LC2	31-32	6.0 mA	n/a	good	n/a
692.908203125	0.0002	electrical_stimulation	n/a	n/a	1419076	n/a	biphasic	LC1-LC2	31-32	6.0 mA	n/a	good	n/a
697.86572265625	0.0002	electrical_stimulation	n/a	n/a	1429229	n/a	biphasic	LC1-LC2	31-32	6.0 mA	n/a	good	n/a
702.37451171875	0.0002	electrical_stimulation	n/a	n/a	1438463	n/a	biphasic	LC1-LC2	31-32	6.0 mA	n/a	good	n/a
707.32275390625	0.0002	electrical_stimulation	n/a	n/a	1448597	n/a	biphasic	LC1-LC2	31-32	6.0 mA	n/a	good	n/a
712.0146484375	0.0002	electrical_stimulation	n/a	n/a	1458206	n/a	biphasic	LC1-LC2	31-32	6.0 mA	n/a	good	n/a
717.8056640625	0.0002	electrical_stimulation	n/a	n/a	1470066	n/a	biphasic	LC1-LC2	31-32	6.0 mA	n/a	bad	epileptic activity during onset
738.93310546875	0.0002	electrical_stimulation	n/a	n/a	1513335	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	n/a
743.79638671875	0.0002	electrical_stimulation	n/a	n/a	1523295	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	n/a
748.68115234375	0.0002	electrical_stimulation	n/a	n/a	1533299	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	epileptic activity
753.77978515625	0.0002	electrical_stimulation	n/a	n/a	1543741	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	n/a
759.51953125	0.0002	electrical_stimulation	n/a	n/a	1555496	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	n/a
764.67724609375	0.0002	electrical_stimulation	n/a	n/a	1566059	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	n/a
769.6806640625	0.0002	electrical_stimulation	n/a	n/a	1576306	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	n/a
774.9150390625	0.0002	electrical_stimulation	n/a	n/a	1587026	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	n/a
783.42822265625	0.0002	electrical_stimulation	n/a	n/a	1604461	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	n/a
789.5380859375	0.0002	electrical_stimulation	n/a	n/a	1616974	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	n/a
794.658203125	0.0002	electrical_stimulation	n/a	n/a	1627460	n/a	biphasic	LC2-LC3	32-33	6.0 mA	n/a	good	n/a
813.20458984375	0.0002	electrical_stimulation	n/a	n/a	1665443	n/a	biphasic	LC3-LC4	33-34	6.0 mA	n/a	good	n/a
818.2607421875	0.0002	electrical_stimulation	n/a	n/a	1675798	n/a	biphasic	LC3-LC4	33-34	6.0 mA	n/a	good	n/a
823.12939453125	0.0002	electrical_stimulation	n/a	n/a	1685769	n/a	biphasic	LC3-LC4	33-34	6.0 mA	n/a	good	n/a
827.86962890625	0.0002	electrical_stimulation	n/a	n/a	1695477	n/a	biphasic	LC3-LC4	33-34	6.0 mA	n/a	good	n/a
834.34326171875	0.0002	electrical_stimulation	n/a	n/a	1708735	n/a	biphasic	LC3-LC4	33-34	6.0 mA	n/a	good	n/a
839.36376953125	0.0002	electrical_stimulation	n/a	n/a	1719017	n/a	biphasic	LC3-LC4	33-34	6.0 mA	n/a	good	n/a
844.47412109375	0.0002	electrical_stimulation	n/a	n/a	1729483	n/a	biphasic	LC3-LC4	33-34	6.0 mA	n/a	good	n/a
849.5302734375	0.0002	electrical_stimulation	n/a	n/a	1739838	n/a	biphasic	LC3-LC4	33-34	6.0 mA	n/a	good	n/a
855.3125	0.0002	electrical_stimulation	n/a	n/a	1751680	n/a	biphasic	LC3-LC4	33-34	6.0 mA	n/a	good	n/a
860.0458984375	0.0002	electrical_stimulation	n/a	n/a	1761374	n/a	biphasic	LC3-LC4	33-34	6.0 mA	n/a	good	n/a
879.2890625	0.0002	electrical_stimulation	n/a	n/a	1800784	n/a	biphasic	LC4-LC5	34-35	6.0 mA	n/a	good	n/a
884.251953125	0.0002	electrical_stimulation	n/a	n/a	1810948	n/a	biphasic	LC4-LC5	34-35	6.0 mA	n/a	good	artifact fixed when referencing to LY3
889.01171875	0.0002	electrical_stimulation	n/a	n/a	1820696	n/a	biphasic	LC4-LC5	34-35	6.0 mA	n/a	good	n/a
893.40234375	0.0002	electrical_stimulation	n/a	n/a	1829688	n/a	biphasic	LC4-LC5	34-35	6.0 mA	n/a	good	n/a
899.35595703125	0.0002	electrical_stimulation	n/a	n/a	1841881	n/a	biphasic	LC4-LC5	34-35	6.0 mA	n/a	good	artifact fixed when referencing to LY3
904.3076171875	0.0002	electrical_stimulation	n/a	n/a	1852022	n/a	biphasic	LC4-LC5	34-35	6.0 mA	n/a	good	n/a
908.0869140625	0.0002	electrical_stimulation	n/a	n/a	1859762	n/a	biphasic	LC4-LC5	34-35	6.0 mA	n/a	good	n/a
912.888671875	0.0002	electrical_stimulation	n/a	n/a	1869596	n/a	biphasic	LC4-LC5	34-35	6.0 mA	n/a	good	n/a
917.5498046875	0.0002	electrical_stimulation	n/a	n/a	1879142	n/a	biphasic	LC4-LC5	34-35	6.0 mA	n/a	good	n/a
922.0849609375	0.0002	electrical_stimulation	n/a	n/a	1888430	n/a	biphasic	LC4-LC5	34-35	6.0 mA	n/a	good	n/a
945.50537109375	0.0002	electrical_stimulation	n/a	n/a	1936395	n/a	biphasic	LC5-LC6	35-36	6.0 mA	n/a	good	n/a
950.83837890625	0.0002	electrical_stimulation	n/a	n/a	1947317	n/a	biphasic	LC5-LC6	35-36	6.0 mA	n/a	good	n/a
956.93310546875	0.0002	electrical_stimulation	n/a	n/a	1959799	n/a	biphasic	LC5-LC6	35-36	6.0 mA	n/a	good	n/a
962.412109375	0.0002	electrical_stimulation	n/a	n/a	1971020	n/a	biphasic	LC5-LC6	35-36	6.0 mA	n/a	good	n/a
966.86962890625	0.0002	electrical_stimulation	n/a	n/a	1980149	n/a	biphasic	LC5-LC6	35-36	6.0 mA	n/a	good	n/a
971.853515625	0.0002	electrical_stimulation	n/a	n/a	1990356	n/a	biphasic	LC5-LC6	35-36	6.0 mA	n/a	good	n/a
977.34326171875	0.0002	electrical_stimulation	n/a	n/a	2001599	n/a	biphasic	LC5-LC6	35-36	6.0 mA	n/a	good	n/a
981.8046875	0.0002	electrical_stimulation	n/a	n/a	2010736	n/a	biphasic	LC5-LC6	35-36	6.0 mA	n/a	good	n/a
986.83154296875	0.0002	electrical_stimulation	n/a	n/a	2021031	n/a	biphasic	LC5-LC6	35-36	6.0 mA	n/a	good	n/a
992.435546875	0.0002	electrical_stimulation	n/a	n/a	2032508	n/a	biphasic	LC5-LC6	35-36	6.0 mA	n/a	good	n/a
1015.265625	0.0002	electrical_stimulation	n/a	n/a	2079264	n/a	biphasic	LX1-LX2	61-62	6.0 mA	n/a	good	n/a
1020.6982421875	0.0002	electrical_stimulation	n/a	n/a	2090390	n/a	biphasic	LX1-LX2	61-62	6.0 mA	n/a	good	n/a
1025.2900390625	0.0002	electrical_stimulation	n/a	n/a	2099794	n/a	biphasic	LX1-LX2	61-62	6.0 mA	n/a	good	n/a
1030.3642578125	0.0002	electrical_stimulation	n/a	n/a	2110186	n/a	biphasic	LX1-LX2	61-62	6.0 mA	n/a	good	n/a
1034.92431640625	0.0002	electrical_stimulation	n/a	n/a	2119525	n/a	biphasic	LX1-LX2	61-62	6.0 mA	n/a	good	n/a
1038.611328125	0.0002	electrical_stimulation	n/a	n/a	2127076	n/a	biphasic	LX1-LX2	61-62	6.0 mA	n/a	good	n/a
1042.7548828125	0.0002	electrical_stimulation	n/a	n/a	2135562	n/a	biphasic	LX1-LX2	61-62	6.0 mA	n/a	good	n/a
1046.9052734375	0.0002	electrical_stimulation	n/a	n/a	2144062	n/a	biphasic	LX1-LX2	61-62	6.0 mA	n/a	good	n/a
1051.60693359375	0.0002	electrical_stimulation	n/a	n/a	2153691	n/a	biphasic	LX1-LX2	61-62	6.0 mA	n/a	good	n/a
1056.6171875	0.0002	electrical_stimulation	n/a	n/a	2163952	n/a	biphasic	LX1-LX2	61-62	6.0 mA	n/a	good	n/a
1073.87451171875	0.0002	electrical_stimulation	n/a	n/a	2199295	n/a	biphasic	LX2-LX3	62-63	6.0 mA	n/a	good	n/a
1079.28173828125	0.0002	electrical_stimulation	n/a	n/a	2210369	n/a	biphasic	LX2-LX3	62-63	6.0 mA	n/a	good	n/a
1084.25537109375	0.0002	electrical_stimulation	n/a	n/a	2220555	n/a	biphasic	LX2-LX3	62-63	6.0 mA	n/a	good	n/a
1088.72216796875	0.0002	electrical_stimulation	n/a	n/a	2229703	n/a	biphasic	LX2-LX3	62-63	6.0 mA	n/a	good	n/a
1093.77978515625	0.0002	electrical_stimulation	n/a	n/a	2240061	n/a	biphasic	LX2-LX3	62-63	6.0 mA	n/a	good	n/a
1098.2109375	0.0002	electrical_stimulation	n/a	n/a	2249136	n/a	biphasic	LX2-LX3	62-63	6.0 mA	n/a	good	n/a
1101.75	0.0002	electrical_stimulation	n/a	n/a	2256384	n/a	biphasic	LX2-LX3	62-63	6.0 mA	n/a	good	n/a
1105.775390625	0.0002	electrical_stimulation	n/a	n/a	2264628	n/a	biphasic	LX2-LX3	62-63	6.0 mA	n/a	good	n/a
1110.92041015625	0.0002	electrical_stimulation	n/a	n/a	2275165	n/a	biphasic	LX2-LX3	62-63	6.0 mA	n/a	good	small artifact ~0.7
1115.62353515625	0.0002	electrical_stimulation	n/a	n/a	2284797	n/a	biphasic	LX2-LX3	62-63	6.0 mA	n/a	good	n/a
1141.8740234375	0.0002	electrical_stimulation	n/a	n/a	2338558	n/a	biphasic	LX11-LX12	71-72	6.0 mA	n/a	good	artifact fixed when referencing to LY3
1147.34814453125	0.0002	electrical_stimulation	n/a	n/a	2349769	n/a	biphasic	LX11-LX12	71-72	6.0 mA	n/a	good	n/a
1152.71240234375	0.0002	electrical_stimulation	n/a	n/a	2360755	n/a	biphasic	LX11-LX12	71-72	6.0 mA	n/a	good	n/a
1157.48193359375	0.0002	electrical_stimulation	n/a	n/a	2370523	n/a	biphasic	LX11-LX12	71-72	6.0 mA	n/a	good	n/a
1162.42431640625	0.0002	electrical_stimulation	n/a	n/a	2380645	n/a	biphasic	LX11-LX12	71-72	6.0 mA	n/a	good	n/a
1167.73193359375	0.0002	electrical_stimulation	n/a	n/a	2391515	n/a	biphasic	LX11-LX12	71-72	6.0 mA	n/a	good	n/a
1171.88623046875	0.0002	electrical_stimulation	n/a	n/a	2400023	n/a	biphasic	LX11-LX12	71-72	6.0 mA	n/a	good	n/a
1176.5478515625	0.0002	electrical_stimulation	n/a	n/a	2409570	n/a	biphasic	LX11-LX12	71-72	6.0 mA	n/a	good	n/a
1181.8134765625	0.0002	electrical_stimulation	n/a	n/a	2420354	n/a	biphasic	LX11-LX12	71-72	6.0 mA	n/a	bad	small artifact ~ 0.4
1187.2353515625	0.0002	electrical_stimulation	n/a	n/a	2431458	n/a	biphasic	LX11-LX12	71-72	6.0 mA	n/a	good	n/a
1205.310546875	0.0002	electrical_stimulation	n/a	n/a	2468476	n/a	biphasic	LX12-LX13	72-73	6.0 mA	n/a	good	n/a
1210.529296875	0.0002	electrical_stimulation	n/a	n/a	2479164	n/a	biphasic	LX12-LX13	72-73	6.0 mA	n/a	good	n/a
1215.623046875	0.0002	electrical_stimulation	n/a	n/a	2489596	n/a	biphasic	LX12-LX13	72-73	6.0 mA	n/a	good	n/a
1219.970703125	0.0002	electrical_stimulation	n/a	n/a	2498500	n/a	biphasic	LX12-LX13	72-73	6.0 mA	n/a	good	n/a
1224.76171875	0.0002	electrical_stimulation	n/a	n/a	2508312	n/a	biphasic	LX12-LX13	72-73	6.0 mA	n/a	good	n/a
1228.96875	0.0002	electrical_stimulation	n/a	n/a	2516928	n/a	biphasic	LX12-LX13	72-73	6.0 mA	n/a	good	n/a
1233.478515625	0.0002	electrical_stimulation	n/a	n/a	2526164	n/a	biphasic	LX12-LX13	72-73	6.0 mA	n/a	good	n/a
1237.60205078125	0.0002	electrical_stimulation	n/a	n/a	2534609	n/a	biphasic	LX12-LX13	72-73	6.0 mA	n/a	good	n/a
1242.6484375	0.0002	electrical_stimulation	n/a	n/a	2544944	n/a	biphasic	LX12-LX13	72-73	6.0 mA	n/a	good	n/a
1247.345703125	0.0002	electrical_stimulation	n/a	n/a	2554564	n/a	biphasic	LX12-LX13	72-73	6.0 mA	n/a	good	n/a
1267.41796875	0.0002	electrical_stimulation	n/a	n/a	2595672	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	good	n/a
1273.423828125	0.0002	electrical_stimulation	n/a	n/a	2607972	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	good	n/a
1277.4697265625	0.0002	electrical_stimulation	n/a	n/a	2616258	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	good	n/a
1282.2451171875	0.0002	electrical_stimulation	n/a	n/a	2626038	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	good	artifact fixed when referencing to LV10
1287.87109375	0.0002	electrical_stimulation	n/a	n/a	2637560	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	good	n/a
1292.91650390625	0.0002	electrical_stimulation	n/a	n/a	2647893	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	good	n/a
1298.13525390625	0.0002	electrical_stimulation	n/a	n/a	2658581	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	good	n/a
1305.31884765625	0.0002	electrical_stimulation	n/a	n/a	2673293	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	good	n/a
1310.52197265625	0.0002	electrical_stimulation	n/a	n/a	2683949	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	good	n/a
1316.58935546875	0.0002	electrical_stimulation	n/a	n/a	2696375	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	bad	artifact ~ -0.9
1322.72119140625	0.0002	electrical_stimulation	n/a	n/a	2708933	n/a	biphasic	LX13-LX14	73-74	6.0 mA	n/a	good	n/a
1365.830078125	0.0002	electrical_stimulation	n/a	n/a	2797220	n/a	biphasic	LY1-LY2	76-77	6.0 mA	n/a	good	n/a
1371.65380859375	0.0002	electrical_stimulation	n/a	n/a	2809147	n/a	biphasic	LY1-LY2	76-77	6.0 mA	n/a	good	n/a
1376.90869140625	0.0002	electrical_stimulation	n/a	n/a	2819909	n/a	biphasic	LY1-LY2	76-77	6.0 mA	n/a	good	n/a
1382.68994140625	0.0002	electrical_stimulation	n/a	n/a	2831749	n/a	biphasic	LY1-LY2	76-77	6.0 mA	n/a	good	artifacts fixed when referencing to LV10
1388.1640625	0.0002	electrical_stimulation	n/a	n/a	2842960	n/a	biphasic	LY1-LY2	76-77	6.0 mA	n/a	good	artifact ~2s
1394.029296875	0.0002	electrical_stimulation	n/a	n/a	2854972	n/a	biphasic	LY1-LY2	76-77	6.0 mA	n/a	good	n/a
1399.26904296875	0.0002	electrical_stimulation	n/a	n/a	2865703	n/a	biphasic	LY1-LY2	76-77	6.0 mA	n/a	good	noise fixed when referencing to LV10
1404.998046875	0.0002	electrical_stimulation	n/a	n/a	2877436	n/a	biphasic	LY1-LY2	76-77	6.0 mA	n/a	good	n/a
1409.5703125	0.0002	electrical_stimulation	n/a	n/a	2886800	n/a	biphasic	LY1-LY2	76-77	6.0 mA	n/a	good	n/a
1414.580078125	0.0002	electrical_stimulation	n/a	n/a	2897060	n/a	biphasic	LY1-LY2	76-77	6.0 mA	n/a	good	n/a
1442.78125	0.0002	electrical_stimulation	n/a	n/a	2954816	n/a	biphasic	LZ1-LZ2	91-92	6.0 mA	n/a	good	n/a
1447.74853515625	0.0002	electrical_stimulation	n/a	n/a	2964989	n/a	biphasic	LZ1-LZ2	91-92	6.0 mA	n/a	good	n/a
1452.9150390625	0.0002	electrical_stimulation	n/a	n/a	2975570	n/a	biphasic	LZ1-LZ2	91-92	6.0 mA	n/a	good	n/a
1458.66552734375	0.0002	electrical_stimulation	n/a	n/a	2987347	n/a	biphasic	LZ1-LZ2	91-92	6.0 mA	n/a	good	n/a
1463.98828125	0.0002	electrical_stimulation	n/a	n/a	2998248	n/a	biphasic	LZ1-LZ2	91-92	6.0 mA	n/a	good	n/a
1468.6279296875	0.0002	electrical_stimulation	n/a	n/a	3007750	n/a	biphasic	LZ1-LZ2	91-92	6.0 mA	n/a	good	n/a
1473.3623046875	0.0002	electrical_stimulation	n/a	n/a	3017446	n/a	biphasic	LZ1-LZ2	91-92	6.0 mA	n/a	good	n/a
1478.00244140625	0.0002	electrical_stimulation	n/a	n/a	3026949	n/a	biphasic	LZ1-LZ2	91-92	6.0 mA	n/a	good	n/a
1483.29833984375	0.0002	electrical_stimulation	n/a	n/a	3037795	n/a	biphasic	LZ1-LZ2	91-92	6.0 mA	n/a	good	n/a
1488.55859375	0.0002	electrical_stimulation	n/a	n/a	3048568	n/a	biphasic	LZ1-LZ2	91-92	6.0 mA	n/a	good	n/a
1536.0751953125	0.0002	electrical_stimulation	n/a	n/a	3145882	n/a	biphasic	LJ1-LJ2	106-107	6.0 mA	n/a	good	n/a
1541.18896484375	0.0002	electrical_stimulation	n/a	n/a	3156355	n/a	biphasic	LJ1-LJ2	106-107	6.0 mA	n/a	good	n/a
1546.0673828125	0.0002	electrical_stimulation	n/a	n/a	3166346	n/a	biphasic	LJ1-LJ2	106-107	6.0 mA	n/a	good	n/a
1551.6044921875	0.0002	electrical_stimulation	n/a	n/a	3177686	n/a	biphasic	LJ1-LJ2	106-107	6.0 mA	n/a	good	n/a
1556.54736328125	0.0002	electrical_stimulation	n/a	n/a	3187809	n/a	biphasic	LJ1-LJ2	106-107	6.0 mA	n/a	good	n/a
1562.3173828125	0.0002	electrical_stimulation	n/a	n/a	3199626	n/a	biphasic	LJ1-LJ2	106-107	6.0 mA	n/a	good	n/a
