onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
26.7602	0.0002	Stimulus/S128	2	133801	63.0	70.0
33.8374	0.0002	Stimulus/S128	2	169187	63.0	70.0
40.9356	0.0002	Stimulus/S128	2	204678	63.0	70.0
49.006	0.0002	Stimulus/S128	2	245030	63.0	70.0
56.0902	0.0002	Stimulus/S128	2	280451	63.0	70.0
62.1606	0.0002	Stimulus/S128	2	310803	63.0	70.0
68.2238	0.0002	Stimulus/S128	2	341119	63.0	70.0
74.294	0.0002	Stimulus/S128	2	371470	63.0	70.0
81.3644	0.0002	Stimulus/S128	2	406822	63.0	70.0
88.4346	0.0002	Stimulus/S128	2	442173	63.0	70.0
95.498	0.0002	Stimulus/S128	2	477490	63.0	70.0
102.5684	0.0002	Stimulus/S128	2	512842	63.0	70.0
110.632	0.0002	Stimulus/S128	2	553160	63.0	70.0
118.7164	0.0002	Stimulus/S128	2	593582	63.0	70.0
124.7796	0.0002	Stimulus/S128	2	623898	63.0	70.0
131.843	0.0002	Stimulus/S128	2	659215	63.0	70.0
138.9134	0.0002	Stimulus/S128	2	694567	63.0	70.0
144.9836	0.0002	Stimulus/S128	2	724918	63.0	70.0
152.0472	0.0002	Stimulus/S128	2	760236	63.0	70.0
158.145	0.0002	Stimulus/S128	2	790725	63.0	70.0
165.2084	0.0002	Stimulus/S128	2	826042	63.0	70.0
171.2842	0.0002	Stimulus/S128	2	856421	63.0	70.0
177.349	0.0002	Stimulus/S128	2	886745	63.0	70.0
183.4192	0.0002	Stimulus/S128	2	917096	63.0	70.0
190.4896	0.0002	Stimulus/S128	2	952448	63.0	70.0
196.5528	0.0002	Stimulus/S128	2	982764	63.0	70.0
202.63	0.0002	Stimulus/S128	2	1013150	63.0	70.0
208.6932	0.0002	Stimulus/S128	2	1043466	63.0	70.0
214.7704	0.0002	Stimulus/S128	2	1073852	63.0	70.0
222.834	0.0002	Stimulus/S128	2	1114170	63.0	70.0
230.9044	0.0002	Stimulus/S128	2	1154522	63.0	70.0
236.9678	0.0002	Stimulus/S128	2	1184839	63.0	70.0
243.0382	0.0002	Stimulus/S128	2	1215191	63.0	70.0
250.1084	0.0002	Stimulus/S128	2	1250542	63.0	70.0
258.1768	0.0002	Stimulus/S128	2	1290884	63.0	70.0
266.2424	0.0002	Stimulus/S128	2	1331212	63.0	70.0
272.3056	0.0002	Stimulus/S128	2	1361528	63.0	70.0
279.3828	0.0002	Stimulus/S128	2	1396914	63.0	70.0
287.4464	0.0002	Stimulus/S128	2	1437232	63.0	70.0
295.517	0.0002	Stimulus/S128	2	1477585	63.0	70.0
303.5804	0.0002	Stimulus/S128	2	1517902	63.0	70.0
309.6438	0.0002	Stimulus/S128	2	1548219	63.0	70.0
316.7112	0.0002	Stimulus/S128	2	1583556	63.0	70.0
324.7776	0.0002	Stimulus/S128	2	1623888	63.0	70.0
330.8408	0.0002	Stimulus/S128	2	1654204	63.0	70.0
338.9184	0.0002	Stimulus/S128	2	1694592	63.0	70.0
346.9888	0.0002	Stimulus/S128	2	1734944	63.0	70.0
354.073	0.0002	Stimulus/S128	2	1770365	63.0	70.0
362.1436	0.0002	Stimulus/S128	2	1810718	63.0	70.0
370.207	0.0002	Stimulus/S128	2	1851035	63.0	70.0
378.2706	0.0002	Stimulus/S128	2	1891353	63.0	70.0
385.341	0.0002	Stimulus/S128	2	1926705	63.0	70.0
393.4114	0.0002	Stimulus/S128	2	1967057	63.0	70.0
401.475	0.0002	Stimulus/S128	2	2007375	63.0	70.0
