onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
23.4544	0.0002	Stimulus/S128	2	117272	63.0	70.0
29.2884	0.0002	Stimulus/S128	2	146442	63.0	70.0
37.1228	0.0002	Stimulus/S128	2	185614	63.0	70.0
43.957	0.0002	Stimulus/S128	2	219785	63.0	70.0
50.7912	0.0002	Stimulus/S128	2	253956	63.0	70.0
56.6252	0.0002	Stimulus/S128	2	283126	63.0	70.0
64.4596	0.0002	Stimulus/S128	2	322298	63.0	70.0
70.2938	0.0002	Stimulus/S128	2	351469	63.0	70.0
78.128	0.0002	Stimulus/S128	2	390640	63.0	70.0
83.9622	0.0002	Stimulus/S128	2	419811	63.0	70.0
91.7966	0.0002	Stimulus/S128	2	458983	63.0	70.0
99.6308	0.0002	Stimulus/S128	2	498154	63.0	70.0
106.4652	0.0002	Stimulus/S128	2	532326	63.0	70.0
112.2992	0.0002	Stimulus/S128	2	561496	63.0	70.0
119.1334	0.0002	Stimulus/S128	2	595667	63.0	70.0
126.9676	0.0002	Stimulus/S128	2	634838	63.0	70.0
134.802	0.0002	Stimulus/S128	2	674010	63.0	70.0
140.636	0.0002	Stimulus/S128	2	703180	63.0	70.0
147.4702	0.0002	Stimulus/S128	2	737351	63.0	70.0
155.3048	0.0002	Stimulus/S128	2	776524	63.0	70.0
162.139	0.0002	Stimulus/S128	2	810695	63.0	70.0
169.9732	0.0002	Stimulus/S128	2	849866	63.0	70.0
177.8076	0.0002	Stimulus/S128	2	889038	63.0	70.0
184.6418	0.0002	Stimulus/S128	2	923209	63.0	70.0
191.476	0.0002	Stimulus/S128	2	957380	63.0	70.0
197.3102	0.0002	Stimulus/S128	2	986551	63.0	70.0
203.1442	0.0002	Stimulus/S128	2	1015721	63.0	70.0
210.9786	0.0002	Stimulus/S128	2	1054893	63.0	70.0
216.8126	0.0002	Stimulus/S128	2	1084063	63.0	70.0
223.6468	0.0002	Stimulus/S128	2	1118234	63.0	70.0
231.4814	0.0002	Stimulus/S128	2	1157407	63.0	70.0
238.3156	0.0002	Stimulus/S128	2	1191578	63.0	70.0
244.1494	0.0002	Stimulus/S128	2	1220747	63.0	70.0
249.9836	0.0002	Stimulus/S128	2	1249918	63.0	70.0
256.8178	0.0002	Stimulus/S128	2	1284089	63.0	70.0
262.6518	0.0002	Stimulus/S128	2	1313259	63.0	70.0
270.4862	0.0002	Stimulus/S128	2	1352431	63.0	70.0
278.3206	0.0002	Stimulus/S128	2	1391603	63.0	70.0
285.1548	0.0002	Stimulus/S128	2	1425774	63.0	70.0
290.9888	0.0002	Stimulus/S128	2	1454944	63.0	70.0
296.823	0.0002	Stimulus/S128	2	1484115	63.0	70.0
302.657	0.0002	Stimulus/S128	2	1513285	63.0	70.0
309.4912	0.0002	Stimulus/S128	2	1547456	63.0	70.0
317.3256	0.0002	Stimulus/S128	2	1586628	63.0	70.0
324.1652	0.0002	Stimulus/S128	2	1620826	63.0	70.0
331.001	0.0002	Stimulus/S128	2	1655005	63.0	70.0
337.8352	0.0002	Stimulus/S128	2	1689176	63.0	70.0
345.6696	0.0002	Stimulus/S128	2	1728348	63.0	70.0
351.5036	0.0002	Stimulus/S128	2	1757518	63.0	70.0
358.338	0.0002	Stimulus/S128	2	1791690	63.0	70.0
365.1722	0.0002	Stimulus/S128	2	1825861	63.0	70.0
371.0062	0.0002	Stimulus/S128	2	1855031	63.0	70.0
378.8406	0.0002	Stimulus/S128	2	1894203	63.0	70.0
386.6748	0.0002	Stimulus/S128	2	1933374	63.0	70.0
