onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
11.617	0.0002	Stimulus/S128	2	58085	63.0	70.0
19.6804	0.0002	Stimulus/S128	2	98402	63.0	70.0
25.7506	0.0002	Stimulus/S128	2	128753	63.0	70.0
33.814	0.0002	Stimulus/S128	2	169070	63.0	70.0
41.8776	0.0002	Stimulus/S128	2	209388	63.0	70.0
47.941	0.0002	Stimulus/S128	2	239705	63.0	70.0
56.0044	0.0002	Stimulus/S128	2	280022	63.0	70.0
63.0748	0.0002	Stimulus/S128	2	315374	63.0	70.0
71.1452	0.0002	Stimulus/S128	2	355726	63.0	70.0
78.2156	0.0002	Stimulus/S128	2	391078	63.0	70.0
86.2862	0.0002	Stimulus/S128	2	431431	63.0	70.0
92.3494	0.0002	Stimulus/S128	2	461747	63.0	70.0
100.4268	0.0002	Stimulus/S128	2	502134	63.0	70.0
106.497	0.0002	Stimulus/S128	2	532485	63.0	70.0
114.5676	0.0002	Stimulus/S128	2	572838	63.0	70.0
120.6378	0.0002	Stimulus/S128	2	603189	63.0	70.0
126.701	0.0002	Stimulus/S128	2	633505	63.0	70.0
134.7716	0.0002	Stimulus/S128	2	673858	63.0	70.0
140.8418	0.0002	Stimulus/S128	2	704209	63.0	70.0
146.912	0.0002	Stimulus/S128	2	734560	63.0	70.0
154.9756	0.0002	Stimulus/S128	2	774878	63.0	70.0
162.039	0.0002	Stimulus/S128	2	810195	63.0	70.0
170.1026	0.0002	Stimulus/S128	2	850513	63.0	70.0
176.1658	0.0002	Stimulus/S128	2	880829	63.0	70.0
183.236	0.0002	Stimulus/S128	2	916180	63.0	70.0
190.3134	0.0002	Stimulus/S128	2	951567	63.0	70.0
198.3978	0.0002	Stimulus/S128	2	991989	63.0	70.0
206.4752	0.0002	Stimulus/S128	2	1032376	63.0	70.0
212.5386	0.0002	Stimulus/S128	2	1062693	63.0	70.0
220.6022	0.0002	Stimulus/S128	2	1103011	63.0	70.0
227.6654	0.0002	Stimulus/S128	2	1138327	63.0	70.0
235.736	0.0002	Stimulus/S128	2	1178680	63.0	70.0
241.813	0.0002	Stimulus/S128	2	1209065	63.0	70.0
249.8974	0.0002	Stimulus/S128	2	1249487	63.0	70.0
256.9748	0.0002	Stimulus/S128	2	1284874	63.0	70.0
264.059	0.0002	Stimulus/S128	2	1320295	63.0	70.0
271.1364	0.0002	Stimulus/S128	2	1355682	63.0	70.0
278.1998	0.0002	Stimulus/S128	2	1390999	63.0	70.0
284.2632	0.0002	Stimulus/S128	2	1421316	63.0	70.0
291.3264	0.0002	Stimulus/S128	2	1456632	63.0	70.0
298.3898	0.0002	Stimulus/S128	2	1491949	63.0	70.0
305.4532	0.0002	Stimulus/S128	2	1527266	63.0	70.0
312.5306	0.0002	Stimulus/S128	2	1562653	63.0	70.0
318.6008	0.0002	Stimulus/S128	2	1593004	63.0	70.0
324.671	0.0002	Stimulus/S128	2	1623355	63.0	70.0
330.7342	0.0002	Stimulus/S128	2	1653671	63.0	70.0
337.8048	0.0002	Stimulus/S128	2	1689024	63.0	70.0
344.9	0.0002	Stimulus/S128	2	1724500	63.0	70.0
350.966	0.0002	Stimulus/S128	2	1754830	63.0	70.0
357.0296	0.0002	Stimulus/S128	2	1785148	63.0	70.0
363.0926	0.0002	Stimulus/S128	2	1815463	63.0	70.0
370.1562	0.0002	Stimulus/S128	2	1850781	63.0	70.0
378.2404	0.0002	Stimulus/S128	2	1891202	63.0	70.0
385.3178	0.0002	Stimulus/S128	2	1926589	63.0	70.0
