onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
9.774	0.0002	Stimulus/S128	2	48870	63.0	70.0
15.858	0.0002	Stimulus/S128	2	79290	63.0	70.0
23.9216	0.0002	Stimulus/S128	2	119608	63.0	70.0
29.9988	0.0002	Stimulus/S128	2	149994	63.0	70.0
37.083	0.0002	Stimulus/S128	2	185415	63.0	70.0
45.1466	0.0002	Stimulus/S128	2	225733	63.0	70.0
51.2236	0.0002	Stimulus/S128	2	256118	63.0	70.0
57.294	0.0002	Stimulus/S128	2	286470	63.0	70.0
65.3922	0.0002	Stimulus/S128	2	326961	63.0	70.0
72.4556	0.0002	Stimulus/S128	2	362278	63.0	70.0
79.5398	0.0002	Stimulus/S128	2	397699	63.0	70.0
85.6032	0.0002	Stimulus/S128	2	428016	63.0	70.0
93.6666	0.0002	Stimulus/S128	2	468333	63.0	70.0
100.7372	0.0002	Stimulus/S128	2	503686	63.0	70.0
107.8144	0.0002	Stimulus/S128	2	539072	63.0	70.0
113.8776	0.0002	Stimulus/S128	2	569388	63.0	70.0
121.948	0.0002	Stimulus/S128	2	609740	63.0	70.0
130.0116	0.0002	Stimulus/S128	2	650058	63.0	70.0
136.0748	0.0002	Stimulus/S128	2	680374	63.0	70.0
143.1522	0.0002	Stimulus/S128	2	715761	63.0	70.0
150.2364	0.0002	Stimulus/S128	2	751182	63.0	70.0
157.3068	0.0002	Stimulus/S128	2	786534	63.0	70.0
165.3706	0.0002	Stimulus/S128	2	826853	63.0	70.0
173.4338	0.0002	Stimulus/S128	2	867169	63.0	70.0
180.4974	0.0002	Stimulus/S128	2	902487	63.0	70.0
187.5606	0.0002	Stimulus/S128	2	937803	63.0	70.0
193.624	0.0002	Stimulus/S128	2	968120	63.0	70.0
201.7084	0.0002	Stimulus/S128	2	1008542	63.0	70.0
207.7854	0.0002	Stimulus/S128	2	1038927	63.0	70.0
213.8558	0.0002	Stimulus/S128	2	1069279	63.0	70.0
220.9192	0.0002	Stimulus/S128	2	1104596	63.0	70.0
226.9964	0.0002	Stimulus/S128	2	1134982	63.0	70.0
235.06	0.0002	Stimulus/S128	2	1175300	63.0	70.0
243.1304	0.0002	Stimulus/S128	2	1215652	63.0	70.0
251.194	0.0002	Stimulus/S128	2	1255970	63.0	70.0
257.264	0.0002	Stimulus/S128	2	1286320	63.0	70.0
263.383	0.0002	Stimulus/S128	2	1316915	63.0	70.0
271.4466	0.0002	Stimulus/S128	2	1357233	63.0	70.0
277.5168	0.0002	Stimulus/S128	2	1387584	63.0	70.0
284.587	0.0002	Stimulus/S128	2	1422935	63.0	70.0
291.6574	0.0002	Stimulus/S128	2	1458287	63.0	70.0
297.7416	0.0002	Stimulus/S128	2	1488708	63.0	70.0
304.8048	0.0002	Stimulus/S128	2	1524024	63.0	70.0
312.8686	0.0002	Stimulus/S128	2	1564343	63.0	70.0
320.939	0.0002	Stimulus/S128	2	1604695	63.0	70.0
327.0022	0.0002	Stimulus/S128	2	1635011	63.0	70.0
335.0728	0.0002	Stimulus/S128	2	1675364	63.0	70.0
342.143	0.0002	Stimulus/S128	2	1710715	63.0	70.0
348.2202	0.0002	Stimulus/S128	2	1741101	63.0	70.0
356.2908	0.0002	Stimulus/S128	2	1781454	63.0	70.0
363.368	0.0002	Stimulus/S128	2	1816840	63.0	70.0
370.4314	0.0002	Stimulus/S128	2	1852157	63.0	70.0
378.5004	0.0002	Stimulus/S128	2	1892502	63.0	70.0
385.6486	0.0002	Stimulus/S128	2	1928243	63.0	70.0
