onset	duration	sample	type	value	event
1.972	0	1973	STI101	5888	---
5.124	0	5125	STI101	64	Localiser Sound onset
11.813	0	11814	STI101	64	Localiser Sound onset
15.582	0	15583	STI101	5888	---
