onset	duration	weight	memtype	resolution	memcond	phase	trial	run	eye
7.9993686999951	0.164	1	3	2	3	1	1	10	1
7.9993686999951	5	1	3	2	3	1	1	10	0
8.2013686999951	0.3	1	3	2	3	1	1	10	1
8.5373686999951	0.828	1	3	2	3	1	1	10	1
9.3733686999951	0.214	1	3	2	3	1	1	10	1
9.6233686999951	0.11	1	3	2	3	1	1	10	1
9.7633686999951	0.792	1	3	2	3	1	1	10	1
10.5733686999951	1.704	1	3	2	3	1	1	10	1
12.2893686999951	0.928	1	3	2	3	1	1	10	1
22.4986958000227	0.218	1	3	2	3	2	1	10	1
22.4986958000227	5	1	3	2	3	2	1	10	0
22.7426958000227	0.248	1	3	2	3	2	1	10	1
23.0066958000227	0.184	1	3	2	3	2	1	10	1
23.2306958000227	0.198	1	3	2	3	2	1	10	1
23.4526958000227	0.198	1	3	2	3	2	1	10	1
23.6766958000227	0.396	1	3	2	3	2	1	10	1
24.1146958000227	0.126	1	3	2	3	2	1	10	1
24.2646958000227	0.484	1	3	2	3	2	1	10	1
24.7966958000227	0.398	1	3	2	3	2	1	10	1
25.2126958000227	0.65	1	3	2	3	2	1	10	1
25.8866958000227	0.614	1	3	2	3	2	1	10	1
26.5186958000227	0.26	1	3	2	3	2	1	10	1
26.7986958000227	0.194	1	3	2	3	2	1	10	1
27.0146958000227	0.21	1	3	2	3	2	1	10	1
27.2446958000227	0.304	1	3	2	3	2	1	10	1
28.9983553000202	3	1	3	2	3	3	1	10	0
35.9979628000001	0.152	1	4	1	2	1	2	10	1
35.9979628000001	5	1	4	1	2	1	2	10	0
36.1819628000001	0.572	1	4	1	2	1	2	10	1
36.7819628000001	0.422	1	4	1	2	1	2	10	1
37.2939628000001	0.078	1	4	1	2	1	2	10	1
37.3919628000001	1.404	1	4	1	2	1	2	10	1
38.8059628000001	1.57	1	4	1	2	1	2	10	1
40.3939628000001	1.282	1	4	1	2	1	2	10	1
50.4972794000059	0.23	1	4	1	2	2	2	10	1
50.4972794000059	5	1	4	1	2	2	2	10	0
50.7492794000059	1.14	1	4	1	2	2	2	10	1
51.9312794000059	0.168	1	4	1	2	2	2	10	1
52.1492794000059	0.184	1	4	1	2	2	2	10	1
52.3532794000059	0.302	1	4	1	2	2	2	10	1
52.6912794000059	0.23	1	4	1	2	2	2	10	1
52.9672794000059	0.172	1	4	1	2	2	2	10	1
53.1472794000059	0.584	1	4	1	2	2	2	10	1
53.8612794000059	0.042	1	4	1	2	2	2	10	1
53.9532794000059	0.074	1	4	1	2	2	2	10	1
54.0372794000059	0.122	1	4	1	2	2	2	10	1
54.2032794000059	0.174	1	4	1	2	2	2	10	1
54.4032794000059	0.25	1	4	1	2	2	2	10	1
54.6812794000059	0.66	1	4	1	2	2	2	10	1
55.4032794000059	0.118	1	4	1	2	2	2	10	1
57.9969141000183	3	1	4	1	2	3	2	10	0
64.7466087000212	0.188	1	1	2	1	1	3	10	1
64.7466087000212	5	1	1	2	1	1	3	10	0
64.9726087000212	0.244	1	1	2	1	1	3	10	1
65.2406087000212	0.172	1	1	2	1	1	3	10	1
65.4286087000212	0.976	1	1	2	1	1	3	10	1
66.4126087000212	1.582	1	1	2	1	1	3	10	1
68.0026087000212	0.128	1	1	2	1	1	3	10	1
68.1506087000212	0.178	1	1	2	1	1	3	10	1
68.3546087000212	0.734	1	1	2	1	1	3	10	1
69.1006087000212	0.126	1	1	2	1	1	3	10	1
69.2346087000212	0.94	1	1	2	1	1	3	10	1
78.2459260000032	0.174	1	1	2	1	2	3	10	1
78.2459260000032	5	1	1	2	1	2	3	10	0
78.4459260000032	0.272	1	1	2	1	2	3	10	1
78.7559260000032	0.2	1	1	2	1	2	3	10	1
78.9759260000032	0.23	1	1	2	1	2	3	10	1
79.2279260000032	0.242	1	1	2	1	2	3	10	1
79.4979260000032	0.146	1	1	2	1	2	3	10	1
79.6839260000032	0.162	1	1	2	1	2	3	10	1
79.8699260000032	0.732	1	1	2	1	2	3	10	1
80.6259260000032	0.206	1	1	2	1	2	3	10	1
80.8559260000032	0.704	1	1	2	1	2	3	10	1
81.5959260000032	0.058	1	1	2	1	2	3	10	1
81.6819260000032	0.208	1	1	2	1	2	3	10	1
81.9119260000032	0.364	1	1	2	1	2	3	10	1
82.2979260000032	0.108	1	1	2	1	2	3	10	1
82.4259260000032	0.228	1	1	2	1	2	3	10	1
82.6659260000032	0.256	1	1	2	1	2	3	10	1
82.9339260000032	0.254	1	1	2	1	2	3	10	1
84.4956334000162	3	1	1	2	1	3	3	10	0
92.2452772000106	0.024	1	3	1	3	1	4	10	1
92.2452772000106	5	1	3	1	3	1	4	10	0
92.2852772000106	0.116	1	3	1	3	1	4	10	1
92.4432772000106	0.066	1	3	1	3	1	4	10	1
92.5312772000106	0.38	1	3	1	3	1	4	10	1
92.9372772000106	0.264	1	3	1	3	1	4	10	1
93.2312772000106	0.4	1	3	1	3	1	4	10	1
93.6472772000106	0.126	1	3	1	3	1	4	10	1
93.7892772000106	2.728	1	3	1	3	1	4	10	1
96.5472772000106	0.922	1	3	1	3	1	4	10	1
106.244561600004	0.496	1	3	1	3	2	4	10	1
106.244561600004	5	1	3	1	3	2	4	10	0
106.762561600004	0.7	1	3	1	3	2	4	10	1
107.476561600004	0.256	1	3	1	3	2	4	10	1
107.756561600004	1.648	1	3	1	3	2	4	10	1
109.536561600004	0.106	1	3	1	3	2	4	10	1
109.688561600004	0.338	1	3	1	3	2	4	10	1
110.092561600004	0.05	1	3	1	3	2	4	10	1
110.154561600004	0.036	1	3	1	3	2	4	10	1
110.242561600004	0.168	1	3	1	3	2	4	10	1
110.760561600004	0.068	1	3	1	3	2	4	10	1
110.846561600004	0.1	1	3	1	3	2	4	10	1
110.986561600004	0.32	1	3	1	3	2	4	10	1
113.994186199998	3	1	3	1	3	3	4	10	0
120.243887600023	0.5	1	4	2	4	1	5	10	1
120.243887600023	5	1	4	2	4	1	5	10	0
120.751887600023	3.226	1	4	2	4	1	5	10	1
123.995887600023	0.692	1	4	2	4	1	5	10	1
124.697887600023	1.348	1	4	2	4	1	5	10	1
134.243191300018	0.25	1	4	2	4	2	5	10	1
134.243191300018	5	1	4	2	4	2	5	10	0
134.515191300018	0.146	1	4	2	4	2	5	10	1
134.677191300018	0.632	1	4	2	4	2	5	10	1
135.333191300018	0.092	1	4	2	4	2	5	10	1
135.457191300018	0.26	1	4	2	4	2	5	10	1
135.779191300018	0.126	1	4	2	4	2	5	10	1
135.925191300018	0.114	1	4	2	4	2	5	10	1
136.059191300018	0.334	1	4	2	4	2	5	10	1
136.453191300018	0.136	1	4	2	4	2	5	10	1
136.653191300018	0.158	1	4	2	4	2	5	10	1
136.823191300018	0.15	1	4	2	4	2	5	10	1
136.993191300018	0.578	1	4	2	4	2	5	10	1
137.595191300018	0.472	1	4	2	4	2	5	10	1
138.093191300018	0.14	1	4	2	4	2	5	10	1
138.255191300018	0.18	1	4	2	4	2	5	10	1
138.453191300018	0.424	1	4	2	4	2	5	10	1
138.921191300018	0.328	1	4	2	4	2	5	10	1
140.492902800004	3	1	4	2	4	3	5	10	0
147.992533200013	0.126	1	4	2	2	1	6	10	1
147.992533200013	5	1	4	2	2	1	6	10	0
148.156533200013	0.126	1	4	2	2	1	6	10	1
148.302533200013	0.566	1	4	2	2	1	6	10	1
148.916533200013	0.152	1	4	2	2	1	6	10	1
149.092533200013	0.098	1	4	2	2	1	6	10	1
149.230533200013	0.112	1	4	2	2	1	6	10	1
149.358533200013	0.058	1	4	2	2	1	6	10	1
149.454533200013	0.082	1	4	2	2	1	6	10	1
149.546533200013	0.082	1	4	2	2	1	6	10	1
149.692533200013	0.266	1	4	2	2	1	6	10	1
149.988533200013	0.478	1	4	2	2	1	6	10	1
150.480533200013	1.096	1	4	2	2	1	6	10	1
151.586533200013	1.626	1	4	2	2	1	6	10	1
161.991835399996	0.13	1	4	2	2	2	6	10	1
161.991835399996	5	1	4	2	2	2	6	10	0
162.161835399996	0.178	1	4	2	2	2	6	10	1
162.355835399996	0.16	1	4	2	2	2	6	10	1
162.561835399996	0.336	1	4	2	2	2	6	10	1
162.931835399996	0.262	1	4	2	2	2	6	10	1
163.211835399996	0.246	1	4	2	2	2	6	10	1
163.495835399996	0.104	1	4	2	2	2	6	10	1
163.645835399996	0.116	1	4	2	2	2	6	10	1
163.775835399996	0.434	1	4	2	2	2	6	10	1
164.239835399996	0.248	1	4	2	2	2	6	10	1
164.547835399997	0.174	1	4	2	2	2	6	10	1
164.739835399996	0.274	1	4	2	2	2	6	10	1
165.023835399996	0.736	1	4	2	2	2	6	10	1
165.779835399997	0.116	1	4	2	2	2	6	10	1
165.911835399996	0.242	1	4	2	2	2	6	10	1
166.183835399996	0.47	1	4	2	2	2	6	10	1
168.741642800014	3	1	4	2	2	3	6	10	0
175.741178700002	0.136	1	3	2	4	1	7	10	1
175.741178700002	5	1	3	2	4	1	7	10	0
175.917178700002	0.58	1	3	2	4	1	7	10	1
176.515178700002	0.204	1	3	2	4	1	7	10	1
176.757178700002	0.39	1	3	2	4	1	7	10	1
177.173178700002	0.154	1	3	2	4	1	7	10	1
177.373178700002	0.158	1	3	2	4	1	7	10	1
177.557178700002	0.124	1	3	2	4	1	7	10	1
177.733178700002	0.196	1	3	2	4	1	7	10	1
177.969178700002	0.046	1	3	2	4	1	7	10	1
178.073178700002	0.322	1	3	2	4	1	7	10	1
178.423178700002	0.186	1	3	2	4	1	7	10	1
178.617178700002	1.474	1	3	2	4	1	7	10	1
180.113178700002	1.038	1	3	2	4	1	7	10	1
189.74050450002	0.18	1	3	2	4	2	7	10	1
189.74050450002	5	1	3	2	4	2	7	10	0
189.94250450002	0.118	1	3	2	4	2	7	10	1
190.09450450002	0.566	1	3	2	4	2	7	10	1
190.66850450002	0.328	1	3	2	4	2	7	10	1
191.04450450002	0.212	1	3	2	4	2	7	10	1
191.27250450002	0.06	1	3	2	4	2	7	10	1
191.38250450002	0.314	1	3	2	4	2	7	10	1
191.73050450002	0.146	1	3	2	4	2	7	10	1
191.98450450002	0.144	1	3	2	4	2	7	10	1
192.16250450002	0.088	1	3	2	4	2	7	10	1
192.27250450002	0.392	1	3	2	4	2	7	10	1
192.67650450002	0.212	1	3	2	4	2	7	10	1
192.93050450002	0.22	1	3	2	4	2	7	10	1
193.16650450002	0.216	1	3	2	4	2	7	10	1
193.41650450002	0.546	1	3	2	4	2	7	10	1
193.98450450002	0.26	1	3	2	4	2	7	10	1
194.25250450002	0.306	1	3	2	4	2	7	10	1
194.59050450002	0.132	1	3	2	4	2	7	10	1
197.490119099995	3	1	3	2	4	3	7	10	0
203.739826300007	0.166	1	3	1	4	1	8	10	1
203.739826300007	5	1	3	1	4	1	8	10	0
203.937826300007	0.11	1	3	1	4	1	8	10	1
204.119826300007	0.058	1	3	1	4	1	8	10	1
204.187826300007	0.102	1	3	1	4	1	8	10	1
204.301826300007	0.048	1	3	1	4	1	8	10	1
204.383826300007	0.172	1	3	1	4	1	8	10	1
204.573826300007	0.152	1	3	1	4	1	8	10	1
204.755826300007	0.192	1	3	1	4	1	8	10	1
204.965826300007	0.218	1	3	1	4	1	8	10	1
205.203826300007	0.26	1	3	1	4	1	8	10	1
205.485826300007	0.62	1	3	1	4	1	8	10	1
206.121826300007	0.304	1	3	1	4	1	8	10	1
206.439826300007	0.042	1	3	1	4	1	8	10	1
206.491826300007	0.75	1	3	1	4	1	8	10	1
207.255826300007	0.29	1	3	1	4	1	8	10	1
207.561826300007	2.938	1	3	1	4	1	8	10	1
217.739095600002	0.312	1	3	1	4	2	8	10	1
217.739095600002	5	1	3	1	4	2	8	10	0
218.071095600002	0.264	1	3	1	4	2	8	10	1
218.353095600002	0.712	1	3	1	4	2	8	10	1
219.085095600002	1.036	1	3	1	4	2	8	10	1
220.135095600002	0.306	1	3	1	4	2	8	10	1
220.457095600002	0.43	1	3	1	4	2	8	10	1
220.937095600002	0.192	1	3	1	4	2	8	10	1
221.169095600002	0.27	1	3	1	4	2	8	10	1
221.465095600002	0.152	1	3	1	4	2	8	10	1
221.643095600002	0.236	1	3	1	4	2	8	10	1
221.913095600002	0.5	1	3	1	4	2	8	10	1
225.488736700005	3	1	3	1	4	3	8	10	0
231.738467700023	0.13	1	1	1	1	1	9	10	1
231.738467700023	5	1	1	1	1	1	9	10	0
231.922467700023	0.36	1	1	1	1	1	9	10	1
232.306467700023	0.252	1	1	1	1	1	9	10	1
232.584467700023	0.542	1	1	1	1	1	9	10	1
233.160467700023	0.156	1	1	1	1	1	9	10	1
233.354467700023	0.188	1	1	1	1	1	9	10	1
233.568467700023	0.728	1	1	1	1	1	9	10	1
234.308467700023	0.176	1	1	1	1	1	9	10	1
234.504467700023	0.956	1	1	1	1	1	9	10	1
235.468467700023	1.62	1	1	1	1	1	9	10	1
245.987736500014	5	1	1	1	1	2	9	10	0
245.995736500014	0.276	1	1	1	1	2	9	10	1
246.305736500014	0.172	1	1	1	1	2	9	10	1
246.515736500014	0.39	1	1	1	1	2	9	10	1
246.931736500014	0.33	1	1	1	1	2	9	10	1
247.287736500014	0.926	1	1	1	1	2	9	10	1
248.239736500014	0.03	1	1	1	1	2	9	10	1
248.295736500014	0.222	1	1	1	1	2	9	10	1
248.545736500014	0.61	1	1	1	1	2	9	10	1
249.187736500014	0.294	1	1	1	1	2	9	10	1
249.513736500014	0.208	1	1	1	1	2	9	10	1
249.767736500014	0.04	1	1	1	1	2	9	10	1
249.841736500014	0.32	1	1	1	1	2	9	10	1
250.195736500014	0.044	1	1	1	1	2	9	10	1
250.295736500014	0.274	1	1	1	1	2	9	10	1
250.581736500014	0.064	1	1	1	1	2	9	10	1
250.683736500014	0.36	1	1	1	1	2	9	10	1
252.23742260001	3	1	1	1	1	3	9	10	0
259.737097300007	0.144	1	3	1	3	1	10	10	1
259.737097300007	5	1	3	1	3	1	10	10	0
259.923097300007	0.2	1	3	1	3	1	10	10	1
260.133097300007	0.08	1	3	1	3	1	10	10	1
260.269097300007	0.07	1	3	1	3	1	10	10	1
260.371097300007	0.14	1	3	1	3	1	10	10	1
260.531097300007	0.38	1	3	1	3	1	10	10	1
260.943097300007	0.262	1	3	1	3	1	10	10	1
261.235097300007	0.24	1	3	1	3	1	10	10	1
261.489097300007	0.646	1	3	1	3	1	10	10	1
262.145097300007	0.198	1	3	1	3	1	10	10	1
262.357097300007	0.716	1	3	1	3	1	10	10	1
263.089097300007	0.344	1	3	1	3	1	10	10	1
263.453097300007	0.476	1	3	1	3	1	10	10	1
263.937097300007	0.128	1	3	1	3	1	10	10	1
264.105097300007	0.124	1	3	1	3	1	10	10	1
264.271097300007	1.022	1	3	1	3	1	10	10	1
274.736326700018	0.27	1	3	1	3	2	10	10	1
274.736326700018	5	1	3	1	3	2	10	10	0
275.026326700018	0.148	1	3	1	3	2	10	10	1
275.196326700018	0.128	1	3	1	3	2	10	10	1
275.340326700018	0.212	1	3	1	3	2	10	10	1
275.574326700018	0.504	1	3	1	3	2	10	10	1
276.090326700018	0.182	1	3	1	3	2	10	10	1
276.284326700018	0.118	1	3	1	3	2	10	10	1
276.424326700018	0.554	1	3	1	3	2	10	10	1
277.012326700018	0.026	1	3	1	3	2	10	10	1
277.066326700018	0.124	1	3	1	3	2	10	10	1
277.246326700018	0.134	1	3	1	3	2	10	10	1
277.404326700018	0.908	1	3	1	3	2	10	10	1
278.330326700018	0.176	1	3	1	3	2	10	10	1
278.520326700018	1.188	1	3	1	3	2	10	10	1
281.735980800004	3	1	3	1	3	3	10	10	0
289.2356134	0.148	1	3	1	4	1	11	10	1
289.2356134	5	1	3	1	4	1	11	10	0
289.4216134	0.294	1	3	1	4	1	11	10	1
289.7276134	0.256	1	3	1	4	1	11	10	1
290.0216134	0.492	1	3	1	4	1	11	10	1
290.5376134	0.226	1	3	1	4	1	11	10	1
290.7776134	1.954	1	3	1	4	1	11	10	1
292.7496134	0.864	1	3	1	4	1	11	10	1
293.6356134	4.428	1	3	1	4	1	11	10	1
302.984940399998	0.312	1	3	1	4	2	11	10	1
302.984940399998	5	1	3	1	4	2	11	10	0
303.306940399998	0.058	1	3	1	4	2	11	10	1
303.392940399998	0.152	1	3	1	4	2	11	10	1
303.584940399998	0.258	1	3	1	4	2	11	10	1
303.860940399998	0.894	1	3	1	4	2	11	10	1
304.776940399998	0.67	1	3	1	4	2	11	10	1
305.470940399998	0.194	1	3	1	4	2	11	10	1
305.682940399998	1.122	1	3	1	4	2	11	10	1
306.816940399998	0.538	1	3	1	4	2	11	10	1
307.376940399998	0.02	1	3	1	4	2	11	10	1
307.682940399998	0.278	1	3	1	4	2	11	10	1
307.974940399998	1.216	1	3	1	4	2	11	10	1
308.984659600013	3	1	3	1	4	3	11	10	0
316.734274000017	0.138	1	1	2	1	1	12	10	1
316.734274000017	5	1	1	2	1	1	12	10	0
316.910274000017	0.174	1	1	2	1	1	12	10	1
317.092274000017	0.252	1	1	2	1	1	12	10	1
317.384274000017	0.814	1	1	2	1	1	12	10	1
318.226274000017	0.092	1	1	2	1	1	12	10	1
318.328274000017	0.642	1	1	2	1	1	12	10	1
319.012274000017	0.234	1	1	2	1	1	12	10	1
319.278274000017	0.208	1	1	2	1	1	12	10	1
319.510274000017	0.568	1	1	2	1	1	12	10	1
320.100274000017	1.356	1	1	2	1	1	12	10	1
321.476274000017	1.07	1	1	2	1	1	12	10	1
330.983567999996	0.348	1	1	2	1	2	12	10	1
330.983567999996	5	1	1	2	1	2	12	10	0
