onset	duration	weight	memtype	resolution	memcond	phase	trial	run	eye
185.999332800013	0.347	1	3	1	4	1	1	14	1
185.999332800013	5	1	3	1	4	1	1	14	0
186.360332800013	0.242	1	3	1	4	1	1	14	1
186.642332800013	0.25	1	3	1	4	1	1	14	1
186.934332800013	0.442	1	3	1	4	1	1	14	1
187.386332800013	0.144	1	3	1	4	1	1	14	1
187.544332800013	3.582	1	3	1	4	1	1	14	1
199.998655200005	0.187	1	3	1	4	2	1	14	1
199.998655200005	5	1	3	1	4	2	1	14	0
200.207655200005	0.24	1	3	1	4	2	1	14	1
200.469655200005	0.762	1	3	1	4	2	1	14	1
201.265655200005	0.97	1	3	1	4	2	1	14	1
202.245655200005	0.28	1	3	1	4	2	1	14	1
202.551655200005	0.41	1	3	1	4	2	1	14	1
202.977655200005	1.708	1	3	1	4	2	1	14	1
207.248336700024	3	1	3	1	4	3	1	14	0
213.74798070002	0.147	1	3	1	2	1	2	14	1
213.74798070002	5	1	3	1	2	1	2	14	0
213.93698070002	0.216	1	3	1	2	1	2	14	1
214.19098070002	0.908	1	3	1	2	1	2	14	1
215.12298070002	0.932	1	3	1	2	1	2	14	1
216.06498070002	2.126	1	3	1	2	1	2	14	1
218.22698070002	0.108	1	3	1	2	1	2	14	1
218.35298070002	0.284	1	3	1	2	1	2	14	1
227.497289000021	0.165	1	3	1	2	2	2	14	1
227.497289000021	5	1	3	1	2	2	2	14	0
227.706289000021	0.184	1	3	1	2	2	2	14	1
227.920289000021	0.124	1	3	1	2	2	2	14	1
228.078289000021	0.762	1	3	1	2	2	2	14	1
228.862289000021	0.254	1	3	1	2	2	2	14	1
229.140289000021	0.6	1	3	1	2	2	2	14	1
229.756289000021	1.1	1	3	1	2	2	2	14	1
230.880289000021	0.152	1	3	1	2	2	2	14	1
231.052289000021	0.23	1	3	1	2	2	2	14	1
231.322289000021	0.052	1	3	1	2	2	2	14	1
231.384289000021	0.252	1	3	1	2	2	2	14	1
231.666289000021	0.282	1	3	1	2	2	2	14	1
232.346289000021	0.374	1	3	1	2	2	2	14	1
236.496846500027	3	1	3	1	2	3	2	14	0
241.746604900021	0.157	1	1	2	1	1	3	14	1
241.746604900021	5	1	1	2	1	1	3	14	0
241.951604900021	0.178	1	1	2	1	1	3	14	1
242.137604900021	0.166	1	1	2	1	1	3	14	1
242.343604900021	0.562	1	1	2	1	1	3	14	1
242.941604900021	0.088	1	1	2	1	1	3	14	1
243.045604900021	0.028	1	1	2	1	1	3	14	1
243.087604900021	0.026	1	1	2	1	1	3	14	1
243.267604900021	0.062	1	1	2	1	1	3	14	1
243.383604900021	0.156	1	1	2	1	1	3	14	1
243.567604900021	0.4	1	1	2	1	1	3	14	1
244.179604900021	0.38	1	1	2	1	1	3	14	1
244.591604900021	0.422	1	1	2	1	1	3	14	1
245.035604900021	0.988	1	1	2	1	1	3	14	1
246.343604900021	0.162	1	1	2	1	1	3	14	1
