onset	duration	weight	memtype	resolution	memcond	phase	trial	run	eye
11.9996168000216	5	1	3	1	3	1	1	15	0
12.0106168000216	0.122	1	3	1	3	1	1	15	1
12.2066168000216	0.138	1	3	1	3	1	1	15	1
12.3926168000216	0.298	1	3	1	3	1	1	15	1
12.7286168000216	0.474	1	3	1	3	1	1	15	1
13.2486168000216	0.388	1	3	1	3	1	1	15	1
13.6626168000216	0.044	1	3	1	3	1	1	15	1
13.7166168000216	0.588	1	3	1	3	1	1	15	1
14.3246168000216	0.676	1	3	1	3	1	1	15	1
15.0186168000216	0.044	1	3	1	3	1	1	15	1
15.0726168000216	0.226	1	3	1	3	1	1	15	1
15.3186168000216	0.042	1	3	1	3	1	1	15	1
15.3766168000216	0.798	1	3	1	3	1	1	15	1
16.2526168000216	0.258	1	3	1	3	1	1	15	1
16.8026168000216	0.22	1	3	1	3	1	1	15	1
25.9989423000079	0.085	1	3	1	3	2	1	15	1
25.9989423000079	5	1	3	1	3	2	1	15	0
26.0959423000079	0.184	1	3	1	3	2	1	15	1
26.3239423000079	0.138	1	3	1	3	2	1	15	1
26.4759423000079	0.202	1	3	1	3	2	1	15	1
26.7039423000079	0.218	1	3	1	3	2	1	15	1
26.9459423000079	0.216	1	3	1	3	2	1	15	1
27.1719423000079	0.326	1	3	1	3	2	1	15	1
27.5139423000079	0.148	1	3	1	3	2	1	15	1
27.6739423000079	0.134	1	3	1	3	2	1	15	1
27.8639423000079	0.336	1	3	1	3	2	1	15	1
28.2299423000079	0.268	1	3	1	3	2	1	15	1
28.5059423000079	0.022	1	3	1	3	2	1	15	1
28.5919423000079	0.05	1	3	1	3	2	1	15	1
28.6579423000079	0.104	1	3	1	3	2	1	15	1
28.7879423000079	0.11	1	3	1	3	2	1	15	1
28.9099423000079	0.28	1	3	1	3	2	1	15	1
29.2239423000079	0.056	1	3	1	3	2	1	15	1
29.3299423000079	0.144	1	3	1	3	2	1	15	1
29.4939423000079	0.41	1	3	1	3	2	1	15	1
30.1959423000079	0.036	1	3	1	3	2	1	15	1
30.2639423000079	0.14	1	3	1	3	2	1	15	1
30.4139423000079	0.174	1	3	1	3	2	1	15	1
30.5999423000079	0.1	1	3	1	3	2	1	15	1
30.7199423000079	0.04	1	3	1	3	2	1	15	1
30.7779423000079	0.07	1	3	1	3	2	1	15	1
30.8639423000079	0.04	1	3	1	3	2	1	15	1
34.2485389000212	3	1	3	1	3	3	1	15	0
40.2482418	0.153	1	4	2	2	1	2	15	1
40.2482418	5	1	4	2	2	1	2	15	0
40.4412418	0.168	1	4	2	2	1	2	15	1
40.6212418	0.282	1	4	2	2	1	2	15	1
40.9392418	0.6	1	4	2	2	1	2	15	1
41.5572418	0.28	1	4	2	2	1	2	15	1
41.8452418	0.482	1	4	2	2	1	2	15	1
42.3352418	0.202	1	4	2	2	1	2	15	1
42.5672418	0.308	1	4	2	2	1	2	15	1
42.8852418	0.314	1	4	2	2	1	2	15	1
43.2172418	0.032	1	4	2	2	1	2	15	1
43.2652418	0.224	1	4	2	2	1	2	15	1
43.5312418	0.148	1	4	2	2	1	2	15	1
