onset	duration	imageid
8	4	309474
12	4	490057
16	4	318998
24	4	451169
28	4	478922
32	4	474356
36	4	552791
40	4	318726
44	4	338403
48	4	538007
52	4	31118
56	4	470641
60	4	461130
64	4	282006
68	4	416440
72	4	194653
76	4	448985
80	4	233075
92	4	262187
96	4	310897
100	4	124027
104	4	509740
108	4	151900
112	4	397121
116	4	346468
120	4	171086
124	4	489103
128	4	538814
132	4	228727
140	4	103548
144	4	330455
148	4	231685
152	4	433310
156	4	356261
160	4	380305
164	4	372489
168	4	278258
172	4	352802
176	4	468068
180	4	183806
184	4	9483
188	4	171649
192	4	551763
196	4	366071
200	4	529544
204	4	494154
208	4	241317
212	4	395096
216	4	255076
220	4	33383
224	4	516617
228	4	445007
232	4	295753
236	4	421619
240	4	98095
244	4	234748
248	4	470710
252	4	322392
256	4	24076
260	4	336414
264	4	287228
268	4	450303
272	4	18461
276	4	139684
280	4	552966
284	4	150367
288	4	290584
292	4	428746
296	4	410774
300	4	523318
308	4	558055
312	4	554556
316	4	574015
320	4	79144
324	4	247451
328	4	215151
332	4	141648
336	4	181139
340	4	501358
344	4	428485
348	4	174206
352	4	402786
360	4	580294
364	4	294052
368	4	139012
