onset	duration	imageid
8	4	311206
12	4	276631
16	4	222311
20	4	250205
24	4	411082
28	4	287167
32	4	522947
36	4	192345
40	4	437994
44	4	296277
48	4	488203
52	4	390286
56	4	520551
60	4	442009
64	4	358004
68	4	64001
72	4	392506
76	4	511789
80	4	227125
88	4	359546
92	4	288340
96	4	556547
100	4	332318
104	4	500044
108	4	288317
112	4	337422
116	4	131444
120	4	334585
124	4	184940
128	4	311428
132	4	467696
136	4	485224
144	4	413088
148	4	424823
152	4	398367
156	4	354368
160	4	288880
164	4	27937
168	4	427868
172	4	176392
176	4	333302
180	4	493623
184	4	337226
188	4	218807
192	4	486187
196	4	156751
200	4	329150
204	4	287437
208	4	425289
212	4	214367
216	4	386912
220	4	570463
228	4	315195
232	4	237944
236	4	184543
240	4	316471
244	4	262145
252	4	407825
256	4	418087
260	4	115245
268	4	304374
272	4	330726
276	4	169907
280	4	510997
284	4	425390
288	4	239101
292	4	351451
296	4	560238
300	4	84664
304	4	354307
308	4	139095
312	4	333294
316	4	538547
320	4	513484
324	4	564708
328	4	139042
332	4	245153
336	4	178872
340	4	337068
344	4	275922
348	4	578962
352	4	19351
356	4	108244
364	4	551413
368	4	36660
