onset	duration	imageid
8	4	279929
16	4	239466
20	4	516981
24	4	314408
32	4	289741
36	4	271620
40	4	464649
44	4	415305
48	4	205996
52	4	330100
60	4	473695
64	4	293372
68	4	175731
72	4	191403
76	4	140582
80	4	327738
84	4	425746
88	4	68688
92	4	490629
96	4	236593
100	4	292905
104	4	167267
108	4	541832
112	4	502179
116	4	272219
120	4	386768
124	4	79034
128	4	483074
132	4	329756
136	4	540503
140	4	370973
144	4	142971
148	4	401507
152	4	317323
156	4	173629
160	4	316855
164	4	632
168	4	297906
172	4	343596
176	4	273637
180	4	477390
184	4	580629
188	4	373792
192	4	528452
196	4	423355
200	4	272599
204	4	127932
208	4	196344
212	4	168619
220	4	369299
224	4	288827
228	4	238005
232	4	423630
236	4	330173
240	4	410262
244	4	543729
248	4	234676
252	4	373511
256	4	539589
260	4	373053
264	4	254005
268	4	507992
272	4	25234
276	4	338210
280	4	307757
284	4	41887
288	4	284350
292	4	399147
296	4	453409
300	4	327153
304	4	263589
308	4	406250
312	4	91451
316	4	170766
320	4	564898
324	4	148772
328	4	213860
332	4	193213
344	4	480411
348	4	141348
352	4	188184
356	4	221894
360	4	406001
364	4	224407
368	4	491510
