onset	duration	imageid
8	4	558551
12	4	471822
16	4	510313
20	4	397950
24	4	374352
32	4	174594
36	4	518098
40	4	560152
44	4	56545
48	4	111546
52	4	140456
56	4	242138
60	4	513445
64	4	404254
68	4	533872
72	4	315187
76	4	32578
80	4	473134
84	4	510730
88	4	165350
92	4	475223
96	4	10363
100	4	15278
104	4	276381
108	4	554996
112	4	243927
116	4	379498
120	4	110894
124	4	21566
128	4	418229
132	4	253755
136	4	178040
140	4	141494
144	4	559145
148	4	279935
152	4	297544
156	4	261022
160	4	386467
168	4	36569
172	4	373199
176	4	141005
180	4	28642
184	4	269866
188	4	361519
192	4	173538
196	4	476575
200	4	451101
204	4	140435
208	4	533050
212	4	205861
216	4	306426
220	4	433652
224	4	173966
228	4	350953
232	4	555339
236	4	183276
244	4	351530
248	4	553552
252	4	360665
256	4	142246
260	4	491361
264	4	449856
268	4	557023
272	4	325992
276	4	264436
280	4	456044
284	4	5435
288	4	578387
292	4	484080
296	4	576010
300	4	465213
304	4	511689
308	4	323116
312	4	468095
316	4	399744
324	4	1554
328	4	151184
332	4	191283
336	4	518522
340	4	534723
344	4	565543
348	4	298573
352	4	472089
360	4	553346
368	4	489123
