onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	6	0	0.055	a.bmp	s.bmp
4.8089999999999975	4.8	3	1	0.925	fall.bmp	crawl.bmp
9.619	4.4	3	1	0.92	leap.bmp	sweep.bmp
14.026999999999994	4.0	3	1	0.872	tense.bmp	fence.bmp
18.034999999999997	4.0	3	1	1.16	soup.bmp	loop.bmp
22.043	4.4	6	1	1.882	j.bmp	b.bmp
26.451999999999998	4.0	6	0	0.933	h.bmp	p.bmp
30.459999999999994	4.0	4	1	2.194	pool.bmp	tooth.bmp
34.468	4.8	4	1	1.272	both.bmp	stroke.bmp
39.277	4.0	1	1	1.739	quart.bmp	wart.bmp
43.285	4.8	5	1	1.312	blackcross.bmp	blackcross.bmp
48.095	4.4	6	1	0.795	a.bmp	b.bmp
52.503	4.4	2	1	1.133	pint.bmp	hint.bmp
56.91199999999999	4.4	3	1	1.738	wheel.bmp	deal.bmp
61.321	4.0	2	0	1.824	smooth.bmp	tooth.bmp
65.329	4.0	3	1	0.88	stool.bmp	rule.bmp
69.337	4.0	5	1	1.33	blackcross.bmp	blackcross.bmp
73.345	4.0	5	1	1.384	blackcross.bmp	blackcross.bmp
77.353	4.4	5	1	1.37	blackcross.bmp	blackcross.bmp
81.761	4.4	4	1	1.439	flight.bmp	threat.bmp
86.17	4.4	3	1	1.17	bluff.bmp	tough.bmp
90.579	4.8	6	1	1.103	i.bmp	r.bmp
95.38799999999999	4.8	3	1	1.451	halt.bmp	fault.bmp
100.198	4.4	2	1	1.3	dull.bmp	bull.bmp
104.60699999999999	4.0	1	1	1.264	brow.bmp	cow.bmp
108.615	4.8	1	1	2.143	goat.bmp	float.bmp
113.42399999999999	4.0	1	1	1.337	glide.bmp	bride.bmp
117.432	4.0	5	1	1.367	blackcross.bmp	blackcross.bmp
121.43999999999998	4.0	5	1	1.468	blackcross.bmp	blackcross.bmp
125.448	4.0	5	1	1.365	blackcross.bmp	blackcross.bmp
129.45600000000002	4.8	2	1	1.237	plead.bmp	spread.bmp
134.265	4.4	6	1	1.057	t.bmp	u.bmp
138.67399999999998	4.8	3	1	1.273	roast.bmp	ghost.bmp
143.48399999999998	4.0	6	1	0.97	y.bmp	z.bmp
147.49200000000002	4.8	5	1	1.504	blackcross.bmp	blackcross.bmp
152.301	4.8	3	1	0.902	odd.bmp	rod.bmp
157.111	4.4	1	1	0.85	spoon.bmp	noon.bmp
161.519	4.8	5	1	1.54	blackcross.bmp	blackcross.bmp
166.329	4.8	5	1	1.329	blackcross.bmp	blackcross.bmp
171.13799999999998	4.8	5	1	1.495	blackcross.bmp	blackcross.bmp
175.94799999999998	4.0	5	1	1.584	blackcross.bmp	blackcross.bmp
179.95600000000002	4.8	5	1	1.525	blackcross.bmp	blackcross.bmp
184.765	4.0	2	1	1.194	breath.bmp	wreath.bmp
188.77300000000002	4.4	1	1	2.054	neat.bmp	wheat.bmp
193.18200000000002	4.0	2	1	1.156	mouth.bmp	youth.bmp
197.19	4.8	1	1	1.342	toss.bmp	moss.bmp
201.99900000000002	4.8	5	1	1.623	blackcross.bmp	blackcross.bmp
206.80899999999997	4.4	6	1	0.751	g.bmp	h.bmp
211.21800000000002	4.8	4	1	1.158	rule.bmp	blur.bmp
216.027	4.0	2	0	1.31	tomb.bmp	comb.bmp
220.03500000000003	4.8	6	1	0.951	r.bmp	s.bmp
224.84500000000003	4.0	4	1	1.384	june.bmp	loop.bmp
228.853	4.4	3	1	1.406	warm.bmp	form.bmp
233.26100000000002	4.4	4	1	1.342	rum.bmp	touch.bmp
237.67000000000002	4.0	2	1	1.5	gross.bmp	moss.bmp
241.678	4.0	4	1	2.563	glow.bmp	stove.bmp
245.68600000000004	4.8	5	1	1.552	blackcross.bmp	blackcross.bmp
250.495	4.8	4	1	1.028	wheel.bmp	sneak.bmp
255.305	4.0	5	1	1.424	blackcross.bmp	blackcross.bmp
259.313	4.4	2	1	1.04	cow.bmp	glow.bmp
263.72200000000004	4.4	1	1	1.033	pile.bmp	mile.bmp
268.13	4.8	3	1	1.3	cheek.bmp	sneak.bmp
272.94	4.4	4	1	1.188	youth.bmp	hint.bmp
277.349	4.4	5	1	1.372	blackcross.bmp	blackcross.bmp
281.757	4.0	3	1	0.864	thief.bmp	beef.bmp
285.765	4.4	5	1	1.637	blackcross.bmp	blackcross.bmp
290.17400000000004	4.8	2	1	1.367	swarm.bmp	harm.bmp
294.98400000000004	4.0	6	1	1.118	l.bmp	d.bmp
298.991	4.4	2	1	2.302	both.bmp	cloth.bmp
303.40000000000003	4.4	5	1	1.375	blackcross.bmp	blackcross.bmp
307.809	4.8	4	1	1.032	cream.bmp	swarm.bmp
312.618	4.4	2	0	1.22	ford.bmp	word.bmp
317.027	4.4	1	1	2.309	vase.bmp	chase.bmp
321.43600000000004	4.0	6	1	1.19	f.bmp	n.bmp
325.444	4.8	1	1	1.095	flood.bmp	blood.bmp
330.253	4.0	3	0	1.335	quart.bmp	port.bmp
334.261	4.4	5	1	1.263	blackcross.bmp	blackcross.bmp
338.67	4.0	2	1	1.055	swap.bmp	gap.bmp
342.678	4.0	1	0	1.747	frost.bmp	cost.bmp
346.68600000000004	4.8	5	1	0.666	blackcross.bmp	blackcross.bmp
351.495	4.4	5	1	1.375	blackcross.bmp	blackcross.bmp
355.904	4.8	1	1	1.964	harm.bmp	farm.bmp
360.714	4.8	2	1	1.068	scratch.bmp	watch.bmp
365.523	5.2	5	1	1.22	blackcross.bmp	blackcross.bmp
