onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.8	6	1	0.837	i.bmp	r.bmp
4.8089999999999975	4.8	3	1	0.757	nuss.bmp	zus.bmp
9.619	4.4	3	0	1.117	slearn.bmp	zurn.bmp
14.027000000000001	4.0	3	1	0.754	plirk.bmp	swerk.bmp
18.034999999999997	4.0	3	1	1.3	pault.bmp	zalt.bmp
22.043	4.4	6	1	0.966	a.bmp	b.bmp
26.451999999999998	4.0	6	1	1.163	e.bmp	f.bmp
30.46	4.0	4	1	1.22	kearth.bmp	geath.bmp
34.468	4.8	4	1	1.637	preath.bmp	shworth.bmp
39.276999999999994	4.0	1	1	1.294	speal.bmp	cheal.bmp
43.285000000000004	4.8	5	1	1.378	blackcross.bmp	blackcross.bmp
48.095000000000006	4.4	6	1	1.026	w.bmp	e.bmp
52.504	4.4	2	0	1.115	crove.bmp	swove.bmp
56.912	4.4	3	1	1.135	dite.bmp	vight.bmp
61.321000000000005	4.0	2	0	1.13	creath.bmp	steath.bmp
65.32900000000001	4.0	3	1	0.989	kreens.bmp	speans.bmp
69.33699999999999	4.0	5	1	1.269	blackcross.bmp	blackcross.bmp
73.345	4.0	5	1	1.506	blackcross.bmp	blackcross.bmp
77.35300000000001	4.4	5	1	0.625	blackcross.bmp	blackcross.bmp
81.761	4.4	4	1	0.999	pread.bmp	slear.bmp
86.16999999999999	4.4	3	1	1.201	mide.bmp	nied.bmp
90.57900000000001	4.8	6	1	1.495	z.bmp	g.bmp
95.388	4.8	3	1	1.123	mense.bmp	shence.bmp
100.19800000000001	4.4	2	0	2.145	snull.bmp	chull.bmp
104.607	4.0	1	1	0.906	zite.bmp	pite.bmp
108.61499999999998	4.8	1	1	0.858	plapse.bmp	dapse.bmp
113.424	4.0	1	1	0.808	slutch.bmp	putch.bmp
117.43199999999999	4.0	5	1	1.348	blackcross.bmp	blackcross.bmp
121.44	4.0	5	1	1.422	blackcross.bmp	blackcross.bmp
125.44799999999998	4.0	5	1	1.428	blackcross.bmp	blackcross.bmp
129.456	4.8	2	0	1.069	nouth.bmp	scouth.bmp
134.265	4.4	6	1	1.512	y.bmp	o.bmp
138.674	4.8	3	1	2.07	splirt.bmp	furt.bmp
143.48399999999998	4.0	6	1	0.773	v.bmp	w.bmp
147.492	4.8	5	1	1.343	blackcross.bmp	blackcross.bmp
152.301	4.8	3	1	1.19	durf.bmp	merf.bmp
157.111	4.4	1	1	1.096	punge.bmp	crunge.bmp
161.519	4.8	5	1	1.649	blackcross.bmp	blackcross.bmp
