onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	2	1	1.369	post.bmp	cost.bmp
4.007999999999996	4.0	5	1	1.987	blackcross.bmp	blackcross.bmp
8.015999999999991	4.4	6	1	1.059	o.bmp	p.bmp
12.423999999999992	4.0	3	1	1.157	rum.bmp	numb.bmp
16.431999999999988	4.8	5	1	1.542	blackcross.bmp	blackcross.bmp
21.24199999999999	4.0	6	1	1.354	c.bmp	u.bmp
25.249999999999986	4.0	1	1	1.033	fought.bmp	sought.bmp
29.257999999999996	4.0	1	1	0.953	scheme.bmp	theme.bmp
33.266000000000005	4.0	6	1	1.026	m.bmp	n.bmp
37.27399999999999	4.4	1	1	1.27	stool.bmp	fool.bmp
41.682	4.4	5	1	1.537	blackcross.bmp	blackcross.bmp
46.090999999999994	4.4	1	1	1.005	soak.bmp	oak.bmp
50.499999999999986	4.4	2	1	1.315	threat.bmp	wheat.bmp
54.908	4.0	1	1	1.107	thread.bmp	spread.bmp
58.91599999999998	4.4	3	1	0.833	pile.bmp	trial.bmp
63.325	4.8	4	1	1.752	swap.bmp	watch.bmp
68.135	4.8	5	1	1.483	blackcross.bmp	blackcross.bmp
72.944	4.4	5	1	1.592	blackcross.bmp	blackcross.bmp
77.353	4.4	4	1	1.4	tough.bmp	dull.bmp
81.76199999999999	4.8	6	1	1.746	w.bmp	e.bmp
86.57099999999998	4.8	1	1	1.194	sweep.bmp	creep.bmp
91.38099999999999	4.8	6	1	1.252	k.bmp	t.bmp
96.18999999999998	4.4	5	1	1.476	blackcross.bmp	blackcross.bmp
100.599	4.4	3	1	1.13	stroke.bmp	soak.bmp
105.008	4.4	4	1	1.289	trial.bmp	fall.bmp
109.41599999999998	4.8	6	1	1.35	k.bmp	l.bmp
114.22599999999998	4.0	5	1	1.48	blackcross.bmp	blackcross.bmp
118.234	4.4	5	1	1.44	blackcross.bmp	blackcross.bmp
122.64299999999999	4.4	5	1	1.611	blackcross.bmp	blackcross.bmp
127.051	4.4	5	1	1.424	blackcross.bmp	blackcross.bmp
131.45999999999998	4.0	1	1	0.928	beef.bmp	reef.bmp
135.46800000000002	4.0	5	1	1.334	blackcross.bmp	blackcross.bmp
139.476	4.8	2	1	1.251	wart.bmp	smart.bmp
144.28499999999997	4.8	2	1	2.557	dose.bmp	pose.bmp
149.09499999999997	4.4	5	1	1.75	blackcross.bmp	blackcross.bmp
153.50400000000002	4.0	2	1	1.359	touch.bmp	couch.bmp
157.512	4.0	6	1	1.414	v.bmp	m.bmp
161.51999999999998	4.8	5	1	1.936	blackcross.bmp	blackcross.bmp
166.329	4.8	5	1	1.648	blackcross.bmp	blackcross.bmp
171.139	4.4	5	1	1.564	blackcross.bmp	blackcross.bmp
175.54700000000003	4.0	5	1	1.472	blackcross.bmp	blackcross.bmp
179.555	4.8	5	1	1.445	blackcross.bmp	blackcross.bmp
184.365	4.4	4	1	1.366	port.bmp	warm.bmp
188.77300000000002	4.8	3	1	0.846	june.bmp	noon.bmp
193.58300000000003	4.4	4	0	1.777	wreath.bmp	leap.bmp
197.99200000000002	4.0	5	1	1.537	blackcross.bmp	blackcross.bmp
202.0	4.4	6	1	0.989	c.bmp	d.bmp
206.40800000000002	4.4	2	0	1.246	glove.bmp	stove.bmp
210.817	4.8	1	1	1.056	numb.bmp	crumb.bmp
215.627	4.8	2	1	1.261	stood.bmp	flood.bmp
220.43600000000004	4.4	6	1	1.651	i.bmp	j.bmp
224.84500000000003	4.8	4	1	0.941	smart.bmp	drought.bmp
229.654	4.4	3	1	1.177	stir.bmp	blur.bmp
234.063	4.4	5	1	1.727	blackcross.bmp	blackcross.bmp
238.47199999999998	4.8	5	1	1.451	blackcross.bmp	blackcross.bmp
243.281	4.8	2	1	0.984	pool.bmp	wool.bmp
248.091	4.0	5	1	1.437	blackcross.bmp	blackcross.bmp
252.099	4.4	5	1	1.422	blackcross.bmp	blackcross.bmp
256.508	4.4	2	1	1.653	fought.bmp	drought.bmp
260.916	4.0	3	1	2.213	flight.bmp	spite.bmp
264.92400000000004	4.4	3	1	0.813	scheme.bmp	cream.bmp
269.333	4.0	6	1	0.831	z.bmp	g.bmp
273.341	4.8	4	0	2.172	ghost.bmp	pose.bmp
278.15000000000003	4.4	5	1	1.854	blackcross.bmp	blackcross.bmp
282.559	4.0	4	1	1.097	grace.bmp	fence.bmp
286.567	4.0	4	1	1.491	dried.bmp	stood.bmp
290.575	4.0	4	1	1.33	ford.bmp	rod.bmp
294.583	4.4	1	1	0.947	strap.bmp	gap.bmp
298.992	4.8	6	1	0.758	e.bmp	f.bmp
303.801	4.0	5	1	1.08	blackcross.bmp	blackcross.bmp
307.809	4.0	4	1	1.748	gross.bmp	post.bmp
311.817	4.0	4	1	0.984	fault.bmp	note.bmp
315.825	4.8	1	1	1.226	bull.bmp	full.bmp
320.635	4.8	3	1	0.923	chase.bmp	grace.bmp
325.444	4.0	3	1	0.945	float.bmp	note.bmp
329.452	4.8	3	1	0.77	bride.bmp	dried.bmp
334.261	4.8	4	1	0.719	thief.bmp	plead.bmp
339.071	4.4	1	1	0.708	bluff.bmp	puff.bmp
343.48	4.8	6	1	0.846	v.bmp	w.bmp
348.289	4.8	1	1	1.732	shove.bmp	glove.bmp
353.099	4.4	6	1	0.948	y.bmp	o.bmp
357.508	4.8	2	1	1.25	stamp.bmp	swamp.bmp
362.317	4.4	4	1	1.096	stamp.bmp	tomb.bmp
366.726	4.0	5	1	1.258	blackcross.bmp	blackcross.bmp
