onset	duration	trial_type	accuracy	response_time	A_stim	B_stim
0.0	4.0	2	0	1.379	slour.bmp	vour.bmp
4.008000000000003	4.0	5	1	1.7	blackcross.bmp	blackcross.bmp
8.015999999999998	4.0	6	1	0.934	a.bmp	s.bmp
12.024000000000001	4.0	3	0	1.369	reash.bmp	sliche.bmp
16.032000000000004	4.4	5	1	1.92	blackcross.bmp	blackcross.bmp
20.441000000000003	4.4	6	1	1.423	i.bmp	j.bmp
24.85	4.4	1	1	1.256	treens.bmp	smeens.bmp
29.258000000000003	4.4	1	1	0.799	vuss.bmp	duss.bmp
33.667	4.8	6	1	1.253	f.bmp	n.bmp
38.477	4.8	1	1	1.292	zurf.bmp	hurf.bmp
43.285999999999994	4.8	5	1	1.507	blackcross.bmp	blackcross.bmp
48.096	4.8	1	1	2.356	crelm.bmp	melm.bmp
52.904999999999994	4.0	2	0	1.111	clease.bmp	prease.bmp
56.913000000000004	4.0	1	1	0.776	twirt.bmp	stirt.bmp
60.921	4.4	3	1	1.137	slurl.bmp	dirl.bmp
65.33000000000001	4.4	4	1	1.264	blease.bmp	seaf.bmp
69.738	4.4	5	1	2.149	blackcross.bmp	blackcross.bmp
74.14699999999999	4.8	5	1	1.33	blackcross.bmp	blackcross.bmp
78.957	4.8	4	1	0.943	quarf.bmp	ralve.bmp
83.76599999999999	4.8	6	0	0.865	m.bmp	n.bmp
88.576	4.8	1	1	0.775	clurl.bmp	turl.bmp
93.38499999999999	4.8	6	1	0.73	r.bmp	s.bmp
98.195	4.0	5	1	1.36	blackcross.bmp	blackcross.bmp
102.203	4.0	3	0	1.563	brunge.bmp	skonge.bmp
106.21099999999998	4.0	4	1	1.381	strough.bmp	wouth.bmp
110.219	4.4	6	1	2.607	l.bmp	d.bmp
114.62699999999998	4.4	5	1	0.593	blackcross.bmp	blackcross.bmp
119.036	4.4	5	1	1.336	blackcross.bmp	blackcross.bmp
123.445	4.4	5	1	1.391	blackcross.bmp	blackcross.bmp
127.85299999999998	4.8	5	1	1.319	blackcross.bmp	blackcross.bmp
132.66299999999998	4.8	1	1	1.319	crense.bmp	nense.bmp
137.47299999999998	4.8	5	1	1.787	blackcross.bmp	blackcross.bmp
142.28199999999998	4.0	2	0	2.132	twough.bmp	drough.bmp
146.29	4.0	2	0	1.018	twarf.bmp	starf.bmp
150.298	4.0	5	0	n/a	blackcross.bmp	blackcross.bmp
154.30599999999998	4.0	2	0	1.304	meaf.bmp	teaf.bmp
158.314	4.0	6	1	0.654	t.bmp	u.bmp
162.322	4.4	5	1	1.313	blackcross.bmp	blackcross.bmp
166.73	4.4	5	1	1.367	blackcross.bmp	blackcross.bmp
171.13899999999998	4.4	5	1	1.259	blackcross.bmp	blackcross.bmp
175.548	4.4	5	1	1.426	blackcross.bmp	blackcross.bmp
179.957	4.4	5	1	1.463	blackcross.bmp	blackcross.bmp
184.36499999999998	4.8	4	1	1.328	vood.bmp	shase.bmp
189.17499999999998	4.8	3	1	1.227	glutch.bmp	nuch.bmp
193.98399999999998	4.8	4	1	1.102	plange.bmp	jase.bmp
198.79399999999998	4.8	5	1	1.36	blackcross.bmp	blackcross.bmp
203.60299999999998	4.0	6	1	1.075	c.bmp	u.bmp
207.611	4.4	2	0	1.652	slange.bmp	prange.bmp
212.01999999999998	4.0	1	0	1.781	vearn.bmp	glearn.bmp
216.028	4.0	2	0	1.804	zalve.bmp	walve.bmp
220.036	4.0	6	1	1.759	j.bmp	b.bmp
224.04399999999998	4.0	4	1	1.018	sharf.bmp	twove.bmp
228.05200000000002	4.0	3	0	1.955	chelm.bmp	swealm.bmp
232.06	4.0	5	1	1.144	blackcross.bmp	blackcross.bmp
236.06799999999998	4.0	5	1	1.464	blackcross.bmp	blackcross.bmp
240.07600000000002	4.4	2	0	1.731	plown.bmp	rown.bmp
244.48399999999998	4.4	5	1	1.61	blackcross.bmp	blackcross.bmp
248.89299999999997	4.4	5	1	1.423	blackcross.bmp	blackcross.bmp
253.30200000000002	4.4	2	0	0.97	glead.bmp	jead.bmp
257.711	4.4	3	1	1.036	shrune.bmp	hoon.bmp
262.11899999999997	4.4	3	1	1.425	pript.bmp	shrypt.bmp
266.528	4.4	6	1	0.809	g.bmp	h.bmp
270.937	4.4	4	1	1.356	splour.bmp	morth.bmp
275.34499999999997	4.4	5	1	1.451	blackcross.bmp	blackcross.bmp
279.754	4.4	4	1	1.241	learth.bmp	plost.bmp
