onset	duration	trial_type	response_time	stim_file	TODO -- fill in rows and add more tab-separated columns if desired
0.0	17.98199999999997	T:	n/a	n/a	n/a
17.98199999999997	12.106999999999973	RV0.0:	n/a	applecrate_roomrec.mp4	n/a
30.088999999999945	12.04800000000023	RV0.1:	n/a	chess_roomrec.mp4	n/a
42.13700000000017	12.001999999999953	RV0.2:	n/a	crystals_roomrec.mp4	n/a
54.13900000000013	11.99599999999964	RV0.3:	n/a	tv_rec.mp4	n/a
66.13499999999976	11.998000000000047	RV0.4:	n/a	island_rec.mp4	n/a
78.13299999999981	12.003000000000156	RV0.5:	n/a	humans_roomrec.mp4	n/a
90.13599999999995	12.0	RV0.6:	n/a	altar_roomrec.mp4	n/a
102.13599999999995	12.0	RV0.7:	n/a	clocks_roomrec.mp4	n/a
114.13599999999995	12.0	RV0.8:	n/a	space_rec.mp4	n/a
126.13599999999995	12.005999999999858	RV0.9:	n/a	firepit_roomrec.mp4	n/a
138.14199999999985	11.990999999999984	RV0.10:	n/a	bday_roomrec.mp4	n/a
150.1329999999998	12.001000000000204	RV0.11:	n/a	empty_roomrec.mp4	n/a
162.134	11.998999999999796	RV0.12:	n/a	storage_rec.mp4	n/a
174.1329999999998	12.0	RV0.13:	n/a	texture_roomrec.mp4	n/a
186.1329999999998	12.0	RV0.14:	n/a	class_rec.mp4	n/a
198.1329999999998	12.001999999999953	RV0.15:	n/a	cats_roomrec.mp4	n/a
210.13499999999976	12.002000000000407	RV0.16:	n/a	candy_rec.mp4	n/a
222.13700000000017	11.991999999999734	RV0.17:	n/a	tools_rec.mp4	n/a
234.1289999999999	12.003999999999904	RV0.18:	n/a	paint_rec.mp4	n/a
246.1329999999998	11.999000000000253	RV0.19:	n/a	antiques_rec.mp4	n/a
258.13200000000006	12.0	RV0.20:	n/a	ruins_roomrec.mp4	n/a
270.13200000000006	11.998000000000047	RV0.21:	n/a	pc_rec.mp4	n/a
282.1300000000001	29.8739999999998	RV0.22:	n/a	bedroom_rec.mp4	n/a
312.0039999999999	12.106000000000222	OV0.0:	n/a	plane.mp4	n/a
324.1100000000001	12.019999999999982	OV0.1:	n/a	playground.mp4	n/a
336.1300000000001	11.998000000000047	OV0.2:	n/a	chicken.mp4	n/a
348.12800000000016	11.998999999999796	OV0.3:	n/a	brain.mp4	n/a
360.12699999999995	11.998000000000047	OV0.4:	n/a	burger.mp4	n/a
372.125	12.000999999999747	OV0.5:	n/a	zombie.mp4	n/a
384.12599999999975	12.019999999999982	OV0.6:	n/a	puppy.mp4	n/a
396.1459999999997	11.998000000000047	OV0.7:	n/a	kerby.mp4	n/a
408.1439999999998	11.999000000000253	OV0.8:	n/a	drums.mp4	n/a
420.143	12.0	OV0.9:	n/a	breadloaf.mp4	n/a
432.143	11.996999999999844	OV0.10:	n/a	darts.mp4	n/a
444.1399999999999	12.001000000000204	OV0.11:	n/a	snowman.mp4	n/a
456.1410000000001	12.000999999999747	OV0.12:	n/a	chest.mp4	n/a
468.1419999999998	12.0	OV0.13:	n/a	basketball.mp4	n/a
480.1419999999998	11.996000000000096	OV0.14:	n/a	oven.mp4	n/a
492.1379999999999	11.999000000000253	OV0.15:	n/a	camera.mp4	n/a
504.13700000000017	12.006999999999609	OV0.16:	n/a	teddybear.mp4	n/a
516.1439999999998	11.994000000000142	OV0.17:	n/a	carriage.mp4	n/a
528.1379999999999	12.001000000000204	OV0.18:	n/a	skeleton.mp4	n/a
540.1390000000001	12.0	OV0.19:	n/a	butterfly.mp4	n/a
552.1390000000001	11.998999999999796	OV0.20:	n/a	tricycle.mp4	n/a
564.1379999999999	11.998000000000047	OV0.21:	n/a	rubix.mp4	n/a
576.136	17.005999999999858	OV0.22:	n/a	trex.mp4	n/a
593.1419999999998	n/a	PT:	n/a	n/a	n/a
