onset	duration	trial_type	response_time	stim_file	TODO -- fill in rows and add more tab-separated columns if desired
0.0	17.9970000000003	T:	n/a	n/a	n/a
17.9970000000003	12.110999999999876	RV1.0:	n/a	island_rec.mp4	n/a
30.10800000000017	12.034999999999854	RV1.1:	n/a	ruins_roomrec.mp4	n/a
42.14300000000003	11.998000000000047	RV1.2:	n/a	altar_roomrec.mp4	n/a
54.14100000000008	12.050000000000182	RV1.3:	n/a	bday_roomrec.mp4	n/a
66.19100000000026	11.951000000000022	RV1.4:	n/a	empty_roomrec.mp4	n/a
78.14200000000028	12.0	RV1.5:	n/a	chess_roomrec.mp4	n/a
90.14200000000028	11.996999999999844	RV1.6:	n/a	cats_roomrec.mp4	n/a
102.13900000000012	12.0	RV1.7:	n/a	paint_rec.mp4	n/a
114.13900000000012	11.998000000000047	RV1.8:	n/a	tv_rec.mp4	n/a
126.13700000000016	12.003999999999904	RV1.9:	n/a	storage_rec.mp4	n/a
138.14100000000008	11.998000000000047	RV1.10:	n/a	clocks_roomrec.mp4	n/a
150.13900000000012	11.998999999999796	RV1.11:	n/a	firepit_roomrec.mp4	n/a
162.13799999999992	12.0	RV1.12:	n/a	crystals_roomrec.mp4	n/a
174.13799999999992	12.002000000000407	RV1.13:	n/a	pc_rec.mp4	n/a
186.1400000000004	11.997999999999593	RV1.14:	n/a	class_rec.mp4	n/a
198.13799999999992	12.001000000000204	RV1.15:	n/a	humans_roomrec.mp4	n/a
210.13900000000007	11.996999999999844	RV1.16:	n/a	candy_rec.mp4	n/a
222.136	12.001000000000204	RV1.17:	n/a	texture_roomrec.mp4	n/a
234.13700000000017	12.000999999999747	RV1.18:	n/a	bedroom_rec.mp4	n/a
246.13799999999992	12.001000000000204	RV1.19:	n/a	applecrate_roomrec.mp4	n/a
258.1390000000001	11.99499999999989	RV1.20:	n/a	space_rec.mp4	n/a
270.134	12.0	RV1.21:	n/a	tools_rec.mp4	n/a
282.134	29.883000000000266	RV1.22:	n/a	antiques_rec.mp4	n/a
312.0170000000003	12.115999999999984	OV1.0:	n/a	oven.mp4	n/a
324.13300000000027	11.998999999999796	OV1.1:	n/a	carriage.mp4	n/a
336.13200000000006	12.010999999999967	OV1.2:	n/a	camera.mp4	n/a
348.14300000000003	11.988000000000284	OV1.3:	n/a	plane.mp4	n/a
360.1310000000003	12.0	OV1.4:	n/a	tricycle.mp4	n/a
372.1310000000003	11.996999999999844	OV1.5:	n/a	brain.mp4	n/a
384.12800000000016	12.019999999999982	OV1.6:	n/a	zombie.mp4	n/a
396.14800000000014	11.998999999999796	OV1.7:	n/a	skeleton.mp4	n/a
408.14699999999993	12.001000000000204	OV1.8:	n/a	playground.mp4	n/a
420.14800000000014	11.998000000000047	OV1.9:	n/a	kerby.mp4	n/a
432.1460000000002	12.007000000000062	OV1.10:	n/a	snowman.mp4	n/a
444.15300000000025	11.992999999999938	OV1.11:	n/a	chest.mp4	n/a
456.1460000000002	12.001999999999953	OV1.12:	n/a	rubix.mp4	n/a
468.14800000000014	11.996000000000096	OV1.13:	n/a	breadloaf.mp4	n/a
480.1440000000002	12.000999999999747	OV1.14:	n/a	darts.mp4	n/a
492.145	11.998000000000047	OV1.15:	n/a	teddybear.mp4	n/a
504.143	12.003000000000156	OV1.16:	n/a	butterfly.mp4	n/a
516.1460000000002	11.998999999999796	OV1.17:	n/a	chicken.mp4	n/a
528.145	11.998000000000047	OV1.18:	n/a	burger.mp4	n/a
540.143	12.001999999999953	OV1.19:	n/a	puppy.mp4	n/a
552.145	11.997000000000298	OV1.20:	n/a	drums.mp4	n/a
564.1420000000003	12.000999999999747	OV1.21:	n/a	basketball.mp4	n/a
576.143	17.039999999999964	OV1.22:	n/a	trex.mp4	n/a
593.183	n/a	PT:	n/a	n/a	n/a
