onset	duration	trial_type	response_time	stim_file	TODO -- fill in rows and add more tab-separated columns if desired
0.0	6.798647000000002	12.0	n/a	n/a	n/a
6.798647000000002	6.802219999999998	11.0	n/a	n/a	n/a
13.600867	6.600000000000001	10.0	n/a	n/a	n/a
20.200867	6.491340000000001	9.0	n/a	n/a	n/a
26.692207000000003	6.902740000000001	5.0	n/a	n/a	n/a
33.594947000000005	6.802369999999996	4.0	n/a	n/a	n/a
40.397317	6.701550000000005	1.0	n/a	n/a	n/a
47.098867000000006	6.394269999999992	2.0	n/a	n/a	n/a
53.493137	6.507570000000015	3.0	n/a	n/a	n/a
60.00070700000001	6.791499999999999	4.0	n/a	n/a	n/a
66.792207	6.6018299999999925	5.0	n/a	n/a	n/a
73.394037	6.801479999999998	6.0	n/a	n/a	n/a
80.195517	6.503489999999999	7.0	n/a	n/a	n/a
86.699007	6.80077	8.0	n/a	n/a	n/a
93.499777	6.500500000000002	9.0	n/a	n/a	n/a
100.000277	6.800600000000003	5.0	n/a	n/a	n/a
106.800877	6.591799999999992	6.0	n/a	n/a	n/a
113.392677	6.6053	7.0	n/a	n/a	n/a
119.997977	7.000399999999999	8.0	n/a	n/a	n/a
126.998377	6.802500000000009	9.0	n/a	n/a	n/a
133.800877	6.1988999999999805	10.0	n/a	n/a	n/a
139.999777	6.601100000000002	23.0	n/a	n/a	n/a
146.600877	6.700000000000017	22.0	n/a	n/a	n/a
153.300877	6.893599999999992	21.0	n/a	n/a	n/a
160.194477	6.500400000000013	20.0	n/a	n/a	n/a
166.69487700000002	6.701899999999995	19.0	n/a	n/a	n/a
173.396777	6.703399999999988	18.0	n/a	n/a	n/a
180.100177	6.700700000000012	17.0	n/a	n/a	n/a
186.800877	6.5	16.0	n/a	n/a	n/a
193.300877	6.892799999999994	15.0	n/a	n/a	n/a
200.193677	6.802099999999996	12.0	n/a	n/a	n/a
206.995777	6.502800000000008	13.0	n/a	n/a	n/a
213.498577	6.8023000000000025	14.0	n/a	n/a	n/a
220.300877	6.594200000000001	15.0	n/a	n/a	n/a
226.895077	6.597800000000007	12.0	n/a	n/a	n/a
233.492877	6.399999999999977	23.0	n/a	n/a	n/a
239.892877	7.103700000000004	10.0	n/a	n/a	n/a
246.996577	6.399200000000008	9.0	n/a	n/a	n/a
253.395777	6.702499999999986	8.0	n/a	n/a	n/a
260.098277	6.802600000000041	7.0	n/a	n/a	n/a
266.90087700000004	6.599999999999966	6.0	n/a	n/a	n/a
273.500877	6.893900000000031	5.0	n/a	n/a	n/a
280.39477700000003	6.49939999999998	9.0	n/a	n/a	n/a
286.894177	6.602100000000007	8.0	n/a	n/a	n/a
293.496277	6.501699999999971	7.0	n/a	n/a	n/a
299.997977	6.802900000000022	6.0	n/a	n/a	n/a
306.800877	6.699999999999989	5.0	n/a	n/a	n/a
313.500877	6.691500000000019	4.0	n/a	n/a	n/a
320.192377	7.103799999999978	3.0	n/a	n/a	n/a
327.296177	6.098500000000001	2.0	n/a	n/a	n/a
333.394677	6.7058999999999855	1.0	n/a	n/a	n/a
340.100577	6.79910000000001	4.0	n/a	n/a	n/a
346.899677	6.801199999999994	3.0	n/a	n/a	n/a
353.700877	6.300000000000011	2.0	n/a	n/a	n/a
360.000877	6.796600000000012	1.0	n/a	n/a	n/a
366.797477	6.698399999999992	4.0	n/a	n/a	n/a
373.495877	6.9021999999999935	5.0	n/a	n/a	n/a
380.398077	6.502800000000036	9.0	n/a	n/a	n/a
386.900877	6.69969999999995	10.0	n/a	n/a	n/a
393.600577	6.500300000000038	11.0	n/a	n/a	n/a
400.100877	6.7928	12.0	n/a	n/a	n/a
406.893677	5.907199999999989	15.0	n/a	n/a	n/a
412.800877	7.395100000000013	14.0	n/a	n/a	n/a
420.195977	6.5960999999999785	13.0	n/a	n/a	n/a
426.792077	6.708100000000002	12.0	n/a	n/a	n/a
433.500177	6.991899999999987	15.0	n/a	n/a	n/a
440.492077	6.400200000000041	16.0	n/a	n/a	n/a
446.892277	6.501099999999951	17.0	n/a	n/a	n/a
453.393377	7.004800000000046	18.0	n/a	n/a	n/a
460.398177	6.502199999999959	19.0	n/a	n/a	n/a
466.900377	6.700500000000034	20.0	n/a	n/a	n/a
473.600877	6.5	21.0	n/a	n/a	n/a
480.100877	6.691800000000001	22.0	n/a	n/a	n/a
486.792677	6.499599999999987	23.0	n/a	n/a	n/a
493.292277	7.104100000000017	10.0	n/a	n/a	n/a
500.396377	6.401400000000024	11.0	n/a	n/a	n/a
506.79777700000005	6.902600000000007	12.0	n/a	n/a	n/a
513.700377	6.800499999999943	15.0	n/a	n/a	n/a
520.500877	6.399999999999977	16.0	n/a	n/a	n/a
526.9008769999999	6.792700000000082	17.0	n/a	n/a	n/a
533.693577	6.8040999999999485	18.0	n/a	n/a	n/a
540.497677	6.5026000000000295	19.0	n/a	n/a	n/a
547.000277	6.499299999999948	20.0	n/a	n/a	n/a
553.4995769999999	6.70130000000006	21.0	n/a	n/a	n/a
560.200877	6.791499999999928	22.0	n/a	n/a	n/a
566.9923769999999	6.701900000000023	23.0	n/a	n/a	n/a
573.6942769999999	6.600099999999998	12.0	n/a	n/a	n/a
580.2943769999999	6.502799999999979	13.0	n/a	n/a	n/a
586.7971769999999	7.096300000000042	14.0	n/a	n/a	n/a
593.893477	6.306299999999965	15.0	n/a	n/a	n/a
600.1997769999999	6.493100000000027	12.0	n/a	n/a	n/a
606.692877	6.900800000000004	11.0	n/a	n/a	n/a
613.593677	6.801900000000046	10.0	n/a	n/a	n/a
620.395577	6.399199999999951	9.0	n/a	n/a	n/a
626.794777	6.7029	8.0	n/a	n/a	n/a
633.497677	6.702199999999948	7.0	n/a	n/a	n/a
640.1998769999999	6.600900000000024	6.0	n/a	n/a	n/a
646.8007769999999	6.891700000000014	5.0	n/a	n/a	n/a
653.6924769999999	7.106599999999958	9.0	n/a	n/a	n/a
660.7990769999999	5.796800000000076	10.0	n/a	n/a	n/a
666.595877	7.102100000000064	23.0	n/a	n/a	n/a
673.697977	6.500699999999938	22.0	n/a	n/a	n/a
680.198677	6.702199999999948	21.0	n/a	n/a	n/a
686.9008769999999	6.5	20.0	n/a	n/a	n/a
693.4008769999999	6.791400000000067	19.0	n/a	n/a	n/a
700.192277	6.4021999999999935	18.0	n/a	n/a	n/a
706.594477	7.103599999999915	17.0	n/a	n/a	n/a
713.6980769999999	6.6013000000000375	16.0	n/a	n/a	n/a
720.2993769999999	6.2987000000000535	15.0	n/a	n/a	n/a
726.598077	7.002799999999979	14.0	n/a	n/a	n/a
733.600877	6.19380000000001	13.0	n/a	n/a	n/a
739.794677	5.202599999999961	12.0	n/a	n/a	n/a
