onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
4.000	1.000	structured	1	1	20	central	canonical	canonical	0.614
6.000	1.000	structured	1	1	1	central	canonical	canonical	0.605
12.000	1.000	structured	1	1	3	boundary	canonical	canonical	0.676
16.000	1.000	structured	1	1	20	central	canonical	canonical	0.603
18.000	1.000	structured	1	1	1	central	canonical	canonical	0.570
24.000	1.000	structured	1	1	3	boundary	canonical	canonical	0.559
30.000	1.000	structured	1	2	4	boundary	canonical	canonical	0.546
34.000	1.000	structured	1	1	3	boundary	rotated	rotated	0.789
40.000	1.000	structured	1	1	2	central	canonical	rotated	0.790
42.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.827
44.000	1.000	structured	1	1	2	central	rotated	rotated	0.795
46.000	1.000	structured	1	1	21	central	canonical	canonical	0.791
50.000	1.000	structured	1	1	1	central	canonical	canonical	0.615
52.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.639
58.000	1.000	structured	1	1	1	central	rotated	rotated	0.810
64.000	1.000	structured	1	1	20	central	canonical	canonical	0.601
68.000	1.000	structured	1	1	19	central	canonical	canonical	0.595
70.000	1.000	structured	1	1	2	central	canonical	canonical	0.680
72.000	1.000	structured	1	1	18	boundary	canonical	canonical	0.573
78.000	1.000	structured	1	1	20	central	canonical	canonical	0.594
84.000	1.000	structured	1	1	2	central	canonical	canonical	0.632
88.000	1.000	scrambled	2	2	4	boundary	canonical	canonical	0.536
90.000	1.000	scrambled	2	3	12	central	canonical	canonical	0.705
92.000	1.000	scrambled	2	1	18	boundary	canonical	canonical	0.606
98.000	1.000	scrambled	2	3	16	central	canonical	canonical	0.643
104.000	1.000	scrambled	2	3	14	central	canonical	canonical	0.830
106.000	1.000	scrambled	2	2	6	central	canonical	canonical	0.610
110.000	1.000	scrambled	2	2	7	central	canonical	canonical	0.659
112.000	1.000	scrambled	2	3	13	central	canonical	canonical	0.617
114.000	1.000	scrambled	2	3	11	boundary	canonical	canonical	0.601
118.000	1.000	scrambled	2	1	3	boundary	canonical	canonical	0.561
124.000	1.000	scrambled	2	1	2	central	canonical	canonical	0.590
126.000	1.000	scrambled	2	3	17	boundary	canonical	canonical	0.663
128.000	1.000	scrambled	2	1	21	central	canonical	canonical	0.812
134.000	1.000	scrambled	2	2	5	central	canonical	canonical	0.558
140.000	1.000	scrambled	2	1	1	central	canonical	canonical	0.588
142.000	1.000	scrambled	2	2	9	central	canonical	canonical	0.601
144.000	1.000	scrambled	2	2	8	central	canonical	canonical	0.515
150.000	1.000	scrambled	2	3	15	central	canonical	canonical	0.480
154.000	1.000	scrambled	2	1	20	central	canonical	canonical	0.549
158.000	1.000	scrambled	2	1	19	central	canonical	canonical	0.551
162.000	1.000	scrambled	2	2	10	boundary	canonical	canonical	0.527
164.000	1.000	structured	3	2	6	central	canonical	canonical	0.535
166.000	1.000	structured	3	2	4	boundary	canonical	canonical	0.568
168.000	1.000	structured	3	2	8	central	canonical	canonical	0.544
172.000	1.000	structured	3	2	9	central	canonical	canonical	0.527
174.000	1.000	structured	3	2	7	central	canonical	canonical	0.536
176.000	1.000	structured	3	2	10	boundary	canonical	canonical	0.539
178.000	1.000	structured	3	2	7	central	rotated	rotated	0.697
184.000	1.000	structured	3	2	6	central	canonical	canonical	0.624
188.000	1.000	structured	3	2	4	boundary	canonical	canonical	0.562
190.000	1.000	structured	3	1	3	boundary	canonical	canonical	0.736
194.000	1.000	structured	3	1	1	central	canonical	canonical	0.529
198.000	1.000	structured	3	1	18	boundary	canonical	canonical	0.608
204.000	1.000	structured	3	1	2	central	canonical	canonical	0.650
206.000	1.000	structured	3	1	1	central	canonical	canonical	0.605
210.000	1.000	structured	3	1	2	central	rotated	rotated	0.767
214.000	1.000	structured	3	1	19	central	canonical	canonical	0.622
216.000	1.000	structured	3	1	20	central	canonical	canonical	0.643
222.000	1.000	structured	3	1	3	boundary	canonical	canonical	0.530
226.000	1.000	structured	3	1	21	central	canonical	canonical	0.587
232.000	1.000	structured	3	1	2	central	canonical	canonical	0.525
236.000	1.000	structured	3	1	1	central	canonical	canonical	0.541
240.000	1.000	structured	4	1	18	boundary	canonical	canonical	0.528
246.000	1.000	structured	4	1	1	central	rotated	rotated	0.761
252.000	1.000	structured	4	1	21	central	canonical	canonical	0.638
258.000	1.000	structured	4	1	20	central	canonical	canonical	0.601
262.000	1.000	structured	4	1	2	central	canonical	canonical	0.928
264.000	1.000	structured	4	1	1	central	canonical	canonical	0.634
268.000	1.000	structured	4	1	2	central	rotated	rotated	0.688
274.000	1.000	structured	4	1	3	boundary	canonical	canonical	0.469
280.000	1.000	structured	4	1	20	central	canonical	canonical	0.579
286.000	1.000	structured	4	1	19	central	canonical	canonical	0.581
290.000	1.000	structured	4	1	2	central	canonical	canonical	0.593
292.000	1.000	structured	4	1	18	boundary	canonical	canonical	0.544
296.000	1.000	structured	4	1	20	central	canonical	canonical	0.543
302.000	1.000	structured	4	1	21	central	canonical	canonical	0.492
306.000	1.000	structured	4	1	20	central	rotated	rotated	0.797
312.000	1.000	structured	4	1	19	central	canonical	canonical	0.559
314.000	1.000	structured	4	1	2	central	canonical	canonical	0.565
318.000	1.000	structured	4	1	1	central	canonical	canonical	0.524
324.000	1.000	structured	4	1	3	boundary	canonical	canonical	0.618
326.000	1.000	structured	4	1	21	central	canonical	canonical	0.543
332.000	1.000	structured	4	1	20	central	canonical	canonical	0.559
338.000	1.000	scrambled	5	3	12	central	canonical	canonical	0.592
342.000	1.000	scrambled	5	3	17	boundary	canonical	canonical	0.568
344.000	1.000	scrambled	5	3	14	central	canonical	canonical	0.812
348.000	1.000	scrambled	5	2	6	central	canonical	canonical	0.616
350.000	1.000	scrambled	5	3	13	central	canonical	canonical	0.613
352.000	1.000	scrambled	5	1	18	boundary	canonical	canonical	0.670
356.000	1.000	scrambled	5	3	15	central	canonical	canonical	0.724
360.000	1.000	scrambled	5	1	19	central	canonical	canonical	0.568
366.000	1.000	scrambled	5	1	2	central	canonical	canonical	0.577
368.000	1.000	scrambled	5	1	21	central	canonical	canonical	0.520
372.000	1.000	scrambled	5	1	1	central	canonical	canonical	0.563
376.000	1.000	scrambled	5	1	20	central	canonical	canonical	0.514
382.000	1.000	scrambled	5	3	11	boundary	canonical	canonical	0.553
388.000	1.000	scrambled	5	2	5	central	canonical	canonical	0.562
390.000	1.000	scrambled	5	2	4	boundary	canonical	canonical	0.603
396.000	1.000	scrambled	5	2	9	central	canonical	canonical	0.576
400.000	1.000	scrambled	5	1	3	boundary	canonical	canonical	0.561
