onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
140.000	1.000	structured	2	2	7	central	canonical	canonical	0.575
144.000	1.000	structured	2	2	5	central	canonical	canonical	0.628
148.000	1.000	structured	2	2	7	central	rotated	rotated	0.738
150.000	1.000	structured	2	2	6	central	canonical	canonical	0.647
156.000	1.000	structured	2	2	5	central	canonical	canonical	0.622
162.000	1.000	structured	2	2	9	central	canonical	canonical	0.622
168.000	1.000	structured	2	2	4	boundary	canonical	canonical	0.678
170.000	1.000	structured	2	2	6	central	canonical	canonical	0.576
172.000	1.000	structured	2	2	4	boundary	rotated	rotated	0.681
178.000	1.000	scrambled	3	1	20	central	canonical	canonical	0.687
182.000	1.000	scrambled	3	2	7	central	canonical	canonical	0.997
184.000	1.000	scrambled	3	3	17	boundary	canonical	canonical	0.683
186.000	1.000	scrambled	3	1	3	boundary	canonical	canonical	0.644
188.000	1.000	scrambled	3	3	11	boundary	canonical	canonical	0.636
194.000	1.000	scrambled	3	1	18	boundary	canonical	canonical	0.736
196.000	1.000	scrambled	3	3	15	central	canonical	canonical	0.573
202.000	1.000	scrambled	3	1	21	central	canonical	canonical	0.681
204.000	1.000	scrambled	3	1	1	central	canonical	canonical	0.683
210.000	1.000	scrambled	3	2	6	central	canonical	canonical	0.560
214.000	1.000	scrambled	3	2	9	central	canonical	canonical	0.661
220.000	1.000	scrambled	3	3	16	central	canonical	canonical	0.790
226.000	1.000	scrambled	3	3	12	central	canonical	canonical	0.629
232.000	1.000	scrambled	3	2	8	central	canonical	canonical	0.562
238.000	1.000	scrambled	3	1	2	central	canonical	canonical	0.574
242.000	1.000	scrambled	3	3	13	central	canonical	canonical	0.572
246.000	1.000	scrambled	3	2	4	boundary	canonical	canonical	0.568
248.000	1.000	scrambled	3	2	10	boundary	canonical	canonical	0.525
250.000	1.000	scrambled	3	1	19	central	canonical	canonical	0.596
256.000	1.000	scrambled	3	3	14	central	canonical	canonical	0.629
260.000	1.000	scrambled	3	2	5	central	canonical	canonical	0.568
262.000	1.000	structured	4	2	6	central	canonical	canonical	0.554
264.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.506
268.000	1.000	structured	4	2	9	central	canonical	canonical	0.565
272.000	1.000	structured	4	2	6	central	canonical	canonical	0.765
274.000	1.000	structured	4	2	4	boundary	canonical	canonical	0.499
276.000	1.000	structured	4	1	3	boundary	canonical	canonical	0.567
282.000	1.000	structured	4	1	19	central	canonical	canonical	0.571
284.000	1.000	structured	4	1	20	central	canonical	canonical	0.552
288.000	1.000	structured	4	1	2	central	canonical	canonical	0.608
294.000	1.000	structured	4	1	3	boundary	canonical	canonical	0.637
296.000	1.000	structured	4	1	21	central	canonical	canonical	0.625
298.000	1.000	structured	4	1	19	central	canonical	canonical	0.491
304.000	1.000	structured	4	1	1	central	canonical	canonical	0.540
306.000	1.000	structured	4	1	21	central	canonical	canonical	0.534
310.000	1.000	structured	4	1	20	central	canonical	canonical	0.506
316.000	1.000	structured	4	1	2	central	canonical	canonical	0.555
318.000	1.000	structured	4	1	20	central	rotated	rotated	0.849
320.000	1.000	structured	4	1	18	boundary	canonical	canonical	0.612
324.000	1.000	structured	4	1	1	central	canonical	canonical	0.532
328.000	1.000	structured	4	1	21	central	canonical	canonical	0.545
334.000	1.000	structured	4	1	2	central	canonical	canonical	0.589
338.000	1.000	structured	5	1	18	boundary	canonical	canonical	0.534
340.000	1.000	structured	5	1	20	central	canonical	canonical	0.625
346.000	1.000	structured	5	1	19	central	canonical	canonical	0.536
352.000	1.000	structured	5	1	3	boundary	canonical	canonical	0.548
358.000	1.000	structured	5	1	20	central	canonical	canonical	0.542
362.000	1.000	structured	5	1	2	central	canonical	canonical	0.627
366.000	1.000	structured	5	1	20	central	rotated	rotated	0.844
372.000	1.000	structured	5	1	21	central	canonical	canonical	0.680
374.000	1.000	structured	5	1	19	central	canonical	canonical	0.669
378.000	1.000	structured	5	1	18	boundary	canonical	canonical	0.824
380.000	1.000	structured	5	1	1	central	canonical	canonical	0.842
384.000	1.000	structured	5	1	19	central	canonical	canonical	0.559
390.000	1.000	structured	5	1	20	central	canonical	canonical	0.562
396.000	1.000	structured	5	1	19	central	rotated	rotated	0.740
402.000	1.000	structured	5	1	2	central	canonical	canonical	0.612
406.000	1.000	structured	5	1	1	central	canonical	canonical	0.624
410.000	1.000	structured	5	1	2	central	rotated	rotated	0.666
414.000	1.000	structured	5	1	3	boundary	canonical	canonical	0.682
420.000	1.000	structured	5	1	1	central	canonical	canonical	0.584
426.000	1.000	structured	5	1	2	central	canonical	canonical	0.656
432.000	1.000	structured	5	1	20	central	canonical	canonical	0.614
434.000	1.000	scrambled	6	3	17	boundary	canonical	canonical	0.601
438.000	1.000	scrambled	6	2	7	central	canonical	canonical	0.499
444.000	1.000	scrambled	6	1	18	boundary	canonical	canonical	0.791
448.000	1.000	scrambled	6	1	3	boundary	canonical	canonical	0.675
452.000	1.000	scrambled	6	3	15	central	canonical	canonical	0.781
458.000	1.000	scrambled	6	1	1	central	canonical	canonical	0.625
464.000	1.000	scrambled	6	2	9	central	canonical	canonical	0.636
468.000	1.000	scrambled	6	3	11	boundary	canonical	canonical	0.633
472.000	1.000	scrambled	6	1	20	central	canonical	canonical	0.583
474.000	1.000	scrambled	6	2	4	boundary	canonical	canonical	0.827
480.000	1.000	scrambled	6	1	21	central	canonical	canonical	0.609
484.000	1.000	scrambled	6	3	14	central	canonical	canonical	0.747
488.000	1.000	scrambled	6	3	12	central	canonical	canonical	0.681
490.000	1.000	scrambled	6	2	8	central	canonical	canonical	0.586
492.000	1.000	scrambled	6	2	5	central	canonical	canonical	0.637
496.000	1.000	scrambled	6	1	19	central	canonical	canonical	0.574
502.000	1.000	scrambled	6	3	13	central	canonical	canonical	0.663
504.000	1.000	scrambled	6	1	2	central	canonical	canonical	0.677
510.000	1.000	scrambled	6	2	6	central	canonical	canonical	0.630
516.000	1.000	scrambled	6	2	10	boundary	canonical	canonical	0.601
520.000	1.000	scrambled	6	3	16	central	canonical	canonical	0.740
524.000	1.000	structured	7	3	12	central	canonical	canonical	0.858
526.000	1.000	structured	7	3	16	central	rotated	rotated	0.833
528.000	1.000	structured	7	3	17	boundary	canonical	canonical	0.682
530.000	1.000	structured	7	3	14	central	canonical	canonical	0.625
536.000	1.000	structured	7	3	17	boundary	rotated	canonical	0.901
540.000	1.000	structured	7	1	18	boundary	canonical	canonical	0.640
544.000	1.000	structured	7	1	2	central	canonical	canonical	0.584
548.000	1.000	structured	7	1	20	central	canonical	canonical	0.607
550.000	1.000	structured	7	1	21	central	canonical	canonical	0.675
554.000	1.000	structured	7	1	2	central	canonical	canonical	0.589
558.000	1.000	structured	7	1	20	central	canonical	canonical	0.905
564.000	1.000	structured	7	1	21	central	canonical	canonical	0.792
566.000	1.000	structured	7	1	18	boundary	canonical	canonical	0.696
568.000	1.000	structured	7	1	19	central	canonical	canonical	0.992
570.000	1.000	structured	7	1	2	central	canonical	canonical	0.599
574.000	1.000	structured	7	1	1	central	canonical	canonical	0.778
576.000	1.000	structured	7	1	20	central	canonical	canonical	0.573
580.000	1.000	structured	7	1	21	central	canonical	canonical	0.652
582.000	1.000	structured	7	1	1	central	canonical	canonical	0.548
588.000	1.000	structured	7	1	19	central	canonical	canonical	0.998
590.000	1.000	structured	7	1	3	boundary	canonical	canonical	0.560
