onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
534.000	1.000	structured	7	2	8	central	canonical	canonical	0.644
538.000	1.000	structured	7	2	4	boundary	canonical	canonical	0.584
544.000	1.000	structured	7	2	6	central	canonical	canonical	0.808
548.000	1.000	structured	7	2	10	boundary	canonical	canonical	0.641
554.000	1.000	structured	7	2	7	central	canonical	canonical	0.556
560.000	1.000	structured	7	2	8	central	canonical	canonical	0.507
564.000	1.000	structured	7	2	5	central	canonical	canonical	0.651
566.000	1.000	structured	7	2	10	boundary	canonical	canonical	0.577
570.000	1.000	structured	7	2	6	central	canonical	canonical	0.532
572.000	1.000	structured	7	2	8	central	canonical	canonical	0.530
574.000	1.000	structured	7	2	9	central	canonical	canonical	0.497
580.000	1.000	structured	7	2	7	central	canonical	canonical	0.592
586.000	1.000	structured	7	2	4	boundary	canonical	canonical	0.507
590.000	1.000	structured	7	2	6	central	canonical	canonical	0.615
