onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
4.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.633
6.000	1.000	structured	1	3	14	central	rotated	canonical	0.697
12.000	1.000	structured	1	3	11	boundary	canonical	canonical	0.626
16.000	1.000	structured	1	3	12	central	canonical	canonical	0.663
20.000	1.000	structured	1	3	15	central	canonical	canonical	0.676
24.000	1.000	structured	1	3	12	central	rotated	rotated	0.750
28.000	1.000	structured	1	3	16	central	canonical	canonical	0.694
32.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.622
34.000	1.000	structured	1	3	16	central	rotated	rotated	0.760
36.000	1.000	structured	1	3	13	central	canonical	canonical	0.653
42.000	1.000	structured	1	3	16	central	rotated	rotated	0.720
48.000	1.000	structured	1	3	14	central	canonical	canonical	0.809
52.000	1.000	structured	1	3	17	boundary	canonical	canonical	0.662
56.000	1.000	structured	1	3	16	central	canonical	canonical	0.622
60.000	1.000	structured	1	3	12	central	canonical	canonical	0.836
66.000	1.000	structured	1	3	16	central	rotated	rotated	0.726
70.000	1.000	structured	1	3	11	boundary	canonical	canonical	0.592
76.000	1.000	structured	1	3	16	central	rotated	rotated	0.986
82.000	1.000	structured	1	3	11	boundary	rotated	n/a	n/a
86.000	1.000	structured	1	3	13	central	canonical	canonical	0.600
88.000	1.000	structured	1	3	15	central	canonical	canonical	0.743
90.000	1.000	scrambled	2	3	16	central	canonical	canonical	0.581
94.000	1.000	scrambled	2	1	18	boundary	canonical	canonical	0.920
96.000	1.000	scrambled	2	2	4	boundary	canonical	canonical	0.624
102.000	1.000	scrambled	2	2	6	central	canonical	canonical	0.586
108.000	1.000	scrambled	2	2	5	central	canonical	canonical	0.577
110.000	1.000	scrambled	2	1	21	central	canonical	canonical	0.661
116.000	1.000	scrambled	2	3	11	boundary	canonical	canonical	0.621
118.000	1.000	scrambled	2	2	9	central	canonical	canonical	0.615
120.000	1.000	scrambled	2	2	10	boundary	canonical	canonical	0.591
126.000	1.000	scrambled	2	2	8	central	canonical	canonical	0.639
128.000	1.000	scrambled	2	3	17	boundary	canonical	canonical	0.653
134.000	1.000	scrambled	2	3	13	central	canonical	canonical	0.540
140.000	1.000	scrambled	2	1	2	central	canonical	canonical	0.591
146.000	1.000	scrambled	2	1	3	boundary	canonical	canonical	0.651
152.000	1.000	scrambled	2	3	15	central	canonical	canonical	0.618
158.000	1.000	scrambled	2	1	1	central	canonical	canonical	0.551
164.000	1.000	scrambled	2	3	14	central	canonical	canonical	0.708
168.000	1.000	scrambled	2	1	19	central	canonical	canonical	0.579
170.000	1.000	scrambled	2	2	7	central	canonical	canonical	0.549
176.000	1.000	scrambled	2	3	12	central	canonical	canonical	0.620
180.000	1.000	scrambled	2	1	20	central	canonical	canonical	0.599
182.000	1.000	structured	3	1	3	boundary	canonical	canonical	0.618
184.000	1.000	structured	3	1	19	central	canonical	canonical	0.567
190.000	1.000	structured	3	1	2	central	canonical	canonical	0.561
194.000	1.000	structured	3	1	18	boundary	canonical	canonical	0.585
196.000	1.000	structured	3	1	19	central	canonical	canonical	0.596
202.000	1.000	structured	3	1	3	boundary	canonical	canonical	0.543
204.000	1.000	structured	3	1	1	central	canonical	canonical	0.535
206.000	1.000	structured	3	1	21	central	canonical	canonical	0.513
210.000	1.000	structured	3	1	20	central	canonical	canonical	0.540
214.000	1.000	structured	3	1	21	central	rotated	rotated	0.968
216.000	1.000	structured	3	1	19	central	canonical	canonical	0.571
220.000	1.000	structured	3	1	1	central	canonical	canonical	0.564
226.000	1.000	structured	3	1	19	central	rotated	rotated	0.844
230.000	1.000	structured	3	1	21	central	canonical	canonical	0.639
232.000	1.000	structured	3	1	3	boundary	canonical	canonical	0.577
238.000	1.000	structured	3	2	4	boundary	canonical	canonical	0.512
240.000	1.000	structured	3	2	5	central	canonical	canonical	0.596
242.000	1.000	structured	3	2	8	central	canonical	canonical	0.642
248.000	1.000	structured	3	2	6	central	canonical	canonical	0.551
250.000	1.000	structured	3	2	10	boundary	canonical	canonical	0.601
252.000	1.000	structured	3	2	6	central	rotated	rotated	0.764
256.000	1.000	structured	4	2	9	central	canonical	canonical	0.694
260.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.563
264.000	1.000	structured	4	2	7	central	canonical	canonical	0.538
268.000	1.000	structured	4	2	5	central	canonical	canonical	0.521
272.000	1.000	structured	4	2	7	central	rotated	rotated	0.759
278.000	1.000	structured	4	2	4	boundary	canonical	canonical	0.553
284.000	1.000	structured	4	2	9	central	canonical	canonical	0.573
290.000	1.000	structured	4	2	7	central	canonical	canonical	0.562
292.000	1.000	structured	4	2	5	central	canonical	canonical	0.603
298.000	1.000	structured	4	2	7	central	rotated	rotated	0.653
300.000	1.000	structured	4	2	9	central	canonical	canonical	0.601
306.000	1.000	structured	4	2	8	central	canonical	canonical	0.606
310.000	1.000	structured	4	2	5	central	canonical	canonical	0.583
314.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.589
316.000	1.000	structured	4	2	7	central	canonical	canonical	0.642
322.000	1.000	structured	4	2	9	central	canonical	canonical	0.718
326.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.538
328.000	1.000	structured	4	2	9	central	rotated	rotated	0.751
330.000	1.000	structured	4	2	5	central	canonical	canonical	0.640
332.000	1.000	structured	4	2	7	central	canonical	canonical	0.689
334.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.602
338.000	1.000	scrambled	5	3	16	central	canonical	canonical	0.764
342.000	1.000	scrambled	5	3	14	central	canonical	canonical	0.719
346.000	1.000	scrambled	5	1	1	central	canonical	canonical	0.613
348.000	1.000	scrambled	5	2	4	boundary	canonical	canonical	0.590
350.000	1.000	scrambled	5	1	20	central	canonical	canonical	0.862
352.000	1.000	scrambled	5	3	12	central	canonical	canonical	0.585
354.000	1.000	scrambled	5	1	18	boundary	canonical	canonical	0.621
360.000	1.000	scrambled	5	2	8	central	canonical	canonical	0.547
366.000	1.000	scrambled	5	3	13	central	canonical	canonical	0.689
370.000	1.000	scrambled	5	2	10	boundary	canonical	canonical	0.568
372.000	1.000	scrambled	5	1	19	central	canonical	canonical	0.545
376.000	1.000	scrambled	5	3	17	boundary	canonical	canonical	0.616
378.000	1.000	scrambled	5	3	15	central	canonical	canonical	0.612
382.000	1.000	scrambled	5	1	21	central	canonical	canonical	0.607
386.000	1.000	scrambled	5	2	5	central	canonical	canonical	0.579
392.000	1.000	scrambled	5	2	7	central	canonical	canonical	0.611
398.000	1.000	scrambled	5	2	6	central	canonical	canonical	0.552
400.000	1.000	scrambled	5	2	9	central	canonical	canonical	0.632
406.000	1.000	scrambled	5	1	3	boundary	canonical	canonical	0.583
408.000	1.000	scrambled	5	1	2	central	canonical	canonical	0.567
412.000	1.000	scrambled	5	3	11	boundary	canonical	canonical	0.632
416.000	1.000	structured	6	3	15	central	canonical	canonical	0.620
418.000	1.000	structured	6	3	11	boundary	rotated	rotated	0.890
424.000	1.000	structured	6	3	12	central	canonical	canonical	0.667
430.000	1.000	structured	6	3	14	central	canonical	canonical	0.548
432.000	1.000	structured	6	3	13	central	canonical	canonical	0.617
436.000	1.000	structured	6	3	14	central	rotated	rotated	0.893
440.000	1.000	structured	6	3	15	central	canonical	canonical	0.844
446.000	1.000	structured	6	3	12	central	canonical	canonical	0.567
448.000	1.000	structured	6	3	13	central	canonical	canonical	0.784
452.000	1.000	structured	6	3	14	central	canonical	canonical	0.882
458.000	1.000	structured	6	3	17	boundary	canonical	canonical	0.668
460.000	1.000	structured	6	3	16	central	canonical	canonical	0.567
466.000	1.000	structured	6	3	17	boundary	rotated	rotated	0.806
472.000	1.000	structured	6	3	12	central	canonical	canonical	0.704
474.000	1.000	structured	6	3	17	boundary	rotated	rotated	0.799
480.000	1.000	structured	6	3	15	central	canonical	canonical	0.733
482.000	1.000	structured	6	3	14	central	canonical	canonical	0.820
488.000	1.000	structured	6	3	15	central	rotated	rotated	0.786
492.000	1.000	structured	6	3	11	boundary	canonical	canonical	0.609
494.000	1.000	structured	6	2	10	boundary	canonical	canonical	0.803
496.000	1.000	structured	6	2	7	central	canonical	canonical	0.652
500.000	1.000	structured	7	2	8	central	canonical	canonical	0.650
506.000	1.000	structured	7	2	9	central	canonical	canonical	0.680
510.000	1.000	structured	7	2	7	central	canonical	canonical	0.630
514.000	1.000	structured	7	2	5	central	canonical	canonical	0.564
520.000	1.000	structured	7	2	4	boundary	canonical	canonical	0.643
526.000	1.000	structured	7	2	7	central	canonical	canonical	0.900
530.000	1.000	structured	7	2	9	central	canonical	canonical	0.662
