onset	duration	trial_type	block	community	object	object_type	orientation	response	response_time
140.000	1.000	structured	2	1	2	central	canonical	canonical	0.596
142.000	1.000	structured	2	1	3	boundary	rotated	rotated	0.781
144.000	1.000	structured	2	2	4	boundary	canonical	canonical	0.558
146.000	1.000	structured	2	2	5	central	canonical	canonical	0.555
152.000	1.000	structured	2	2	6	central	canonical	canonical	0.588
158.000	1.000	structured	2	2	8	central	canonical	canonical	0.594
160.000	1.000	structured	2	2	10	boundary	canonical	canonical	0.818
164.000	1.000	structured	2	2	6	central	canonical	canonical	0.596
170.000	1.000	scrambled	3	2	9	central	canonical	canonical	0.829
172.000	1.000	scrambled	3	3	17	boundary	canonical	canonical	0.997
174.000	1.000	scrambled	3	2	6	central	canonical	canonical	0.540
180.000	1.000	scrambled	3	3	12	central	canonical	canonical	0.791
182.000	1.000	scrambled	3	3	11	boundary	canonical	canonical	0.588
188.000	1.000	scrambled	3	3	14	central	canonical	canonical	0.667
192.000	1.000	scrambled	3	1	3	boundary	canonical	canonical	0.682
198.000	1.000	scrambled	3	2	5	central	canonical	canonical	0.641
202.000	1.000	scrambled	3	2	4	boundary	canonical	canonical	0.519
208.000	1.000	scrambled	3	1	21	central	canonical	canonical	0.582
214.000	1.000	scrambled	3	2	8	central	canonical	canonical	0.591
218.000	1.000	scrambled	3	1	2	central	canonical	canonical	0.625
224.000	1.000	scrambled	3	1	20	central	canonical	canonical	0.807
228.000	1.000	scrambled	3	2	7	central	canonical	canonical	0.632
230.000	1.000	scrambled	3	2	10	boundary	canonical	canonical	0.599
234.000	1.000	scrambled	3	3	16	central	canonical	canonical	0.709
240.000	1.000	scrambled	3	3	13	central	canonical	canonical	0.549
242.000	1.000	scrambled	3	1	1	central	canonical	canonical	0.548
244.000	1.000	scrambled	3	1	19	central	canonical	canonical	0.651
246.000	1.000	scrambled	3	3	15	central	canonical	canonical	0.753
248.000	1.000	scrambled	3	1	18	boundary	canonical	n/a	n/a
250.000	1.000	structured	4	1	1	central	canonical	canonical	0.554
254.000	1.000	structured	4	1	20	central	canonical	canonical	0.549
256.000	1.000	structured	4	1	2	central	canonical	canonical	0.558
262.000	1.000	structured	4	1	3	boundary	canonical	canonical	0.537
266.000	1.000	structured	4	2	4	boundary	canonical	canonical	0.764
272.000	1.000	structured	4	2	8	central	canonical	canonical	0.410
276.000	1.000	structured	4	2	4	boundary	rotated	rotated	0.758
282.000	1.000	structured	4	2	9	central	canonical	canonical	0.738
286.000	1.000	structured	4	2	8	central	canonical	canonical	0.826
292.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.591
294.000	1.000	structured	4	2	8	central	rotated	canonical	0.591
298.000	1.000	structured	4	2	7	central	canonical	canonical	0.532
300.000	1.000	structured	4	2	6	central	canonical	canonical	0.562
302.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.548
308.000	1.000	structured	4	2	8	central	canonical	canonical	0.647
314.000	1.000	structured	4	2	10	boundary	rotated	rotated	0.849
316.000	1.000	structured	4	2	9	central	canonical	canonical	0.567
318.000	1.000	structured	4	2	8	central	canonical	canonical	0.561
322.000	1.000	structured	4	2	9	central	rotated	rotated	0.826
326.000	1.000	structured	4	2	10	boundary	canonical	canonical	0.647
330.000	1.000	structured	4	2	8	central	canonical	canonical	0.607
336.000	1.000	structured	5	2	5	central	canonical	canonical	0.539
342.000	1.000	structured	5	2	8	central	rotated	rotated	0.697
346.000	1.000	structured	5	2	9	central	canonical	canonical	0.693
348.000	1.000	structured	5	2	6	central	canonical	canonical	0.683
350.000	1.000	structured	5	2	5	central	canonical	canonical	0.588
356.000	1.000	structured	5	2	10	boundary	canonical	canonical	0.835
362.000	1.000	structured	5	2	6	central	canonical	canonical	0.559
366.000	1.000	structured	5	2	7	central	canonical	canonical	0.565
370.000	1.000	structured	5	2	6	central	rotated	rotated	0.995
372.000	1.000	structured	5	2	7	central	rotated	rotated	0.793
374.000	1.000	structured	5	2	6	central	rotated	canonical	0.645
376.000	1.000	structured	5	2	5	central	canonical	canonical	0.565
380.000	1.000	structured	5	2	6	central	rotated	rotated	0.566
384.000	1.000	structured	5	2	9	central	canonical	canonical	0.825
390.000	1.000	structured	5	2	10	boundary	canonical	n/a	n/a
392.000	1.000	structured	5	2	7	central	canonical	canonical	0.908
398.000	1.000	structured	5	2	5	central	canonical	canonical	0.622
402.000	1.000	structured	5	2	8	central	canonical	canonical	0.856
408.000	1.000	structured	5	2	10	boundary	canonical	canonical	0.826
414.000	1.000	structured	5	2	9	central	canonical	n/a	n/a
416.000	1.000	structured	5	2	5	central	canonical	canonical	0.606
420.000	1.000	scrambled	6	3	15	central	canonical	canonical	0.771
426.000	1.000	scrambled	6	3	17	boundary	canonical	canonical	0.544
428.000	1.000	scrambled	6	1	2	central	canonical	canonical	0.610
430.000	1.000	scrambled	6	1	20	central	canonical	canonical	0.601
434.000	1.000	scrambled	6	1	18	boundary	canonical	canonical	0.857
438.000	1.000	scrambled	6	2	8	central	canonical	canonical	0.983
444.000	1.000	scrambled	6	3	14	central	canonical	canonical	0.819
446.000	1.000	scrambled	6	3	11	boundary	canonical	canonical	0.753
452.000	1.000	scrambled	6	1	19	central	canonical	canonical	0.855
458.000	1.000	scrambled	6	2	7	central	canonical	canonical	0.886
464.000	1.000	scrambled	6	2	5	central	canonical	canonical	0.631
468.000	1.000	scrambled	6	2	4	boundary	canonical	n/a	n/a
470.000	1.000	scrambled	6	2	6	central	canonical	canonical	0.711
474.000	1.000	scrambled	6	1	3	boundary	canonical	canonical	0.611
480.000	1.000	scrambled	6	3	12	central	canonical	n/a	n/a
486.000	1.000	scrambled	6	3	16	central	canonical	canonical	0.720
492.000	1.000	scrambled	6	3	13	central	canonical	canonical	0.606
496.000	1.000	scrambled	6	1	21	central	canonical	canonical	0.715
500.000	1.000	scrambled	6	2	9	central	canonical	n/a	n/a
502.000	1.000	scrambled	6	2	10	boundary	canonical	canonical	0.670
506.000	1.000	scrambled	6	1	1	central	canonical	canonical	0.559
512.000	1.000	structured	7	1	3	boundary	canonical	canonical	0.690
518.000	1.000	structured	7	1	19	central	canonical	canonical	0.601
522.000	1.000	structured	7	1	21	central	canonical	n/a	n/a
526.000	1.000	structured	7	1	3	boundary	canonical	canonical	0.867
532.000	1.000	structured	7	1	20	central	canonical	n/a	n/a
534.000	1.000	structured	7	1	2	central	canonical	canonical	0.596
536.000	1.000	structured	7	1	19	central	canonical	canonical	0.521
538.000	1.000	structured	7	1	20	central	canonical	canonical	0.562
542.000	1.000	structured	7	1	3	boundary	canonical	canonical	0.472
546.000	1.000	structured	7	2	4	boundary	canonical	n/a	n/a
552.000	1.000	structured	7	1	3	boundary	rotated	rotated	0.805
554.000	1.000	structured	7	1	2	central	canonical	canonical	0.725
558.000	1.000	structured	7	1	21	central	canonical	canonical	0.704
560.000	1.000	structured	7	1	3	boundary	canonical	canonical	0.765
564.000	1.000	structured	7	2	4	boundary	canonical	canonical	0.500
570.000	1.000	structured	7	2	8	central	canonical	canonical	0.579
574.000	1.000	structured	7	2	10	boundary	canonical	n/a	n/a
578.000	1.000	structured	7	2	7	central	canonical	canonical	0.561
580.000	1.000	structured	7	2	5	central	canonical	canonical	0.725
586.000	1.000	structured	7	2	7	central	rotated	n/a	n/a
590.000	1.000	structured	7	2	8	central	canonical	canonical	0.935
