onset	duration	sample	trial_type	response_time	stim_file	value
173.7812500000	n/a	88976	STATUS	n/a	n/a	rest1_start
786.7187500000	n/a	402800	STATUS	n/a	n/a	rest1_end
899.7500000000	n/a	460672	STATUS	n/a	n/a	trance1_start
1505.3750000000	n/a	770752	STATUS	n/a	n/a	trance1_end
1848.8437500000	n/a	946608	STATUS	n/a	n/a	trance2_start
2334.7187500000	n/a	1195376	STATUS	n/a	n/a	trance2_end
2367.0859375000	n/a	1211948	STATUS	n/a	n/a	rest2_start
2864.2812500000	n/a	1466512	STATUS	n/a	n/a	rest2_end
3257.4843750000	n/a	1667832	STATUS	n/a	n/a	rest3_start
3562.0468750000	n/a	1823768	STATUS	n/a	n/a	rest3_end
3635.3125000000	n/a	1861280	STATUS	n/a	n/a	trance3_start
3938.7500000000	n/a	2016640	STATUS	n/a	n/a	trance3_end
