onset	duration	trial_type	value	sample
17.343333333333334	0.5	nontarget	29	5203
17.343333333333334	0.5	F	7	5203
17.64666666666667	0.5	nontarget	29	5294
17.64666666666667	0.5	P	17	5294
17.946666666666665	0.5	nontarget	29	5384
17.946666666666665	0.5	N	15	5384
18.253333333333334	0.5	nontarget	29	5476
18.253333333333334	0.5	X	25	5476
18.55666666666667	0.5	nontarget	29	5567
18.55666666666667	0.5	U	22	5567
18.86	0.5	nontarget	29	5658
18.86	0.5	O	16	5658
19.16	0.5	nontarget	29	5748
19.16	0.5	C	4	5748
19.463333333333335	0.5	nontarget	29	5839
19.463333333333335	0.5	L	13	5839
19.763333333333332	0.5	nontarget	29	5929
19.763333333333332	0.5	V	23	5929
20.066666666666666	0.5	nontarget	29	6020
20.066666666666666	0.5	J	11	6020
20.37	0.5	nontarget	29	6111
20.37	0.5	<	1	6111
20.67	0.5	nontarget	29	6201
20.67	0.5	W	24	6201
20.973333333333333	0.5	nontarget	29	6292
20.973333333333333	0.5	S	20	6292
21.276666666666667	0.5	nontarget	29	6383
21.276666666666667	0.5	Y	26	6383
26.15	0.5	nontarget	29	7845
26.15	0.5	D	5	7845
26.453333333333333	0.5	nontarget	29	7936
26.453333333333333	0.5	G	8	7936
26.753333333333334	0.5	nontarget	29	8026
26.753333333333334	0.5	A	2	8026
27.05666666666667	0.5	nontarget	29	8117
27.05666666666667	0.5	Q	18	8117
27.356666666666666	0.5	nontarget	29	8207
27.356666666666666	0.5	Z	27	8207
27.66	0.5	nontarget	29	8298
27.66	0.5	H	9	8298
27.963333333333335	0.5	target	30	8389
27.963333333333335	0.5	R	19	8389
28.263333333333332	0.5	nontarget	29	8479
28.263333333333332	0.5	M	14	8479
28.566666666666666	0.5	nontarget	29	8570
28.566666666666666	0.5	_	28	8570
28.87	0.5	nontarget	29	8661
28.87	0.5	I	10	8661
29.173333333333332	0.5	nontarget	29	8752
29.173333333333332	0.5	K	12	8752
29.473333333333333	0.5	nontarget	29	8842
29.473333333333333	0.5	F	7	8842
29.776666666666667	0.5	nontarget	29	8933
29.776666666666667	0.5	B	3	8933
30.08	0.5	nontarget	29	9024
30.08	0.5	E	6	9024
34.93666666666667	0.5	nontarget	29	10481
34.93666666666667	0.5	E	6	10481
35.24	0.5	nontarget	29	10572
35.24	0.5	P	17	10572
35.54	0.5	nontarget	29	10662
35.54	0.5	K	12	10662
35.843333333333334	0.5	nontarget	29	10753
35.843333333333334	0.5	J	11	10753
36.14666666666667	0.5	nontarget	29	10844
36.14666666666667	0.5	Y	26	10844
36.446666666666665	0.5	nontarget	29	10934
36.446666666666665	0.5	X	25	10934
36.75	0.5	nontarget	29	11025
36.75	0.5	O	16	11025
37.053333333333335	0.5	nontarget	29	11116
37.053333333333335	0.5	N	15	11116
37.35333333333333	0.5	target	30	11206
37.35333333333333	0.5	R	19	11206
37.656666666666666	0.5	nontarget	29	11297
37.656666666666666	0.5	H	9	11297
