onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
208.5340000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
209.2440000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
209.4180000000	n/a	n/a	FB: +1	n/a	n/a	S  8
211.6220000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
212.2060000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
212.3660000000	n/a	n/a	FB: 0	n/a	n/a	S  9
214.5500000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
214.9340000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
215.1000000000	n/a	n/a	FB: +1	n/a	n/a	S  8
217.2820000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
217.7100000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
217.8660000000	n/a	n/a	FB: +1	n/a	n/a	S  8
220.0480000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
220.5660000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
220.7300000000	n/a	n/a	FB: 0	n/a	n/a	S  9
222.9140000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
223.5500000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
223.7140000000	n/a	n/a	FB: 0	n/a	n/a	S  9
225.8960000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
226.3900000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
226.5460000000	n/a	n/a	FB: +1	n/a	n/a	S  8
228.7280000000	n/a	n/a	Trn Stim: yellow congru A	n/a	n/a	S111
229.0780000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
229.2440000000	n/a	n/a	FB: +1	n/a	n/a	S  8
231.4280000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
231.8860000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
232.0440000000	n/a	n/a	FB: +1	n/a	n/a	S  8
234.2260000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
234.6380000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
234.7920000000	n/a	n/a	FB: 0	n/a	n/a	S  9
236.9760000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
237.4620000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
237.6260000000	n/a	n/a	FB: +1	n/a	n/a	S  8
239.8100000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
240.2460000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
240.4080000000	n/a	n/a	FB: 0	n/a	n/a	S  9
242.5920000000	n/a	n/a	Trn Stim: blue incongru C	n/a	n/a	S223
242.9980000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
243.1580000000	n/a	n/a	FB: +1	n/a	n/a	S  8
245.3400000000	n/a	n/a	Trn Stim: yellow congru B	n/a	n/a	S112
245.7580000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
245.9240000000	n/a	n/a	FB: +1	n/a	n/a	S  8
248.1060000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
248.5900000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
248.7560000000	n/a	n/a	FB: 0	n/a	n/a	S  9
250.9540000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
251.3740000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
251.5380000000	n/a	n/a	FB: +1	n/a	n/a	S  8
