onset	duration	startTime	stopTime	eventIdentifier	trial_type	trial_number	block_number	is_practice	fixation_color	cue_side	aoi_correct	aoi_incorrect
530.414	0.2	2385790	2386029	BlankScreen	ANTI	77	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
530.653	1.0	2386029	2387029	ELCue	ANTI	77	3	False	red	180	[1035 1515  405  675]	[405 885 405 675]
532.082	2.0	2387458	2389497	ShowFixation	ANTI	78	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
534.121	0.2	2389497	2389733	BlankScreen	ANTI	78	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
534.357	1.0	2389733	2390733	ELCue	ANTI	78	3	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
535.779	6.0	2391155	2397184	ShowFixation	ANTI	79	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
541.809	0.2	2397185	2397424	BlankScreen	ANTI	79	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
542.049	1.0	2397425	2398425	ELCue	ANTI	79	3	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
543.459	2.0	2398835	2400876	ShowFixation	VGS	80	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
545.5	0.2	2400876	2401111	BlankScreen	VGS	80	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
545.736	1.0	2401112	2402112	ELCue	VGS	80	3	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
576.799	2.0	2432175	2434209	ShowFixation	ANTI	81	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
578.833	0.2	2434209	2434445	BlankScreen	ANTI	81	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
579.069	1.0	2434445	2435445	ELCue	ANTI	81	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
580.59	6.0	2435966	2441996	ShowFixation	VGS	82	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
586.62	0.2	2441996	2442236	BlankScreen	VGS	82	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
586.86	1.0	2442236	2443236	ELCue	VGS	82	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
588.287	6.0	2443663	2449704	ShowFixation	ANTI	83	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
594.328	0.2	2449704	2449943	BlankScreen	ANTI	83	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
594.567	1.0	2449943	2450943	ELCue	ANTI	83	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
595.987	2.0	2451363	2453395	ShowFixation	ANTI	84	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
598.019	0.2	2453395	2453630	BlankScreen	ANTI	84	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
598.254	1.0	2453630	2454630	ELCue	ANTI	84	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
599.679	2.0	2455055	2457082	ShowFixation	ANTI	85	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
601.706	0.2	2457082	2457317	BlankScreen	ANTI	85	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
601.941	1.0	2457317	2458317	ELCue	ANTI	85	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
603.361	2.0	2458737	2460769	ShowFixation	VGS	86	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
605.393	0.2	2460769	2461004	BlankScreen	VGS	86	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
605.628	1.0	2461004	2462004	ELCue	VGS	86	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
607.055	6.0	2462431	2468472	ShowFixation	ANTI	87	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
613.096	0.2	2468472	2468712	BlankScreen	ANTI	87	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
613.336	1.0	2468712	2469712	ELCue	ANTI	87	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
614.759	2.0	2470135	2472163	ShowFixation	VGS	88	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
616.787	0.2	2472163	2472399	BlankScreen	VGS	88	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
617.023	1.0	2472399	2473399	ELCue	VGS	88	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
618.444	6.0	2473820	2479850	ShowFixation	VGS	89	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
624.474	0.2	2479850	2480090	BlankScreen	VGS	89	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
624.714	1.0	2480090	2481090	ELCue	VGS	89	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
626.131	2.0	2481507	2483541	ShowFixation	VGS	90	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
628.165	0.2	2483541	2483777	BlankScreen	VGS	90	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
628.401	1.0	2483777	2484777	ELCue	VGS	90	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
629.825	2.0	2485201	2487228	ShowFixation	VGS	91	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
631.852	0.2	2487228	2487463	BlankScreen	VGS	91	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
632.087	1.0	2487463	2488463	ELCue	VGS	91	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
633.504	2.0	2488880	2490915	ShowFixation	ANTI	92	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
635.539	0.2	2490915	2491150	BlankScreen	ANTI	92	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
635.774	1.0	2491150	2492150	ELCue	ANTI	92	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
637.201	2.0	2492577	2494602	ShowFixation	VGS	93	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
639.226	0.2	2494602	2494837	BlankScreen	VGS	93	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
639.461	1.0	2494837	2495837	ELCue	VGS	93	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
640.883	6.0	2496259	2502289	ShowFixation	ANTI	94	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
646.913	0.2	2502289	2502528	BlankScreen	ANTI	94	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
647.152	1.0	2502528	2503528	ELCue	ANTI	94	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
648.577	6.0	2503953	2509980	ShowFixation	ANTI	95	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
654.604	0.2	2509980	2510219	BlankScreen	ANTI	95	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
654.843	1.0	2510219	2511219	ELCue	ANTI	95	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
656.269	2.0	2511645	2513671	ShowFixation	ANTI	96	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
658.295	0.2	2513671	2513906	BlankScreen	ANTI	96	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
658.53	1.0	2513906	2514906	ELCue	ANTI	96	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
659.941	6.0	2515317	2521341	ShowFixation	ANTI	97	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
665.965	0.2	2521341	2521581	BlankScreen	ANTI	97	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
666.205	1.0	2521581	2522581	ELCue	ANTI	97	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
667.628	2.0	2523004	2525032	ShowFixation	ANTI	98	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
669.656	0.2	2525032	2525267	BlankScreen	ANTI	98	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
669.891	1.0	2525267	2526267	ELCue	ANTI	98	4	False	red	40	[1350 1830  405  675]	[ 90 570 405 675]
671.315	6.0	2526691	2532719	ShowFixation	VGS	99	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
677.343	0.2	2532719	2532958	BlankScreen	VGS	99	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
677.583	1.0	2532959	2533959	ELCue	VGS	99	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
679.003	2.0	2534379	2536410	ShowFixation	VGS	100	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
681.034	0.2	2536410	2536645	BlankScreen	VGS	100	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
681.269	1.0	2536645	2537645	ELCue	VGS	100	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
682.696	6.0	2538072	2544097	ShowFixation	VGS	101	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
688.721	0.2	2544097	2544336	BlankScreen	VGS	101	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
688.96	1.0	2544336	2545336	ELCue	VGS	101	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
690.387	2.0	2545763	2547788	ShowFixation	VGS	102	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
692.412	0.2	2547788	2548023	BlankScreen	VGS	102	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
692.647	1.0	2548023	2549023	ELCue	VGS	102	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
694.073	6.0	2549449	2555475	ShowFixation	VGS	103	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
700.099	0.2	2555475	2555714	BlankScreen	VGS	103	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
700.338	1.0	2555714	2556714	ELCue	VGS	103	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
701.759	2.0	2557135	2559166	ShowFixation	VGS	104	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
703.79	0.2	2559166	2559401	BlankScreen	VGS	104	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
704.025	1.0	2559401	2560401	ELCue	VGS	104	4	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
705.452	6.0	2560828	2566853	ShowFixation	VGS	105	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
711.477	0.2	2566853	2567092	BlankScreen	VGS	105	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
711.716	1.0	2567092	2568092	ELCue	VGS	105	4	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
713.136	6.0	2568512	2574545	ShowFixation	VGS	106	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
719.169	0.2	2574545	2574784	BlankScreen	VGS	106	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
719.408	1.0	2574784	2575784	ELCue	VGS	106	4	False	lime	460	[1035 1515  405  675]	[405 885 405 675]
720.834	6.0	2576210	2582236	ShowFixation	ANTI	107	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
726.86	0.2	2582236	2582475	BlankScreen	ANTI	107	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
727.099	1.0	2582475	2583475	ELCue	ANTI	107	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
728.523	6.0	2583899	2589927	ShowFixation	ANTI	108	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
734.551	0.2	2589927	2590166	BlankScreen	ANTI	108	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
734.79	1.0	2590166	2591166	ELCue	ANTI	108	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
736.21	2.0	2591586	2593617	ShowFixation	ANTI	109	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
738.241	0.2	2593617	2593853	BlankScreen	ANTI	109	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
738.477	1.0	2593853	2594853	ELCue	ANTI	109	4	False	red	180	[1035 1515  405  675]	[405 885 405 675]
739.9	2.0	2595276	2597304	ShowFixation	ANTI	110	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
741.928	0.2	2597304	2597540	BlankScreen	ANTI	110	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
742.164	1.0	2597540	2598540	ELCue	ANTI	110	4	False	red	460	[405 885 405 675]	[1035 1515  405  675]
743.589	6.0	2598965	2604991	ShowFixation	ANTI	111	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
749.615	0.2	2604991	2605231	BlankScreen	ANTI	111	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
749.855	1.0	2605231	2606231	ELCue	ANTI	111	4	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
751.28	6.0	2606656	2612682	ShowFixation	VGS	112	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
757.306	0.2	2612682	2612922	BlankScreen	VGS	112	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
757.546	1.0	2612922	2613922	ELCue	VGS	112	4	False	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
