onset	duration	run_number	trial_number	task_condition	fix_direction
2649.593391	2.6000042	4	1	2	1
2652.193395	2.6000017	4	2	2	2
2654.793397	2.6000002	4	3	2	3
2657.393397	2.6000005	4	4	2	4
2659.993397	2.6000022	4	5	2	5
2662.5934	2.6000034	4	6	2	10
2665.193403	2.6000023	4	7	2	9
2667.793405	2.600001	4	8	2	8
2670.393406	2.6000083	4	9	2	7
2672.993415	2.6000038	4	10	2	6
2675.593418	2.6000039	4	11	2	11
2678.193422	2.6000021	4	12	2	12
2680.793424	2.6000009	4	13	2	13
2683.393425	2.6000002	4	14	2	14
2685.993425	2.6000003	4	15	2	15
2688.593426	2.6000005	4	16	2	20
2691.193426	2.6000035	4	17	2	19
2693.79343	2.6000003	4	18	2	18
2696.39343	2.6000026	4	19	2	17
2698.993433	2.6000023	4	20	2	16
2701.593435	2.6000115	4	21	2	21
2704.193446	2.600003	4	22	2	22
2706.793449	2.6000036	4	23	2	23
2709.393453	2.6000041	4	24	2	24
2711.993457	2.6000014	4	25	2	25
2714.593458	2.6000119	4	26	2	24
2717.19347	2.6000015	4	27	2	23
2719.793472	2.6000027	4	28	2	22
2722.393475	2.6000041	4	29	2	21
2724.993479	2.6000018	4	30	2	16
2727.593481	2.6000031	4	31	2	17
2730.193484	2.6000004	4	32	2	18
2732.793484	2.600003	4	33	2	19
2735.393487	2.600003	4	34	2	20
2737.99349	2.6000015	4	35	2	15
2740.593491	2.6000027	4	36	2	14
2743.193494	2.6000036	4	37	2	13
2745.793498	2.6000021	4	38	2	12
2748.3935	2.6000042	4	39	2	11
2750.993504	2.6000018	4	40	2	6
2753.593506	2.6000032	4	41	2	7
2756.193509	2.6000039	4	42	2	8
2758.793513	2.6000006	4	43	2	9
2761.393514	2.6000005	4	44	2	10
2763.993514	2.6000007	4	45	2	5
2766.593515	2.6000033	4	46	2	4
2769.193518	2.6000002	4	47	2	3
2771.793518	2.6000015	4	48	2	2
2774.39352	2.6000028	4	49	2	1
2776.993523	2.6000027	4	50	2	2
2779.593525	2.6000028	4	51	2	3
2782.193528	2.6000033	4	52	2	4
2784.793531	2.6000033	4	53	2	5
2787.393535	2.6000122	4	54	2	10
2789.993547	2.6000004	4	55	2	9
2792.593547	2.6000019	4	56	2	8
2795.193549	2.6000021	4	57	2	7
2797.793551	2.6000114	4	58	2	6
2800.393563	2.600013	4	59	2	11
2802.993576	2.6000003	4	60	2	12
2805.593576	2.6000021	4	61	2	13
2808.193578	2.600001	4	62	2	14
2810.793579	2.6000034	4	63	2	15
2813.393582	2.6000103	4	64	2	20
2815.993593	2.6000006	4	65	2	19
2818.593593	2.6000013	4	66	2	18
2821.193595	2.6000032	4	67	2	17
2823.793598	2.6000038	4	68	2	16
2826.393602	2.6000032	4	69	2	21
2828.993605	2.6000043	4	70	2	22
2831.593609	2.6000041	4	71	2	23
2834.193613	2.6000004	4	72	2	24
2836.793614	2.6000024	4	73	2	25
2839.393616	2.600004	4	74	2	24
2841.99362	2.6000028	4	75	2	23
2844.593623	2.6000003	4	76	2	22
2847.193623	2.6000019	4	77	2	21
2849.793625	2.6000007	4	78	2	16
2852.393626	2.6000016	4	79	2	17
2854.993627	2.600004	4	80	2	18
2857.593631	2.6000044	4	81	2	19
2860.193636	2.6000035	4	82	2	20
2862.793639	2.6000011	4	83	2	15
2865.39364	2.6000034	4	84	2	14
2867.993644	2.6000009	4	85	2	13
2870.593645	2.6000017	4	86	2	12
2873.193646	2.6000022	4	87	2	11
2875.793649	2.6000009	4	88	2	6
2878.393649	2.6000105	4	89	2	7
2880.99366	2.6000029	4	90	2	8
2883.593663	2.6000016	4	91	2	9
2886.193665	2.6000028	4	92	2	10
2888.793667	2.6000017	4	93	2	5
2891.393669	2.6000027	4	94	2	4
2893.993672	2.6000025	4	95	2	3
2896.593674	2.6000031	4	96	2	2
2899.193677	2.6000031	4	97	2	1
