onset	duration	run_number	trial_number	task_condition	fix_direction
1726.437317	14.3000008	1	1	1	1
1740.737318	14.3000024	1	2	1	2
1755.037321	14.3000021	1	3	1	3
1769.337323	14.3000026	1	4	1	4
1783.637325	14.3000025	1	5	1	5
1797.937328	14.3000036	1	6	1	6
1812.237331	14.3000038	1	7	1	7
1826.537335	14.3000005	1	8	1	8
1840.837336	14.3000039	1	9	1	9
