onset	duration	run_number	trial_number	task_condition	fix_direction
2995.446734	2.600001	5	1	3	1
2998.046735	2.600001	5	2	3	6
3000.646736	2.6000019	5	3	3	11
3003.246738	2.6000023	5	4	3	16
3005.84674	2.6000005	5	5	3	21
3008.446741	2.6000006	5	6	3	22
3011.046741	2.6000004	5	7	3	17
3013.646742	2.600005	5	8	3	12
3016.246747	2.6000007	5	9	3	7
3018.846748	2.6000007	5	10	3	2
3021.446748	2.6000018	5	11	3	3
3024.04675	2.6000037	5	12	3	8
3026.646754	2.6000017	5	13	3	13
3029.246755	2.6000004	5	14	3	18
3031.846756	2.6000005	5	15	3	23
3034.446756	2.6000038	5	16	3	24
3037.04676	2.6000015	5	17	3	19
3039.646762	2.6000052	5	18	3	14
3042.246767	2.6000008	5	19	3	9
3044.846768	2.6000037	5	20	3	4
3047.446771	2.6000022	5	21	3	5
3050.046774	2.6000006	5	22	3	10
3052.646774	2.6000019	5	23	3	15
3055.246776	2.6000029	5	24	3	20
3057.846779	2.6000032	5	25	3	25
3060.446782	2.6000015	5	26	3	20
3063.046784	2.6000041	5	27	3	15
3065.646788	2.6000039	5	28	3	10
3068.246792	2.6000005	5	29	3	5
3070.846792	2.6000038	5	30	3	4
3073.446796	2.6000036	5	31	3	9
3076.0468	2.6000018	5	32	3	14
3078.646801	2.6000038	5	33	3	19
3081.246805	2.6000012	5	34	3	24
3083.846806	2.6000037	5	35	3	23
3086.44681	2.6000023	5	36	3	18
3089.046812	2.6000035	5	37	3	13
3091.646816	2.6000015	5	38	3	8
3094.246817	2.6000139	5	39	3	3
3096.846831	2.6000029	5	40	3	2
3099.446834	2.600003	5	41	3	7
3102.046837	2.6000022	5	42	3	12
3104.646839	2.6000009	5	43	3	17
3107.24684	2.6000035	5	44	3	22
3109.846844	2.6000011	5	45	3	21
3112.446845	2.6000032	5	46	3	16
3115.046848	2.6000013	5	47	3	11
3117.646849	2.6000028	5	48	3	6
3120.246852	2.6000039	5	49	3	1
3122.846856	2.6000038	5	50	3	6
3125.44686	2.6000031	5	51	3	11
3128.046863	2.6000043	5	52	3	16
3130.646867	2.6000021	5	53	3	21
3133.246869	2.6000013	5	54	3	22
3135.846871	2.6000009	5	55	3	17
3138.446872	2.6000009	5	56	3	12
3141.046873	2.600004	5	57	3	7
3143.646876	2.6000032	5	58	3	2
3146.24688	2.6000013	5	59	3	3
3148.846881	2.6000042	5	60	3	8
3151.446885	2.6000029	5	61	3	13
3154.046888	2.6000023	5	62	3	18
3156.64689	2.6000007	5	63	3	23
3159.246891	2.6000006	5	64	3	24
3161.846892	2.6000005	5	65	3	19
3164.446892	2.6000029	5	66	3	14
3167.046895	2.6000003	5	67	3	9
3169.646895	2.6000033	5	68	3	4
3172.246899	2.6000027	5	69	3	5
3174.846901	2.6000041	5	70	3	10
3177.446905	2.6000011	5	71	3	15
3180.046907	2.6000022	5	72	3	20
3182.646909	2.6000008	5	73	3	25
3185.24691	2.6000022	5	74	3	20
3187.846912	2.6000025	5	75	3	15
3190.446914	2.6000043	5	76	3	10
3193.046919	2.6000009	5	77	3	5
3195.646919	2.6000032	5	78	3	4
3198.246923	2.6000043	5	79	3	9
3200.846927	2.6000022	5	80	3	14
3203.446929	2.6000031	5	81	3	19
3206.046932	2.6000039	5	82	3	24
3208.646936	2.6000011	5	83	3	23
3211.246937	2.6000028	5	84	3	18
3213.84694	2.6000023	5	85	3	13
3216.446942	2.6000033	5	86	3	8
3219.046946	2.6000042	5	87	3	3
3221.64695	2.600004	5	88	3	2
3224.246954	2.6000032	5	89	3	7
3226.846957	2.6000019	5	90	3	12
3229.446959	2.6000024	5	91	3	17
3232.046961	2.6000014	5	92	3	22
3234.646963	2.6000012	5	93	3	21
3237.246964	2.6000028	5	94	3	16
3239.846967	2.600001	5	95	3	11
3242.446968	2.6000028	5	96	3	6
3245.046971	2.6000015	5	97	3	1
