onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
51.6500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
52.6500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
53.6500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
54.6500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
55.6500000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
56.6520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
57.6520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
58.6520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
59.6520000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
60.6540000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
61.6540000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
62.6560000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
63.6560000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
64.6560000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
65.6560000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
66.6560000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
67.6560000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
68.6580000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
69.6580000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
70.6580000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
71.6580000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
72.6600000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
73.6600000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
74.6620000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
75.6620000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
76.6620000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
77.6620000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
78.6620000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
79.6620000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
80.6640000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
81.6640000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
82.6640000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
83.6640000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
84.6640000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
85.6640000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
86.6660000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
87.6660000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
88.6660000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
89.6660000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
90.6680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
91.6680000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
92.6700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
93.6700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
94.6700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
95.6700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
96.6700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
97.6700000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
98.6720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
99.6720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
100.6720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
101.6720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
102.6720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
103.6720000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
104.6740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
105.6740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
106.6740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
107.6740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
108.6740000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
109.6760000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
110.6780000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
128.6580000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
129.6600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
130.6600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
131.6600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
132.6600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
133.6600000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
134.6620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
135.6620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
136.6620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
137.6620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
138.6620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
139.6620000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
140.6640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
141.6640000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
142.6660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
143.6660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
144.6660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
145.6660000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
146.6680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
147.6680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
148.6680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
149.6680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
150.6680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
151.6680000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
152.6700000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
153.6700000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
154.6700000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
155.6700000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
156.6700000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
157.6700000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
158.6720000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
159.6720000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
160.6740000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
161.6740000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
162.6740000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
163.6740000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
164.6760000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
165.6760000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
166.6760000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
167.6760000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
168.6760000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
169.6760000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
170.6780000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
171.6780000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
172.6780000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
173.6780000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
174.6780000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
175.6780000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
176.6800000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
177.6800000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
178.6800000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
179.6800000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
180.6820000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
181.6820000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
182.6840000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
183.6840000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
184.6840000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
185.6840000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
186.6840000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
187.6840000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
259.0160000000	n/a	n/a	Standard Tone	n/a	n/a	S201
259.9860000000	n/a	n/a	Standard Tone	n/a	n/a	S201
261.3660000000	n/a	n/a	Novel Tone	n/a	n/a	S202
262.7820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
263.8760000000	n/a	n/a	Standard Tone	n/a	n/a	S201
265.2800000000	n/a	n/a	Target Tone	n/a	n/a	S200
266.2680000000	n/a	n/a	Standard Tone	n/a	n/a	S201
267.4920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
268.7980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
269.9080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
271.2460000000	n/a	n/a	Target Tone	n/a	n/a	S200
272.5040000000	n/a	n/a	Standard Tone	n/a	n/a	S201
273.8740000000	n/a	n/a	Standard Tone	n/a	n/a	S201
275.1180000000	n/a	n/a	Novel Tone	n/a	n/a	S202
276.1620000000	n/a	n/a	Standard Tone	n/a	n/a	S201
277.3980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
278.7280000000	n/a	n/a	Novel Tone	n/a	n/a	S202
279.7680000000	n/a	n/a	Standard Tone	n/a	n/a	S201
280.8260000000	n/a	n/a	Standard Tone	n/a	n/a	S201
282.1120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
283.4060000000	n/a	n/a	Novel Tone	n/a	n/a	S202
284.6320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
285.9560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
286.9940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
288.2960000000	n/a	n/a	Target Tone	n/a	n/a	S200
289.7280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
291.1300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
292.5280000000	n/a	n/a	Target Tone	n/a	n/a	S200
293.6940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
295.1440000000	n/a	n/a	Novel Tone	n/a	n/a	S202
296.6540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
297.9080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
298.9320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
300.0340000000	n/a	n/a	Target Tone	n/a	n/a	S200
301.4560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
302.7480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
304.2620000000	n/a	n/a	Novel Tone	n/a	n/a	S202
305.5820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
306.6380000000	n/a	n/a	Target Tone	n/a	n/a	S200
307.6980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
308.8900000000	n/a	n/a	Standard Tone	n/a	n/a	S201
309.9820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
311.1680000000	n/a	n/a	Standard Tone	n/a	n/a	S201
312.1720000000	n/a	n/a	Standard Tone	n/a	n/a	S201
313.3900000000	n/a	n/a	Target Tone	n/a	n/a	S200
314.8060000000	n/a	n/a	Standard Tone	n/a	n/a	S201
316.1140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
317.2240000000	n/a	n/a	Novel Tone	n/a	n/a	S202
318.2700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
319.3440000000	n/a	n/a	Standard Tone	n/a	n/a	S201
320.4220000000	n/a	n/a	Standard Tone	n/a	n/a	S201
323.2520000000	n/a	n/a	Target Tone	n/a	n/a	S200
324.3200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
325.5440000000	n/a	n/a	Standard Tone	n/a	n/a	S201
327.6260000000	n/a	n/a	Novel Tone	n/a	n/a	S202
329.1320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
330.2020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
331.3000000000	n/a	n/a	Novel Tone	n/a	n/a	S202
332.6640000000	n/a	n/a	Standard Tone	n/a	n/a	S201
333.9300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
335.2900000000	n/a	n/a	Novel Tone	n/a	n/a	S202
336.7080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
338.0760000000	n/a	n/a	Standard Tone	n/a	n/a	S201
339.5860000000	n/a	n/a	Target Tone	n/a	n/a	S200
340.7780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
341.9040000000	n/a	n/a	Standard Tone	n/a	n/a	S201
343.1900000000	n/a	n/a	Novel Tone	n/a	n/a	S202
344.3280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
345.6320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
347.0920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
348.1060000000	n/a	n/a	Target Tone	n/a	n/a	S200
349.2840000000	n/a	n/a	Standard Tone	n/a	n/a	S201
350.5300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
351.5200000000	n/a	n/a	Target Tone	n/a	n/a	S200
352.6760000000	n/a	n/a	Standard Tone	n/a	n/a	S201
353.8480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
354.9140000000	n/a	n/a	Novel Tone	n/a	n/a	S202
356.1400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
357.1660000000	n/a	n/a	Standard Tone	n/a	n/a	S201
358.4720000000	n/a	n/a	Novel Tone	n/a	n/a	S202
359.8900000000	n/a	n/a	Standard Tone	n/a	n/a	S201
360.8880000000	n/a	n/a	Target Tone	n/a	n/a	S200
362.1140000000	n/a	n/a	Standard Tone	n/a	n/a	S201
363.3400000000	n/a	n/a	Standard Tone	n/a	n/a	S201
364.7100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
366.0100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
367.1980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
368.3800000000	n/a	n/a	Target Tone	n/a	n/a	S200
369.5280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
371.0040000000	n/a	n/a	Novel Tone	n/a	n/a	S202
372.2340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
373.3020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
374.6800000000	n/a	n/a	Standard Tone	n/a	n/a	S201
375.8240000000	n/a	n/a	Target Tone	n/a	n/a	S200
377.3440000000	n/a	n/a	Standard Tone	n/a	n/a	S201
378.4560000000	n/a	n/a	Novel Tone	n/a	n/a	S202
379.7500000000	n/a	n/a	Standard Tone	n/a	n/a	S201
380.7640000000	n/a	n/a	Target Tone	n/a	n/a	S200
404.2280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
404.8180000000	n/a	n/a	Standard Tone	n/a	n/a	S201
405.8960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
407.2040000000	n/a	n/a	Target Tone	n/a	n/a	S200
407.9280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
409.2960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
410.6120000000	n/a	n/a	Novel Tone	n/a	n/a	S202
411.6480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
412.9480000000	n/a	n/a	Standard Tone	n/a	n/a	S201
414.3020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
415.4020000000	n/a	n/a	Standard Tone	n/a	n/a	S201
416.4840000000	n/a	n/a	Target Tone	n/a	n/a	S200
417.5800000000	n/a	n/a	Standard Tone	n/a	n/a	S201
418.7160000000	n/a	n/a	Novel Tone	n/a	n/a	S202
420.1320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
421.4560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
422.7760000000	n/a	n/a	Standard Tone	n/a	n/a	S201
423.7580000000	n/a	n/a	Target Tone	n/a	n/a	S200
424.9780000000	n/a	n/a	Standard Tone	n/a	n/a	S201
426.0300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
427.2140000000	n/a	n/a	Novel Tone	n/a	n/a	S202
428.3500000000	n/a	n/a	Standard Tone	n/a	n/a	S201
429.7680000000	n/a	n/a	Target Tone	n/a	n/a	S200
430.9340000000	n/a	n/a	Standard Tone	n/a	n/a	S201
431.9960000000	n/a	n/a	Standard Tone	n/a	n/a	S201
433.1800000000	n/a	n/a	Novel Tone	n/a	n/a	S202
434.6000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
436.0600000000	n/a	n/a	Standard Tone	n/a	n/a	S201
437.0960000000	n/a	n/a	Novel Tone	n/a	n/a	S202
438.5180000000	n/a	n/a	Standard Tone	n/a	n/a	S201
439.5380000000	n/a	n/a	Standard Tone	n/a	n/a	S201
441.0240000000	n/a	n/a	Novel Tone	n/a	n/a	S202
442.3380000000	n/a	n/a	Standard Tone	n/a	n/a	S201
443.7220000000	n/a	n/a	Standard Tone	n/a	n/a	S201
445.1620000000	n/a	n/a	Target Tone	n/a	n/a	S200
446.2380000000	n/a	n/a	Standard Tone	n/a	n/a	S201
447.5940000000	n/a	n/a	Standard Tone	n/a	n/a	S201
448.6960000000	n/a	n/a	Target Tone	n/a	n/a	S200
450.1920000000	n/a	n/a	Standard Tone	n/a	n/a	S201
452.2580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
453.5600000000	n/a	n/a	Standard Tone	n/a	n/a	S201
454.8040000000	n/a	n/a	Standard Tone	n/a	n/a	S201
456.2940000000	n/a	n/a	Target Tone	n/a	n/a	S200
457.4000000000	n/a	n/a	Standard Tone	n/a	n/a	S201
458.6840000000	n/a	n/a	Standard Tone	n/a	n/a	S201
460.0580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
461.1000000000	n/a	n/a	Novel Tone	n/a	n/a	S202
462.3320000000	n/a	n/a	Standard Tone	n/a	n/a	S201
463.7200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
465.0840000000	n/a	n/a	Standard Tone	n/a	n/a	S201
466.5180000000	n/a	n/a	Novel Tone	n/a	n/a	S202
467.9380000000	n/a	n/a	Standard Tone	n/a	n/a	S201
469.1820000000	n/a	n/a	Standard Tone	n/a	n/a	S201
470.4880000000	n/a	n/a	Novel Tone	n/a	n/a	S202
471.9100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
473.3560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
474.4640000000	n/a	n/a	Target Tone	n/a	n/a	S200
475.7100000000	n/a	n/a	Standard Tone	n/a	n/a	S201
476.8180000000	n/a	n/a	Standard Tone	n/a	n/a	S201
478.0080000000	n/a	n/a	Novel Tone	n/a	n/a	S202
479.4280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
480.6080000000	n/a	n/a	Standard Tone	n/a	n/a	S201
482.1040000000	n/a	n/a	Target Tone	n/a	n/a	S200
483.3060000000	n/a	n/a	Standard Tone	n/a	n/a	S201
484.3680000000	n/a	n/a	Standard Tone	n/a	n/a	S201
485.6080000000	n/a	n/a	Novel Tone	n/a	n/a	S202
487.1200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
488.2980000000	n/a	n/a	Novel Tone	n/a	n/a	S202
489.7200000000	n/a	n/a	Standard Tone	n/a	n/a	S201
490.8980000000	n/a	n/a	Standard Tone	n/a	n/a	S201
492.2280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
493.6980000000	n/a	n/a	Target Tone	n/a	n/a	S200
495.0540000000	n/a	n/a	Standard Tone	n/a	n/a	S201
496.3300000000	n/a	n/a	Standard Tone	n/a	n/a	S201
497.5700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
499.0060000000	n/a	n/a	Standard Tone	n/a	n/a	S201
500.2680000000	n/a	n/a	Standard Tone	n/a	n/a	S201
501.5000000000	n/a	n/a	Target Tone	n/a	n/a	S200
502.7660000000	n/a	n/a	Standard Tone	n/a	n/a	S201
503.9580000000	n/a	n/a	Standard Tone	n/a	n/a	S201
505.2040000000	n/a	n/a	Standard Tone	n/a	n/a	S201
506.6420000000	n/a	n/a	Standard Tone	n/a	n/a	S201
507.7780000000	n/a	n/a	Target Tone	n/a	n/a	S200
508.8440000000	n/a	n/a	Standard Tone	n/a	n/a	S201
509.8460000000	n/a	n/a	Standard Tone	n/a	n/a	S201
511.1280000000	n/a	n/a	Standard Tone	n/a	n/a	S201
512.3180000000	n/a	n/a	Target Tone	n/a	n/a	S200
513.4040000000	n/a	n/a	Standard Tone	n/a	n/a	S201
514.6880000000	n/a	n/a	Standard Tone	n/a	n/a	S201
515.6720000000	n/a	n/a	Novel Tone	n/a	n/a	S202
516.8120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
518.1660000000	n/a	n/a	Standard Tone	n/a	n/a	S201
519.6000000000	n/a	n/a	Novel Tone	n/a	n/a	S202
521.1120000000	n/a	n/a	Standard Tone	n/a	n/a	S201
522.3720000000	n/a	n/a	Target Tone	n/a	n/a	S200
523.5560000000	n/a	n/a	Standard Tone	n/a	n/a	S201
524.6300000000	n/a	n/a	Novel Tone	n/a	n/a	S202
525.6700000000	n/a	n/a	Standard Tone	n/a	n/a	S201
526.6860000000	n/a	n/a	Target Tone	n/a	n/a	S200
