onset	duration	sample	trial_type	response_time	stim_file	value
-0.0020000000	n/a	-0.5	STATUS	n/a	n/a	boundary
1.2145000000	n/a	303.625	STATUS	n/a	n/a	M  1
6.2145000000	n/a	1553.625	STATUS	n/a	n/a	M  1
11.2125000000	n/a	2803.125	STATUS	n/a	n/a	M  1
16.2105000000	n/a	4052.625	STATUS	n/a	n/a	M  1
21.2085000000	n/a	5302.125	STATUS	n/a	n/a	M  1
26.2065000000	n/a	6551.625	STATUS	n/a	n/a	M  1
31.2045000000	n/a	7801.125	STATUS	n/a	n/a	M  1
36.2025000000	n/a	9050.625	STATUS	n/a	n/a	M  1
41.2005000000	n/a	10300.125	STATUS	n/a	n/a	M  1
46.1985000000	n/a	11549.625	STATUS	n/a	n/a	M  1
51.1965000000	n/a	12799.125	STATUS	n/a	n/a	M  1
56.1945000000	n/a	14048.625	STATUS	n/a	n/a	M  1
61.1925000000	n/a	15298.125	STATUS	n/a	n/a	M  1
66.1905000000	n/a	16547.625	STATUS	n/a	n/a	M  1
71.1885000000	n/a	17797.125	STATUS	n/a	n/a	M  1
76.1865000000	n/a	19046.625	STATUS	n/a	n/a	M  1
81.1845000000	n/a	20296.125	STATUS	n/a	n/a	M  1
86.1805000000	n/a	21545.125	STATUS	n/a	n/a	M  1
91.1785000000	n/a	22794.625	STATUS	n/a	n/a	M  1
96.1765000000	n/a	24044.125	STATUS	n/a	n/a	M  1
101.1725000000	n/a	25293.125	STATUS	n/a	n/a	M  1
106.1705000000	n/a	26542.625	STATUS	n/a	n/a	M  1
111.1665000000	n/a	27791.625	STATUS	n/a	n/a	M  1
116.1645000000	n/a	29041.125	STATUS	n/a	n/a	M  1
121.1605000000	n/a	30290.125	STATUS	n/a	n/a	M  1
126.1585000000	n/a	31539.625	STATUS	n/a	n/a	M  1
131.1545000000	n/a	32788.625	STATUS	n/a	n/a	M  1
136.1525000000	n/a	34038.125	STATUS	n/a	n/a	M  1
141.1505000000	n/a	35287.625	STATUS	n/a	n/a	M  1
146.1465000000	n/a	36536.625	STATUS	n/a	n/a	M  1
151.1445000000	n/a	37786.125	STATUS	n/a	n/a	M  1
156.1425000000	n/a	39035.625	STATUS	n/a	n/a	M  1
161.1385000000	n/a	40284.625	STATUS	n/a	n/a	M  1
166.1365000000	n/a	41534.125	STATUS	n/a	n/a	M  1
171.1345000000	n/a	42783.625	STATUS	n/a	n/a	M  1
176.1325000000	n/a	44033.125	STATUS	n/a	n/a	M  1
181.1305000000	n/a	45282.625	STATUS	n/a	n/a	M  1
186.1285000000	n/a	46532.125	STATUS	n/a	n/a	M  1
191.1265000000	n/a	47781.625	STATUS	n/a	n/a	M  1
196.1225000000	n/a	49030.625	STATUS	n/a	n/a	M  1
201.1205000000	n/a	50280.125	STATUS	n/a	n/a	M  1
206.1185000000	n/a	51529.625	STATUS	n/a	n/a	M  1
211.1165000000	n/a	52779.125	STATUS	n/a	n/a	M  1
216.1145000000	n/a	54028.625	STATUS	n/a	n/a	M  1
221.1125000000	n/a	55278.125	STATUS	n/a	n/a	M  1
226.1085000000	n/a	56527.125	STATUS	n/a	n/a	M  1
231.1065000000	n/a	57776.625	STATUS	n/a	n/a	M  1
236.1045000000	n/a	59026.125	STATUS	n/a	n/a	M  1
241.1025000000	n/a	60275.625	STATUS	n/a	n/a	M  1
246.1005000000	n/a	61525.125	STATUS	n/a	n/a	M  1
251.0965000000	n/a	62774.125	STATUS	n/a	n/a	M  1
256.0945000000	n/a	64023.625	STATUS	n/a	n/a	M  1
261.0925000000	n/a	65273.125	STATUS	n/a	n/a	M  1
266.0905000000	n/a	66522.625	STATUS	n/a	n/a	M  1
271.0865000000	n/a	67771.625	STATUS	n/a	n/a	M  1
272.0060000000	n/a	68001.5	STATUS	n/a	n/a	boundary
273.7345000000	n/a	68433.625	moving_serve	n/a	n/a	M  1
274.0040000000	n/a	68501	moving_serve	n/a	n/a	Subject_hit
276.4840000000	n/a	69121	moving_serve	n/a	n/a	Subject_hit
278.4840000000	n/a	69621	moving_serve	n/a	n/a	Subject_hit
278.7305000000	n/a	69682.625	moving_serve	n/a	n/a	M  1
280.5960000000	n/a	70149	moving_serve	n/a	n/a	Subject_hit
283.7265000000	n/a	70931.625	moving_serve	n/a	n/a	M  1
284.6640000000	n/a	71166	moving_serve	n/a	n/a	Subject_hit
286.7400000000	n/a	71685	moving_serve	n/a	n/a	Subject_hit
288.7225000000	n/a	72180.625	moving_serve	n/a	n/a	M  1
288.7480000000	n/a	72187	moving_serve	n/a	n/a	Subject_hit
290.8960000000	n/a	72724	moving_serve	n/a	n/a	Subject_hit
293.0560000000	n/a	73264	moving_serve	n/a	n/a	Subject_hit
293.7185000000	n/a	73429.625	moving_serve	n/a	n/a	M  1
297.2440000000	n/a	74311	moving_serve	n/a	n/a	Subject_hit
298.7145000000	n/a	74678.625	moving_serve	n/a	n/a	M  1
301.2160000000	n/a	75304	moving_serve	n/a	n/a	Subject_hit
303.4320000000	n/a	75858	moving_serve	n/a	n/a	Subject_hit
303.7105000000	n/a	75927.625	moving_serve	n/a	n/a	M  1
305.5120000000	n/a	76378	moving_serve	n/a	n/a	Subject_hit
307.7000000000	n/a	76925	moving_serve	n/a	n/a	Subject_hit
308.7065000000	n/a	77176.625	moving_serve	n/a	n/a	M  1
309.9760000000	n/a	77494	moving_serve	n/a	n/a	Subject_hit
311.9280000000	n/a	77982	moving_serve	n/a	n/a	Subject_hit
313.7025000000	n/a	78425.625	moving_serve	n/a	n/a	M  1
313.7040000000	n/a	78426	moving_serve	n/a	n/a	Subject_hit
316.2440000000	n/a	79061	moving_serve	n/a	n/a	Subject_hit
317.9760000000	n/a	79494	moving_serve	n/a	n/a	Subject_hit
318.6985000000	n/a	79674.625	moving_serve	n/a	n/a	M  1
320.5360000000	n/a	80134	moving_serve	n/a	n/a	Subject_hit
322.1960000000	n/a	80549	moving_serve	n/a	n/a	Subject_hit
323.6945000000	n/a	80923.625	moving_serve	n/a	n/a	M  1
324.6240000000	n/a	81156	moving_serve	n/a	n/a	Subject_hit
328.6905000000	n/a	82172.625	moving_serve	n/a	n/a	M  1
328.7080000000	n/a	82177	moving_serve	n/a	n/a	Subject_hit
330.9000000000	n/a	82725	moving_serve	n/a	n/a	Subject_hit
333.0720000000	n/a	83268	moving_serve	n/a	n/a	Subject_hit
333.6865000000	n/a	83421.625	moving_serve	n/a	n/a	M  1
334.7960000000	n/a	83699	moving_serve	n/a	n/a	Subject_hit
337.3320000000	n/a	84333	moving_serve	n/a	n/a	Subject_hit
338.6825000000	n/a	84670.625	moving_serve	n/a	n/a	M  1
339.3040000000	n/a	84826	moving_serve	n/a	n/a	Subject_hit
341.4760000000	n/a	85369	moving_serve	n/a	n/a	Subject_hit
343.6805000000	n/a	85920.125	moving_serve	n/a	n/a	M  1
345.4560000000	n/a	86364	moving_serve	n/a	n/a	Subject_hit
347.5880000000	n/a	86897	moving_serve	n/a	n/a	Subject_hit
348.6765000000	n/a	87169.125	moving_serve	n/a	n/a	M  1
349.4240000000	n/a	87356	moving_serve	n/a	n/a	Subject_hit
351.8520000000	n/a	87963	moving_serve	n/a	n/a	Subject_hit
353.6725000000	n/a	88418.125	moving_serve	n/a	n/a	M  1
353.7400000000	n/a	88435	moving_serve	n/a	n/a	Subject_hit
356.1200000000	n/a	89030	moving_serve	n/a	n/a	Subject_hit
358.6705000000	n/a	89667.625	moving_serve	n/a	n/a	M  1
360.2520000000	n/a	90063	moving_serve	n/a	n/a	Subject_hit
361.9200000000	n/a	90480	moving_serve	n/a	n/a	Subject_hit
363.6665000000	n/a	90916.625	moving_serve	n/a	n/a	M  1
364.3880000000	n/a	91097	moving_serve	n/a	n/a	Subject_hit
366.6200000000	n/a	91655	moving_serve	n/a	n/a	Subject_hit
368.5920000000	n/a	92148	moving_serve	n/a	n/a	Subject_hit
368.6625000000	n/a	92165.625	moving_serve	n/a	n/a	M  1
370.3840000000	n/a	92596	moving_serve	n/a	n/a	Subject_hit
372.8680000000	n/a	93217	moving_serve	n/a	n/a	Subject_hit
373.6585000000	n/a	93414.625	moving_serve	n/a	n/a	M  1
376.8040000000	n/a	94201	moving_serve	n/a	n/a	Subject_hit
378.6565000000	n/a	94664.125	moving_serve	n/a	n/a	M  1
378.7680000000	n/a	94692	moving_serve	n/a	n/a	Subject_hit
380.8400000000	n/a	95210	moving_serve	n/a	n/a	Subject_hit
382.9640000000	n/a	95741	moving_serve	n/a	n/a	Subject_hit
383.6525000000	n/a	95913.125	moving_serve	n/a	n/a	M  1
384.9760000000	n/a	96244	moving_serve	n/a	n/a	Subject_hit
387.0560000000	n/a	96764	moving_serve	n/a	n/a	Subject_hit
388.6485000000	n/a	97162.125	moving_serve	n/a	n/a	M  1
388.8760000000	n/a	97219	moving_serve	n/a	n/a	Subject_hit
391.0600000000	n/a	97765	moving_serve	n/a	n/a	Subject_hit
393.5720000000	n/a	98393	moving_serve	n/a	n/a	Subject_hit
393.6465000000	n/a	98411.625	moving_serve	n/a	n/a	M  1
395.0920000000	n/a	98773	moving_serve	n/a	n/a	Subject_hit
397.6080000000	n/a	99402	moving_serve	n/a	n/a	Subject_hit
398.6425000000	n/a	99660.625	moving_serve	n/a	n/a	M  1
399.6920000000	n/a	99923	moving_serve	n/a	n/a	Subject_hit
401.7360000000	n/a	100434	moving_serve	n/a	n/a	Subject_hit
403.6405000000	n/a	100910.125	moving_serve	n/a	n/a	M  1
403.8360000000	n/a	100959	moving_serve	n/a	n/a	Subject_hit
406.0000000000	n/a	101500	moving_serve	n/a	n/a	Subject_hit
408.0200000000	n/a	102005	moving_serve	n/a	n/a	Subject_hit
408.6365000000	n/a	102159.125	moving_serve	n/a	n/a	M  1
410.1760000000	n/a	102544	moving_serve	n/a	n/a	Subject_hit
413.6345000000	n/a	103408.625	moving_serve	n/a	n/a	M  1
413.7800000000	n/a	103445	moving_serve	n/a	n/a	Subject_hit
416.3360000000	n/a	104084	moving_serve	n/a	n/a	Subject_hit
418.2880000000	n/a	104572	moving_serve	n/a	n/a	Subject_hit
418.6305000000	n/a	104657.625	moving_serve	n/a	n/a	M  1
420.2840000000	n/a	105071	moving_serve	n/a	n/a	Subject_hit
422.4440000000	n/a	105611	moving_serve	n/a	n/a	Subject_hit
423.6285000000	n/a	105907.125	moving_serve	n/a	n/a	M  1
424.4520000000	n/a	106113	moving_serve	n/a	n/a	Subject_hit
426.4580000000	n/a	106614.5	STATUS	n/a	n/a	boundary
428.4560000000	n/a	107114	stationary_serve	n/a	n/a	Subject_hit
430.5845000000	n/a	107646.125	stationary_serve	n/a	n/a	M  1
430.8200000000	n/a	107705	stationary_serve	n/a	n/a	Subject_hit
432.9600000000	n/a	108240	stationary_serve	n/a	n/a	Subject_hit
434.9440000000	n/a	108736	stationary_serve	n/a	n/a	Subject_hit
435.5805000000	n/a	108895.125	stationary_serve	n/a	n/a	M  1
438.9520000000	n/a	109738	stationary_serve	n/a	n/a	Subject_hit
440.5785000000	n/a	110144.625	stationary_serve	n/a	n/a	M  1
440.9280000000	n/a	110232	stationary_serve	n/a	n/a	Subject_hit
445.0760000000	n/a	111269	stationary_serve	n/a	n/a	Subject_hit
445.5745000000	n/a	111393.625	stationary_serve	n/a	n/a	M  1
447.1960000000	n/a	111799	stationary_serve	n/a	n/a	Subject_hit
449.2280000000	n/a	112307	stationary_serve	n/a	n/a	Subject_hit
450.5725000000	n/a	112643.125	stationary_serve	n/a	n/a	M  1
451.2600000000	n/a	112815	stationary_serve	n/a	n/a	Subject_hit
453.2600000000	n/a	113315	stationary_serve	n/a	n/a	Subject_hit
454.9320000000	n/a	113733	stationary_serve	n/a	n/a	Subject_hit
455.5685000000	n/a	113892.125	stationary_serve	n/a	n/a	M  1
457.4080000000	n/a	114352	stationary_serve	n/a	n/a	Subject_hit
459.4720000000	n/a	114868	stationary_serve	n/a	n/a	Subject_hit
460.5665000000	n/a	115141.625	stationary_serve	n/a	n/a	M  1
461.5600000000	n/a	115390	stationary_serve	n/a	n/a	Subject_hit
465.4920000000	n/a	116373	stationary_serve	n/a	n/a	Subject_hit
465.5625000000	n/a	116390.625	stationary_serve	n/a	n/a	M  1
467.5480000000	n/a	116887	stationary_serve	n/a	n/a	Subject_hit
470.5605000000	n/a	117640.125	stationary_serve	n/a	n/a	M  1
471.4880000000	n/a	117872	stationary_serve	n/a	n/a	Subject_hit
473.5160000000	n/a	118379	stationary_serve	n/a	n/a	Subject_hit
475.5520000000	n/a	118888	stationary_serve	n/a	n/a	Subject_hit
475.5565000000	n/a	118889.125	stationary_serve	n/a	n/a	M  1
477.0880000000	n/a	119272	stationary_serve	n/a	n/a	Subject_hit
480.5525000000	n/a	120138.125	stationary_serve	n/a	n/a	M  1
481.4800000000	n/a	120370	stationary_serve	n/a	n/a	Subject_hit
483.5000000000	n/a	120875	stationary_serve	n/a	n/a	Subject_hit
485.5505000000	n/a	121387.625	stationary_serve	n/a	n/a	M  1
485.5600000000	n/a	121390	stationary_serve	n/a	n/a	Subject_hit
487.6560000000	n/a	121914	stationary_serve	n/a	n/a	Subject_hit
489.6920000000	n/a	122423	stationary_serve	n/a	n/a	Subject_hit
490.5465000000	n/a	122636.625	stationary_serve	n/a	n/a	M  1
491.4840000000	n/a	122871	stationary_serve	n/a	n/a	Subject_hit
495.5445000000	n/a	123886.125	stationary_serve	n/a	n/a	M  1
495.6680000000	n/a	123917	stationary_serve	n/a	n/a	Subject_hit
497.7080000000	n/a	124427	stationary_serve	n/a	n/a	Subject_hit
499.5120000000	n/a	124878	stationary_serve	n/a	n/a	Subject_hit
500.5405000000	n/a	125135.125	stationary_serve	n/a	n/a	M  1
501.9920000000	n/a	125498	stationary_serve	n/a	n/a	Subject_hit
503.7240000000	n/a	125931	stationary_serve	n/a	n/a	Subject_hit
505.5365000000	n/a	126384.125	stationary_serve	n/a	n/a	M  1
506.2440000000	n/a	126561	stationary_serve	n/a	n/a	Subject_hit
508.2600000000	n/a	127065	stationary_serve	n/a	n/a	Subject_hit
510.3080000000	n/a	127577	stationary_serve	n/a	n/a	Subject_hit
510.5345000000	n/a	127633.625	stationary_serve	n/a	n/a	M  1
511.9480000000	n/a	127987	stationary_serve	n/a	n/a	Subject_hit
514.3400000000	n/a	128585	stationary_serve	n/a	n/a	Subject_hit
515.5325000000	n/a	128883.125	stationary_serve	n/a	n/a	M  1
516.4360000000	n/a	129109	stationary_serve	n/a	n/a	Subject_hit
518.2000000000	n/a	129550	stationary_serve	n/a	n/a	Subject_hit
520.5285000000	n/a	130132.125	stationary_serve	n/a	n/a	M  1
520.5360000000	n/a	130134	stationary_serve	n/a	n/a	Subject_hit
525.5265000000	n/a	131381.625	stationary_serve	n/a	n/a	M  1
526.4200000000	n/a	131605	stationary_serve	n/a	n/a	Subject_hit
528.4840000000	n/a	132121	stationary_serve	n/a	n/a	Subject_hit
530.5245000000	n/a	132631.125	stationary_serve	n/a	n/a	M  1
530.5400000000	n/a	132635	stationary_serve	n/a	n/a	Subject_hit
532.5360000000	n/a	133134	stationary_serve	n/a	n/a	Subject_hit
535.5225000000	n/a	133880.625	stationary_serve	n/a	n/a	M  1
536.4720000000	n/a	134118	stationary_serve	n/a	n/a	Subject_hit
538.5040000000	n/a	134626	stationary_serve	n/a	n/a	Subject_hit
540.5205000000	n/a	135130.125	stationary_serve	n/a	n/a	M  1
542.5600000000	n/a	135640	stationary_serve	n/a	n/a	Subject_hit
544.2480000000	n/a	136062	stationary_serve	n/a	n/a	Subject_hit
545.5165000000	n/a	136379.125	stationary_serve	n/a	n/a	M  1
548.5000000000	n/a	137125	stationary_serve	n/a	n/a	Subject_hit
550.1400000000	n/a	137535	stationary_serve	n/a	n/a	Subject_hit
550.5145000000	n/a	137628.625	stationary_serve	n/a	n/a	M  1
552.2240000000	n/a	138056	stationary_serve	n/a	n/a	Subject_hit
554.6840000000	n/a	138671	stationary_serve	n/a	n/a	Subject_hit
555.5125000000	n/a	138878.125	stationary_serve	n/a	n/a	M  1
556.6480000000	n/a	139162	stationary_serve	n/a	n/a	Subject_hit
558.6640000000	n/a	139666	stationary_serve	n/a	n/a	Subject_hit
560.5105000000	n/a	140127.625	stationary_serve	n/a	n/a	M  1
560.7520000000	n/a	140188	stationary_serve	n/a	n/a	Subject_hit
562.7320000000	n/a	140683	stationary_serve	n/a	n/a	Subject_hit
565.5085000000	n/a	141377.125	stationary_serve	n/a	n/a	M  1
567.1160000000	n/a	141779	stationary_serve	n/a	n/a	Subject_hit
568.5200000000	n/a	142130	stationary_serve	n/a	n/a	Subject_hit
570.5045000000	n/a	142626.125	stationary_serve	n/a	n/a	M  1
571.0600000000	n/a	142765	stationary_serve	n/a	n/a	Subject_hit
572.8280000000	n/a	143207	stationary_serve	n/a	n/a	Subject_hit
574.8400000000	n/a	143710	stationary_serve	n/a	n/a	Subject_hit
575.5025000000	n/a	143875.625	stationary_serve	n/a	n/a	M  1
579.1520000000	n/a	144788	stationary_serve	n/a	n/a	Subject_hit
580.8480000000	n/a	145212	stationary_serve	n/a	n/a	Subject_hit
582.8540000000	n/a	145713.5	STATUS	n/a	n/a	boundary
584.8520000000	n/a	146213	moving_serve	n/a	n/a	Subject_hit
586.8320000000	n/a	146708	moving_serve	n/a	n/a	Subject_hit
586.9265000000	n/a	146731.625	moving_serve	n/a	n/a	M  1
590.8960000000	n/a	147724	moving_serve	n/a	n/a	Subject_hit
591.9245000000	n/a	147981.125	moving_serve	n/a	n/a	M  1
594.7480000000	n/a	148687	moving_serve	n/a	n/a	Subject_hit
596.9225000000	n/a	149230.625	moving_serve	n/a	n/a	M  1
597.0200000000	n/a	149255	moving_serve	n/a	n/a	Subject_hit
598.9320000000	n/a	149733	moving_serve	n/a	n/a	Subject_hit
601.9205000000	n/a	150480.125	moving_serve	n/a	n/a	M  1
602.9920000000	n/a	150748	moving_serve	n/a	n/a	Subject_hit
605.1560000000	n/a	151289	moving_serve	n/a	n/a	Subject_hit
606.9165000000	n/a	151729.125	moving_serve	n/a	n/a	M  1
607.2040000000	n/a	151801	moving_serve	n/a	n/a	Subject_hit
609.3360000000	n/a	152334	moving_serve	n/a	n/a	Subject_hit
611.2720000000	n/a	152818	moving_serve	n/a	n/a	Subject_hit
611.9125000000	n/a	152978.125	moving_serve	n/a	n/a	M  1
613.4320000000	n/a	153358	moving_serve	n/a	n/a	Subject_hit
615.5120000000	n/a	153878	moving_serve	n/a	n/a	Subject_hit
616.9105000000	n/a	154227.625	moving_serve	n/a	n/a	M  1
619.5720000000	n/a	154893	moving_serve	n/a	n/a	Subject_hit
621.5400000000	n/a	155385	moving_serve	n/a	n/a	Subject_hit
621.9085000000	n/a	155477.125	moving_serve	n/a	n/a	M  1
623.6080000000	n/a	155902	moving_serve	n/a	n/a	Subject_hit
626.9065000000	n/a	156726.625	moving_serve	n/a	n/a	M  1
627.5160000000	n/a	156879	moving_serve	n/a	n/a	Subject_hit
629.6600000000	n/a	157415	moving_serve	n/a	n/a	Subject_hit
631.8120000000	n/a	157953	moving_serve	n/a	n/a	Subject_hit
631.9025000000	n/a	157975.625	moving_serve	n/a	n/a	M  1
633.8600000000	n/a	158465	moving_serve	n/a	n/a	Subject_hit
635.6000000000	n/a	158900	moving_serve	n/a	n/a	Subject_hit
636.9005000000	n/a	159225.125	moving_serve	n/a	n/a	M  1
637.9240000000	n/a	159481	moving_serve	n/a	n/a	Subject_hit
640.0560000000	n/a	160014	moving_serve	n/a	n/a	Subject_hit
641.8920000000	n/a	160473	moving_serve	n/a	n/a	Subject_hit
641.8985000000	n/a	160474.625	moving_serve	n/a	n/a	M  1
643.7080000000	n/a	160927	moving_serve	n/a	n/a	Subject_hit
646.2960000000	n/a	161574	moving_serve	n/a	n/a	Subject_hit
646.8965000000	n/a	161724.125	moving_serve	n/a	n/a	M  1
650.1840000000	n/a	162546	moving_serve	n/a	n/a	Subject_hit
651.8925000000	n/a	162973.125	moving_serve	n/a	n/a	M  1
652.3160000000	n/a	163079	moving_serve	n/a	n/a	Subject_hit
654.3520000000	n/a	163588	moving_serve	n/a	n/a	Subject_hit
656.8905000000	n/a	164222.625	moving_serve	n/a	n/a	M  1
658.4400000000	n/a	164610	moving_serve	n/a	n/a	Subject_hit
660.4240000000	n/a	165106	moving_serve	n/a	n/a	Subject_hit
661.8885000000	n/a	165472.125	moving_serve	n/a	n/a	M  1
664.3840000000	n/a	166096	moving_serve	n/a	n/a	Subject_hit
666.5240000000	n/a	166631	moving_serve	n/a	n/a	Subject_hit
666.8865000000	n/a	166721.625	moving_serve	n/a	n/a	M  1
668.4480000000	n/a	167112	moving_serve	n/a	n/a	Subject_hit
671.3680000000	n/a	167842	moving_serve	n/a	n/a	Subject_hit
671.8845000000	n/a	167971.125	moving_serve	n/a	n/a	M  1
672.6120000000	n/a	168153	moving_serve	n/a	n/a	Subject_hit
675.0840000000	n/a	168771	moving_serve	n/a	n/a	Subject_hit
676.8825000000	n/a	169220.625	moving_serve	n/a	n/a	M  1
677.0200000000	n/a	169255	moving_serve	n/a	n/a	Subject_hit
679.0760000000	n/a	169769	moving_serve	n/a	n/a	Subject_hit
681.1560000000	n/a	170289	moving_serve	n/a	n/a	Subject_hit
681.8805000000	n/a	170470.125	moving_serve	n/a	n/a	M  1
683.2480000000	n/a	170812	moving_serve	n/a	n/a	Subject_hit
685.4960000000	n/a	171374	moving_serve	n/a	n/a	Subject_hit
686.8785000000	n/a	171719.625	moving_serve	n/a	n/a	M  1
687.5080000000	n/a	171877	moving_serve	n/a	n/a	Subject_hit
