onset	duration	sample	type	value
0	0	1	New Segment	1
3.195	0.0002	15976	Stimulus	S  1
5.4846	0.0002	27424	Stimulus	S 70
6.5846	0.0002	32924	Stimulus	S130
6.6696	0.0002	33349	Stimulus	S 99
9.193	0.0002	45966	Stimulus	S 70
10.293	0.0002	51466	Stimulus	S130
10.378	0.0002	51891	Stimulus	S 99
12.773	0.0002	63866	Stimulus	S 70
13.873	0.0002	69366	Stimulus	S130
13.958	0.0002	69791	Stimulus	S 99
16.7018	0.0002	83510	Stimulus	S 70
17.8018	0.0002	89010	Stimulus	S130
17.8868	0.0002	89435	Stimulus	S 99
20.4118	0.0002	102060	Stimulus	S 70
21.5118	0.0002	107560	Stimulus	S130
21.5968	0.0002	107985	Stimulus	S 99
23.2328	0.0002	116165	Stimulus	S 70
24.3328	0.0002	121665	Stimulus	S130
24.4178	0.0002	122090	Stimulus	S 99
26.0936	0.0002	130469	Stimulus	S 70
27.1936	0.0002	135969	Stimulus	S130
27.2786	0.0002	136394	Stimulus	S 99
29.8126	0.0002	149064	Stimulus	S 70
30.9126	0.0002	154564	Stimulus	S130
30.9976	0.0002	154989	Stimulus	S 99
33.7304	0.0002	168653	Stimulus	S 70
34.8304	0.0002	174153	Stimulus	S130
34.9154	0.0002	174578	Stimulus	S 99
37.0024	0.0002	185013	Stimulus	S 70
38.1024	0.0002	190513	Stimulus	S130
38.1874	0.0002	190938	Stimulus	S 99
40.3504	0.0002	201753	Stimulus	S 70
41.4504	0.0002	207253	Stimulus	S130
41.5354	0.0002	207678	Stimulus	S 99
44.3844	0.0002	221923	Stimulus	S 70
45.4842	0.0002	227422	Stimulus	S130
45.5692	0.0002	227847	Stimulus	S 99
48.3962	0.0002	241982	Stimulus	S 70
49.4962	0.0002	247482	Stimulus	S130
49.5812	0.0002	247907	Stimulus	S 99
52.4522	0.0002	262262	Stimulus	S 70
53.5522	0.0002	267762	Stimulus	S130
53.6372	0.0002	268187	Stimulus	S 99
55.142	0.0002	275711	Stimulus	S 70
56.242	0.0002	281211	Stimulus	S130
56.327	0.0002	281636	Stimulus	S 99
58.399	0.0002	291996	Stimulus	S 70
59.499	0.0002	297496	Stimulus	S130
59.584	0.0002	297921	Stimulus	S 99
62.244	0.0002	311221	Stimulus	S 70
63.344	0.0002	316721	Stimulus	S130
63.429	0.0002	317146	Stimulus	S 99
66.1738	0.0002	330870	Stimulus	S 70
67.2738	0.0002	336370	Stimulus	S130
67.3588	0.0002	336795	Stimulus	S 99
70.1088	0.0002	350545	Stimulus	S 70
71.2088	0.0002	356045	Stimulus	S130
71.2938	0.0002	356470	Stimulus	S 99
73.0498	0.0002	365250	Stimulus	S 70
74.1498	0.0002	370750	Stimulus	S130
74.2348	0.0002	371175	Stimulus	S 99
76.9356	0.0002	384679	Stimulus	S 70
78.0356	0.0002	390179	Stimulus	S130
78.1206	0.0002	390604	Stimulus	S130
80.1276	0.0002	400639	Stimulus	S 70
81.2276	0.0002	406139	Stimulus	S130
81.3126	0.0002	406564	Stimulus	S 99
82.8276	0.0002	414139	Stimulus	S 70
83.9276	0.0002	419639	Stimulus	S130
84.0126	0.0002	420064	Stimulus	S 99
85.6034	0.0002	428018	Stimulus	S 70
86.7034	0.0002	433518	Stimulus	S130
86.7884	0.0002	433943	Stimulus	S 99
89.5784	0.0002	447893	Stimulus	S 70
90.6784	0.0002	453393	Stimulus	S130
90.7634	0.0002	453818	Stimulus	S 99
92.2984	0.0002	461493	Stimulus	S 70
93.3984	0.0002	466993	Stimulus	S130
93.4834	0.0002	467418	Stimulus	S 99
95.2104	0.0002	476053	Stimulus	S 70
96.3102	0.0002	481552	Stimulus	S130
96.3952	0.0002	481977	Stimulus	S 99
97.9812	0.0002	489907	Stimulus	S 70
99.0812	0.0002	495407	Stimulus	S130
99.1662	0.0002	495832	Stimulus	S 99
100.8492	0.0002	504247	Stimulus	S 70
101.9492	0.0002	509747	Stimulus	S130
102.0342	0.0002	510172	Stimulus	S 99
103.8832	0.0002	519417	Stimulus	S 70
104.9832	0.0002	524917	Stimulus	S130
105.0682	0.0002	525342	Stimulus	S 99
106.708	0.0002	533541	Stimulus	S 70
107.808	0.0002	539041	Stimulus	S130
107.893	0.0002	539466	Stimulus	S 99
109.679	0.0002	548396	Stimulus	S 70
110.779	0.0002	553896	Stimulus	S130
110.864	0.0002	554321	Stimulus	S 99
112.441	0.0002	562206	Stimulus	S 70
113.541	0.0002	567706	Stimulus	S130
113.626	0.0002	568131	Stimulus	S 99
116.2988	0.0002	581495	Stimulus	S 70
117.3988	0.0002	586995	Stimulus	S130
117.4838	0.0002	587420	Stimulus	S 99
118.9508	0.0002	594755	Stimulus	S 70
120.0508	0.0002	600255	Stimulus	S130
120.1358	0.0002	600680	Stimulus	S 99
121.6468	0.0002	608235	Stimulus	S 70
122.7468	0.0002	613735	Stimulus	S130
122.8318	0.0002	614160	Stimulus	S 99
125.3818	0.0002	626910	Stimulus	S 70
126.4818	0.0002	632410	Stimulus	S130
126.5668	0.0002	632835	Stimulus	S130
129.0566	0.0002	645284	Stimulus	S 70
130.1566	0.0002	650784	Stimulus	S130
130.2416	0.0002	651209	Stimulus	S 99
131.8956	0.0002	659479	Stimulus	S 70
132.9956	0.0002	664979	Stimulus	S130
133.0806	0.0002	665404	Stimulus	S 99
