onset	duration	sample	trial_type	response_time	stim_file	value
0.0200000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
73.7620000000	n/a	n/a	Left response	n/a	n/a	keypad1
75.9460000000	n/a	n/a	Left response	n/a	n/a	keypad1
78.9180000000	n/a	n/a	Left response	n/a	n/a	keypad1
81.3680000000	n/a	n/a	Left response	n/a	n/a	keypad1
83.6500000000	n/a	n/a	Right response	n/a	n/a	keypad2
85.8460000000	n/a	n/a	Right response	n/a	n/a	keypad2
87.9740000000	n/a	n/a	Left response	n/a	n/a	keypad1
98.7040000000	n/a	n/a	Left response	n/a	n/a	keypad1
113.2260000000	n/a	n/a	STATUS	n/a	n/a	245
114.5800000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
115.4600000000	n/a	n/a	Train Stim: D C	n/a	n/a	16
116.5780000000	n/a	n/a	Right response	n/a	n/a	keypad2
116.6960000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
118.3300000000	n/a	n/a	Train Stim: F E	n/a	n/a	21
119.4420000000	n/a	n/a	Right response	n/a	n/a	keypad2
119.5640000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
121.3000000000	n/a	n/a	Train Stim: B A	n/a	n/a	12
122.4720000000	n/a	n/a	Left response	n/a	n/a	keypad1
122.5520000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
124.0860000000	n/a	n/a	Train Stim: F E	n/a	n/a	20
124.8920000000	n/a	n/a	Right response	n/a	n/a	keypad2
125.0200000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
126.6560000000	n/a	n/a	Train Stim: A B	n/a	n/a	10
128.2280000000	n/a	n/a	Right response	n/a	n/a	keypad2
128.3240000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
128.5880000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
129.0860000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
129.8580000000	n/a	n/a	Train Stim: D C	n/a	n/a	16
131.2640000000	n/a	n/a	Left response	n/a	n/a	keypad1
131.3600000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
131.5460000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
132.2680000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
132.9940000000	n/a	n/a	Train Stim: B A	n/a	n/a	12
134.4720000000	n/a	n/a	Left response	n/a	n/a	keypad1
134.5460000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
134.8100000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
135.4340000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
135.9820000000	n/a	n/a	Train Stim: D C	n/a	n/a	17
137.0420000000	n/a	n/a	Left response	n/a	n/a	keypad1
137.1160000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
137.6400000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
138.3520000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
138.9500000000	n/a	n/a	Train Stim: E F	n/a	n/a	19
141.3460000000	n/a	n/a	Right response	n/a	n/a	keypad2
141.4380000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
141.9600000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
142.5860000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
143.1720000000	n/a	n/a	Train Stim: A B	n/a	n/a	10
144.3320000000	n/a	n/a	Right response	n/a	n/a	keypad2
144.4240000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
146.0600000000	n/a	n/a	Train Stim: E F	n/a	n/a	18
147.0280000000	n/a	n/a	Left response	n/a	n/a	keypad1
147.1420000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
148.7780000000	n/a	n/a	Train Stim: D C	n/a	n/a	17
149.7500000000	n/a	n/a	Left response	n/a	n/a	keypad1
149.8620000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
151.2960000000	n/a	n/a	Train Stim: E F	n/a	n/a	18
153.0940000000	n/a	n/a	Right response	n/a	n/a	keypad2
153.2000000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
153.5800000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
154.2000000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
154.6340000000	n/a	n/a	Train Stim: A B	n/a	n/a	10
155.7260000000	n/a	n/a	Right response	n/a	n/a	keypad2
155.8020000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
157.2360000000	n/a	n/a	Train Stim: C D	n/a	n/a	14
158.6580000000	n/a	n/a	Right response	n/a	n/a	keypad2
158.7560000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
159.0640000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
159.5360000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
160.1900000000	n/a	n/a	Train Stim: C D	n/a	n/a	14
160.9380000000	n/a	n/a	Right response	n/a	n/a	keypad2
161.0400000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
161.3460000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
161.7320000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
162.7760000000	n/a	n/a	Train Stim: F E	n/a	n/a	20
164.1540000000	n/a	n/a	Right response	n/a	n/a	keypad2
164.2600000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
164.9180000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
165.3720000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
165.8940000000	n/a	n/a	Train Stim: B A	n/a	n/a	12
167.0440000000	n/a	n/a	Left response	n/a	n/a	keypad1
167.0480000000	n/a	n/a	Left response	n/a	n/a	keypad1
167.1300000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
167.4140000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
167.7760000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
168.8640000000	n/a	n/a	Train Stim: D C	n/a	n/a	16
169.6600000000	n/a	n/a	Left response	n/a	n/a	keypad1
169.7820000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
170.0220000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
170.5860000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
171.2180000000	n/a	n/a	Train Stim: B A	n/a	n/a	13
172.5960000000	n/a	n/a	Left response	n/a	n/a	keypad1
172.6860000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
174.2200000000	n/a	n/a	Train Stim: F E	n/a	n/a	21
175.5540000000	n/a	n/a	Left response	n/a	n/a	keypad1
175.6720000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
177.2060000000	n/a	n/a	Train Stim: B A	n/a	n/a	13
178.1080000000	n/a	n/a	Left response	n/a	n/a	keypad1
178.1120000000	n/a	n/a	Left response	n/a	n/a	keypad1
178.2080000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
