onset	duration	stimulusOnsetRec	stimulusOffsetRec	trialnumber	stimulusConditionCode	stimulusFrequency	stimulusAmplitude_mA	stimulusPulseDuration_ms	stimulusStimulusDuration_ms	stimulusType	stimulusOnsetLogFile	stimulusOffsetLogFile
1.6366	0	1.6366	1.6366	1	6000	1	6	0	0	spine_direct_electrical_stimulation	1.6366	1.6366
2.63663333333333	0	2.63663333333333	2.63663333333333	2	6000	1	6	0	0	spine_direct_electrical_stimulation	2.63663333333333	2.63663333333333
3.63666666666667	0	3.63666666666667	3.63666666666667	3	6000	1	6	0	0	spine_direct_electrical_stimulation	3.63666666666667	3.63666666666667
4.6367	0	4.6367	4.6367	4	6000	1	6	0	0	spine_direct_electrical_stimulation	4.6367	4.6367
5.63673333333333	0	5.63673333333333	5.63673333333333	5	6000	1	6	0	0	spine_direct_electrical_stimulation	5.63673333333333	5.63673333333333
6.63676666666667	0	6.63676666666667	6.63676666666667	6	6000	1	6	0	0	spine_direct_electrical_stimulation	6.63676666666667	6.63676666666667
7.6368	0	7.6368	7.6368	7	6000	1	6	0	0	spine_direct_electrical_stimulation	7.6368	7.6368
8.63696666666667	0	8.63696666666667	8.63696666666667	8	6000	1	6	0	0	spine_direct_electrical_stimulation	8.63696666666667	8.63696666666667
9.637	0	9.637	9.637	9	6000	1	6	0	0	spine_direct_electrical_stimulation	9.637	9.637
10.6370333333333	0	10.6370333333333	10.6370333333333	10	6000	1	6	0	0	spine_direct_electrical_stimulation	10.6370333333333	10.6370333333333
11.6370666666667	0	11.6370666666667	11.6370666666667	11	6000	1	6	0	0	spine_direct_electrical_stimulation	11.6370666666667	11.6370666666667
12.6371	0	12.6371	12.6371	12	6000	1	6	0	0	spine_direct_electrical_stimulation	12.6371	12.6371
13.6371333333333	0	13.6371333333333	13.6371333333333	13	6000	1	6	0	0	spine_direct_electrical_stimulation	13.6371333333333	13.6371333333333
14.6371666666667	0	14.6371666666667	14.6371666666667	14	6000	1	6	0	0	spine_direct_electrical_stimulation	14.6371666666667	14.6371666666667
15.6372	0	15.6372	15.6372	15	6000	1	6	0	0	spine_direct_electrical_stimulation	15.6372	15.6372
16.6372333333333	0	16.6372333333333	16.6372333333333	16	6000	1	6	0	0	spine_direct_electrical_stimulation	16.6372333333333	16.6372333333333
17.6372666666667	0	17.6372666666667	17.6372666666667	17	6000	1	6	0	0	spine_direct_electrical_stimulation	17.6372666666667	17.6372666666667
18.6373	0	18.6373	18.6373	18	6000	1	6	0	0	spine_direct_electrical_stimulation	18.6373	18.6373
19.6373333333333	0	19.6373333333333	19.6373333333333	19	6000	1	6	0	0	spine_direct_electrical_stimulation	19.6373333333333	19.6373333333333
20.6372666666667	0	20.6372666666667	20.6372666666667	20	6000	1	6	0	0	spine_direct_electrical_stimulation	20.6372666666667	20.6372666666667
