onset	duration	stimulusOnsetRec	stimulusOffsetRec	trialnumber	stimulusConditionCode	stimulusFrequency	stimulusAmplitude_mA	stimulusPulseDuration_ms	stimulusStimulusDuration_ms	stimulusType	stimulusOnsetLogFile	stimulusOffsetLogFile
0.902833333333333	0	0.902833333333333	0.902833333333333	1	4000	1	4	0	0	spine_direct_electrical_stimulation	0.902833333333333	0.902833333333333
1.90286666666667	0	1.90286666666667	1.90286666666667	2	4000	1	4	0	0	spine_direct_electrical_stimulation	1.90286666666667	1.90286666666667
2.9029	0	2.9029	2.9029	3	4000	1	4	0	0	spine_direct_electrical_stimulation	2.9029	2.9029
3.90293333333333	0	3.90293333333333	3.90293333333333	4	4000	1	4	0	0	spine_direct_electrical_stimulation	3.90293333333333	3.90293333333333
4.90296666666667	0	4.90296666666667	4.90296666666667	5	4000	1	4	0	0	spine_direct_electrical_stimulation	4.90296666666667	4.90296666666667
5.903	0	5.903	5.903	6	4000	1	4	0	0	spine_direct_electrical_stimulation	5.903	5.903
6.90303333333333	0	6.90303333333333	6.90303333333333	7	4000	1	4	0	0	spine_direct_electrical_stimulation	6.90303333333333	6.90303333333333
7.90306666666667	0	7.90306666666667	7.90306666666667	8	4000	1	4	0	0	spine_direct_electrical_stimulation	7.90306666666667	7.90306666666667
8.9031	0	8.9031	8.9031	9	4000	1	4	0	0	spine_direct_electrical_stimulation	8.9031	8.9031
9.90313333333333	0	9.90313333333333	9.90313333333333	10	4000	1	4	0	0	spine_direct_electrical_stimulation	9.90313333333333	9.90313333333333
10.9031666666667	0	10.9031666666667	10.9031666666667	11	4000	1	4	0	0	spine_direct_electrical_stimulation	10.9031666666667	10.9031666666667
11.9032	0	11.9032	11.9032	12	4000	1	4	0	0	spine_direct_electrical_stimulation	11.9032	11.9032
12.9032333333333	0	12.9032333333333	12.9032333333333	13	4000	1	4	0	0	spine_direct_electrical_stimulation	12.9032333333333	12.9032333333333
13.9032666666667	0	13.9032666666667	13.9032666666667	14	4000	1	4	0	0	spine_direct_electrical_stimulation	13.9032666666667	13.9032666666667
14.9033	0	14.9033	14.9033	15	4000	1	4	0	0	spine_direct_electrical_stimulation	14.9033	14.9033
15.9033333333333	0	15.9033333333333	15.9033333333333	16	4000	1	4	0	0	spine_direct_electrical_stimulation	15.9033333333333	15.9033333333333
16.9033666666667	0	16.9033666666667	16.9033666666667	17	4000	1	4	0	0	spine_direct_electrical_stimulation	16.9033666666667	16.9033666666667
17.9034	0	17.9034	17.9034	18	4000	1	4	0	0	spine_direct_electrical_stimulation	17.9034	17.9034
18.9034333333333	0	18.9034333333333	18.9034333333333	19	4000	1	4	0	0	spine_direct_electrical_stimulation	18.9034333333333	18.9034333333333
19.9034666666667	0	19.9034666666667	19.9034666666667	20	4000	1	4	0	0	spine_direct_electrical_stimulation	19.9034666666667	19.9034666666667
