onset	duration	stimulusOnsetRec	stimulusOffsetRec	trialnumber	stimulusConditionCode	stimulusFrequency	stimulusAmplitude_mA	stimulusPulseDuration_ms	stimulusStimulusDuration_ms	stimulusType	stimulusOnsetLogFile	stimulusOffsetLogFile
1.01023333333333	0	1.01023333333333	1.01023333333333	1	200	1	0.2	0	0	spine_direct_electrical_stimulation	1.01023333333333	1.01023333333333
2.01026666666667	0	2.01026666666667	2.01026666666667	2	200	1	0.2	0	0	spine_direct_electrical_stimulation	2.01026666666667	2.01026666666667
3.0103	0	3.0103	3.0103	3	200	1	0.2	0	0	spine_direct_electrical_stimulation	3.0103	3.0103
4.01033333333333	0	4.01033333333333	4.01033333333333	4	200	1	0.2	0	0	spine_direct_electrical_stimulation	4.01033333333333	4.01033333333333
5.01036666666667	0	5.01036666666667	5.01036666666667	5	200	1	0.2	0	0	spine_direct_electrical_stimulation	5.01036666666667	5.01036666666667
6.0104	0	6.0104	6.0104	6	200	1	0.2	0	0	spine_direct_electrical_stimulation	6.0104	6.0104
7.01043333333333	0	7.01043333333333	7.01043333333333	7	200	1	0.2	0	0	spine_direct_electrical_stimulation	7.01043333333333	7.01043333333333
8.01046666666667	0	8.01046666666667	8.01046666666667	8	200	1	0.2	0	0	spine_direct_electrical_stimulation	8.01046666666667	8.01046666666667
9.01046666666667	0	9.01046666666667	9.01046666666667	9	200	1	0.2	0	0	spine_direct_electrical_stimulation	9.01046666666667	9.01046666666667
10.0104666666667	0	10.0104666666667	10.0104666666667	10	200	1	0.2	0	0	spine_direct_electrical_stimulation	10.0104666666667	10.0104666666667
11.0104666666667	0	11.0104666666667	11.0104666666667	11	200	1	0.2	0	0	spine_direct_electrical_stimulation	11.0104666666667	11.0104666666667
12.0104666666667	0	12.0104666666667	12.0104666666667	12	200	1	0.2	0	0	spine_direct_electrical_stimulation	12.0104666666667	12.0104666666667
13.0104666666667	0	13.0104666666667	13.0104666666667	13	200	1	0.2	0	0	spine_direct_electrical_stimulation	13.0104666666667	13.0104666666667
14.0104666666667	0	14.0104666666667	14.0104666666667	14	200	1	0.2	0	0	spine_direct_electrical_stimulation	14.0104666666667	14.0104666666667
15.0104666666667	0	15.0104666666667	15.0104666666667	15	200	1	0.2	0	0	spine_direct_electrical_stimulation	15.0104666666667	15.0104666666667
16.0104666666667	0	16.0104666666667	16.0104666666667	16	200	1	0.2	0	0	spine_direct_electrical_stimulation	16.0104666666667	16.0104666666667
17.0104666666667	0	17.0104666666667	17.0104666666667	17	200	1	0.2	0	0	spine_direct_electrical_stimulation	17.0104666666667	17.0104666666667
18.0104666666667	0	18.0104666666667	18.0104666666667	18	200	1	0.2	0	0	spine_direct_electrical_stimulation	18.0104666666667	18.0104666666667
19.0104666666667	0	19.0104666666667	19.0104666666667	19	200	1	0.2	0	0	spine_direct_electrical_stimulation	19.0104666666667	19.0104666666667
20.0104666666667	0	20.0104666666667	20.0104666666667	20	200	1	0.2	0	0	spine_direct_electrical_stimulation	20.0104666666667	20.0104666666667
